codice_istat,comune,anno,comparto,segmento,ntn
017001,Acquafredda,2011,non_residenziale,agricolo,0.00
017001,Acquafredda,2011,non_residenziale,depositi_commerciali,1.12
017001,Acquafredda,2011,non_residenziale,negozi_laboratori,2.00
017001,Acquafredda,2011,non_residenziale,produttivo,1.06
017001,Acquafredda,2011,non_residenziale,tco_b04,0.00
017001,Acquafredda,2011,non_residenziale,tco_d02,0.00
017001,Acquafredda,2011,non_residenziale,tco_d05,0.00
017001,Acquafredda,2011,non_residenziale,tco_d08,0.00
017001,Acquafredda,2011,non_residenziale,uffici,0.00
017001,Acquafredda,2011,pertinenze,box,11.00
017001,Acquafredda,2011,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2011,residenziale,115-145 mq,5.00
017001,Acquafredda,2011,residenziale,50-85 mq,1.00
017001,Acquafredda,2011,residenziale,85-115 mq,2.00
017001,Acquafredda,2011,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2011,residenziale,oltre 145 mq,4.00
017001,Acquafredda,2011,residenziale,totale,12.00
017001,Acquafredda,2012,non_residenziale,agricolo,0.00
017001,Acquafredda,2012,non_residenziale,depositi_commerciali,0.00
017001,Acquafredda,2012,non_residenziale,negozi_laboratori,0.00
017001,Acquafredda,2012,non_residenziale,produttivo,0.00
017001,Acquafredda,2012,non_residenziale,tco_b04,0.00
017001,Acquafredda,2012,non_residenziale,tco_d02,0.00
017001,Acquafredda,2012,non_residenziale,tco_d05,0.00
017001,Acquafredda,2012,non_residenziale,tco_d08,0.00
017001,Acquafredda,2012,non_residenziale,uffici,0.00
017001,Acquafredda,2012,pertinenze,box,2.39
017001,Acquafredda,2012,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2012,residenziale,115-145 mq,0.00
017001,Acquafredda,2012,residenziale,50-85 mq,0.00
017001,Acquafredda,2012,residenziale,85-115 mq,1.00
017001,Acquafredda,2012,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2012,residenziale,oltre 145 mq,0.50
017001,Acquafredda,2012,residenziale,totale,1.50
017001,Acquafredda,2013,non_residenziale,agricolo,0.00
017001,Acquafredda,2013,non_residenziale,depositi_commerciali,1.06
017001,Acquafredda,2013,non_residenziale,negozi_laboratori,0.00
017001,Acquafredda,2013,non_residenziale,produttivo,1.03
017001,Acquafredda,2013,non_residenziale,tco_b04,0.00
017001,Acquafredda,2013,non_residenziale,tco_d02,0.00
017001,Acquafredda,2013,non_residenziale,tco_d05,0.00
017001,Acquafredda,2013,non_residenziale,tco_d08,0.00
017001,Acquafredda,2013,non_residenziale,uffici,1.00
017001,Acquafredda,2013,pertinenze,box,10.01
017001,Acquafredda,2013,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2013,residenziale,115-145 mq,5.00
017001,Acquafredda,2013,residenziale,50-85 mq,0.00
017001,Acquafredda,2013,residenziale,85-115 mq,0.17
017001,Acquafredda,2013,residenziale,fino a 50 mq,1.00
017001,Acquafredda,2013,residenziale,oltre 145 mq,2.84
017001,Acquafredda,2013,residenziale,totale,9.01
017001,Acquafredda,2014,non_residenziale,agricolo,0.00
017001,Acquafredda,2014,non_residenziale,depositi_commerciali,0.00
017001,Acquafredda,2014,non_residenziale,negozi_laboratori,0.00
017001,Acquafredda,2014,non_residenziale,produttivo,1.00
017001,Acquafredda,2014,non_residenziale,tco_b04,0.00
017001,Acquafredda,2014,non_residenziale,tco_d02,0.00
017001,Acquafredda,2014,non_residenziale,tco_d05,0.00
017001,Acquafredda,2014,non_residenziale,tco_d08,0.00
017001,Acquafredda,2014,non_residenziale,uffici,0.00
017001,Acquafredda,2014,pertinenze,box,1.00
017001,Acquafredda,2014,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2014,residenziale,115-145 mq,1.00
017001,Acquafredda,2014,residenziale,50-85 mq,0.00
017001,Acquafredda,2014,residenziale,85-115 mq,1.00
017001,Acquafredda,2014,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2014,residenziale,oltre 145 mq,0.00
017001,Acquafredda,2014,residenziale,totale,2.00
017001,Acquafredda,2015,non_residenziale,agricolo,0.00
017001,Acquafredda,2015,non_residenziale,depositi_commerciali,0.23
017001,Acquafredda,2015,non_residenziale,negozi_laboratori,0.00
017001,Acquafredda,2015,non_residenziale,produttivo,0.03
017001,Acquafredda,2015,non_residenziale,tco_b04,0.00
017001,Acquafredda,2015,non_residenziale,tco_d02,0.00
017001,Acquafredda,2015,non_residenziale,tco_d05,0.00
017001,Acquafredda,2015,non_residenziale,tco_d08,0.00
017001,Acquafredda,2015,non_residenziale,uffici,0.00
017001,Acquafredda,2015,pertinenze,box,6.67
017001,Acquafredda,2015,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2015,residenziale,115-145 mq,2.17
017001,Acquafredda,2015,residenziale,50-85 mq,2.00
017001,Acquafredda,2015,residenziale,85-115 mq,4.00
017001,Acquafredda,2015,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2015,residenziale,oltre 145 mq,1.84
017001,Acquafredda,2015,residenziale,totale,10.01
017001,Acquafredda,2016,non_residenziale,agricolo,0.00
017001,Acquafredda,2016,non_residenziale,depositi_commerciali,2.06
017001,Acquafredda,2016,non_residenziale,negozi_laboratori,0.75
017001,Acquafredda,2016,non_residenziale,produttivo,1.03
017001,Acquafredda,2016,non_residenziale,tco_b04,0.00
017001,Acquafredda,2016,non_residenziale,tco_d02,0.00
017001,Acquafredda,2016,non_residenziale,tco_d05,0.00
017001,Acquafredda,2016,non_residenziale,tco_d08,0.00
017001,Acquafredda,2016,non_residenziale,uffici,0.00
017001,Acquafredda,2016,pertinenze,box,2.50
017001,Acquafredda,2016,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2016,residenziale,115-145 mq,2.50
017001,Acquafredda,2016,residenziale,50-85 mq,0.00
017001,Acquafredda,2016,residenziale,85-115 mq,1.00
017001,Acquafredda,2016,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2016,residenziale,oltre 145 mq,2.75
017001,Acquafredda,2016,residenziale,totale,6.25
017001,Acquafredda,2017,non_residenziale,agricolo,1.00
017001,Acquafredda,2017,non_residenziale,depositi_commerciali_autorimesse,0.00
017001,Acquafredda,2017,non_residenziale,negozi_laboratori,1.00
017001,Acquafredda,2017,non_residenziale,produttivo,2.00
017001,Acquafredda,2017,non_residenziale,tco_b04,0.00
017001,Acquafredda,2017,non_residenziale,tco_d02,0.00
017001,Acquafredda,2017,non_residenziale,tco_d05,0.00
017001,Acquafredda,2017,non_residenziale,tco_d08,0.00
017001,Acquafredda,2017,non_residenziale,uffici,0.00
017001,Acquafredda,2017,pertinenze,box,4.50
017001,Acquafredda,2017,pertinenze,depositi_pertinenziali,2.00
017001,Acquafredda,2017,residenziale,115-145 mq,2.00
017001,Acquafredda,2017,residenziale,50-85 mq,3.00
017001,Acquafredda,2017,residenziale,85-115 mq,1.00
017001,Acquafredda,2017,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2017,residenziale,oltre 145 mq,1.50
017001,Acquafredda,2017,residenziale,totale,7.50
017001,Acquafredda,2018,non_residenziale,agricolo,1.00
017001,Acquafredda,2018,non_residenziale,depositi_commerciali_autorimesse,0.00
017001,Acquafredda,2018,non_residenziale,negozi_laboratori,1.00
017001,Acquafredda,2018,non_residenziale,produttivo,1.00
017001,Acquafredda,2018,non_residenziale,tco_b04,0.00
017001,Acquafredda,2018,non_residenziale,tco_d02,0.00
017001,Acquafredda,2018,non_residenziale,tco_d05,0.00
017001,Acquafredda,2018,non_residenziale,tco_d08,1.00
017001,Acquafredda,2018,non_residenziale,uffici,0.00
017001,Acquafredda,2018,pertinenze,box,3.50
017001,Acquafredda,2018,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2018,residenziale,115-145 mq,0.00
017001,Acquafredda,2018,residenziale,50-85 mq,2.00
017001,Acquafredda,2018,residenziale,85-115 mq,1.50
017001,Acquafredda,2018,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2018,residenziale,oltre 145 mq,1.00
017001,Acquafredda,2018,residenziale,totale,4.50
017001,Acquafredda,2019,non_residenziale,agricolo,0.00
017001,Acquafredda,2019,non_residenziale,depositi_commerciali_autorimesse,3.00
017001,Acquafredda,2019,non_residenziale,negozi_laboratori,2.00
017001,Acquafredda,2019,non_residenziale,produttivo,0.00
017001,Acquafredda,2019,non_residenziale,tco_b04,0.00
017001,Acquafredda,2019,non_residenziale,tco_d02,0.00
017001,Acquafredda,2019,non_residenziale,tco_d05,0.00
017001,Acquafredda,2019,non_residenziale,tco_d08,0.00
017001,Acquafredda,2019,non_residenziale,uffici,3.00
017001,Acquafredda,2019,pertinenze,box,13.30
017001,Acquafredda,2019,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2019,residenziale,115-145 mq,2.65
017001,Acquafredda,2019,residenziale,50-85 mq,4.00
017001,Acquafredda,2019,residenziale,85-115 mq,3.00
017001,Acquafredda,2019,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2019,residenziale,oltre 145 mq,4.30
017001,Acquafredda,2019,residenziale,totale,13.95
017001,Acquafredda,2020,non_residenziale,agricolo,0.00
017001,Acquafredda,2020,non_residenziale,depositi_commerciali_autorimesse,0.06
017001,Acquafredda,2020,non_residenziale,negozi_laboratori,0.00
017001,Acquafredda,2020,non_residenziale,produttivo,0.28
017001,Acquafredda,2020,non_residenziale,tco_b04,0.00
017001,Acquafredda,2020,non_residenziale,tco_d02,0.00
017001,Acquafredda,2020,non_residenziale,tco_d05,0.00
017001,Acquafredda,2020,non_residenziale,tco_d08,0.00
017001,Acquafredda,2020,non_residenziale,uffici,2.00
017001,Acquafredda,2020,pertinenze,box,11.00
017001,Acquafredda,2020,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2020,residenziale,115-145 mq,2.00
017001,Acquafredda,2020,residenziale,50-85 mq,4.00
017001,Acquafredda,2020,residenziale,85-115 mq,0.50
017001,Acquafredda,2020,residenziale,fino a 50 mq,2.00
017001,Acquafredda,2020,residenziale,oltre 145 mq,8.00
017001,Acquafredda,2020,residenziale,totale,16.50
017001,Acquafredda,2021,non_residenziale,agricolo,0.00
017001,Acquafredda,2021,non_residenziale,depositi_commerciali_autorimesse,0.00
017001,Acquafredda,2021,non_residenziale,negozi_laboratori,0.00
017001,Acquafredda,2021,non_residenziale,produttivo,0.00
017001,Acquafredda,2021,non_residenziale,tco_b04,0.00
017001,Acquafredda,2021,non_residenziale,tco_d02,0.00
017001,Acquafredda,2021,non_residenziale,tco_d05,0.00
017001,Acquafredda,2021,non_residenziale,tco_d08,0.00
017001,Acquafredda,2021,non_residenziale,uffici,0.00
017001,Acquafredda,2021,pertinenze,box,10.72
017001,Acquafredda,2021,pertinenze,depositi_pertinenziali,1.00
017001,Acquafredda,2021,residenziale,115-145 mq,0.00
017001,Acquafredda,2021,residenziale,50-85 mq,3.50
017001,Acquafredda,2021,residenziale,85-115 mq,2.00
017001,Acquafredda,2021,residenziale,fino a 50 mq,1.00
017001,Acquafredda,2021,residenziale,oltre 145 mq,4.22
017001,Acquafredda,2021,residenziale,totale,10.72
017001,Acquafredda,2022,non_residenziale,agricolo,0.00
017001,Acquafredda,2022,non_residenziale,depositi_commerciali_autorimesse,3.06
017001,Acquafredda,2022,non_residenziale,negozi_laboratori,3.00
017001,Acquafredda,2022,non_residenziale,produttivo,4.28
017001,Acquafredda,2022,non_residenziale,tco_b04,0.00
017001,Acquafredda,2022,non_residenziale,tco_d02,0.00
017001,Acquafredda,2022,non_residenziale,tco_d05,0.00
017001,Acquafredda,2022,non_residenziale,tco_d08,0.00
017001,Acquafredda,2022,non_residenziale,uffici,0.00
017001,Acquafredda,2022,pertinenze,box,12.00
017001,Acquafredda,2022,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2022,residenziale,115-145 mq,2.00
017001,Acquafredda,2022,residenziale,50-85 mq,4.00
017001,Acquafredda,2022,residenziale,85-115 mq,3.00
017001,Acquafredda,2022,residenziale,fino a 50 mq,1.00
017001,Acquafredda,2022,residenziale,oltre 145 mq,10.50
017001,Acquafredda,2022,residenziale,totale,20.50
017001,Acquafredda,2023,non_residenziale,agricolo,0.00
017001,Acquafredda,2023,non_residenziale,depositi_commerciali_autorimesse,3.00
017001,Acquafredda,2023,non_residenziale,negozi_laboratori,1.00
017001,Acquafredda,2023,non_residenziale,produttivo,3.75
017001,Acquafredda,2023,non_residenziale,tco_b04,0.00
017001,Acquafredda,2023,non_residenziale,tco_d02,0.00
017001,Acquafredda,2023,non_residenziale,tco_d05,0.00
017001,Acquafredda,2023,non_residenziale,tco_d08,0.00
017001,Acquafredda,2023,non_residenziale,uffici,0.00
017001,Acquafredda,2023,pertinenze,box,9.00
017001,Acquafredda,2023,pertinenze,depositi_pertinenziali,2.00
017001,Acquafredda,2023,residenziale,115-145 mq,4.00
017001,Acquafredda,2023,residenziale,50-85 mq,1.00
017001,Acquafredda,2023,residenziale,85-115 mq,5.00
017001,Acquafredda,2023,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2023,residenziale,oltre 145 mq,4.00
017001,Acquafredda,2023,residenziale,totale,14.00
017001,Acquafredda,2024,non_residenziale,agricolo,2.00
017001,Acquafredda,2024,non_residenziale,depositi_commerciali_autorimesse,2.33
017001,Acquafredda,2024,non_residenziale,negozi_laboratori,4.00
017001,Acquafredda,2024,non_residenziale,produttivo,2.00
017001,Acquafredda,2024,non_residenziale,tco_b04,0.00
017001,Acquafredda,2024,non_residenziale,tco_d02,0.00
017001,Acquafredda,2024,non_residenziale,tco_d05,0.00
017001,Acquafredda,2024,non_residenziale,tco_d08,0.00
017001,Acquafredda,2024,non_residenziale,uffici,3.00
017001,Acquafredda,2024,pertinenze,box,10.34
017001,Acquafredda,2024,pertinenze,depositi_pertinenziali,0.17
017001,Acquafredda,2024,residenziale,115-145 mq,2.00
017001,Acquafredda,2024,residenziale,50-85 mq,0.00
017001,Acquafredda,2024,residenziale,85-115 mq,2.00
017001,Acquafredda,2024,residenziale,fino a 50 mq,0.00
017001,Acquafredda,2024,residenziale,oltre 145 mq,11.50
017001,Acquafredda,2024,residenziale,totale,15.50
017001,Acquafredda,2025,non_residenziale,agricolo,0.00
017001,Acquafredda,2025,non_residenziale,depositi_commerciali_autorimesse,2.00
017001,Acquafredda,2025,non_residenziale,negozi_laboratori,6.00
017001,Acquafredda,2025,non_residenziale,produttivo,5.00
017001,Acquafredda,2025,non_residenziale,tco_b04,0.00
017001,Acquafredda,2025,non_residenziale,tco_d02,0.00
017001,Acquafredda,2025,non_residenziale,tco_d05,0.00
017001,Acquafredda,2025,non_residenziale,tco_d08,0.00
017001,Acquafredda,2025,non_residenziale,uffici,5.00
017001,Acquafredda,2025,pertinenze,box,23.00
017001,Acquafredda,2025,pertinenze,depositi_pertinenziali,0.00
017001,Acquafredda,2025,residenziale,115-145 mq,2.00
017001,Acquafredda,2025,residenziale,50-85 mq,14.00
017001,Acquafredda,2025,residenziale,85-115 mq,4.00
017001,Acquafredda,2025,residenziale,fino a 50 mq,1.00
017001,Acquafredda,2025,residenziale,oltre 145 mq,11.00
017001,Acquafredda,2025,residenziale,totale,32.00
017002,Adro,2011,non_residenziale,agricolo,1.00
017002,Adro,2011,non_residenziale,depositi_commerciali,6.00
017002,Adro,2011,non_residenziale,negozi_laboratori,2.00
017002,Adro,2011,non_residenziale,produttivo,5.16
017002,Adro,2011,non_residenziale,tco_b04,0.00
017002,Adro,2011,non_residenziale,tco_d02,0.00
017002,Adro,2011,non_residenziale,tco_d05,0.00
017002,Adro,2011,non_residenziale,tco_d08,0.00
017002,Adro,2011,non_residenziale,uffici,3.00
017002,Adro,2011,pertinenze,box,50.00
017002,Adro,2011,pertinenze,depositi_pertinenziali,1.50
017002,Adro,2011,residenziale,115-145 mq,10.28
017002,Adro,2011,residenziale,50-85 mq,4.84
017002,Adro,2011,residenziale,85-115 mq,19.50
017002,Adro,2011,residenziale,fino a 50 mq,0.00
017002,Adro,2011,residenziale,oltre 145 mq,20.00
017002,Adro,2011,residenziale,totale,54.62
017002,Adro,2012,non_residenziale,agricolo,0.00
017002,Adro,2012,non_residenziale,depositi_commerciali,4.00
017002,Adro,2012,non_residenziale,negozi_laboratori,8.00
017002,Adro,2012,non_residenziale,produttivo,3.03
017002,Adro,2012,non_residenziale,tco_b04,0.00
017002,Adro,2012,non_residenziale,tco_d02,0.00
017002,Adro,2012,non_residenziale,tco_d05,0.00
017002,Adro,2012,non_residenziale,tco_d08,0.00
017002,Adro,2012,non_residenziale,uffici,3.00
017002,Adro,2012,pertinenze,box,35.90
017002,Adro,2012,pertinenze,depositi_pertinenziali,3.00
017002,Adro,2012,residenziale,115-145 mq,7.15
017002,Adro,2012,residenziale,50-85 mq,8.00
017002,Adro,2012,residenziale,85-115 mq,15.00
017002,Adro,2012,residenziale,fino a 50 mq,0.00
017002,Adro,2012,residenziale,oltre 145 mq,3.50
017002,Adro,2012,residenziale,totale,33.65
017002,Adro,2013,non_residenziale,agricolo,0.00
017002,Adro,2013,non_residenziale,depositi_commerciali,5.00
017002,Adro,2013,non_residenziale,negozi_laboratori,2.00
017002,Adro,2013,non_residenziale,produttivo,9.11
017002,Adro,2013,non_residenziale,tco_b04,0.00
017002,Adro,2013,non_residenziale,tco_d02,0.00
017002,Adro,2013,non_residenziale,tco_d05,0.00
017002,Adro,2013,non_residenziale,tco_d08,0.00
017002,Adro,2013,non_residenziale,uffici,0.00
017002,Adro,2013,pertinenze,box,24.76
017002,Adro,2013,pertinenze,depositi_pertinenziali,2.50
017002,Adro,2013,residenziale,115-145 mq,6.67
017002,Adro,2013,residenziale,50-85 mq,4.20
017002,Adro,2013,residenziale,85-115 mq,8.00
017002,Adro,2013,residenziale,fino a 50 mq,1.00
017002,Adro,2013,residenziale,oltre 145 mq,7.87
017002,Adro,2013,residenziale,totale,27.74
017002,Adro,2014,non_residenziale,agricolo,0.00
017002,Adro,2014,non_residenziale,depositi_commerciali,3.25
017002,Adro,2014,non_residenziale,negozi_laboratori,2.11
017002,Adro,2014,non_residenziale,produttivo,5.84
017002,Adro,2014,non_residenziale,tco_b04,0.00
017002,Adro,2014,non_residenziale,tco_d02,0.00
017002,Adro,2014,non_residenziale,tco_d05,0.00
017002,Adro,2014,non_residenziale,tco_d08,0.00
017002,Adro,2014,non_residenziale,uffici,4.00
017002,Adro,2014,pertinenze,box,27.67
017002,Adro,2014,pertinenze,depositi_pertinenziali,1.00
017002,Adro,2014,residenziale,115-145 mq,5.67
017002,Adro,2014,residenziale,50-85 mq,4.50
017002,Adro,2014,residenziale,85-115 mq,18.00
017002,Adro,2014,residenziale,fino a 50 mq,0.00
017002,Adro,2014,residenziale,oltre 145 mq,5.30
017002,Adro,2014,residenziale,totale,33.47
017002,Adro,2015,non_residenziale,agricolo,0.00
017002,Adro,2015,non_residenziale,depositi_commerciali,7.00
017002,Adro,2015,non_residenziale,negozi_laboratori,5.00
017002,Adro,2015,non_residenziale,produttivo,2.27
017002,Adro,2015,non_residenziale,tco_b04,0.00
017002,Adro,2015,non_residenziale,tco_d02,0.00
017002,Adro,2015,non_residenziale,tco_d05,0.00
017002,Adro,2015,non_residenziale,tco_d08,0.00
017002,Adro,2015,non_residenziale,uffici,3.00
017002,Adro,2015,pertinenze,box,35.50
017002,Adro,2015,pertinenze,depositi_pertinenziali,2.00
017002,Adro,2015,residenziale,115-145 mq,6.50
017002,Adro,2015,residenziale,50-85 mq,10.00
017002,Adro,2015,residenziale,85-115 mq,8.50
017002,Adro,2015,residenziale,fino a 50 mq,1.00
017002,Adro,2015,residenziale,oltre 145 mq,10.50
017002,Adro,2015,residenziale,totale,36.50
017002,Adro,2016,non_residenziale,agricolo,1.00
017002,Adro,2016,non_residenziale,depositi_commerciali,7.50
017002,Adro,2016,non_residenziale,negozi_laboratori,3.00
017002,Adro,2016,non_residenziale,produttivo,5.02
017002,Adro,2016,non_residenziale,tco_b04,0.00
017002,Adro,2016,non_residenziale,tco_d02,0.00
017002,Adro,2016,non_residenziale,tco_d05,0.00
017002,Adro,2016,non_residenziale,tco_d08,0.00
017002,Adro,2016,non_residenziale,uffici,2.00
017002,Adro,2016,pertinenze,box,38.45
017002,Adro,2016,pertinenze,depositi_pertinenziali,2.89
017002,Adro,2016,residenziale,115-145 mq,9.67
017002,Adro,2016,residenziale,50-85 mq,8.50
017002,Adro,2016,residenziale,85-115 mq,14.00
017002,Adro,2016,residenziale,fino a 50 mq,0.00
017002,Adro,2016,residenziale,oltre 145 mq,8.78
017002,Adro,2016,residenziale,totale,40.95
017002,Adro,2017,non_residenziale,agricolo,1.00
017002,Adro,2017,non_residenziale,depositi_commerciali_autorimesse,4.00
017002,Adro,2017,non_residenziale,negozi_laboratori,3.00
017002,Adro,2017,non_residenziale,produttivo,6.49
017002,Adro,2017,non_residenziale,tco_b04,0.00
017002,Adro,2017,non_residenziale,tco_d02,0.00
017002,Adro,2017,non_residenziale,tco_d05,0.00
017002,Adro,2017,non_residenziale,tco_d08,0.00
017002,Adro,2017,non_residenziale,uffici,4.00
017002,Adro,2017,pertinenze,box,65.11
017002,Adro,2017,pertinenze,depositi_pertinenziali,5.00
017002,Adro,2017,residenziale,115-145 mq,17.00
017002,Adro,2017,residenziale,50-85 mq,16.14
017002,Adro,2017,residenziale,85-115 mq,18.67
017002,Adro,2017,residenziale,fino a 50 mq,1.00
017002,Adro,2017,residenziale,oltre 145 mq,14.78
017002,Adro,2017,residenziale,totale,67.59
017002,Adro,2018,non_residenziale,agricolo,0.00
017002,Adro,2018,non_residenziale,depositi_commerciali_autorimesse,7.60
017002,Adro,2018,non_residenziale,negozi_laboratori,2.04
017002,Adro,2018,non_residenziale,produttivo,7.11
017002,Adro,2018,non_residenziale,tco_b04,0.00
017002,Adro,2018,non_residenziale,tco_d02,0.00
017002,Adro,2018,non_residenziale,tco_d05,0.00
017002,Adro,2018,non_residenziale,tco_d08,1.00
017002,Adro,2018,non_residenziale,uffici,8.00
017002,Adro,2018,pertinenze,box,50.80
017002,Adro,2018,pertinenze,depositi_pertinenziali,2.00
017002,Adro,2018,residenziale,115-145 mq,11.50
017002,Adro,2018,residenziale,50-85 mq,12.80
017002,Adro,2018,residenziale,85-115 mq,14.00
017002,Adro,2018,residenziale,fino a 50 mq,2.00
017002,Adro,2018,residenziale,oltre 145 mq,27.10
017002,Adro,2018,residenziale,totale,67.40
017002,Adro,2019,non_residenziale,agricolo,0.00
017002,Adro,2019,non_residenziale,depositi_commerciali_autorimesse,6.00
017002,Adro,2019,non_residenziale,negozi_laboratori,6.00
017002,Adro,2019,non_residenziale,produttivo,13.04
017002,Adro,2019,non_residenziale,tco_b04,0.00
017002,Adro,2019,non_residenziale,tco_d02,0.00
017002,Adro,2019,non_residenziale,tco_d05,0.00
017002,Adro,2019,non_residenziale,tco_d08,1.00
017002,Adro,2019,non_residenziale,uffici,2.25
017002,Adro,2019,pertinenze,box,59.27
017002,Adro,2019,pertinenze,depositi_pertinenziali,3.80
017002,Adro,2019,residenziale,115-145 mq,14.05
017002,Adro,2019,residenziale,50-85 mq,15.00
017002,Adro,2019,residenziale,85-115 mq,19.41
017002,Adro,2019,residenziale,fino a 50 mq,1.00
017002,Adro,2019,residenziale,oltre 145 mq,17.03
017002,Adro,2019,residenziale,totale,66.49
017002,Adro,2020,non_residenziale,agricolo,1.00
017002,Adro,2020,non_residenziale,depositi_commerciali_autorimesse,7.00
017002,Adro,2020,non_residenziale,negozi_laboratori,4.00
017002,Adro,2020,non_residenziale,produttivo,1.01
017002,Adro,2020,non_residenziale,tco_b04,0.00
017002,Adro,2020,non_residenziale,tco_d02,0.00
017002,Adro,2020,non_residenziale,tco_d05,0.00
017002,Adro,2020,non_residenziale,tco_d08,0.00
017002,Adro,2020,non_residenziale,uffici,2.00
017002,Adro,2020,pertinenze,box,30.00
017002,Adro,2020,pertinenze,depositi_pertinenziali,3.00
017002,Adro,2020,residenziale,115-145 mq,10.50
017002,Adro,2020,residenziale,50-85 mq,9.00
017002,Adro,2020,residenziale,85-115 mq,11.00
017002,Adro,2020,residenziale,fino a 50 mq,2.00
017002,Adro,2020,residenziale,oltre 145 mq,17.00
017002,Adro,2020,residenziale,totale,49.50
017002,Adro,2021,non_residenziale,agricolo,0.00
017002,Adro,2021,non_residenziale,depositi_commerciali_autorimesse,12.11
017002,Adro,2021,non_residenziale,negozi_laboratori,4.67
017002,Adro,2021,non_residenziale,produttivo,1.04
017002,Adro,2021,non_residenziale,tco_b04,0.00
017002,Adro,2021,non_residenziale,tco_d02,0.00
017002,Adro,2021,non_residenziale,tco_d05,0.00
017002,Adro,2021,non_residenziale,tco_d08,0.00
017002,Adro,2021,non_residenziale,uffici,1.00
017002,Adro,2021,pertinenze,box,53.28
017002,Adro,2021,pertinenze,depositi_pertinenziali,4.50
017002,Adro,2021,residenziale,115-145 mq,15.00
017002,Adro,2021,residenziale,50-85 mq,11.78
017002,Adro,2021,residenziale,85-115 mq,28.50
017002,Adro,2021,residenziale,fino a 50 mq,0.00
017002,Adro,2021,residenziale,oltre 145 mq,16.11
017002,Adro,2021,residenziale,totale,71.39
017002,Adro,2022,non_residenziale,agricolo,2.00
017002,Adro,2022,non_residenziale,depositi_commerciali_autorimesse,14.50
017002,Adro,2022,non_residenziale,negozi_laboratori,5.00
017002,Adro,2022,non_residenziale,produttivo,9.42
017002,Adro,2022,non_residenziale,tco_b04,0.00
017002,Adro,2022,non_residenziale,tco_d02,0.00
017002,Adro,2022,non_residenziale,tco_d05,0.00
017002,Adro,2022,non_residenziale,tco_d08,4.00
017002,Adro,2022,non_residenziale,uffici,2.00
017002,Adro,2022,pertinenze,box,69.32
017002,Adro,2022,pertinenze,depositi_pertinenziali,10.50
017002,Adro,2022,residenziale,115-145 mq,14.00
017002,Adro,2022,residenziale,50-85 mq,21.00
017002,Adro,2022,residenziale,85-115 mq,19.51
017002,Adro,2022,residenziale,fino a 50 mq,0.00
017002,Adro,2022,residenziale,oltre 145 mq,28.96
017002,Adro,2022,residenziale,totale,83.47
017002,Adro,2023,non_residenziale,agricolo,0.00
017002,Adro,2023,non_residenziale,depositi_commerciali_autorimesse,11.50
017002,Adro,2023,non_residenziale,negozi_laboratori,1.67
017002,Adro,2023,non_residenziale,produttivo,2.35
017002,Adro,2023,non_residenziale,tco_b04,0.00
017002,Adro,2023,non_residenziale,tco_d02,0.00
017002,Adro,2023,non_residenziale,tco_d05,0.00
017002,Adro,2023,non_residenziale,tco_d08,2.00
017002,Adro,2023,non_residenziale,uffici,3.00
017002,Adro,2023,pertinenze,box,55.67
017002,Adro,2023,pertinenze,depositi_pertinenziali,9.59
017002,Adro,2023,residenziale,115-145 mq,9.50
017002,Adro,2023,residenziale,50-85 mq,18.00
017002,Adro,2023,residenziale,85-115 mq,24.00
017002,Adro,2023,residenziale,fino a 50 mq,2.00
017002,Adro,2023,residenziale,oltre 145 mq,28.57
017002,Adro,2023,residenziale,totale,82.07
017002,Adro,2024,non_residenziale,agricolo,1.00
017002,Adro,2024,non_residenziale,depositi_commerciali_autorimesse,21.99
017002,Adro,2024,non_residenziale,negozi_laboratori,2.50
017002,Adro,2024,non_residenziale,produttivo,5.43
017002,Adro,2024,non_residenziale,tco_b04,0.00
017002,Adro,2024,non_residenziale,tco_d02,0.00
017002,Adro,2024,non_residenziale,tco_d05,0.00
017002,Adro,2024,non_residenziale,tco_d08,0.00
017002,Adro,2024,non_residenziale,uffici,2.00
017002,Adro,2024,pertinenze,box,44.89
017002,Adro,2024,pertinenze,depositi_pertinenziali,9.00
017002,Adro,2024,residenziale,115-145 mq,14.25
017002,Adro,2024,residenziale,50-85 mq,8.20
017002,Adro,2024,residenziale,85-115 mq,18.03
