codice_provincia,provincia,anno,sezione_ateco,indicatore,valore
098,Lodi,2024,M,denunce,32
098,Lodi,2024,N,denunce,150
098,Lodi,2024,O,denunce,18
098,Lodi,2024,P,casi_mortali,1
098,Lodi,2024,P,denunce,20
098,Lodi,2024,Q,denunce,177
098,Lodi,2024,S,denunce,17
098,Lodi,2024,non determinato,casi_mortali,3
098,Lodi,2024,non determinato,denunce,700
098,Lodi,2024,totale,casi_mortali,10
098,Lodi,2024,totale,denunce,2370
108,Monza e della Brianza,2020,A,denunce,4
108,Monza e della Brianza,2020,B,denunce,1
108,Monza e della Brianza,2020,C,casi_mortali,6
108,Monza e della Brianza,2020,C,denunce,1213
108,Monza e della Brianza,2020,D,denunce,11
108,Monza e della Brianza,2020,E,denunce,97
108,Monza e della Brianza,2020,F,denunce,377
108,Monza e della Brianza,2020,G,casi_mortali,2
108,Monza e della Brianza,2020,G,denunce,535
108,Monza e della Brianza,2020,H,denunce,405
108,Monza e della Brianza,2020,I,casi_mortali,1
108,Monza e della Brianza,2020,I,denunce,189
108,Monza e della Brianza,2020,J,denunce,57
108,Monza e della Brianza,2020,K,denunce,52
108,Monza e della Brianza,2020,L,denunce,16
108,Monza e della Brianza,2020,M,denunce,66
108,Monza e della Brianza,2020,N,denunce,284
108,Monza e della Brianza,2020,O,denunce,97
108,Monza e della Brianza,2020,P,denunce,70
108,Monza e della Brianza,2020,Q,casi_mortali,2
108,Monza e della Brianza,2020,Q,denunce,3058
108,Monza e della Brianza,2020,R,denunce,27
108,Monza e della Brianza,2020,S,denunce,42
108,Monza e della Brianza,2020,T,denunce,1
108,Monza e della Brianza,2020,non determinato,casi_mortali,1
108,Monza e della Brianza,2020,non determinato,denunce,1201
108,Monza e della Brianza,2020,totale,casi_mortali,12
108,Monza e della Brianza,2020,totale,denunce,7803
108,Monza e della Brianza,2021,B,denunce,1
108,Monza e della Brianza,2021,C,casi_mortali,2
108,Monza e della Brianza,2021,C,denunce,1430
108,Monza e della Brianza,2021,D,denunce,10
108,Monza e della Brianza,2021,E,denunce,108
108,Monza e della Brianza,2021,F,casi_mortali,4
108,Monza e della Brianza,2021,F,denunce,484
108,Monza e della Brianza,2021,G,casi_mortali,1
108,Monza e della Brianza,2021,G,denunce,671
108,Monza e della Brianza,2021,H,casi_mortali,3
108,Monza e della Brianza,2021,H,denunce,572
108,Monza e della Brianza,2021,I,casi_mortali,1
108,Monza e della Brianza,2021,I,denunce,254
108,Monza e della Brianza,2021,J,denunce,52
108,Monza e della Brianza,2021,K,denunce,56
108,Monza e della Brianza,2021,L,denunce,20
108,Monza e della Brianza,2021,M,denunce,63
108,Monza e della Brianza,2021,N,denunce,314
108,Monza e della Brianza,2021,O,denunce,107
108,Monza e della Brianza,2021,P,denunce,89
108,Monza e della Brianza,2021,Q,denunce,1214
108,Monza e della Brianza,2021,R,denunce,40
108,Monza e della Brianza,2021,S,denunce,60
108,Monza e della Brianza,2021,non determinato,denunce,1912
108,Monza e della Brianza,2021,totale,casi_mortali,11
108,Monza e della Brianza,2021,totale,denunce,7457
108,Monza e della Brianza,2022,A,denunce,3
108,Monza e della Brianza,2022,B,denunce,1
108,Monza e della Brianza,2022,C,casi_mortali,1
108,Monza e della Brianza,2022,C,denunce,1613
108,Monza e della Brianza,2022,D,denunce,5
108,Monza e della Brianza,2022,E,casi_mortali,1
108,Monza e della Brianza,2022,E,denunce,123
108,Monza e della Brianza,2022,F,casi_mortali,4
108,Monza e della Brianza,2022,F,denunce,488
108,Monza e della Brianza,2022,G,casi_mortali,1
108,Monza e della Brianza,2022,G,denunce,706
108,Monza e della Brianza,2022,H,denunce,560
108,Monza e della Brianza,2022,I,casi_mortali,1
108,Monza e della Brianza,2022,I,denunce,274
108,Monza e della Brianza,2022,J,denunce,53
108,Monza e della Brianza,2022,K,denunce,48
108,Monza e della Brianza,2022,L,denunce,12
108,Monza e della Brianza,2022,M,denunce,90
108,Monza e della Brianza,2022,N,casi_mortali,1
108,Monza e della Brianza,2022,N,denunce,357
108,Monza e della Brianza,2022,O,denunce,76
108,Monza e della Brianza,2022,P,denunce,129
108,Monza e della Brianza,2022,Q,denunce,3037
108,Monza e della Brianza,2022,R,denunce,56
108,Monza e della Brianza,2022,S,casi_mortali,1
108,Monza e della Brianza,2022,S,denunce,54
108,Monza e della Brianza,2022,non determinato,denunce,2253
108,Monza e della Brianza,2022,totale,casi_mortali,10
108,Monza e della Brianza,2022,totale,denunce,9938
108,Monza e della Brianza,2023,A,denunce,5
108,Monza e della Brianza,2023,C,casi_mortali,2
108,Monza e della Brianza,2023,C,denunce,1624
108,Monza e della Brianza,2023,D,denunce,8
108,Monza e della Brianza,2023,E,denunce,126
108,Monza e della Brianza,2023,F,casi_mortali,2
108,Monza e della Brianza,2023,F,denunce,501
108,Monza e della Brianza,2023,G,casi_mortali,1
108,Monza e della Brianza,2023,G,denunce,743
108,Monza e della Brianza,2023,H,casi_mortali,2
108,Monza e della Brianza,2023,H,denunce,522
108,Monza e della Brianza,2023,I,denunce,351
108,Monza e della Brianza,2023,J,casi_mortali,1
108,Monza e della Brianza,2023,J,denunce,51
108,Monza e della Brianza,2023,K,denunce,39
108,Monza e della Brianza,2023,L,denunce,13
108,Monza e della Brianza,2023,M,denunce,86
108,Monza e della Brianza,2023,N,denunce,365
108,Monza e della Brianza,2023,O,denunce,111
108,Monza e della Brianza,2023,P,denunce,131
108,Monza e della Brianza,2023,Q,denunce,817
108,Monza e della Brianza,2023,R,denunce,52
108,Monza e della Brianza,2023,S,denunce,63
108,Monza e della Brianza,2023,non determinato,denunce,2371
108,Monza e della Brianza,2023,totale,casi_mortali,8
108,Monza e della Brianza,2023,totale,denunce,7979
108,Monza e della Brianza,2024,A,denunce,1
108,Monza e della Brianza,2024,B,denunce,1
108,Monza e della Brianza,2024,C,casi_mortali,6
108,Monza e della Brianza,2024,C,denunce,1609
108,Monza e della Brianza,2024,D,denunce,10
108,Monza e della Brianza,2024,E,denunce,114
108,Monza e della Brianza,2024,F,casi_mortali,3
108,Monza e della Brianza,2024,F,denunce,492
108,Monza e della Brianza,2024,G,casi_mortali,1
108,Monza e della Brianza,2024,G,denunce,724
108,Monza e della Brianza,2024,H,casi_mortali,1
108,Monza e della Brianza,2024,H,denunce,555
108,Monza e della Brianza,2024,I,denunce,286
108,Monza e della Brianza,2024,J,denunce,60
108,Monza e della Brianza,2024,K,denunce,54
108,Monza e della Brianza,2024,L,denunce,15
108,Monza e della Brianza,2024,M,casi_mortali,1
108,Monza e della Brianza,2024,M,denunce,75
108,Monza e della Brianza,2024,N,casi_mortali,2
108,Monza e della Brianza,2024,N,denunce,413
108,Monza e della Brianza,2024,O,denunce,103
108,Monza e della Brianza,2024,P,casi_mortali,1
108,Monza e della Brianza,2024,P,denunce,140
108,Monza e della Brianza,2024,Q,denunce,616
108,Monza e della Brianza,2024,R,denunce,77
108,Monza e della Brianza,2024,S,denunce,54
108,Monza e della Brianza,2024,T,denunce,1
108,Monza e della Brianza,2024,non determinato,casi_mortali,1
108,Monza e della Brianza,2024,non determinato,denunce,2439
108,Monza e della Brianza,2024,totale,casi_mortali,16
108,Monza e della Brianza,2024,totale,denunce,7839
