territorio,nome_territorio,anno,ateco,settore,classe_addetti,indicatore,valore
017029,Brescia,2018,0010,TOTALE,0-9,addetti,40149.3
017029,Brescia,2018,0010,TOTALE,10-49,addetti,22015.8
017029,Brescia,2018,0010,TOTALE,250+,addetti,20110.7
017029,Brescia,2018,0010,TOTALE,50-249,addetti,18860.0
017029,Brescia,2018,0010,TOTALE,totale,addetti,101135.9
017029,Brescia,2018,08,altre attività di estrazione di minerali da cave e miniere,0-9,addetti,42.4
017029,Brescia,2018,08,altre attività di estrazione di minerali da cave e miniere,totale,addetti,42.4
017029,Brescia,2018,10,industrie alimentari,0-9,addetti,352.8
017029,Brescia,2018,10,industrie alimentari,10-49,addetti,280.4
017029,Brescia,2018,10,industrie alimentari,50-249,addetti,185.1
017029,Brescia,2018,10,industrie alimentari,totale,addetti,818.3
017029,Brescia,2018,11,industria delle bevande,0-9,addetti,15.0
017029,Brescia,2018,11,industria delle bevande,totale,addetti,15.0
017029,Brescia,2018,13,industrie tessili,0-9,addetti,27.9
017029,Brescia,2018,13,industrie tessili,10-49,addetti,100.3
017029,Brescia,2018,13,industrie tessili,totale,addetti,128.2
017029,Brescia,2018,14,"confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",0-9,addetti,265.8
017029,Brescia,2018,14,"confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",10-49,addetti,100.2
017029,Brescia,2018,14,"confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",totale,addetti,366.0
017029,Brescia,2018,15,fabbricazione di articoli in pelle e simili,0-9,addetti,9.6
017029,Brescia,2018,15,fabbricazione di articoli in pelle e simili,totale,addetti,9.6
017029,Brescia,2018,16,"industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",0-9,addetti,54.2
017029,Brescia,2018,16,"industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",10-49,addetti,10.3
017029,Brescia,2018,16,"industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",totale,addetti,64.5
017029,Brescia,2018,17,fabbricazione di carta e di prodotti di carta,0-9,addetti,30.0
017029,Brescia,2018,17,fabbricazione di carta e di prodotti di carta,totale,addetti,30.0
017029,Brescia,2018,18,stampa e riproduzione di supporti registrati,0-9,addetti,132.0
017029,Brescia,2018,18,stampa e riproduzione di supporti registrati,10-49,addetti,75.0
017029,Brescia,2018,18,stampa e riproduzione di supporti registrati,50-249,addetti,74.0
017029,Brescia,2018,18,stampa e riproduzione di supporti registrati,totale,addetti,281.1
017029,Brescia,2018,19,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,0-9,addetti,2.0
017029,Brescia,2018,19,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,10-49,addetti,15.0
017029,Brescia,2018,19,fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,totale,addetti,17.0
017029,Brescia,2018,20,fabbricazione di prodotti chimici,0-9,addetti,56.3
017029,Brescia,2018,20,fabbricazione di prodotti chimici,10-49,addetti,94.5
017029,Brescia,2018,20,fabbricazione di prodotti chimici,250+,addetti,283.1
017029,Brescia,2018,20,fabbricazione di prodotti chimici,50-249,addetti,108.8
017029,Brescia,2018,20,fabbricazione di prodotti chimici,totale,addetti,542.8
017029,Brescia,2018,21,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,50-249,addetti,205.8
017029,Brescia,2018,21,fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici,totale,addetti,205.8
017029,Brescia,2018,22,fabbricazione di articoli in gomma e materie plastiche,0-9,addetti,64.8
017029,Brescia,2018,22,fabbricazione di articoli in gomma e materie plastiche,10-49,addetti,225.8
017029,Brescia,2018,22,fabbricazione di articoli in gomma e materie plastiche,50-249,addetti,50.6
017029,Brescia,2018,22,fabbricazione di articoli in gomma e materie plastiche,totale,addetti,341.1
017029,Brescia,2018,23,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,0-9,addetti,58.6
017029,Brescia,2018,23,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,10-49,addetti,43.8
017029,Brescia,2018,23,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,50-249,addetti,59.6
017029,Brescia,2018,23,fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,totale,addetti,162.0
017029,Brescia,2018,24,metallurgia,0-9,addetti,30.8
017029,Brescia,2018,24,metallurgia,10-49,addetti,125.8
017029,Brescia,2018,24,metallurgia,250+,addetti,1377.4
017029,Brescia,2018,24,metallurgia,50-249,addetti,258.7
017029,Brescia,2018,24,metallurgia,totale,addetti,1792.8
017029,Brescia,2018,25,fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),0-9,addetti,486.8
017029,Brescia,2018,25,fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),10-49,addetti,880.9
017029,Brescia,2018,25,fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),50-249,addetti,542.5
017029,Brescia,2018,25,fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),totale,addetti,1910.2
017029,Brescia,2018,26,"fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",0-9,addetti,58.0
017029,Brescia,2018,26,"fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",10-49,addetti,83.3
017029,Brescia,2018,26,"fabbricazione di computer e prodotti di elettronica e ottica, apparecchi elettromedicali, apparecchi di misurazione e di orologi",totale,addetti,141.3
017029,Brescia,2018,27,fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,0-9,addetti,58.9
017029,Brescia,2018,27,fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,10-49,addetti,145.8
017029,Brescia,2018,27,fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,250+,addetti,427.4
017029,Brescia,2018,27,fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,50-249,addetti,135.3
017029,Brescia,2018,27,fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche,totale,addetti,767.4
017029,Brescia,2018,28,fabbricazione di macchinari ed apparecchiature nca,0-9,addetti,237.1
017029,Brescia,2018,28,fabbricazione di macchinari ed apparecchiature nca,10-49,addetti,598.2
017029,Brescia,2018,28,fabbricazione di macchinari ed apparecchiature nca,250+,addetti,588.7
017029,Brescia,2018,28,fabbricazione di macchinari ed apparecchiature nca,50-249,addetti,1432.3
017029,Brescia,2018,28,fabbricazione di macchinari ed apparecchiature nca,totale,addetti,2856.3
017029,Brescia,2018,29,"fabbricazione di autoveicoli, rimorchi e semirimorchi",0-9,addetti,15.0
017029,Brescia,2018,29,"fabbricazione di autoveicoli, rimorchi e semirimorchi",10-49,addetti,93.8
017029,Brescia,2018,29,"fabbricazione di autoveicoli, rimorchi e semirimorchi",250+,addetti,1771.6
017029,Brescia,2018,29,"fabbricazione di autoveicoli, rimorchi e semirimorchi",50-249,addetti,248.7
017029,Brescia,2018,29,"fabbricazione di autoveicoli, rimorchi e semirimorchi",totale,addetti,2129.0
017029,Brescia,2018,30,fabbricazione di altri mezzi di trasporto,0-9,addetti,27.1
017029,Brescia,2018,30,fabbricazione di altri mezzi di trasporto,totale,addetti,27.1
017029,Brescia,2018,31,fabbricazione di mobili,0-9,addetti,89.3
017029,Brescia,2018,31,fabbricazione di mobili,10-49,addetti,34.1
017029,Brescia,2018,31,fabbricazione di mobili,totale,addetti,123.4
017029,Brescia,2018,32,altre industrie manifatturiere,0-9,addetti,247.3
017029,Brescia,2018,32,altre industrie manifatturiere,10-49,addetti,64.3
017029,Brescia,2018,32,altre industrie manifatturiere,50-249,addetti,51.2
017029,Brescia,2018,32,altre industrie manifatturiere,totale,addetti,362.8
017029,Brescia,2018,33,"riparazione, manutenzione ed installazione di macchine ed apparecchiature",0-9,addetti,324.4
017029,Brescia,2018,33,"riparazione, manutenzione ed installazione di macchine ed apparecchiature",10-49,addetti,283.3
017029,Brescia,2018,33,"riparazione, manutenzione ed installazione di macchine ed apparecchiature",50-249,addetti,161.9
017029,Brescia,2018,33,"riparazione, manutenzione ed installazione di macchine ed apparecchiature",totale,addetti,769.5
017029,Brescia,2018,35,"fornitura di energia elettrica, gas, vapore e aria condizionata",0-9,addetti,46.5
017029,Brescia,2018,35,"fornitura di energia elettrica, gas, vapore e aria condizionata",10-49,addetti,128.9
017029,Brescia,2018,35,"fornitura di energia elettrica, gas, vapore e aria condizionata",250+,addetti,345.1
017029,Brescia,2018,35,"fornitura di energia elettrica, gas, vapore e aria condizionata",50-249,addetti,613.8
017029,Brescia,2018,35,"fornitura di energia elettrica, gas, vapore e aria condizionata",totale,addetti,1134.4
017029,Brescia,2018,36,"raccolta, trattamento e fornitura di acqua",0-9,addetti,0.0
017029,Brescia,2018,36,"raccolta, trattamento e fornitura di acqua",10-49,addetti,53.1
017029,Brescia,2018,36,"raccolta, trattamento e fornitura di acqua",50-249,addetti,122.2
017029,Brescia,2018,36,"raccolta, trattamento e fornitura di acqua",totale,addetti,175.3
017029,Brescia,2018,37,gestione delle reti fognarie,0-9,addetti,11.0
017029,Brescia,2018,37,gestione delle reti fognarie,totale,addetti,11.0
017029,Brescia,2018,38,"attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",0-9,addetti,74.2
017029,Brescia,2018,38,"attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",10-49,addetti,128.0
017029,Brescia,2018,38,"attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",250+,addetti,778.8
017029,Brescia,2018,38,"attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",50-249,addetti,316.4
017029,Brescia,2018,38,"attività di raccolta, trattamento e smaltimento dei rifiuti recupero dei materiali",totale,addetti,1297.3
017029,Brescia,2018,39,attività di risanamento e altri servizi di gestione dei rifiuti,0-9,addetti,16.2
017029,Brescia,2018,39,attività di risanamento e altri servizi di gestione dei rifiuti,10-49,addetti,12.7
017029,Brescia,2018,39,attività di risanamento e altri servizi di gestione dei rifiuti,totale,addetti,28.9
017029,Brescia,2018,41,costruzione di edifici,0-9,addetti,439.1
017029,Brescia,2018,41,costruzione di edifici,10-49,addetti,301.0
017029,Brescia,2018,41,costruzione di edifici,50-249,addetti,129.0
017029,Brescia,2018,41,costruzione di edifici,totale,addetti,869.1
017029,Brescia,2018,42,ingegneria civile,0-9,addetti,32.2
017029,Brescia,2018,42,ingegneria civile,10-49,addetti,33.5
017029,Brescia,2018,42,ingegneria civile,50-249,addetti,135.3
017029,Brescia,2018,42,ingegneria civile,totale,addetti,201.0
017029,Brescia,2018,43,lavori di costruzione specializzati,0-9,addetti,1576.7
017029,Brescia,2018,43,lavori di costruzione specializzati,10-49,addetti,878.8
017029,Brescia,2018,43,lavori di costruzione specializzati,50-249,addetti,126.4
017029,Brescia,2018,43,lavori di costruzione specializzati,totale,addetti,2581.9
017029,Brescia,2018,45,commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,0-9,addetti,1107.4
017029,Brescia,2018,45,commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,10-49,addetti,658.2
017029,Brescia,2018,45,commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,50-249,addetti,380.8
017029,Brescia,2018,45,commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,totale,addetti,2146.5
017029,Brescia,2018,46,commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),0-9,addetti,3286.1
017029,Brescia,2018,46,commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),10-49,addetti,2060.4
017029,Brescia,2018,46,commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),250+,addetti,257.9
017029,Brescia,2018,46,commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),50-249,addetti,779.9
017029,Brescia,2018,46,commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),totale,addetti,6384.4
017029,Brescia,2018,47,commercio al dettaglio (escluso quello di autoveicoli e di motocicli),0-9,addetti,4653.7
017029,Brescia,2018,47,commercio al dettaglio (escluso quello di autoveicoli e di motocicli),10-49,addetti,1924.3
017029,Brescia,2018,47,commercio al dettaglio (escluso quello di autoveicoli e di motocicli),50-249,addetti,995.5
017029,Brescia,2018,47,commercio al dettaglio (escluso quello di autoveicoli e di motocicli),totale,addetti,7573.6
017029,Brescia,2018,49,trasporto terrestre e trasporto mediante condotte,0-9,addetti,814.6
017029,Brescia,2018,49,trasporto terrestre e trasporto mediante condotte,10-49,addetti,713.4
017029,Brescia,2018,49,trasporto terrestre e trasporto mediante condotte,250+,addetti,859.6
017029,Brescia,2018,49,trasporto terrestre e trasporto mediante condotte,totale,addetti,2387.7
017029,Brescia,2018,50,trasporto marittimo e per vie d'acqua,0-9,addetti,0.0
017029,Brescia,2018,50,trasporto marittimo e per vie d'acqua,totale,addetti,0.0
017029,Brescia,2018,51,trasporto aereo,0-9,addetti,0.1
017029,Brescia,2018,51,trasporto aereo,totale,addetti,0.1
017029,Brescia,2018,52,magazzinaggio e attività di supporto ai trasporti,0-9,addetti,340.3
017029,Brescia,2018,52,magazzinaggio e attività di supporto ai trasporti,10-49,addetti,698.2
017029,Brescia,2018,52,magazzinaggio e attività di supporto ai trasporti,250+,addetti,370.9
017029,Brescia,2018,52,magazzinaggio e attività di supporto ai trasporti,50-249,addetti,800.6
017029,Brescia,2018,52,magazzinaggio e attività di supporto ai trasporti,totale,addetti,2210.0
017029,Brescia,2018,53,servizi postali e attività di corriere,0-9,addetti,98.9
017029,Brescia,2018,53,servizi postali e attività di corriere,10-49,addetti,163.4
017029,Brescia,2018,53,servizi postali e attività di corriere,250+,addetti,409.0
017029,Brescia,2018,53,servizi postali e attività di corriere,50-249,addetti,138.7
017029,Brescia,2018,53,servizi postali e attività di corriere,totale,addetti,810.0
017029,Brescia,2018,55,alloggio,0-9,addetti,202.3
017029,Brescia,2018,55,alloggio,10-49,addetti,249.8
017029,Brescia,2018,55,alloggio,totale,addetti,452.1
017029,Brescia,2018,56,attività dei servizi di ristorazione,0-9,addetti,3510.7
017029,Brescia,2018,56,attività dei servizi di ristorazione,10-49,addetti,2337.3
017029,Brescia,2018,56,attività dei servizi di ristorazione,50-249,addetti,443.8
017029,Brescia,2018,56,attività dei servizi di ristorazione,totale,addetti,6291.8
017029,Brescia,2018,58,attività editoriali,0-9,addetti,46.8
017029,Brescia,2018,58,attività editoriali,10-49,addetti,94.1
017029,Brescia,2018,58,attività editoriali,50-249,addetti,108.5
017029,Brescia,2018,58,attività editoriali,totale,addetti,249.3
017029,Brescia,2018,59,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",0-9,addetti,70.2
017029,Brescia,2018,59,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",10-49,addetti,59.8
017029,Brescia,2018,59,"attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",totale,addetti,130.0
017029,Brescia,2018,60,attività di programmazione e trasmissione,0-9,addetti,6.8
017029,Brescia,2018,60,attività di programmazione e trasmissione,10-49,addetti,20.9
017029,Brescia,2018,60,attività di programmazione e trasmissione,totale,addetti,27.6
017029,Brescia,2018,61,telecomunicazioni,0-9,addetti,98.3
017029,Brescia,2018,61,telecomunicazioni,10-49,addetti,171.0
017029,Brescia,2018,61,telecomunicazioni,50-249,addetti,285.7
017029,Brescia,2018,61,telecomunicazioni,totale,addetti,555.0
017029,Brescia,2018,62,"produzione di software, consulenza informatica e attività connesse",0-9,addetti,620.3
017029,Brescia,2018,62,"produzione di software, consulenza informatica e attività connesse",10-49,addetti,684.6
017029,Brescia,2018,62,"produzione di software, consulenza informatica e attività connesse",250+,addetti,361.0
017029,Brescia,2018,62,"produzione di software, consulenza informatica e attività connesse",50-249,addetti,272.3
017029,Brescia,2018,62,"produzione di software, consulenza informatica e attività connesse",totale,addetti,1938.1
017029,Brescia,2018,63,attività dei servizi d'informazione e altri servizi informatici,0-9,addetti,720.3
017029,Brescia,2018,63,attività dei servizi d'informazione e altri servizi informatici,10-49,addetti,210.1
017029,Brescia,2018,63,attività dei servizi d'informazione e altri servizi informatici,50-249,addetti,136.0
017029,Brescia,2018,63,attività dei servizi d'informazione e altri servizi informatici,totale,addetti,1066.5
017029,Brescia,2018,64,attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),0-9,addetti,681.7
017029,Brescia,2018,64,attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),10-49,addetti,829.2
017029,Brescia,2018,64,attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),250+,addetti,746.6
017029,Brescia,2018,64,attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),50-249,addetti,1382.8
017029,Brescia,2018,64,attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),totale,addetti,3640.3
017029,Brescia,2018,65,"assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)",0-9,addetti,35.3
017029,Brescia,2018,65,"assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)",10-49,addetti,109.3
017029,Brescia,2018,65,"assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)",totale,addetti,144.7
017029,Brescia,2018,66,attività ausiliarie dei servizi finanziari e delle attività assicurative,0-9,addetti,1159.7
017029,Brescia,2018,66,attività ausiliarie dei servizi finanziari e delle attività assicurative,10-49,addetti,268.6
017029,Brescia,2018,66,attività ausiliarie dei servizi finanziari e delle attività assicurative,totale,addetti,1428.3
017029,Brescia,2018,68,attività immobiliari,0-9,addetti,2091.1
017029,Brescia,2018,68,attività immobiliari,10-49,addetti,57.4
017029,Brescia,2018,68,attività immobiliari,totale,addetti,2148.5
017029,Brescia,2018,69,attività legali e contabilità,0-9,addetti,4117.3
017029,Brescia,2018,69,attività legali e contabilità,10-49,addetti,1118.8
017029,Brescia,2018,69,attività legali e contabilità,50-249,addetti,303.2
017029,Brescia,2018,69,attività legali e contabilità,totale,addetti,5539.4
017029,Brescia,2018,70,attività di direzione aziendale e di consulenza gestionale,0-9,addetti,911.4
017029,Brescia,2018,70,attività di direzione aziendale e di consulenza gestionale,10-49,addetti,204.3
017029,Brescia,2018,70,attività di direzione aziendale e di consulenza gestionale,50-249,addetti,236.3
017029,Brescia,2018,70,attività di direzione aziendale e di consulenza gestionale,totale,addetti,1352.0
017029,Brescia,2018,71,"attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",0-9,addetti,1467.1
017029,Brescia,2018,71,"attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",10-49,addetti,176.4
017029,Brescia,2018,71,"attività degli studi di architettura e d'ingegneria, collaudi ed analisi tecniche",totale,addetti,1643.5
017029,Brescia,2018,72,ricerca scientifica e sviluppo,0-9,addetti,95.4
017029,Brescia,2018,72,ricerca scientifica e sviluppo,10-49,addetti,39.0
017029,Brescia,2018,72,ricerca scientifica e sviluppo,totale,addetti,134.4
017029,Brescia,2018,73,pubblicità e ricerche di mercato,0-9,addetti,231.4
017029,Brescia,2018,73,pubblicità e ricerche di mercato,10-49,addetti,72.1
017029,Brescia,2018,73,pubblicità e ricerche di mercato,totale,addetti,303.5
017029,Brescia,2018,74,"altre attività professionali, scientifiche e tecniche",0-9,addetti,1276.3
017029,Brescia,2018,74,"altre attività professionali, scientifiche e tecniche",10-49,addetti,159.3
017029,Brescia,2018,74,"altre attività professionali, scientifiche e tecniche",totale,addetti,1435.6
017029,Brescia,2018,75,servizi veterinari,0-9,addetti,63.5
017029,Brescia,2018,75,servizi veterinari,totale,addetti,63.5
017029,Brescia,2018,77,attività di noleggio e leasing operativo,0-9,addetti,128.2
017029,Brescia,2018,77,attività di noleggio e leasing operativo,10-49,addetti,56.3
017029,Brescia,2018,77,attività di noleggio e leasing operativo,totale,addetti,184.4
017029,Brescia,2018,78,"attività di ricerca, selezione, fornitura di personale",0-9,addetti,40.8
017029,Brescia,2018,78,"attività di ricerca, selezione, fornitura di personale",10-49,addetti,225.1
017029,Brescia,2018,78,"attività di ricerca, selezione, fornitura di personale",250+,addetti,6418.2
017029,Brescia,2018,78,"attività di ricerca, selezione, fornitura di personale",50-249,addetti,2211.3
017029,Brescia,2018,78,"attività di ricerca, selezione, fornitura di personale",totale,addetti,8895.4
017029,Brescia,2018,79,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",0-9,addetti,170.7
017029,Brescia,2018,79,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",10-49,addetti,103.1
017029,Brescia,2018,79,"attività dei servizi delle agenzie di viaggio, dei tour operator e servizi di prenotazione e attività connesse",totale,addetti,273.8
017029,Brescia,2018,80,servizi di vigilanza e investigazione,0-9,addetti,49.6
017029,Brescia,2018,80,servizi di vigilanza e investigazione,10-49,addetti,171.0
017029,Brescia,2018,80,servizi di vigilanza e investigazione,50-249,addetti,762.1
017029,Brescia,2018,80,servizi di vigilanza e investigazione,totale,addetti,982.7
017029,Brescia,2018,81,attività di servizi per edifici e paesaggio,0-9,addetti,462.3
017029,Brescia,2018,81,attività di servizi per edifici e paesaggio,10-49,addetti,971.6
017029,Brescia,2018,81,attività di servizi per edifici e paesaggio,250+,addetti,3122.9
017029,Brescia,2018,81,attività di servizi per edifici e paesaggio,50-249,addetti,1540.0
017029,Brescia,2018,81,attività di servizi per edifici e paesaggio,totale,addetti,6096.8
017029,Brescia,2018,82,attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,0-9,addetti,849.5
017029,Brescia,2018,82,attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,10-49,addetti,661.6
017029,Brescia,2018,82,attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,250+,addetti,395.8
017029,Brescia,2018,82,attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,50-249,addetti,784.5
017029,Brescia,2018,82,attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,totale,addetti,2691.4
017029,Brescia,2018,85,istruzione,0-9,addetti,481.2
017029,Brescia,2018,85,istruzione,10-49,addetti,280.8
017029,Brescia,2018,85,istruzione,50-249,addetti,286.1
017029,Brescia,2018,85,istruzione,totale,addetti,1048.1
017029,Brescia,2018,86,assistenza sanitaria,0-9,addetti,2706.8
017029,Brescia,2018,86,assistenza sanitaria,10-49,addetti,260.0
017029,Brescia,2018,86,assistenza sanitaria,250+,addetti,925.5
017029,Brescia,2018,86,assistenza sanitaria,50-249,addetti,343.8
017029,Brescia,2018,86,assistenza sanitaria,totale,addetti,4236.1
017029,Brescia,2018,87,servizi di assistenza sociale residenziale,0-9,addetti,45.8
017029,Brescia,2018,87,servizi di assistenza sociale residenziale,10-49,addetti,123.8
017029,Brescia,2018,87,servizi di assistenza sociale residenziale,50-249,addetti,199.3
017029,Brescia,2018,87,servizi di assistenza sociale residenziale,totale,addetti,368.9
017029,Brescia,2018,88,assistenza sociale non residenziale,0-9,addetti,103.2
017029,Brescia,2018,88,assistenza sociale non residenziale,10-49,addetti,213.9
017029,Brescia,2018,88,assistenza sociale non residenziale,250+,addetti,671.3
017029,Brescia,2018,88,assistenza sociale non residenziale,50-249,addetti,1027.2
017029,Brescia,2018,88,assistenza sociale non residenziale,totale,addetti,2015.5
017029,Brescia,2018,90,"attività creative, artistiche e di intrattenimento",0-9,addetti,190.0
017029,Brescia,2018,90,"attività creative, artistiche e di intrattenimento",10-49,addetti,73.8
017029,Brescia,2018,90,"attività creative, artistiche e di intrattenimento",50-249,addetti,107.2
017029,Brescia,2018,90,"attività creative, artistiche e di intrattenimento",totale,addetti,371.1
017029,Brescia,2018,91,"attività di biblioteche, archivi, musei ed altre attività culturali",0-9,addetti,3.2
017029,Brescia,2018,91,"attività di biblioteche, archivi, musei ed altre attività culturali",10-49,addetti,112.8
017029,Brescia,2018,91,"attività di biblioteche, archivi, musei ed altre attività culturali",50-249,addetti,85.0
017029,Brescia,2018,91,"attività di biblioteche, archivi, musei ed altre attività culturali",totale,addetti,201.1
017029,Brescia,2018,92,"attività riguardanti le lotterie, le scommesse, le case da gioco",0-9,addetti,78.0
017029,Brescia,2018,92,"attività riguardanti le lotterie, le scommesse, le case da gioco",10-49,addetti,22.3
017029,Brescia,2018,92,"attività riguardanti le lotterie, le scommesse, le case da gioco",totale,addetti,100.3
017029,Brescia,2018,93,"attività sportive, di intrattenimento e di divertimento",0-9,addetti,170.6
017029,Brescia,2018,93,"attività sportive, di intrattenimento e di divertimento",10-49,addetti,141.8
017029,Brescia,2018,93,"attività sportive, di intrattenimento e di divertimento",50-249,addetti,52.1
017029,Brescia,2018,93,"attività sportive, di intrattenimento e di divertimento",totale,addetti,364.5
017029,Brescia,2018,95,riparazione di computer e di beni per uso personale e per la casa,0-9,addetti,282.6
017029,Brescia,2018,95,riparazione di computer e di beni per uso personale e per la casa,10-49,addetti,23.1
017029,Brescia,2018,95,riparazione di computer e di beni per uso personale e per la casa,totale,addetti,305.7
017029,Brescia,2018,96,altre attività di servizi per la persona,0-9,addetti,1798.0
017029,Brescia,2018,96,altre attività di servizi per la persona,10-49,addetti,704.0
017029,Brescia,2018,96,altre attività di servizi per la persona,50-249,addetti,239.3
017029,Brescia,2018,96,altre attività di servizi per la persona,totale,addetti,2741.3
017029,Brescia,2019,0010,TOTALE,0-9,addetti,39344.1
017029,Brescia,2019,0010,TOTALE,10-49,addetti,22616.0
017029,Brescia,2019,0010,TOTALE,250+,addetti,20508.6
017029,Brescia,2019,0010,TOTALE,50-249,addetti,18647.9
017029,Brescia,2019,0010,TOTALE,totale,addetti,101116.7
017029,Brescia,2019,08,altre attività di estrazione di minerali da cave e miniere,0-9,addetti,33.3
017029,Brescia,2019,08,altre attività di estrazione di minerali da cave e miniere,totale,addetti,33.3
017029,Brescia,2019,10,industrie alimentari,0-9,addetti,330.3
017029,Brescia,2019,10,industrie alimentari,10-49,addetti,201.6
017029,Brescia,2019,10,industrie alimentari,50-249,addetti,187.1
017029,Brescia,2019,10,industrie alimentari,totale,addetti,719.0
017029,Brescia,2019,11,industria delle bevande,0-9,addetti,15.8
017029,Brescia,2019,11,industria delle bevande,totale,addetti,15.8
017029,Brescia,2019,13,industrie tessili,0-9,addetti,37.8
017029,Brescia,2019,13,industrie tessili,10-49,addetti,124.4
017029,Brescia,2019,13,industrie tessili,totale,addetti,162.3
017029,Brescia,2019,14,"confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",0-9,addetti,267.4
017029,Brescia,2019,14,"confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",10-49,addetti,104.4
017029,Brescia,2019,14,"confezione di articoli di abbigliamento, confezione di articoli in pelle e pelliccia",totale,addetti,371.8
017029,Brescia,2019,15,fabbricazione di articoli in pelle e simili,0-9,addetti,11.5
017029,Brescia,2019,15,fabbricazione di articoli in pelle e simili,totale,addetti,11.5
017029,Brescia,2019,16,"industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",0-9,addetti,67.4
017029,Brescia,2019,16,"industria del legno e dei prodotti in legno e sughero (esclusi i mobili), fabbricazione di articoli in paglia e materiali da intreccio",totale,addetti,67.4
017029,Brescia,2019,17,fabbricazione di carta e di prodotti di carta,0-9,addetti,30.3
017029,Brescia,2019,17,fabbricazione di carta e di prodotti di carta,totale,addetti,30.3
017029,Brescia,2019,18,stampa e riproduzione di supporti registrati,0-9,addetti,129.6
017029,Brescia,2019,18,stampa e riproduzione di supporti registrati,10-49,addetti,93.1
