codice_nuts3,codice_provincia,territorio,regione,livello,anno,tipologia,residenza,indicatore,valore,stato
IT,,Italia,,italia,2008,alberghiero,Italia,arrivi,43498154,osservato
IT,,Italia,,italia,2009,alberghiero,Italia,arrivi,43698082,osservato
IT,,Italia,,italia,2010,alberghiero,Italia,arrivi,44353731,osservato
IT,,Italia,,italia,2011,alberghiero,Italia,arrivi,45072135,osservato
IT,,Italia,,italia,2012,alberghiero,Italia,arrivi,43777264,osservato
IT,,Italia,,italia,2013,alberghiero,Italia,arrivi,42650052,osservato
IT,,Italia,,italia,2014,alberghiero,Italia,arrivi,43470802,osservato
IT,,Italia,,italia,2015,alberghiero,Italia,arrivi,45922163,osservato
IT,,Italia,,italia,2016,alberghiero,Italia,arrivi,46850959,osservato
IT,,Italia,,italia,2017,alberghiero,Italia,arrivi,48425025,osservato
IT,,Italia,,italia,2018,alberghiero,Italia,arrivi,49948206,osservato
IT,,Italia,,italia,2019,alberghiero,Italia,arrivi,50421984,osservato
IT,,Italia,,italia,2020,alberghiero,Italia,arrivi,28021318,osservato
IT,,Italia,,italia,2021,alberghiero,Italia,arrivi,37612304,osservato
IT,,Italia,,italia,2022,alberghiero,Italia,arrivi,46766343,osservato
IT,,Italia,,italia,2023,alberghiero,Italia,arrivi,48183066,osservato
IT,,Italia,,italia,2024,alberghiero,Italia,arrivi,47500214,osservato
IT,,Italia,,italia,2025,alberghiero,Italia,arrivi,47976031,osservato
IT,,Italia,,italia,2008,alberghiero,estero,arrivi,33666586,osservato
IT,,Italia,,italia,2009,alberghiero,estero,arrivi,32632696,osservato
IT,,Italia,,italia,2010,alberghiero,estero,arrivi,35020415,osservato
IT,,Italia,,italia,2011,alberghiero,estero,arrivi,37983634,osservato
IT,,Italia,,italia,2012,alberghiero,estero,arrivi,38867517,osservato
IT,,Italia,,italia,2013,alberghiero,estero,arrivi,39989184,osservato
IT,,Italia,,italia,2014,alberghiero,estero,arrivi,40769577,osservato
IT,,Italia,,italia,2015,alberghiero,estero,arrivi,43097433,osservato
IT,,Italia,,italia,2016,alberghiero,estero,arrivi,43405265,osservato
IT,,Italia,,italia,2017,alberghiero,estero,arrivi,45365143,osservato
IT,,Italia,,italia,2018,alberghiero,estero,arrivi,46824639,osservato
IT,,Italia,,italia,2019,alberghiero,estero,arrivi,47376634,osservato
IT,,Italia,,italia,2020,alberghiero,estero,arrivi,11005556,osservato
IT,,Italia,,italia,2021,alberghiero,estero,arrivi,17107365,osservato
IT,,Italia,,italia,2022,alberghiero,estero,arrivi,36609132,osservato
IT,,Italia,,italia,2023,alberghiero,estero,arrivi,45493109,osservato
IT,,Italia,,italia,2024,alberghiero,estero,arrivi,48867778,osservato
IT,,Italia,,italia,2025,alberghiero,estero,arrivi,50838483,osservato
IT,,Italia,,italia,2008,alberghiero,totale,arrivi,77164740,osservato
IT,,Italia,,italia,2009,alberghiero,totale,arrivi,76330778,osservato
IT,,Italia,,italia,2010,alberghiero,totale,arrivi,79374146,osservato
IT,,Italia,,italia,2011,alberghiero,totale,arrivi,83055769,osservato
IT,,Italia,,italia,2012,alberghiero,totale,arrivi,82644781,osservato
IT,,Italia,,italia,2013,alberghiero,totale,arrivi,82639236,osservato
IT,,Italia,,italia,2014,alberghiero,totale,arrivi,84240379,osservato
IT,,Italia,,italia,2015,alberghiero,totale,arrivi,89019596,osservato
IT,,Italia,,italia,2016,alberghiero,totale,arrivi,90256224,osservato
IT,,Italia,,italia,2017,alberghiero,totale,arrivi,93790168,osservato
IT,,Italia,,italia,2018,alberghiero,totale,arrivi,96772845,osservato
IT,,Italia,,italia,2019,alberghiero,totale,arrivi,97798618,osservato
IT,,Italia,,italia,2020,alberghiero,totale,arrivi,39026874,osservato
IT,,Italia,,italia,2021,alberghiero,totale,arrivi,54719669,osservato
IT,,Italia,,italia,2022,alberghiero,totale,arrivi,83375475,osservato
IT,,Italia,,italia,2023,alberghiero,totale,arrivi,93676175,osservato
IT,,Italia,,italia,2024,alberghiero,totale,arrivi,96367992,osservato
IT,,Italia,,italia,2025,alberghiero,totale,arrivi,98814514,osservato
IT,,Italia,,italia,2008,alloggi in affitto,Italia,arrivi,2219432,osservato
IT,,Italia,,italia,2009,alloggi in affitto,Italia,arrivi,2300905,osservato
IT,,Italia,,italia,2010,alloggi in affitto,Italia,arrivi,2360148,osservato
IT,,Italia,,italia,2011,alloggi in affitto,Italia,arrivi,2443909,osservato
IT,,Italia,,italia,2012,alloggi in affitto,Italia,arrivi,2521271,osservato
IT,,Italia,,italia,2013,alloggi in affitto,Italia,arrivi,2525866,osservato
IT,,Italia,,italia,2014,alloggi in affitto,Italia,arrivi,2695857,osservato
IT,,Italia,,italia,2015,alloggi in affitto,Italia,arrivi,3050163,osservato
IT,,Italia,,italia,2016,alloggi in affitto,Italia,arrivi,3552876,osservato
IT,,Italia,,italia,2017,alloggi in affitto,Italia,arrivi,4120403,osservato
IT,,Italia,,italia,2018,alloggi in affitto,Italia,arrivi,4566570,osservato
IT,,Italia,,italia,2019,alloggi in affitto,Italia,arrivi,5012091,osservato
IT,,Italia,,italia,2020,alloggi in affitto,Italia,arrivi,3490661,osservato
IT,,Italia,,italia,2021,alloggi in affitto,Italia,arrivi,4786238,osservato
IT,,Italia,,italia,2022,alloggi in affitto,Italia,arrivi,5975242,osservato
IT,,Italia,,italia,2023,alloggi in affitto,Italia,arrivi,6597638,osservato
IT,,Italia,,italia,2024,alloggi in affitto,Italia,arrivi,7330664,osservato
IT,,Italia,,italia,2025,alloggi in affitto,Italia,arrivi,13261607,definizione_cambiata
IT,,Italia,,italia,2008,alloggi in affitto,estero,arrivi,2234333,osservato
IT,,Italia,,italia,2009,alloggi in affitto,estero,arrivi,2322573,osservato
IT,,Italia,,italia,2010,alloggi in affitto,estero,arrivi,2490456,osservato
IT,,Italia,,italia,2011,alloggi in affitto,estero,arrivi,2756428,osservato
IT,,Italia,,italia,2012,alloggi in affitto,estero,arrivi,2964612,osservato
IT,,Italia,,italia,2013,alloggi in affitto,estero,arrivi,3186350,osservato
IT,,Italia,,italia,2014,alloggi in affitto,estero,arrivi,3412223,osservato
IT,,Italia,,italia,2015,alloggi in affitto,estero,arrivi,4016215,osservato
IT,,Italia,,italia,2016,alloggi in affitto,estero,arrivi,4644790,osservato
IT,,Italia,,italia,2017,alloggi in affitto,estero,arrivi,5736793,osservato
IT,,Italia,,italia,2018,alloggi in affitto,estero,arrivi,6459523,osservato
IT,,Italia,,italia,2019,alloggi in affitto,estero,arrivi,7283960,osservato
IT,,Italia,,italia,2020,alloggi in affitto,estero,arrivi,1958321,osservato
IT,,Italia,,italia,2021,alloggi in affitto,estero,arrivi,3392632,osservato
IT,,Italia,,italia,2022,alloggi in affitto,estero,arrivi,7665405,osservato
IT,,Italia,,italia,2023,alloggi in affitto,estero,arrivi,10202820,osservato
IT,,Italia,,italia,2024,alloggi in affitto,estero,arrivi,12205851,osservato
IT,,Italia,,italia,2025,alloggi in affitto,estero,arrivi,23510203,definizione_cambiata
IT,,Italia,,italia,2008,alloggi in affitto,totale,arrivi,4453765,osservato
IT,,Italia,,italia,2009,alloggi in affitto,totale,arrivi,4623478,osservato
IT,,Italia,,italia,2010,alloggi in affitto,totale,arrivi,4850604,osservato
IT,,Italia,,italia,2011,alloggi in affitto,totale,arrivi,5200337,osservato
IT,,Italia,,italia,2012,alloggi in affitto,totale,arrivi,5485883,osservato
IT,,Italia,,italia,2013,alloggi in affitto,totale,arrivi,5712216,osservato
IT,,Italia,,italia,2014,alloggi in affitto,totale,arrivi,6108080,osservato
IT,,Italia,,italia,2015,alloggi in affitto,totale,arrivi,7066378,osservato
IT,,Italia,,italia,2016,alloggi in affitto,totale,arrivi,8197666,osservato
IT,,Italia,,italia,2017,alloggi in affitto,totale,arrivi,9857196,osservato
IT,,Italia,,italia,2018,alloggi in affitto,totale,arrivi,11026093,osservato
IT,,Italia,,italia,2019,alloggi in affitto,totale,arrivi,12296051,osservato
IT,,Italia,,italia,2020,alloggi in affitto,totale,arrivi,5448982,osservato
IT,,Italia,,italia,2021,alloggi in affitto,totale,arrivi,8178870,osservato
IT,,Italia,,italia,2022,alloggi in affitto,totale,arrivi,13640647,osservato
IT,,Italia,,italia,2023,alloggi in affitto,totale,arrivi,16800458,osservato
IT,,Italia,,italia,2024,alloggi in affitto,totale,arrivi,19536515,osservato
IT,,Italia,,italia,2025,alloggi in affitto,totale,arrivi,36771810,definizione_cambiata
IT,,Italia,,italia,2008,campeggi e villaggi,Italia,arrivi,4662136,osservato
IT,,Italia,,italia,2009,campeggi e villaggi,Italia,arrivi,4922604,osservato
IT,,Italia,,italia,2010,campeggi e villaggi,Italia,arrivi,4719306,osservato
IT,,Italia,,italia,2011,campeggi e villaggi,Italia,arrivi,4856562,osservato
IT,,Italia,,italia,2012,campeggi e villaggi,Italia,arrivi,4666989,osservato
IT,,Italia,,italia,2013,campeggi e villaggi,Italia,arrivi,4386411,osservato
IT,,Italia,,italia,2014,campeggi e villaggi,Italia,arrivi,4496027,osservato
IT,,Italia,,italia,2015,campeggi e villaggi,Italia,arrivi,4653494,osservato
IT,,Italia,,italia,2016,campeggi e villaggi,Italia,arrivi,4738187,osservato
IT,,Italia,,italia,2017,campeggi e villaggi,Italia,arrivi,4873728,osservato
IT,,Italia,,italia,2018,campeggi e villaggi,Italia,arrivi,4867818,osservato
IT,,Italia,,italia,2019,campeggi e villaggi,Italia,arrivi,4958925,osservato
IT,,Italia,,italia,2020,campeggi e villaggi,Italia,arrivi,4065427,osservato
IT,,Italia,,italia,2021,campeggi e villaggi,Italia,arrivi,4720761,osservato
IT,,Italia,,italia,2022,campeggi e villaggi,Italia,arrivi,5104820,osservato
IT,,Italia,,italia,2023,campeggi e villaggi,Italia,arrivi,5012039,osservato
IT,,Italia,,italia,2024,campeggi e villaggi,Italia,arrivi,4889238,osservato
IT,,Italia,,italia,2025,campeggi e villaggi,Italia,arrivi,5216987,osservato
IT,,Italia,,italia,2008,campeggi e villaggi,estero,arrivi,3969417,osservato
IT,,Italia,,italia,2009,campeggi e villaggi,estero,arrivi,4194835,osservato
IT,,Italia,,italia,2010,campeggi e villaggi,estero,arrivi,4196648,osservato
IT,,Italia,,italia,2011,campeggi e villaggi,estero,arrivi,4411424,osservato
IT,,Italia,,italia,2012,campeggi e villaggi,estero,arrivi,4390434,osservato
IT,,Italia,,italia,2013,campeggi e villaggi,estero,arrivi,4372328,osservato
IT,,Italia,,italia,2014,campeggi e villaggi,estero,arrivi,4490404,osservato
IT,,Italia,,italia,2015,campeggi e villaggi,estero,arrivi,4613397,osservato
IT,,Italia,,italia,2016,campeggi e villaggi,estero,arrivi,4953077,osservato
IT,,Italia,,italia,2017,campeggi e villaggi,estero,arrivi,5267350,osservato
IT,,Italia,,italia,2018,campeggi e villaggi,estero,arrivi,5288171,osservato
IT,,Italia,,italia,2019,campeggi e villaggi,estero,arrivi,5329981,osservato
IT,,Italia,,italia,2020,campeggi e villaggi,estero,arrivi,2124466,osservato
IT,,Italia,,italia,2021,campeggi e villaggi,estero,arrivi,3987400,osservato
IT,,Italia,,italia,2022,campeggi e villaggi,estero,arrivi,5892954,osservato
IT,,Italia,,italia,2023,campeggi e villaggi,estero,arrivi,6371813,osservato
IT,,Italia,,italia,2024,campeggi e villaggi,estero,arrivi,6639725,osservato
IT,,Italia,,italia,2025,campeggi e villaggi,estero,arrivi,6750521,osservato
IT,,Italia,,italia,2008,campeggi e villaggi,totale,arrivi,8631553,osservato
IT,,Italia,,italia,2009,campeggi e villaggi,totale,arrivi,9117439,osservato
IT,,Italia,,italia,2010,campeggi e villaggi,totale,arrivi,8915954,osservato
IT,,Italia,,italia,2011,campeggi e villaggi,totale,arrivi,9267986,osservato
IT,,Italia,,italia,2012,campeggi e villaggi,totale,arrivi,9057423,osservato
IT,,Italia,,italia,2013,campeggi e villaggi,totale,arrivi,8758739,osservato
IT,,Italia,,italia,2014,campeggi e villaggi,totale,arrivi,8986431,osservato
IT,,Italia,,italia,2015,campeggi e villaggi,totale,arrivi,9266891,osservato
IT,,Italia,,italia,2016,campeggi e villaggi,totale,arrivi,9691264,osservato
IT,,Italia,,italia,2017,campeggi e villaggi,totale,arrivi,10141078,osservato
IT,,Italia,,italia,2018,campeggi e villaggi,totale,arrivi,10155989,osservato
IT,,Italia,,italia,2019,campeggi e villaggi,totale,arrivi,10288906,osservato
IT,,Italia,,italia,2020,campeggi e villaggi,totale,arrivi,6189893,osservato
IT,,Italia,,italia,2021,campeggi e villaggi,totale,arrivi,8708161,osservato
IT,,Italia,,italia,2022,campeggi e villaggi,totale,arrivi,10997774,osservato
IT,,Italia,,italia,2023,campeggi e villaggi,totale,arrivi,11383852,osservato
IT,,Italia,,italia,2024,campeggi e villaggi,totale,arrivi,11528963,osservato
IT,,Italia,,italia,2025,campeggi e villaggi,totale,arrivi,11967508,osservato
IT,,Italia,,italia,2008,extra-alberghiero,Italia,arrivi,10251208,osservato
IT,,Italia,,italia,2009,extra-alberghiero,Italia,arrivi,10676997,osservato
IT,,Italia,,italia,2010,extra-alberghiero,Italia,arrivi,10665776,osservato
IT,,Italia,,italia,2011,extra-alberghiero,Italia,arrivi,11190925,osservato
IT,,Italia,,italia,2012,extra-alberghiero,Italia,arrivi,11217318,osservato
IT,,Italia,,italia,2013,extra-alberghiero,Italia,arrivi,10949242,osservato
IT,,Italia,,italia,2014,extra-alberghiero,Italia,arrivi,11446050,osservato
IT,,Italia,,italia,2015,extra-alberghiero,Italia,arrivi,12430723,osservato
IT,,Italia,,italia,2016,extra-alberghiero,Italia,arrivi,13329045,osservato
IT,,Italia,,italia,2017,extra-alberghiero,Italia,arrivi,14247341,osservato
IT,,Italia,,italia,2018,extra-alberghiero,Italia,arrivi,14957523,osservato
IT,,Italia,,italia,2019,extra-alberghiero,Italia,arrivi,15949449,osservato
IT,,Italia,,italia,2020,extra-alberghiero,Italia,arrivi,11168909,osservato
IT,,Italia,,italia,2021,extra-alberghiero,Italia,arrivi,14155446,osservato
IT,,Italia,,italia,2022,extra-alberghiero,Italia,arrivi,16661438,osservato
IT,,Italia,,italia,2023,extra-alberghiero,Italia,arrivi,17575588,osservato
IT,,Italia,,italia,2024,extra-alberghiero,Italia,arrivi,18196438,osservato
IT,,Italia,,italia,2025,extra-alberghiero,Italia,arrivi,24892043,definizione_cambiata
IT,,Italia,,italia,2008,extra-alberghiero,estero,arrivi,8130138,osservato
IT,,Italia,,italia,2009,extra-alberghiero,estero,arrivi,8492026,osservato
IT,,Italia,,italia,2010,extra-alberghiero,estero,arrivi,8773923,osservato
IT,,Italia,,italia,2011,extra-alberghiero,estero,arrivi,9477175,osservato
IT,,Italia,,italia,2012,extra-alberghiero,estero,arrivi,9871058,osservato
IT,,Italia,,italia,2013,extra-alberghiero,estero,arrivi,10274052,osservato
IT,,Italia,,italia,2014,extra-alberghiero,estero,arrivi,10865923,osservato
IT,,Italia,,italia,2015,extra-alberghiero,estero,arrivi,11941818,osservato
IT,,Italia,,italia,2016,extra-alberghiero,estero,arrivi,13358974,osservato
IT,,Italia,,italia,2017,extra-alberghiero,estero,arrivi,15158047,osservato
IT,,Italia,,italia,2018,extra-alberghiero,estero,arrivi,16370564,osservato
IT,,Italia,,italia,2019,extra-alberghiero,estero,arrivi,17633586,osservato
IT,,Italia,,italia,2020,extra-alberghiero,estero,arrivi,5506355,osservato
IT,,Italia,,italia,2021,extra-alberghiero,estero,arrivi,9795852,osservato
IT,,Italia,,italia,2022,extra-alberghiero,estero,arrivi,18477720,osservato
IT,,Italia,,italia,2023,extra-alberghiero,estero,arrivi,22384946,osservato
IT,,Italia,,italia,2024,extra-alberghiero,estero,arrivi,25083513,osservato
IT,,Italia,,italia,2025,extra-alberghiero,estero,arrivi,37058777,definizione_cambiata
IT,,Italia,,italia,2008,extra-alberghiero,totale,arrivi,18381346,osservato
IT,,Italia,,italia,2009,extra-alberghiero,totale,arrivi,19169023,osservato
IT,,Italia,,italia,2010,extra-alberghiero,totale,arrivi,19439699,osservato
IT,,Italia,,italia,2011,extra-alberghiero,totale,arrivi,20668100,osservato
IT,,Italia,,italia,2012,extra-alberghiero,totale,arrivi,21088376,osservato
IT,,Italia,,italia,2013,extra-alberghiero,totale,arrivi,21223294,osservato
IT,,Italia,,italia,2014,extra-alberghiero,totale,arrivi,22311973,osservato
IT,,Italia,,italia,2015,extra-alberghiero,totale,arrivi,24372541,osservato
IT,,Italia,,italia,2016,extra-alberghiero,totale,arrivi,26688019,osservato
IT,,Italia,,italia,2017,extra-alberghiero,totale,arrivi,29405388,osservato
IT,,Italia,,italia,2018,extra-alberghiero,totale,arrivi,31328087,osservato
IT,,Italia,,italia,2019,extra-alberghiero,totale,arrivi,33583035,osservato
IT,,Italia,,italia,2020,extra-alberghiero,totale,arrivi,16675264,osservato
IT,,Italia,,italia,2021,extra-alberghiero,totale,arrivi,23951298,osservato
IT,,Italia,,italia,2022,extra-alberghiero,totale,arrivi,35139158,osservato
IT,,Italia,,italia,2023,extra-alberghiero,totale,arrivi,39960534,osservato
IT,,Italia,,italia,2024,extra-alberghiero,totale,arrivi,43279951,osservato
IT,,Italia,,italia,2025,extra-alberghiero,totale,arrivi,61950820,definizione_cambiata
IT,,Italia,,italia,2008,totale,Italia,arrivi,53749362,osservato
IT,,Italia,,italia,2009,totale,Italia,arrivi,54375079,osservato
IT,,Italia,,italia,2010,totale,Italia,arrivi,55019507,osservato
IT,,Italia,,italia,2011,totale,Italia,arrivi,56263060,osservato
IT,,Italia,,italia,2012,totale,Italia,arrivi,54994582,osservato
IT,,Italia,,italia,2013,totale,Italia,arrivi,53599294,osservato
IT,,Italia,,italia,2014,totale,Italia,arrivi,54916852,osservato
IT,,Italia,,italia,2015,totale,Italia,arrivi,58352886,osservato
IT,,Italia,,italia,2016,totale,Italia,arrivi,60180004,osservato
IT,,Italia,,italia,2017,totale,Italia,arrivi,62672366,osservato
IT,,Italia,,italia,2018,totale,Italia,arrivi,64905729,osservato
IT,,Italia,,italia,2019,totale,Italia,arrivi,66371433,osservato
IT,,Italia,,italia,2020,totale,Italia,arrivi,39190227,osservato
IT,,Italia,,italia,2021,totale,Italia,arrivi,51767750,osservato
IT,,Italia,,italia,2022,totale,Italia,arrivi,63427781,osservato
IT,,Italia,,italia,2023,totale,Italia,arrivi,65758654,osservato
IT,,Italia,,italia,2024,totale,Italia,arrivi,65696652,osservato
IT,,Italia,,italia,2025,totale,Italia,arrivi,72868074,definizione_cambiata
IT,,Italia,,italia,2008,totale,estero,arrivi,41796724,osservato
IT,,Italia,,italia,2009,totale,estero,arrivi,41124722,osservato
IT,,Italia,,italia,2010,totale,estero,arrivi,43794338,osservato
IT,,Italia,,italia,2011,totale,estero,arrivi,47460809,osservato
IT,,Italia,,italia,2012,totale,estero,arrivi,48738575,osservato
IT,,Italia,,italia,2013,totale,estero,arrivi,50263236,osservato
IT,,Italia,,italia,2014,totale,estero,arrivi,51635500,osservato
IT,,Italia,,italia,2015,totale,estero,arrivi,55039251,osservato
IT,,Italia,,italia,2016,totale,estero,arrivi,56764239,osservato
IT,,Italia,,italia,2017,totale,estero,arrivi,60523190,osservato
IT,,Italia,,italia,2018,totale,estero,arrivi,63195203,osservato
IT,,Italia,,italia,2019,totale,estero,arrivi,65010220,osservato
IT,,Italia,,italia,2020,totale,estero,arrivi,16511911,osservato
IT,,Italia,,italia,2021,totale,estero,arrivi,26903217,osservato
IT,,Italia,,italia,2022,totale,estero,arrivi,55086852,osservato
IT,,Italia,,italia,2023,totale,estero,arrivi,67878055,osservato
IT,,Italia,,italia,2024,totale,estero,arrivi,73951291,osservato
IT,,Italia,,italia,2025,totale,estero,arrivi,87897260,definizione_cambiata
IT,,Italia,,italia,2008,totale,totale,arrivi,95546086,osservato
IT,,Italia,,italia,2009,totale,totale,arrivi,95499801,osservato
IT,,Italia,,italia,2010,totale,totale,arrivi,98813845,osservato
IT,,Italia,,italia,2011,totale,totale,arrivi,103723869,osservato
IT,,Italia,,italia,2012,totale,totale,arrivi,103733157,osservato
IT,,Italia,,italia,2013,totale,totale,arrivi,103862530,osservato
IT,,Italia,,italia,2014,totale,totale,arrivi,106552352,osservato
IT,,Italia,,italia,2015,totale,totale,arrivi,113392137,osservato
IT,,Italia,,italia,2016,totale,totale,arrivi,116944243,osservato
IT,,Italia,,italia,2017,totale,totale,arrivi,123195556,osservato
IT,,Italia,,italia,2018,totale,totale,arrivi,128100932,osservato
IT,,Italia,,italia,2019,totale,totale,arrivi,131381653,osservato
IT,,Italia,,italia,2020,totale,totale,arrivi,55702138,osservato
IT,,Italia,,italia,2021,totale,totale,arrivi,78670967,osservato
IT,,Italia,,italia,2022,totale,totale,arrivi,118514633,osservato
IT,,Italia,,italia,2023,totale,totale,arrivi,133636709,osservato
IT,,Italia,,italia,2024,totale,totale,arrivi,139647943,osservato
IT,,Italia,,italia,2025,totale,totale,arrivi,160765334,definizione_cambiata
IT,,Italia,,italia,2008,alberghiero,Italia,presenze,141186598,osservato
IT,,Italia,,italia,2009,alberghiero,Italia,presenze,139789528,osservato
IT,,Italia,,italia,2010,alberghiero,Italia,presenze,139546950,osservato
IT,,Italia,,italia,2011,alberghiero,Italia,presenze,139896825,osservato
IT,,Italia,,italia,2012,alberghiero,Italia,presenze,132909800,osservato
IT,,Italia,,italia,2013,alberghiero,Italia,presenze,128429060,osservato
IT,,Italia,,italia,2014,alberghiero,Italia,presenze,127567695,osservato
IT,,Italia,,italia,2015,alberghiero,Italia,presenze,133318163,osservato
IT,,Italia,,italia,2016,alberghiero,Italia,presenze,135686506,osservato
IT,,Italia,,italia,2017,alberghiero,Italia,presenze,139019451,osservato
IT,,Italia,,italia,2018,alberghiero,Italia,presenze,140193803,osservato
IT,,Italia,,italia,2019,alberghiero,Italia,presenze,140376766,osservato
IT,,Italia,,italia,2020,alberghiero,Italia,presenze,85634472,osservato
IT,,Italia,,italia,2021,alberghiero,Italia,presenze,112996772,osservato
IT,,Italia,,italia,2022,alberghiero,Italia,presenze,135124972,osservato
IT,,Italia,,italia,2023,alberghiero,Italia,presenze,136117518,osservato
IT,,Italia,,italia,2024,alberghiero,Italia,presenze,134717794,osservato
IT,,Italia,,italia,2025,alberghiero,Italia,presenze,133699990,osservato
IT,,Italia,,italia,2008,alberghiero,estero,presenze,110491709,osservato
IT,,Italia,,italia,2009,alberghiero,estero,presenze,106828579,osservato
IT,,Italia,,italia,2010,alberghiero,estero,presenze,111551526,osservato
IT,,Italia,,italia,2011,alberghiero,estero,presenze,120014027,osservato
IT,,Italia,,italia,2012,alberghiero,estero,presenze,122700343,osservato
IT,,Italia,,italia,2013,alberghiero,estero,presenze,126330288,osservato
IT,,Italia,,italia,2014,alberghiero,estero,presenze,127373740,osservato
IT,,Italia,,italia,2015,alberghiero,estero,presenze,129691791,osservato
IT,,Italia,,italia,2016,alberghiero,estero,presenze,131988707,osservato
IT,,Italia,,italia,2017,alberghiero,estero,presenze,136114096,osservato
IT,,Italia,,italia,2018,alberghiero,estero,presenze,139276433,osservato
IT,,Italia,,italia,2019,alberghiero,estero,presenze,140561131,osservato
IT,,Italia,,italia,2020,alberghiero,estero,presenze,37631672,osservato
IT,,Italia,,italia,2021,alberghiero,estero,presenze,56539456,osservato
IT,,Italia,,italia,2022,alberghiero,estero,presenze,117538868,osservato
IT,,Italia,,italia,2023,alberghiero,estero,presenze,139243478,osservato
IT,,Italia,,italia,2024,alberghiero,estero,presenze,149192923,osservato
IT,,Italia,,italia,2025,alberghiero,estero,presenze,154481888,osservato
IT,,Italia,,italia,2008,alberghiero,totale,presenze,251678307,osservato
IT,,Italia,,italia,2009,alberghiero,totale,presenze,246618107,osservato
IT,,Italia,,italia,2010,alberghiero,totale,presenze,251098476,osservato
IT,,Italia,,italia,2011,alberghiero,totale,presenze,259910852,osservato
IT,,Italia,,italia,2012,alberghiero,totale,presenze,255610143,osservato
IT,,Italia,,italia,2013,alberghiero,totale,presenze,254759348,osservato
IT,,Italia,,italia,2014,alberghiero,totale,presenze,254941435,osservato
IT,,Italia,,italia,2015,alberghiero,totale,presenze,263009954,osservato
IT,,Italia,,italia,2016,alberghiero,totale,presenze,267675213,osservato
IT,,Italia,,italia,2017,alberghiero,totale,presenze,275133547,osservato
IT,,Italia,,italia,2018,alberghiero,totale,presenze,279470236,osservato
IT,,Italia,,italia,2019,alberghiero,totale,presenze,280937897,osservato
IT,,Italia,,italia,2020,alberghiero,totale,presenze,123266144,osservato
IT,,Italia,,italia,2021,alberghiero,totale,presenze,169536228,osservato
IT,,Italia,,italia,2022,alberghiero,totale,presenze,252663840,osservato
IT,,Italia,,italia,2023,alberghiero,totale,presenze,275360996,osservato
IT,,Italia,,italia,2024,alberghiero,totale,presenze,283910717,osservato
IT,,Italia,,italia,2025,alberghiero,totale,presenze,288181878,osservato
IT,,Italia,,italia,2008,alloggi in affitto,Italia,presenze,18361114,osservato
IT,,Italia,,italia,2009,alloggi in affitto,Italia,presenze,17791466,osservato
IT,,Italia,,italia,2010,alloggi in affitto,Italia,presenze,17458551,osservato
IT,,Italia,,italia,2011,alloggi in affitto,Italia,presenze,17350509,osservato
IT,,Italia,,italia,2012,alloggi in affitto,Italia,presenze,16207964,osservato
IT,,Italia,,italia,2013,alloggi in affitto,Italia,presenze,15402408,osservato
IT,,Italia,,italia,2014,alloggi in affitto,Italia,presenze,15152508,osservato
IT,,Italia,,italia,2015,alloggi in affitto,Italia,presenze,16232721,osservato
IT,,Italia,,italia,2016,alloggi in affitto,Italia,presenze,17154341,osservato
IT,,Italia,,italia,2017,alloggi in affitto,Italia,presenze,18667370,osservato
IT,,Italia,,italia,2018,alloggi in affitto,Italia,presenze,20038980,osservato
IT,,Italia,,italia,2019,alloggi in affitto,Italia,presenze,21805330,osservato
IT,,Italia,,italia,2020,alloggi in affitto,Italia,presenze,18393027,osservato
IT,,Italia,,italia,2021,alloggi in affitto,Italia,presenze,22968586,osservato
IT,,Italia,,italia,2022,alloggi in affitto,Italia,presenze,23736252,osservato
IT,,Italia,,italia,2023,alloggi in affitto,Italia,presenze,24757809,osservato
IT,,Italia,,italia,2024,alloggi in affitto,Italia,presenze,26618636,osservato
IT,,Italia,,italia,2025,alloggi in affitto,Italia,presenze,48288284,definizione_cambiata
IT,,Italia,,italia,2008,alloggi in affitto,estero,presenze,15062000,osservato
IT,,Italia,,italia,2009,alloggi in affitto,estero,presenze,15300662,osservato
IT,,Italia,,italia,2010,alloggi in affitto,estero,presenze,15900789,osservato
IT,,Italia,,italia,2011,alloggi in affitto,estero,presenze,16695825,osservato
IT,,Italia,,italia,2012,alloggi in affitto,estero,presenze,17280529,osservato
IT,,Italia,,italia,2013,alloggi in affitto,estero,presenze,17768962,osservato
IT,,Italia,,italia,2014,alloggi in affitto,estero,presenze,18167910,osservato
IT,,Italia,,italia,2015,alloggi in affitto,estero,presenze,20129279,osservato
IT,,Italia,,italia,2016,alloggi in affitto,estero,presenze,21443446,osservato
IT,,Italia,,italia,2017,alloggi in affitto,estero,presenze,25119335,osservato
IT,,Italia,,italia,2018,alloggi in affitto,estero,presenze,26971585,osservato
IT,,Italia,,italia,2019,alloggi in affitto,estero,presenze,29610199,osservato
IT,,Italia,,italia,2020,alloggi in affitto,estero,presenze,9613335,osservato
IT,,Italia,,italia,2021,alloggi in affitto,estero,presenze,15783531,osservato
IT,,Italia,,italia,2022,alloggi in affitto,estero,presenze,30340952,osservato
IT,,Italia,,italia,2023,alloggi in affitto,estero,presenze,38154912,osservato
IT,,Italia,,italia,2024,alloggi in affitto,estero,presenze,45188539,osservato
IT,,Italia,,italia,2025,alloggi in affitto,estero,presenze,86420423,definizione_cambiata
IT,,Italia,,italia,2008,alloggi in affitto,totale,presenze,33423114,osservato
