anno,ateneo_codice,ateneo,gruppo_codice,gruppo,regione_residenza,provincia_residenza,iscritti
2023,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,CREMONA,13
2023,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,MANTOVA,14
2023,1701,Brescia,13,Agrario-Forestale e Veterinario,VENETO,VERONA,9
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BERGAMO,687
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,Provincia autonoma di BOLZANO,BOLZANO,6
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BRESCIA,2253
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,CREMONA,127
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,LECCO,9
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MANTOVA,76
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MILANO,55
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MONZA E BRIANZA,18
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,PAVIA,5
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,EMILIA ROMAGNA,PIACENZA,6
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,REGIONE ESTERA,PROVINCIA ESTERA,37
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,SONDRIO,7
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,Provincia autonoma di TRENTO,TRENTO,42
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,VERONA,72
2023,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,VICENZA,10
2023,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,BERGAMO,51
2023,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,BRESCIA,260
2023,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,CREMONA,16
2023,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,MANTOVA,6
2023,1701,Brescia,15,Scienze motorie e sportive,Provincia autonoma di TRENTO,TRENTO,8
2023,1701,Brescia,7,Economico,LOMBARDIA,BERGAMO,316
2023,1701,Brescia,7,Economico,LOMBARDIA,BRESCIA,3172
2023,1701,Brescia,7,Economico,LOMBARDIA,CREMONA,168
2023,1701,Brescia,7,Economico,LOMBARDIA,LECCO,7
2023,1701,Brescia,7,Economico,LOMBARDIA,MANTOVA,169
2023,1701,Brescia,7,Economico,LOMBARDIA,MILANO,41
2023,1701,Brescia,7,Economico,LOMBARDIA,MONZA E BRIANZA,6
2023,1701,Brescia,7,Economico,EMILIA ROMAGNA,PIACENZA,8
2023,1701,Brescia,7,Economico,REGIONE ESTERA,PROVINCIA ESTERA,69
2023,1701,Brescia,7,Economico,LOMBARDIA,SONDRIO,6
2023,1701,Brescia,7,Economico,Provincia autonoma di TRENTO,TRENTO,40
2023,1701,Brescia,7,Economico,VENETO,TREVISO,6
2023,1701,Brescia,7,Economico,VENETO,VERONA,94
2023,1701,Brescia,7,Economico,VENETO,VICENZA,10
2023,1701,Brescia,8,Giuridico,LOMBARDIA,BERGAMO,88
2023,1701,Brescia,8,Giuridico,LOMBARDIA,BRESCIA,1272
2023,1701,Brescia,8,Giuridico,LOMBARDIA,CREMONA,76
2023,1701,Brescia,8,Giuridico,LOMBARDIA,MANTOVA,56
2023,1701,Brescia,8,Giuridico,REGIONE ESTERA,PROVINCIA ESTERA,10
2023,1701,Brescia,8,Giuridico,Provincia autonoma di TRENTO,TRENTO,12
2023,1701,Brescia,8,Giuridico,VENETO,VERONA,7
2023,1701,Brescia,9,Scientifico,LOMBARDIA,BERGAMO,10
2023,1701,Brescia,9,Scientifico,LOMBARDIA,BRESCIA,174
2023,1701,Brescia,9,Scientifico,LOMBARDIA,CREMONA,6
2023,1701,Brescia,9,Scientifico,LOMBARDIA,MANTOVA,6
2023,1701,Brescia,9,Scientifico,VENETO,VERONA,6
2024,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,BERGAMO,27
2024,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,BRESCIA,54
2024,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,COMO,8
2024,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,CREMONA,5
2024,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,LECCO,9
2024,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,MILANO,12
2024,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,MONZA E BRIANZA,9
2024,1501,Milano,13,Agrario-Forestale e Veterinario,REGIONE ESTERA,PROVINCIA ESTERA,8
2024,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,SONDRIO,14
2024,1501,Milano,13,Agrario-Forestale e Veterinario,Provincia autonoma di TRENTO,TRENTO,15
2024,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,BERGAMO,121
2024,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,BRESCIA,1340
2024,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,CREMONA,115
2024,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,MANTOVA,107
2024,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,MILANO,19
2024,1504,Milano Cattolica,1,Educazione e Formazione,VENETO,PADOVA,5
2024,1504,Milano Cattolica,1,Educazione e Formazione,EMILIA ROMAGNA,PIACENZA,8
2024,1504,Milano Cattolica,1,Educazione e Formazione,Provincia autonoma di TRENTO,TRENTO,70
2024,1504,Milano Cattolica,1,Educazione e Formazione,VENETO,VERONA,85
2024,1504,Milano Cattolica,1,Educazione e Formazione,VENETO,VICENZA,12
2024,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,LOMBARDIA,BERGAMO,5
2024,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,LOMBARDIA,BRESCIA,6
2024,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,LOMBARDIA,MILANO,8
2024,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,REGIONE ESTERA,PROVINCIA ESTERA,6
2024,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BERGAMO,26
2024,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BRESCIA,236
2024,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,CREMONA,5
2024,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MILANO,5
2024,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,BERGAMO,10
2024,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,BRESCIA,122
2024,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,MILANO,14
2024,1504,Milano Cattolica,2,Arte e Design,VENETO,VERONA,9
2024,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,BERGAMO,11
2024,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,BRESCIA,204
2024,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,MANTOVA,8
2024,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,BERGAMO,35
2024,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,BRESCIA,466
2024,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,CREMONA,23
2024,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,MANTOVA,9
2024,1504,Milano Cattolica,4,Linguistico,REGIONE ESTERA,PROVINCIA ESTERA,10
2024,1504,Milano Cattolica,4,Linguistico,VENETO,VERONA,8
2024,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,BERGAMO,27
2024,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,BRESCIA,233
2024,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,CREMONA,19
2024,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MANTOVA,8
2024,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MILANO,14
2024,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,REGIONE ESTERA,PROVINCIA ESTERA,7
2024,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,VENETO,VERONA,6
2024,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,BERGAMO,28
2024,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,BRESCIA,461
2024,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,CREMONA,28
2024,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,MANTOVA,12
2024,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,MILANO,10
2024,1504,Milano Cattolica,6,Psicologico,VENETO,VERONA,13
2024,1504,Milano Cattolica,7,Economico,LOMBARDIA,BERGAMO,6
2024,1504,Milano Cattolica,7,Economico,LOMBARDIA,BRESCIA,61
2024,1504,Milano Cattolica,7,Economico,LOMBARDIA,CREMONA,5
2024,1504,Milano Cattolica,7,Economico,LOMBARDIA,MANTOVA,5
2024,1504,Milano Cattolica,7,Economico,REGIONE ESTERA,PROVINCIA ESTERA,25
2024,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,BERGAMO,18
2024,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,BRESCIA,175
2024,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,CREMONA,13
2024,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,MANTOVA,6
2024,1701,Brescia,10,Informatica e Tecnologie ICT,LOMBARDIA,BERGAMO,5
2024,1701,Brescia,10,Informatica e Tecnologie ICT,LOMBARDIA,BRESCIA,44
2024,1701,Brescia,10,Informatica e Tecnologie ICT,REGIONE ESTERA,PROVINCIA ESTERA,7
2024,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,BERGAMO,112
2024,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,BRESCIA,856
2024,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,CREMONA,34
2024,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MANTOVA,31
2024,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MONZA E BRIANZA,9
2024,1701,Brescia,11,Architettura e Ingegneria civile,REGIONE ESTERA,PROVINCIA ESTERA,24
2024,1701,Brescia,11,Architettura e Ingegneria civile,VENETO,VERONA,20
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,MARCHE,ANCONA,5
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,BERGAMO,278
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,BRESCIA,3185
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,CREMONA,144
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,LODI,5
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MANTOVA,128
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MILANO,23
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MONZA E BRIANZA,7
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,PAVIA,5
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,EMILIA ROMAGNA,PIACENZA,7
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,REGIONE ESTERA,PROVINCIA ESTERA,80
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,SONDRIO,5
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,PUGLIA,TARANTO,5
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,Provincia autonoma di TRENTO,TRENTO,20
2024,1701,Brescia,12,Ingegneria industriale e dell'informazione,VENETO,VERONA,98
2024,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,BERGAMO,19
2024,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,BRESCIA,221
2024,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,CREMONA,10
2024,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,MANTOVA,13
2024,1701,Brescia,13,Agrario-Forestale e Veterinario,VENETO,VERONA,8
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BERGAMO,699
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,Provincia autonoma di BOLZANO,BOLZANO,5
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BRESCIA,2312
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,CREMONA,153
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,LECCO,12
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MANTOVA,84
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MILANO,63
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MONZA E BRIANZA,21
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,PADOVA,6
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,PAVIA,6
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,EMILIA ROMAGNA,PIACENZA,6
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,REGIONE ESTERA,PROVINCIA ESTERA,44
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,SONDRIO,9
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,Provincia autonoma di TRENTO,TRENTO,41
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,VERONA,68
2024,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,VICENZA,11
2024,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,BERGAMO,49
2024,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,BRESCIA,249
2024,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,CREMONA,16
2024,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,MANTOVA,6
2024,1701,Brescia,15,Scienze motorie e sportive,Provincia autonoma di TRENTO,TRENTO,8
2024,1701,Brescia,5,Politico-Sociale e Comunicazione,LOMBARDIA,BRESCIA,36
2024,1701,Brescia,7,Economico,LOMBARDIA,BERGAMO,338
2024,1701,Brescia,7,Economico,LOMBARDIA,BRESCIA,3302
2024,1701,Brescia,7,Economico,LOMBARDIA,CREMONA,173
2024,1701,Brescia,7,Economico,LOMBARDIA,MANTOVA,173
2024,1701,Brescia,7,Economico,LOMBARDIA,MILANO,48
2024,1701,Brescia,7,Economico,LOMBARDIA,MONZA E BRIANZA,5
2024,1701,Brescia,7,Economico,EMILIA ROMAGNA,PARMA,5
2024,1701,Brescia,7,Economico,EMILIA ROMAGNA,PIACENZA,10
2024,1701,Brescia,7,Economico,REGIONE ESTERA,PROVINCIA ESTERA,87
2024,1701,Brescia,7,Economico,LOMBARDIA,SONDRIO,5
2024,1701,Brescia,7,Economico,Provincia autonoma di TRENTO,TRENTO,41
2024,1701,Brescia,7,Economico,VENETO,VERONA,98
2024,1701,Brescia,7,Economico,VENETO,VICENZA,9
2024,1701,Brescia,8,Giuridico,LOMBARDIA,BERGAMO,87
2024,1701,Brescia,8,Giuridico,LOMBARDIA,BRESCIA,1360
2024,1701,Brescia,8,Giuridico,LOMBARDIA,CREMONA,78
2024,1701,Brescia,8,Giuridico,LOMBARDIA,MANTOVA,55
2024,1701,Brescia,8,Giuridico,REGIONE ESTERA,PROVINCIA ESTERA,9
2024,1701,Brescia,8,Giuridico,Provincia autonoma di TRENTO,TRENTO,9
2024,1701,Brescia,8,Giuridico,VENETO,VERONA,7
2024,1701,Brescia,9,Scientifico,LOMBARDIA,BERGAMO,20
2024,1701,Brescia,9,Scientifico,LOMBARDIA,BRESCIA,176
2024,1701,Brescia,9,Scientifico,LOMBARDIA,CREMONA,8
2024,1701,Brescia,9,Scientifico,LOMBARDIA,MANTOVA,9
