anno,ateneo_codice,ateneo,gruppo_codice,gruppo,regione_residenza,provincia_residenza,iscritti
2021,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,CREMONA,7
2021,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,MANTOVA,11
2021,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,BERGAMO,56
2021,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,BRESCIA,648
2021,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,CREMONA,44
2021,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,MANTOVA,28
2021,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,MILANO,6
2021,1504,Milano Cattolica,4,Linguistico,CAMPANIA,NAPOLI,7
2021,1504,Milano Cattolica,4,Linguistico,REGIONE ESTERA,PROVINCIA ESTERA,15
2021,1504,Milano Cattolica,4,Linguistico,Provincia autonoma di TRENTO,TRENTO,9
2021,1504,Milano Cattolica,4,Linguistico,VENETO,VERONA,13
2021,1504,Milano Cattolica,4,Linguistico,VENETO,VICENZA,5
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,BERGAMO,29
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,BRESCIA,188
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,COMO,6
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,CREMONA,21
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MANTOVA,14
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MILANO,29
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MONZA E BRIANZA,12
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,VENETO,TREVISO,5
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,VARESE,5
2021,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,VENETO,VERONA,16
2021,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,BERGAMO,20
2021,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,BRESCIA,349
2021,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,CREMONA,20
2021,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,MANTOVA,10
2021,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,MILANO,11
2021,1504,Milano Cattolica,6,Psicologico,Provincia autonoma di TRENTO,TRENTO,5
2021,1504,Milano Cattolica,6,Psicologico,VENETO,VERONA,12
2021,1504,Milano Cattolica,7,Economico,LOMBARDIA,BRESCIA,57
2021,1504,Milano Cattolica,7,Economico,LOMBARDIA,MANTOVA,7
2021,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,BERGAMO,13
2021,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,BRESCIA,217
2021,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,CREMONA,7
2021,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,BERGAMO,92
2021,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,BRESCIA,755
2021,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,CREMONA,33
2021,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MANTOVA,24
2021,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MILANO,7
2021,1701,Brescia,11,Architettura e Ingegneria civile,REGIONE ESTERA,PROVINCIA ESTERA,16
2021,1701,Brescia,11,Architettura e Ingegneria civile,VENETO,VERONA,27
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,BERGAMO,231
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,BRESCIA,2960
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,CREMONA,102
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MANTOVA,137
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MILANO,20
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,EMILIA ROMAGNA,PIACENZA,9
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,REGIONE ESTERA,PROVINCIA ESTERA,71
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,Provincia autonoma di TRENTO,TRENTO,11
2021,1701,Brescia,12,Ingegneria industriale e dell'informazione,VENETO,VERONA,70
2021,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,BERGAMO,20
2021,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,BRESCIA,240
2021,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,CREMONA,14
2021,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,MANTOVA,15
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BERGAMO,669
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,Provincia autonoma di BOLZANO,BOLZANO,7
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BRESCIA,2061
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,CREMONA,118
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,LECCO,10
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MANTOVA,80
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MILANO,38
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MONZA E BRIANZA,15
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,EMILIA ROMAGNA,PARMA,5
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,REGIONE ESTERA,PROVINCIA ESTERA,25
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,SONDRIO,8
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,Provincia autonoma di TRENTO,TRENTO,45
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,VERONA,91
2021,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,VICENZA,11
2021,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,BERGAMO,50
2021,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,BRESCIA,259
2021,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,CREMONA,17
2021,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,MANTOVA,14
2021,1701,Brescia,7,Economico,LOMBARDIA,BERGAMO,228
2021,1701,Brescia,7,Economico,LOMBARDIA,BRESCIA,3231
2021,1701,Brescia,7,Economico,LOMBARDIA,CREMONA,179
2021,1701,Brescia,7,Economico,LOMBARDIA,LECCO,6
2021,1701,Brescia,7,Economico,LOMBARDIA,MANTOVA,168
2021,1701,Brescia,7,Economico,LOMBARDIA,MILANO,49
2021,1701,Brescia,7,Economico,LOMBARDIA,MONZA E BRIANZA,6
2021,1701,Brescia,7,Economico,EMILIA ROMAGNA,PIACENZA,6
2021,1701,Brescia,7,Economico,REGIONE ESTERA,PROVINCIA ESTERA,45
2021,1701,Brescia,7,Economico,CALABRIA,REGGIO CALABRIA,5
2021,1701,Brescia,7,Economico,Provincia autonoma di TRENTO,TRENTO,45
2021,1701,Brescia,7,Economico,VENETO,TREVISO,5
2021,1701,Brescia,7,Economico,VENETO,VERONA,92
2021,1701,Brescia,7,Economico,VENETO,VICENZA,10
2021,1701,Brescia,8,Giuridico,LOMBARDIA,BERGAMO,74
2021,1701,Brescia,8,Giuridico,LOMBARDIA,BRESCIA,1238
2021,1701,Brescia,8,Giuridico,LOMBARDIA,CREMONA,78
2021,1701,Brescia,8,Giuridico,LOMBARDIA,MANTOVA,49
2021,1701,Brescia,8,Giuridico,REGIONE ESTERA,PROVINCIA ESTERA,9
2021,1701,Brescia,8,Giuridico,Provincia autonoma di TRENTO,TRENTO,9
2021,1701,Brescia,8,Giuridico,VENETO,VERONA,7
2021,1701,Brescia,9,Scientifico,LOMBARDIA,BERGAMO,9
2021,1701,Brescia,9,Scientifico,LOMBARDIA,BRESCIA,166
2021,1701,Brescia,9,Scientifico,LOMBARDIA,MANTOVA,11
2022,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,BERGAMO,27
2022,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,BRESCIA,56
2022,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,CREMONA,6
2022,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,LECCO,7
2022,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,MILANO,11
2022,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,MONZA E BRIANZA,7
2022,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,SONDRIO,8
2022,1501,Milano,13,Agrario-Forestale e Veterinario,Provincia autonoma di TRENTO,TRENTO,15
2022,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,BERGAMO,114
2022,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,BRESCIA,1330
2022,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,CREMONA,123
2022,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,MANTOVA,77
2022,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,MILANO,24
2022,1504,Milano Cattolica,1,Educazione e Formazione,EMILIA ROMAGNA,PIACENZA,8
2022,1504,Milano Cattolica,1,Educazione e Formazione,Provincia autonoma di TRENTO,TRENTO,77
2022,1504,Milano Cattolica,1,Educazione e Formazione,VENETO,VERONA,76
2022,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,LOMBARDIA,BRESCIA,9
2022,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,LOMBARDIA,MILANO,10
2022,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,REGIONE ESTERA,PROVINCIA ESTERA,9
2022,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BERGAMO,28
2022,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BRESCIA,273
2022,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,CREMONA,8
2022,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MANTOVA,9
2022,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,BERGAMO,21
2022,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,BRESCIA,121
2022,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,MILANO,20
2022,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,MONZA E BRIANZA,8
2022,1504,Milano Cattolica,2,Arte e Design,VENETO,VERONA,5
2022,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,BRESCIA,226
2022,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,CREMONA,6
2022,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,MANTOVA,9
2022,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,BERGAMO,55
2022,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,BRESCIA,558
2022,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,CREMONA,35
2022,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,MANTOVA,15
2022,1504,Milano Cattolica,4,Linguistico,REGIONE ESTERA,PROVINCIA ESTERA,15
2022,1504,Milano Cattolica,4,Linguistico,Provincia autonoma di TRENTO,TRENTO,10
2022,1504,Milano Cattolica,4,Linguistico,VENETO,VERONA,11
2022,1504,Milano Cattolica,4,Linguistico,VENETO,VICENZA,5
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,BERGAMO,30
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,BRESCIA,225
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,CREMONA,22
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MANTOVA,11
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MILANO,25
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MONZA E BRIANZA,13
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,REGIONE ESTERA,PROVINCIA ESTERA,5
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,Provincia autonoma di TRENTO,TRENTO,5
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,VARESE,5
2022,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,VENETO,VERONA,11
2022,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,BERGAMO,20
2022,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,BRESCIA,355
2022,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,CREMONA,20
2022,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,MANTOVA,9
2022,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,MILANO,9
2022,1504,Milano Cattolica,6,Psicologico,Provincia autonoma di TRENTO,TRENTO,6
2022,1504,Milano Cattolica,6,Psicologico,VENETO,VERONA,9
2022,1504,Milano Cattolica,7,Economico,LOMBARDIA,BRESCIA,53
2022,1504,Milano Cattolica,7,Economico,LOMBARDIA,MANTOVA,7
2022,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,BERGAMO,14
2022,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,BRESCIA,204
2022,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,CREMONA,10
2022,1701,Brescia,10,Informatica e Tecnologie ICT,LOMBARDIA,BRESCIA,15
2022,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,BERGAMO,98
2022,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,BRESCIA,796
2022,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,CREMONA,32
2022,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MANTOVA,23
2022,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MILANO,6
2022,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MONZA E BRIANZA,6
2022,1701,Brescia,11,Architettura e Ingegneria civile,REGIONE ESTERA,PROVINCIA ESTERA,15
2022,1701,Brescia,11,Architettura e Ingegneria civile,VENETO,VERONA,26
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,BERGAMO,245
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,BRESCIA,2963
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,CREMONA,106
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MANTOVA,128
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MILANO,17
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MONZA E BRIANZA,5
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,EMILIA ROMAGNA,PIACENZA,9
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,REGIONE ESTERA,PROVINCIA ESTERA,72
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,Provincia autonoma di TRENTO,TRENTO,17
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,VENETO,VERONA,81
2022,1701,Brescia,12,Ingegneria industriale e dell'informazione,VENETO,VICENZA,5
2022,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,BERGAMO,20
2022,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,BRESCIA,221
2022,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,CREMONA,13
2022,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,MANTOVA,10
2022,1701,Brescia,13,Agrario-Forestale e Veterinario,VENETO,VERONA,7
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BERGAMO,675
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,Provincia autonoma di BOLZANO,BOLZANO,6
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BRESCIA,2132
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,CREMONA,117
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,LECCO,9
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MANTOVA,79
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MILANO,44
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MONZA E BRIANZA,16
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,EMILIA ROMAGNA,PIACENZA,6
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,REGIONE ESTERA,PROVINCIA ESTERA,32
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,SONDRIO,5
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,Provincia autonoma di TRENTO,TRENTO,47
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,VERONA,80
2022,1701,Brescia,14,Medico-Sanitario e Farmaceutico,VENETO,VICENZA,10
2022,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,BERGAMO,40
2022,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,BRESCIA,270
2022,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,CREMONA,13
2022,1701,Brescia,15,Scienze motorie e sportive,LOMBARDIA,MANTOVA,11
2022,1701,Brescia,7,Economico,LOMBARDIA,BERGAMO,264
2022,1701,Brescia,7,Economico,LOMBARDIA,BRESCIA,3191
2022,1701,Brescia,7,Economico,LOMBARDIA,CREMONA,169
2022,1701,Brescia,7,Economico,LOMBARDIA,LECCO,8
2022,1701,Brescia,7,Economico,LOMBARDIA,MANTOVA,163
2022,1701,Brescia,7,Economico,LOMBARDIA,MILANO,47
2022,1701,Brescia,7,Economico,LOMBARDIA,MONZA E BRIANZA,11
2022,1701,Brescia,7,Economico,EMILIA ROMAGNA,PIACENZA,6
2022,1701,Brescia,7,Economico,REGIONE ESTERA,PROVINCIA ESTERA,53
2022,1701,Brescia,7,Economico,LOMBARDIA,SONDRIO,6
2022,1701,Brescia,7,Economico,Provincia autonoma di TRENTO,TRENTO,43
2022,1701,Brescia,7,Economico,VENETO,TREVISO,5
2022,1701,Brescia,7,Economico,VENETO,VERONA,95
2022,1701,Brescia,7,Economico,VENETO,VICENZA,9
2022,1701,Brescia,8,Giuridico,LOMBARDIA,BERGAMO,85
2022,1701,Brescia,8,Giuridico,LOMBARDIA,BRESCIA,1247
2022,1701,Brescia,8,Giuridico,LOMBARDIA,CREMONA,80
2022,1701,Brescia,8,Giuridico,LOMBARDIA,MANTOVA,50
2022,1701,Brescia,8,Giuridico,REGIONE ESTERA,PROVINCIA ESTERA,8
2022,1701,Brescia,8,Giuridico,Provincia autonoma di TRENTO,TRENTO,11
2022,1701,Brescia,8,Giuridico,VENETO,VERONA,7
2022,1701,Brescia,9,Scientifico,LOMBARDIA,BERGAMO,12
2022,1701,Brescia,9,Scientifico,LOMBARDIA,BRESCIA,181
2022,1701,Brescia,9,Scientifico,LOMBARDIA,MANTOVA,6
2022,1701,Brescia,9,Scientifico,VENETO,VERONA,5
2023,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,BERGAMO,25
2023,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,BRESCIA,57
2023,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,COMO,5
2023,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,CREMONA,6
2023,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,LECCO,10
2023,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,MILANO,11
2023,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,MONZA E BRIANZA,8
2023,1501,Milano,13,Agrario-Forestale e Veterinario,REGIONE ESTERA,PROVINCIA ESTERA,5
2023,1501,Milano,13,Agrario-Forestale e Veterinario,LOMBARDIA,SONDRIO,9
2023,1501,Milano,13,Agrario-Forestale e Veterinario,Provincia autonoma di TRENTO,TRENTO,14
2023,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,BERGAMO,122
2023,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,BRESCIA,1326
2023,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,CREMONA,119
2023,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,MANTOVA,89
2023,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,MILANO,17
2023,1504,Milano Cattolica,1,Educazione e Formazione,LOMBARDIA,PAVIA,5
2023,1504,Milano Cattolica,1,Educazione e Formazione,EMILIA ROMAGNA,PIACENZA,8
2023,1504,Milano Cattolica,1,Educazione e Formazione,Provincia autonoma di TRENTO,TRENTO,69
2023,1504,Milano Cattolica,1,Educazione e Formazione,VENETO,VERONA,75
2023,1504,Milano Cattolica,1,Educazione e Formazione,VENETO,VICENZA,6
2023,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,LOMBARDIA,BRESCIA,7
2023,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,LOMBARDIA,MILANO,7
2023,1504,Milano Cattolica,10,Informatica e Tecnologie ICT,REGIONE ESTERA,PROVINCIA ESTERA,10
2023,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BERGAMO,33
2023,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,BRESCIA,263
2023,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,CREMONA,6
2023,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MANTOVA,6
2023,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MILANO,6
2023,1504,Milano Cattolica,14,Medico-Sanitario e Farmaceutico,LOMBARDIA,MONZA E BRIANZA,5
2023,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,BERGAMO,19
2023,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,BRESCIA,119
2023,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,MILANO,19
2023,1504,Milano Cattolica,2,Arte e Design,LOMBARDIA,MONZA E BRIANZA,7
2023,1504,Milano Cattolica,2,Arte e Design,VENETO,VERONA,6
2023,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,BERGAMO,8
2023,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,BRESCIA,224
2023,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,CREMONA,6
2023,1504,Milano Cattolica,3,Letterario-Umanistico,LOMBARDIA,MANTOVA,11
2023,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,BERGAMO,48
2023,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,BRESCIA,511
2023,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,CREMONA,20
2023,1504,Milano Cattolica,4,Linguistico,LOMBARDIA,MANTOVA,11
2023,1504,Milano Cattolica,4,Linguistico,REGIONE ESTERA,PROVINCIA ESTERA,10
2023,1504,Milano Cattolica,4,Linguistico,Provincia autonoma di TRENTO,TRENTO,7
2023,1504,Milano Cattolica,4,Linguistico,VENETO,VERONA,9
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,BERGAMO,31
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,BRESCIA,218
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,CREMONA,18
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MANTOVA,11
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MILANO,16
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,MONZA E BRIANZA,7
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,REGIONE ESTERA,PROVINCIA ESTERA,7
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,LOMBARDIA,VARESE,5
2023,1504,Milano Cattolica,5,Politico-Sociale e Comunicazione,VENETO,VERONA,8
2023,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,BERGAMO,22
2023,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,BRESCIA,413
2023,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,CREMONA,26
2023,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,MANTOVA,7
2023,1504,Milano Cattolica,6,Psicologico,LOMBARDIA,MILANO,7
2023,1504,Milano Cattolica,6,Psicologico,Provincia autonoma di TRENTO,TRENTO,5
2023,1504,Milano Cattolica,6,Psicologico,VENETO,VERONA,9
2023,1504,Milano Cattolica,7,Economico,LOMBARDIA,BRESCIA,40
2023,1504,Milano Cattolica,7,Economico,LOMBARDIA,MANTOVA,6
2023,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,BERGAMO,17
2023,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,BRESCIA,203
2023,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,CREMONA,13
2023,1504,Milano Cattolica,9,Scientifico,LOMBARDIA,MANTOVA,5
2023,1701,Brescia,10,Informatica e Tecnologie ICT,LOMBARDIA,BRESCIA,33
2023,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,BERGAMO,103
2023,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,BRESCIA,827
2023,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,CREMONA,32
2023,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MANTOVA,27
2023,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MILANO,7
2023,1701,Brescia,11,Architettura e Ingegneria civile,LOMBARDIA,MONZA E BRIANZA,9
2023,1701,Brescia,11,Architettura e Ingegneria civile,REGIONE ESTERA,PROVINCIA ESTERA,22
2023,1701,Brescia,11,Architettura e Ingegneria civile,VENETO,VERONA,22
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,BERGAMO,270
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,BRESCIA,3090
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,CREMONA,127
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MANTOVA,134
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,LOMBARDIA,MILANO,16
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,EMILIA ROMAGNA,PIACENZA,6
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,REGIONE ESTERA,PROVINCIA ESTERA,83
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,Provincia autonoma di TRENTO,TRENTO,20
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,VENETO,VERONA,92
2023,1701,Brescia,12,Ingegneria industriale e dell'informazione,VENETO,VICENZA,6
2023,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,BERGAMO,20
2023,1701,Brescia,13,Agrario-Forestale e Veterinario,LOMBARDIA,BRESCIA,221
