tavola,territorio,anno,sesso,modalita,codice_modalita,valore
soddisfazione_vita,ITC47,2024,females,all items,ALL,3048.5
soddisfazione_vita,ITC47,2024,females,all items,ALL,76937.6
soddisfazione_vita,ITC47,2024,females,all items,ALL,76937.6
soddisfazione_vita,ITC47,2024,females,all items,ALL,4094.1
soddisfazione_vita,ITC47,2024,females,all items,ALL,4094.1
soddisfazione_vita,ITC47,2024,females,all items,ALL,6632.7
soddisfazione_vita,ITC47,2024,females,all items,ALL,6632.7
soddisfazione_vita,ITC47,2024,females,all items,ALL,9695.4
soddisfazione_vita,ITC47,2024,females,all items,ALL,9695.4
soddisfazione_vita,ITC47,2024,females,all items,ALL,36827.8
soddisfazione_vita,ITC47,2024,females,all items,ALL,36827.8
soddisfazione_vita,ITC47,2024,females,all items,ALL,57870.8
soddisfazione_vita,ITC47,2024,females,all items,ALL,57870.8
soddisfazione_vita,ITC47,2024,females,all items,ALL,112739.4
soddisfazione_vita,ITC47,2024,females,all items,ALL,112739.4
soddisfazione_vita,ITC47,2024,females,all items,ALL,169143.1
soddisfazione_vita,ITC47,2024,females,all items,ALL,169143.1
soddisfazione_vita,ITC47,2024,females,all items,ALL,78278.9
soddisfazione_vita,ITC47,2024,females,all items,ALL,78278.9
soddisfazione_vita,ITC47,2024,males,all items,ALL,554437.0
soddisfazione_vita,ITC47,2024,males,all items,ALL,554437.0
soddisfazione_vita,ITC47,2024,males,all items,ALL,554437.0
soddisfazione_vita,ITC47,2024,males,all items,ALL,4329.7
soddisfazione_vita,ITC47,2024,males,all items,ALL,4329.7
soddisfazione_vita,ITC47,2024,males,all items,ALL,5193.8
soddisfazione_vita,ITC47,2024,males,all items,ALL,5193.8
soddisfazione_vita,ITC47,2024,males,all items,ALL,2445.0
soddisfazione_vita,ITC47,2024,males,all items,ALL,2445.0
soddisfazione_vita,ITC47,2024,males,all items,ALL,82176.6
soddisfazione_vita,ITC47,2024,males,all items,ALL,82176.6
soddisfazione_vita,ITC47,2024,males,all items,ALL,4017.7
soddisfazione_vita,ITC47,2024,males,all items,ALL,4017.7
soddisfazione_vita,ITC47,2024,males,all items,ALL,5248.3
soddisfazione_vita,ITC47,2024,males,all items,ALL,5248.3
soddisfazione_vita,ITC47,2024,males,all items,ALL,8456.6
soddisfazione_vita,ITC47,2024,males,all items,ALL,8456.6
soddisfazione_vita,ITC47,2024,males,all items,ALL,33387.9
soddisfazione_vita,ITC47,2024,males,all items,ALL,33387.9
soddisfazione_vita,ITC47,2024,males,all items,ALL,52309.6
soddisfazione_vita,ITC47,2024,males,all items,ALL,52309.6
soddisfazione_vita,ITC47,2024,males,all items,ALL,105034.0
soddisfazione_vita,ITC47,2024,males,all items,ALL,105034.0
soddisfazione_vita,ITC47,2024,males,all items,ALL,171512.3
soddisfazione_vita,ITC47,2024,males,all items,ALL,171512.3
soddisfazione_vita,ITC47,2024,males,all items,ALL,80325.4
soddisfazione_vita,ITC47,2024,males,all items,ALL,80325.4
soddisfazione_vita,ITC47,2024,total,all items,ALL,1120059.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,1120059.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,1120059.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,9871.4
soddisfazione_vita,ITC47,2024,total,all items,ALL,9871.4
soddisfazione_vita,ITC47,2024,total,all items,ALL,10006.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,10006.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,5493.5
soddisfazione_vita,ITC47,2024,total,all items,ALL,5493.5
soddisfazione_vita,ITC47,2024,total,all items,ALL,159114.1
soddisfazione_vita,ITC47,2024,total,all items,ALL,159114.1
soddisfazione_vita,ITC47,2024,total,all items,ALL,8111.8
soddisfazione_vita,ITC47,2024,total,all items,ALL,8111.8
soddisfazione_vita,ITC47,2024,total,all items,ALL,11881.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,11881.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,18152.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,18152.0
soddisfazione_vita,ITC47,2024,total,all items,ALL,70215.7
soddisfazione_vita,ITC47,2024,total,all items,ALL,70215.7
soddisfazione_vita,ITC47,2024,total,all items,ALL,110180.3
soddisfazione_vita,ITC47,2024,total,all items,ALL,110180.3
soddisfazione_vita,ITC47,2024,total,all items,ALL,217773.4
soddisfazione_vita,ITC47,2024,total,all items,ALL,217773.4
soddisfazione_vita,ITC47,2024,total,all items,ALL,340655.4
soddisfazione_vita,ITC47,2024,total,all items,ALL,340655.4
soddisfazione_vita,ITC47,2024,total,all items,ALL,158604.3
soddisfazione_vita,ITC47,2024,total,all items,ALL,158604.3
soddisfazione_vita,ITC47,2024,females,no answer,NO_ANSWER,5541.7
soddisfazione_vita,ITC47,2024,males,no answer,NO_ANSWER,4329.7
soddisfazione_vita,ITC47,2024,total,no answer,NO_ANSWER,9871.4
soddisfazione_vita,ITC47,2024,females,0,SA_0,4812.2
soddisfazione_vita,ITC47,2024,males,0,SA_0,5193.8
soddisfazione_vita,ITC47,2024,total,0,SA_0,10006.0
soddisfazione_vita,ITC47,2024,females,1,SA_1,3048.5
soddisfazione_vita,ITC47,2024,males,1,SA_1,2445.0
soddisfazione_vita,ITC47,2024,total,1,SA_1,5493.5
soddisfazione_vita,ITC47,2024,females,10,SA_10,76937.6
soddisfazione_vita,ITC47,2024,males,10,SA_10,82176.6
soddisfazione_vita,ITC47,2024,total,10,SA_10,159114.1
soddisfazione_vita,ITC47,2024,females,2,SA_2,4094.1
soddisfazione_vita,ITC47,2024,males,2,SA_2,4017.7
soddisfazione_vita,ITC47,2024,total,2,SA_2,8111.8
soddisfazione_vita,ITC47,2024,females,3,SA_3,6632.7
soddisfazione_vita,ITC47,2024,males,3,SA_3,5248.3
soddisfazione_vita,ITC47,2024,total,3,SA_3,11881.0
soddisfazione_vita,ITC47,2024,females,4,SA_4,9695.4
soddisfazione_vita,ITC47,2024,males,4,SA_4,8456.6
soddisfazione_vita,ITC47,2024,total,4,SA_4,18152.0
soddisfazione_vita,ITC47,2024,females,5,SA_5,36827.8
soddisfazione_vita,ITC47,2024,males,5,SA_5,33387.9
soddisfazione_vita,ITC47,2024,total,5,SA_5,70215.7
soddisfazione_vita,ITC47,2024,females,6,SA_6,57870.8
soddisfazione_vita,ITC47,2024,males,6,SA_6,52309.6
soddisfazione_vita,ITC47,2024,total,6,SA_6,110180.3
soddisfazione_vita,ITC47,2024,females,7,SA_7,112739.4
soddisfazione_vita,ITC47,2024,males,7,SA_7,105034.0
soddisfazione_vita,ITC47,2024,total,7,SA_7,217773.4
soddisfazione_vita,ITC47,2024,females,8,SA_8,169143.1
soddisfazione_vita,ITC47,2024,males,8,SA_8,171512.3
soddisfazione_vita,ITC47,2024,total,8,SA_8,340655.4
soddisfazione_vita,ITC47,2024,females,9,SA_9,78278.9
soddisfazione_vita,ITC47,2024,males,9,SA_9,80325.4
soddisfazione_vita,ITC47,2024,total,9,SA_9,158604.3
