codice_istat,comune,anno,tipo_struttura,cittadinanza,arrivi,presenze,permanenza_media,stato
017032,Calcinato,2020,Es. Alberghieri,Totale,,,,riservato
017032,Calcinato,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017032,Calcinato,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017032,Calcinato,2020,Totale,Italiani,1619,3843,2.40,osservato
017032,Calcinato,2020,Totale,Stranieri,621,1196,1.90,osservato
017032,Calcinato,2020,Totale,Totale,2240,5039,2.20,osservato
017032,Calcinato,2021,Es. Alberghieri,Italiani,,,,riservato
017032,Calcinato,2021,Es. Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2021,Es. Alberghieri,Totale,,,,riservato
017032,Calcinato,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017032,Calcinato,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017032,Calcinato,2021,Totale,Italiani,2011,5125,2.50,osservato
017032,Calcinato,2021,Totale,Stranieri,315,1032,3.30,osservato
017032,Calcinato,2021,Totale,Totale,2326,6157,2.60,osservato
017032,Calcinato,2022,Es. Alberghieri,Italiani,,,,riservato
017032,Calcinato,2022,Es. Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2022,Es. Alberghieri,Totale,,,,riservato
017032,Calcinato,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017032,Calcinato,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017032,Calcinato,2022,Totale,Italiani,591,2452,4.10,osservato
017032,Calcinato,2022,Totale,Stranieri,303,1585,5.20,osservato
017032,Calcinato,2022,Totale,Totale,894,4037,4.50,osservato
017032,Calcinato,2023,Es. Alberghieri,Italiani,,,,riservato
017032,Calcinato,2023,Es. Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2023,Es. Alberghieri,Totale,,,,riservato
017032,Calcinato,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017032,Calcinato,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017032,Calcinato,2023,Totale,Italiani,824,2647,3.20,osservato
017032,Calcinato,2023,Totale,Stranieri,580,2688,4.60,osservato
017032,Calcinato,2023,Totale,Totale,1404,5335,3.80,osservato
017032,Calcinato,2024,Es. Alberghieri,Italiani,,,,riservato
017032,Calcinato,2024,Es. Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2024,Es. Alberghieri,Totale,,,,riservato
017032,Calcinato,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017032,Calcinato,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017032,Calcinato,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017032,Calcinato,2024,Totale,Italiani,4788,13977,2.92,osservato
017032,Calcinato,2024,Totale,Stranieri,1733,4964,2.86,osservato
017032,Calcinato,2024,Totale,Totale,6521,18941,2.90,osservato
017033,Calvagese della Riviera,2019,Es. Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2019,Es. Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2019,Es. Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2019,Totale,Italiani,1563,2741,1.80,osservato
017033,Calvagese della Riviera,2019,Totale,Stranieri,4677,19044,4.10,osservato
017033,Calvagese della Riviera,2019,Totale,Totale,6240,21785,3.50,osservato
017033,Calvagese della Riviera,2020,Es. Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2020,Es. Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2020,Es. Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2020,Totale,Italiani,25,87,3.50,osservato
017033,Calvagese della Riviera,2020,Totale,Stranieri,9,45,5.00,osservato
017033,Calvagese della Riviera,2020,Totale,Totale,34,132,3.90,osservato
017033,Calvagese della Riviera,2021,Es. Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2021,Es. Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2021,Es. Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2021,Es. Extra-Alberghieri,Italiani,92,270,2.90,osservato
017033,Calvagese della Riviera,2021,Es. Extra-Alberghieri,Stranieri,68,269,4.00,osservato
017033,Calvagese della Riviera,2021,Es. Extra-Alberghieri,Totale,160,539,3.40,osservato
017033,Calvagese della Riviera,2021,Totale,Italiani,92,270,2.90,osservato
017033,Calvagese della Riviera,2021,Totale,Stranieri,68,269,4.00,osservato
017033,Calvagese della Riviera,2021,Totale,Totale,160,539,3.40,osservato
017033,Calvagese della Riviera,2022,Es. Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2022,Es. Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2022,Es. Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2022,Totale,Italiani,296,490,1.70,osservato
017033,Calvagese della Riviera,2022,Totale,Stranieri,156,413,2.60,osservato
017033,Calvagese della Riviera,2022,Totale,Totale,452,903,2.00,osservato
017033,Calvagese della Riviera,2023,Es. Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2023,Es. Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2023,Es. Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2023,Totale,Italiani,10762,13465,1.30,osservato
017033,Calvagese della Riviera,2023,Totale,Stranieri,1887,4783,2.50,osservato
017033,Calvagese della Riviera,2023,Totale,Totale,12649,18248,1.40,osservato
017033,Calvagese della Riviera,2024,Es. Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2024,Es. Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2024,Es. Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017033,Calvagese della Riviera,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017033,Calvagese della Riviera,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017033,Calvagese della Riviera,2024,Totale,Italiani,14795,17877,1.21,osservato
017033,Calvagese della Riviera,2024,Totale,Stranieri,3442,9286,2.70,osservato
017033,Calvagese della Riviera,2024,Totale,Totale,18237,27163,1.49,osservato
017034,Calvisano,2019,Es. Alberghieri,Italiani,,,,riservato
017034,Calvisano,2019,Es. Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2019,Es. Alberghieri,Totale,,,,riservato
017034,Calvisano,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017034,Calvisano,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017034,Calvisano,2019,Totale,Italiani,,,,riservato
017034,Calvisano,2019,Totale,Stranieri,,,,riservato
017034,Calvisano,2019,Totale,Totale,,,,riservato
017034,Calvisano,2020,Es. Alberghieri,Italiani,,,,riservato
017034,Calvisano,2020,Es. Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2020,Es. Alberghieri,Totale,,,,riservato
017034,Calvisano,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017034,Calvisano,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017034,Calvisano,2020,Totale,Italiani,,,,riservato
017034,Calvisano,2020,Totale,Stranieri,,,,riservato
017034,Calvisano,2020,Totale,Totale,,,,riservato
017034,Calvisano,2021,Es. Alberghieri,Italiani,,,,riservato
017034,Calvisano,2021,Es. Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2021,Es. Alberghieri,Totale,,,,riservato
017034,Calvisano,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017034,Calvisano,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017034,Calvisano,2021,Totale,Italiani,,,,riservato
017034,Calvisano,2021,Totale,Stranieri,,,,riservato
017034,Calvisano,2021,Totale,Totale,,,,riservato
017034,Calvisano,2022,Es. Alberghieri,Italiani,,,,riservato
017034,Calvisano,2022,Es. Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2022,Es. Alberghieri,Totale,,,,riservato
017034,Calvisano,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017034,Calvisano,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017034,Calvisano,2022,Totale,Italiani,209,768,3.70,osservato
017034,Calvisano,2022,Totale,Stranieri,43,202,4.70,osservato
017034,Calvisano,2022,Totale,Totale,252,970,3.80,osservato
017034,Calvisano,2023,Es. Alberghieri,Italiani,,,,riservato
017034,Calvisano,2023,Es. Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2023,Es. Alberghieri,Totale,,,,riservato
017034,Calvisano,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017034,Calvisano,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017034,Calvisano,2023,Totale,Italiani,496,1153,2.30,osservato
017034,Calvisano,2023,Totale,Stranieri,95,500,5.30,osservato
017034,Calvisano,2023,Totale,Totale,591,1653,2.80,osservato
017034,Calvisano,2024,Es. Alberghieri,Italiani,,,,riservato
017034,Calvisano,2024,Es. Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2024,Es. Alberghieri,Totale,,,,riservato
017034,Calvisano,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017034,Calvisano,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017034,Calvisano,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017034,Calvisano,2024,Totale,Italiani,887,2408,2.71,osservato
017034,Calvisano,2024,Totale,Stranieri,199,673,3.38,osservato
017034,Calvisano,2024,Totale,Totale,1086,3081,2.84,osservato
017035,Capo di Ponte,2019,Es. Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2019,Es. Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2019,Es. Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2019,Totale,Italiani,2781,5844,2.10,osservato
017035,Capo di Ponte,2019,Totale,Stranieri,449,984,2.20,osservato
017035,Capo di Ponte,2019,Totale,Totale,3230,6828,2.10,osservato
017035,Capo di Ponte,2020,Es. Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2020,Es. Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2020,Es. Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2020,Totale,Italiani,751,2503,3.30,osservato
017035,Capo di Ponte,2020,Totale,Stranieri,120,502,4.20,osservato
017035,Capo di Ponte,2020,Totale,Totale,871,3005,3.50,osservato
017035,Capo di Ponte,2021,Es. Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2021,Es. Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2021,Es. Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2021,Totale,Italiani,1154,2867,2.50,osservato
017035,Capo di Ponte,2021,Totale,Stranieri,223,653,2.90,osservato
017035,Capo di Ponte,2021,Totale,Totale,1377,3520,2.60,osservato
017035,Capo di Ponte,2022,Es. Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2022,Es. Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2022,Es. Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2022,Totale,Italiani,979,3147,3.20,osservato
017035,Capo di Ponte,2022,Totale,Stranieri,232,1039,4.50,osservato
017035,Capo di Ponte,2022,Totale,Totale,1211,4186,3.50,osservato
017035,Capo di Ponte,2023,Es. Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2023,Es. Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2023,Es. Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2023,Totale,Italiani,1569,4566,2.90,osservato
017035,Capo di Ponte,2023,Totale,Stranieri,487,1305,2.70,osservato
017035,Capo di Ponte,2023,Totale,Totale,2056,5871,2.90,osservato
017035,Capo di Ponte,2024,Es. Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2024,Es. Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2024,Es. Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017035,Capo di Ponte,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017035,Capo di Ponte,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017035,Capo di Ponte,2024,Totale,Italiani,1867,3816,2.04,osservato
017035,Capo di Ponte,2024,Totale,Stranieri,609,1440,2.36,osservato
017035,Capo di Ponte,2024,Totale,Totale,2476,5256,2.12,osservato
017036,Capovalle,2019,Es. Alberghieri,Italiani,,,,riservato
017036,Capovalle,2019,Es. Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2019,Es. Alberghieri,Totale,,,,riservato
017036,Capovalle,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017036,Capovalle,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017036,Capovalle,2019,Totale,Italiani,,,,riservato
017036,Capovalle,2019,Totale,Stranieri,,,,riservato
017036,Capovalle,2019,Totale,Totale,,,,riservato
017036,Capovalle,2020,Es. Alberghieri,Italiani,,,,riservato
017036,Capovalle,2020,Es. Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2020,Es. Alberghieri,Totale,,,,riservato
017036,Capovalle,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017036,Capovalle,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017036,Capovalle,2020,Totale,Italiani,,,,riservato
017036,Capovalle,2020,Totale,Stranieri,,,,riservato
017036,Capovalle,2020,Totale,Totale,,,,riservato
017036,Capovalle,2021,Es. Alberghieri,Italiani,,,,riservato
017036,Capovalle,2021,Es. Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2021,Es. Alberghieri,Totale,,,,riservato
017036,Capovalle,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017036,Capovalle,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017036,Capovalle,2021,Totale,Italiani,,,,riservato
017036,Capovalle,2021,Totale,Stranieri,,,,riservato
017036,Capovalle,2021,Totale,Totale,,,,riservato
017036,Capovalle,2022,Es. Alberghieri,Italiani,,,,riservato
017036,Capovalle,2022,Es. Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2022,Es. Alberghieri,Totale,,,,riservato
017036,Capovalle,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017036,Capovalle,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017036,Capovalle,2022,Totale,Italiani,74,149,2.00,osservato
017036,Capovalle,2022,Totale,Stranieri,136,269,2.00,osservato
017036,Capovalle,2022,Totale,Totale,210,418,2.00,osservato
017036,Capovalle,2023,Es. Alberghieri,Italiani,,,,riservato
017036,Capovalle,2023,Es. Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2023,Es. Alberghieri,Totale,,,,riservato
017036,Capovalle,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017036,Capovalle,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017036,Capovalle,2023,Totale,Italiani,172,248,1.40,osservato
017036,Capovalle,2023,Totale,Stranieri,202,582,2.90,osservato
017036,Capovalle,2023,Totale,Totale,374,830,2.20,osservato
017036,Capovalle,2024,Es. Alberghieri,Italiani,,,,riservato
017036,Capovalle,2024,Es. Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2024,Es. Alberghieri,Totale,,,,riservato
017036,Capovalle,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017036,Capovalle,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017036,Capovalle,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017036,Capovalle,2024,Totale,Italiani,198,313,1.58,osservato
017036,Capovalle,2024,Totale,Stranieri,238,526,2.21,osservato
017036,Capovalle,2024,Totale,Totale,436,839,1.92,osservato
017037,Capriano del Colle,2019,Es. Alberghieri,Italiani,,,,riservato
017037,Capriano del Colle,2019,Es. Alberghieri,Stranieri,,,,riservato
017037,Capriano del Colle,2019,Es. Alberghieri,Totale,,,,riservato
017037,Capriano del Colle,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017037,Capriano del Colle,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017037,Capriano del Colle,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017037,Capriano del Colle,2019,Totale,Italiani,,,,riservato
017037,Capriano del Colle,2019,Totale,Stranieri,,,,riservato
017037,Capriano del Colle,2019,Totale,Totale,,,,riservato
017037,Capriano del Colle,2022,Es. Alberghieri,Italiani,,,,riservato
017037,Capriano del Colle,2022,Es. Alberghieri,Stranieri,,,,riservato
017037,Capriano del Colle,2022,Es. Alberghieri,Totale,,,,riservato
017037,Capriano del Colle,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017037,Capriano del Colle,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017037,Capriano del Colle,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017037,Capriano del Colle,2022,Totale,Italiani,,,,riservato
017037,Capriano del Colle,2022,Totale,Stranieri,,,,riservato
017037,Capriano del Colle,2022,Totale,Totale,,,,riservato
017037,Capriano del Colle,2024,Es. Alberghieri,Italiani,,,,riservato
017037,Capriano del Colle,2024,Es. Alberghieri,Stranieri,,,,riservato
017037,Capriano del Colle,2024,Es. Alberghieri,Totale,,,,riservato
017037,Capriano del Colle,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017037,Capriano del Colle,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017037,Capriano del Colle,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017037,Capriano del Colle,2024,Totale,Italiani,,,,riservato
017037,Capriano del Colle,2024,Totale,Stranieri,,,,riservato
017037,Capriano del Colle,2024,Totale,Totale,,,,riservato
017038,Capriolo,2019,Es. Alberghieri,Italiani,,,,riservato
017038,Capriolo,2019,Es. Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2019,Es. Alberghieri,Totale,,,,riservato
017038,Capriolo,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017038,Capriolo,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017038,Capriolo,2019,Totale,Italiani,4812,11215,2.30,osservato
017038,Capriolo,2019,Totale,Stranieri,1544,6701,4.30,osservato
017038,Capriolo,2019,Totale,Totale,6356,17916,2.80,osservato
017038,Capriolo,2020,Es. Alberghieri,Italiani,,,,riservato
017038,Capriolo,2020,Es. Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2020,Es. Alberghieri,Totale,,,,riservato
017038,Capriolo,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017038,Capriolo,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017038,Capriolo,2020,Totale,Italiani,1963,4542,2.30,osservato
017038,Capriolo,2020,Totale,Stranieri,249,2167,8.70,osservato
017038,Capriolo,2020,Totale,Totale,2212,6709,3.00,osservato
017038,Capriolo,2021,Es. Alberghieri,Italiani,,,,riservato
017038,Capriolo,2021,Es. Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2021,Es. Alberghieri,Totale,,,,riservato
017038,Capriolo,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017038,Capriolo,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017038,Capriolo,2021,Totale,Italiani,5123,14759,2.90,osservato
017038,Capriolo,2021,Totale,Stranieri,954,4291,4.50,osservato
017038,Capriolo,2021,Totale,Totale,6077,19050,3.10,osservato
017038,Capriolo,2022,Es. Alberghieri,Italiani,,,,riservato
017038,Capriolo,2022,Es. Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2022,Es. Alberghieri,Totale,,,,riservato
017038,Capriolo,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017038,Capriolo,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017038,Capriolo,2022,Totale,Italiani,2321,15957,6.90,osservato
017038,Capriolo,2022,Totale,Stranieri,723,4251,5.90,osservato
017038,Capriolo,2022,Totale,Totale,3044,20208,6.60,osservato
017038,Capriolo,2023,Es. Alberghieri,Italiani,,,,riservato
017038,Capriolo,2023,Es. Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2023,Es. Alberghieri,Totale,,,,riservato
017038,Capriolo,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017038,Capriolo,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017038,Capriolo,2023,Totale,Italiani,7423,14574,2.00,osservato
017038,Capriolo,2023,Totale,Stranieri,2364,5852,2.50,osservato
017038,Capriolo,2023,Totale,Totale,9787,20426,2.10,osservato
017038,Capriolo,2024,Es. Alberghieri,Italiani,,,,riservato
017038,Capriolo,2024,Es. Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2024,Es. Alberghieri,Totale,,,,riservato
017038,Capriolo,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017038,Capriolo,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017038,Capriolo,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017038,Capriolo,2024,Totale,Italiani,7742,13429,1.73,osservato
017038,Capriolo,2024,Totale,Stranieri,2690,8071,3.00,osservato
017038,Capriolo,2024,Totale,Totale,10432,21500,2.06,osservato
017039,Carpenedolo,2019,Es. Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2019,Es. Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2019,Es. Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2019,Totale,Italiani,,,,riservato
017039,Carpenedolo,2019,Totale,Stranieri,,,,riservato
017039,Carpenedolo,2019,Totale,Totale,,,,riservato
017039,Carpenedolo,2020,Es. Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2020,Es. Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2020,Es. Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2020,Totale,Italiani,,,,riservato
017039,Carpenedolo,2020,Totale,Stranieri,,,,riservato
017039,Carpenedolo,2020,Totale,Totale,,,,riservato
017039,Carpenedolo,2021,Es. Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2021,Es. Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2021,Es. Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2021,Totale,Italiani,,,,riservato
017039,Carpenedolo,2021,Totale,Stranieri,,,,riservato
017039,Carpenedolo,2021,Totale,Totale,,,,riservato
017039,Carpenedolo,2022,Es. Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2022,Es. Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2022,Es. Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2022,Totale,Italiani,,,,riservato
017039,Carpenedolo,2022,Totale,Stranieri,,,,riservato
017039,Carpenedolo,2022,Totale,Totale,,,,riservato
017039,Carpenedolo,2023,Es. Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2023,Es. Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2023,Es. Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017039,Carpenedolo,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017039,Carpenedolo,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017039,Carpenedolo,2023,Totale,Italiani,59,120,2.00,osservato
