codice_provincia,provincia,regione,ambito,anno,trimestre,comparto,segmento,ntn,stato
025,Belluno,Veneto,capoluogo,2016,1,residenziale,totale,73.01,definitivo
025,Belluno,Veneto,capoluogo,2016,2,pertinenze,box,60.56,definitivo
025,Belluno,Veneto,capoluogo,2016,2,pertinenze,depositi_pertinenziali,8.68,definitivo
025,Belluno,Veneto,capoluogo,2016,2,residenziale,totale,83.96,definitivo
025,Belluno,Veneto,capoluogo,2016,3,pertinenze,box,57.25,definitivo
025,Belluno,Veneto,capoluogo,2016,3,pertinenze,depositi_pertinenziali,9.00,definitivo
025,Belluno,Veneto,capoluogo,2016,3,residenziale,totale,79.88,definitivo
025,Belluno,Veneto,capoluogo,2016,4,pertinenze,box,56.14,definitivo
025,Belluno,Veneto,capoluogo,2016,4,pertinenze,depositi_pertinenziali,11.04,definitivo
025,Belluno,Veneto,capoluogo,2016,4,residenziale,totale,78.23,definitivo
025,Belluno,Veneto,capoluogo,2017,1,pertinenze,box,47.33,definitivo
025,Belluno,Veneto,capoluogo,2017,1,pertinenze,depositi_pertinenziali,2.00,definitivo
025,Belluno,Veneto,capoluogo,2017,1,residenziale,totale,80.25,definitivo
025,Belluno,Veneto,capoluogo,2017,2,pertinenze,box,50.91,definitivo
025,Belluno,Veneto,capoluogo,2017,2,pertinenze,depositi_pertinenziali,8.00,definitivo
025,Belluno,Veneto,capoluogo,2017,2,residenziale,totale,89.04,definitivo
025,Belluno,Veneto,capoluogo,2017,3,pertinenze,box,48.23,definitivo
025,Belluno,Veneto,capoluogo,2017,3,pertinenze,depositi_pertinenziali,6.50,definitivo
025,Belluno,Veneto,capoluogo,2017,3,residenziale,totale,74.00,definitivo
025,Belluno,Veneto,capoluogo,2017,4,pertinenze,box,53.09,definitivo
025,Belluno,Veneto,capoluogo,2017,4,pertinenze,depositi_pertinenziali,10.33,definitivo
025,Belluno,Veneto,capoluogo,2017,4,residenziale,totale,97.64,definitivo
025,Belluno,Veneto,capoluogo,2018,1,pertinenze,box,42.90,definitivo
025,Belluno,Veneto,capoluogo,2018,1,pertinenze,depositi_pertinenziali,7.57,definitivo
025,Belluno,Veneto,capoluogo,2018,1,residenziale,totale,79.74,definitivo
025,Belluno,Veneto,capoluogo,2018,2,pertinenze,box,66.62,definitivo
025,Belluno,Veneto,capoluogo,2018,2,pertinenze,depositi_pertinenziali,6.66,definitivo
025,Belluno,Veneto,capoluogo,2018,2,residenziale,totale,99.60,definitivo
025,Belluno,Veneto,capoluogo,2018,3,pertinenze,box,62.44,definitivo
025,Belluno,Veneto,capoluogo,2018,3,pertinenze,depositi_pertinenziali,14.25,definitivo
025,Belluno,Veneto,capoluogo,2018,3,residenziale,totale,95.99,definitivo
025,Belluno,Veneto,capoluogo,2018,4,pertinenze,box,59.27,definitivo
025,Belluno,Veneto,capoluogo,2018,4,pertinenze,depositi_pertinenziali,12.12,definitivo
025,Belluno,Veneto,capoluogo,2018,4,residenziale,totale,105.55,definitivo
025,Belluno,Veneto,capoluogo,2019,1,pertinenze,box,72.58,definitivo
025,Belluno,Veneto,capoluogo,2019,1,pertinenze,depositi_pertinenziali,6.44,definitivo
025,Belluno,Veneto,capoluogo,2019,1,residenziale,totale,104.62,definitivo
025,Belluno,Veneto,capoluogo,2019,2,pertinenze,box,64.99,definitivo
025,Belluno,Veneto,capoluogo,2019,2,pertinenze,depositi_pertinenziali,10.44,definitivo
025,Belluno,Veneto,capoluogo,2019,2,residenziale,totale,91.94,definitivo
025,Belluno,Veneto,capoluogo,2019,3,pertinenze,box,53.75,definitivo
025,Belluno,Veneto,capoluogo,2019,3,pertinenze,depositi_pertinenziali,12.67,definitivo
025,Belluno,Veneto,capoluogo,2019,3,residenziale,totale,91.94,definitivo
025,Belluno,Veneto,capoluogo,2019,4,pertinenze,box,125.40,definitivo
025,Belluno,Veneto,capoluogo,2019,4,pertinenze,depositi_pertinenziali,16.00,definitivo
025,Belluno,Veneto,capoluogo,2019,4,residenziale,totale,112.81,definitivo
025,Belluno,Veneto,capoluogo,2020,1,pertinenze,box,45.94,definitivo
025,Belluno,Veneto,capoluogo,2020,1,pertinenze,depositi_pertinenziali,6.42,definitivo
025,Belluno,Veneto,capoluogo,2020,1,residenziale,totale,75.84,definitivo
025,Belluno,Veneto,capoluogo,2020,2,pertinenze,box,37.26,definitivo
025,Belluno,Veneto,capoluogo,2020,2,pertinenze,depositi_pertinenziali,9.50,definitivo
025,Belluno,Veneto,capoluogo,2020,2,residenziale,totale,68.45,definitivo
025,Belluno,Veneto,capoluogo,2020,3,pertinenze,box,61.83,definitivo
025,Belluno,Veneto,capoluogo,2020,3,pertinenze,depositi_pertinenziali,17.50,definitivo
025,Belluno,Veneto,capoluogo,2020,3,residenziale,totale,94.84,definitivo
025,Belluno,Veneto,capoluogo,2020,4,pertinenze,box,94.00,definitivo
025,Belluno,Veneto,capoluogo,2020,4,pertinenze,depositi_pertinenziali,25.66,definitivo
025,Belluno,Veneto,capoluogo,2020,4,residenziale,totale,149.44,definitivo
025,Belluno,Veneto,capoluogo,2021,1,pertinenze,box,54.23,definitivo
025,Belluno,Veneto,capoluogo,2021,1,pertinenze,depositi_pertinenziali,12.01,definitivo
025,Belluno,Veneto,capoluogo,2021,1,residenziale,totale,95.75,definitivo
025,Belluno,Veneto,capoluogo,2021,2,pertinenze,box,70.30,definitivo
025,Belluno,Veneto,capoluogo,2021,2,pertinenze,depositi_pertinenziali,17.22,definitivo
025,Belluno,Veneto,capoluogo,2021,2,residenziale,totale,109.74,definitivo
025,Belluno,Veneto,capoluogo,2021,3,pertinenze,box,70.17,definitivo
025,Belluno,Veneto,capoluogo,2021,3,pertinenze,depositi_pertinenziali,35.00,definitivo
025,Belluno,Veneto,capoluogo,2021,3,residenziale,totale,116.67,definitivo
025,Belluno,Veneto,capoluogo,2021,4,pertinenze,box,89.15,definitivo
025,Belluno,Veneto,capoluogo,2021,4,pertinenze,depositi_pertinenziali,26.84,definitivo
025,Belluno,Veneto,capoluogo,2021,4,residenziale,totale,137.69,definitivo
025,Belluno,Veneto,capoluogo,2022,1,pertinenze,box,55.57,definitivo
025,Belluno,Veneto,capoluogo,2022,1,pertinenze,depositi_pertinenziali,21.42,definitivo
025,Belluno,Veneto,capoluogo,2022,1,residenziale,totale,99.88,definitivo
025,Belluno,Veneto,capoluogo,2022,2,pertinenze,box,122.89,definitivo
025,Belluno,Veneto,capoluogo,2022,2,pertinenze,depositi_pertinenziali,40.48,definitivo
025,Belluno,Veneto,capoluogo,2022,2,residenziale,totale,149.94,definitivo
025,Belluno,Veneto,capoluogo,2022,3,pertinenze,box,80.68,definitivo
025,Belluno,Veneto,capoluogo,2022,3,pertinenze,depositi_pertinenziali,21.54,definitivo
025,Belluno,Veneto,capoluogo,2022,3,residenziale,totale,126.89,definitivo
025,Belluno,Veneto,capoluogo,2022,4,pertinenze,box,100.54,definitivo
025,Belluno,Veneto,capoluogo,2022,4,pertinenze,depositi_pertinenziali,30.37,definitivo
025,Belluno,Veneto,capoluogo,2022,4,residenziale,totale,149.60,definitivo
025,Belluno,Veneto,capoluogo,2023,1,pertinenze,box,70.92,definitivo
025,Belluno,Veneto,capoluogo,2023,1,pertinenze,depositi_pertinenziali,21.00,definitivo
025,Belluno,Veneto,capoluogo,2023,1,residenziale,totale,105.46,definitivo
025,Belluno,Veneto,capoluogo,2023,2,pertinenze,box,69.14,definitivo
025,Belluno,Veneto,capoluogo,2023,2,pertinenze,depositi_pertinenziali,15.42,definitivo
025,Belluno,Veneto,capoluogo,2023,2,residenziale,totale,93.90,definitivo
025,Belluno,Veneto,capoluogo,2023,3,pertinenze,box,70.27,definitivo
025,Belluno,Veneto,capoluogo,2023,3,pertinenze,depositi_pertinenziali,14.52,definitivo
025,Belluno,Veneto,capoluogo,2023,3,residenziale,totale,102.92,definitivo
025,Belluno,Veneto,capoluogo,2023,4,pertinenze,box,96.70,definitivo
025,Belluno,Veneto,capoluogo,2023,4,pertinenze,depositi_pertinenziali,24.34,definitivo
025,Belluno,Veneto,capoluogo,2023,4,residenziale,totale,124.06,definitivo
025,Belluno,Veneto,capoluogo,2024,1,pertinenze,box,42.65,definitivo
025,Belluno,Veneto,capoluogo,2024,1,pertinenze,depositi_pertinenziali,11.50,definitivo
025,Belluno,Veneto,capoluogo,2024,1,residenziale,totale,82.51,definitivo
025,Belluno,Veneto,capoluogo,2024,2,pertinenze,box,68.07,definitivo
025,Belluno,Veneto,capoluogo,2024,2,pertinenze,depositi_pertinenziali,18.27,definitivo
025,Belluno,Veneto,capoluogo,2024,2,residenziale,totale,106.42,definitivo
025,Belluno,Veneto,capoluogo,2024,3,pertinenze,box,103.17,definitivo
025,Belluno,Veneto,capoluogo,2024,3,pertinenze,depositi_pertinenziali,36.17,definitivo
025,Belluno,Veneto,capoluogo,2024,3,residenziale,totale,125.17,definitivo
025,Belluno,Veneto,capoluogo,2024,4,pertinenze,box,127.64,definitivo
025,Belluno,Veneto,capoluogo,2024,4,pertinenze,depositi_pertinenziali,35.56,definitivo
025,Belluno,Veneto,capoluogo,2024,4,residenziale,totale,142.42,definitivo
025,Belluno,Veneto,capoluogo,2025,1,pertinenze,box,87.70,provvisorio
025,Belluno,Veneto,capoluogo,2025,1,pertinenze,depositi_pertinenziali,18.17,provvisorio
025,Belluno,Veneto,capoluogo,2025,1,residenziale,totale,112.35,provvisorio
025,Belluno,Veneto,capoluogo,2025,2,pertinenze,box,94.61,provvisorio
025,Belluno,Veneto,capoluogo,2025,2,pertinenze,depositi_pertinenziali,24.95,provvisorio
025,Belluno,Veneto,capoluogo,2025,2,residenziale,totale,164.62,provvisorio
025,Belluno,Veneto,capoluogo,2025,3,pertinenze,box,86.01,provvisorio
025,Belluno,Veneto,capoluogo,2025,3,pertinenze,depositi_pertinenziali,35.34,provvisorio
025,Belluno,Veneto,capoluogo,2025,3,residenziale,totale,145.26,provvisorio
025,Belluno,Veneto,capoluogo,2025,4,pertinenze,box,118.44,provvisorio
025,Belluno,Veneto,capoluogo,2025,4,pertinenze,depositi_pertinenziali,41.75,provvisorio
025,Belluno,Veneto,capoluogo,2025,4,residenziale,totale,143.25,provvisorio
025,Belluno,Veneto,capoluogo,2026,1,pertinenze,box,69.69,provvisorio
025,Belluno,Veneto,capoluogo,2026,1,pertinenze,depositi_pertinenziali,22.84,provvisorio
025,Belluno,Veneto,capoluogo,2026,1,residenziale,totale,109.96,provvisorio
025,Belluno,Veneto,resto_provincia,2011,1,pertinenze,box,218.02,definitivo
025,Belluno,Veneto,resto_provincia,2011,1,pertinenze,depositi_pertinenziali,74.32,definitivo
025,Belluno,Veneto,resto_provincia,2011,1,residenziale,totale,387.85,definitivo
025,Belluno,Veneto,resto_provincia,2011,2,pertinenze,box,241.68,definitivo
025,Belluno,Veneto,resto_provincia,2011,2,pertinenze,depositi_pertinenziali,96.65,definitivo
025,Belluno,Veneto,resto_provincia,2011,2,residenziale,totale,492.62,definitivo
025,Belluno,Veneto,resto_provincia,2011,3,pertinenze,box,256.38,definitivo
025,Belluno,Veneto,resto_provincia,2011,3,pertinenze,depositi_pertinenziali,79.52,definitivo
025,Belluno,Veneto,resto_provincia,2011,3,residenziale,totale,409.55,definitivo
025,Belluno,Veneto,resto_provincia,2011,4,pertinenze,box,477.04,definitivo
025,Belluno,Veneto,resto_provincia,2011,4,pertinenze,depositi_pertinenziali,105.35,definitivo
025,Belluno,Veneto,resto_provincia,2011,4,residenziale,totale,544.41,definitivo
025,Belluno,Veneto,resto_provincia,2012,1,pertinenze,box,201.21,definitivo
025,Belluno,Veneto,resto_provincia,2012,1,pertinenze,depositi_pertinenziali,56.37,definitivo
025,Belluno,Veneto,resto_provincia,2012,1,residenziale,totale,347.00,definitivo
025,Belluno,Veneto,resto_provincia,2012,2,pertinenze,box,197.99,definitivo
025,Belluno,Veneto,resto_provincia,2012,2,pertinenze,depositi_pertinenziali,63.40,definitivo
025,Belluno,Veneto,resto_provincia,2012,2,residenziale,totale,334.69,definitivo
025,Belluno,Veneto,resto_provincia,2012,3,pertinenze,box,215.35,definitivo
025,Belluno,Veneto,resto_provincia,2012,3,pertinenze,depositi_pertinenziali,48.60,definitivo
025,Belluno,Veneto,resto_provincia,2012,3,residenziale,totale,340.89,definitivo
025,Belluno,Veneto,resto_provincia,2012,4,pertinenze,box,237.63,definitivo
025,Belluno,Veneto,resto_provincia,2012,4,pertinenze,depositi_pertinenziali,78.77,definitivo
025,Belluno,Veneto,resto_provincia,2012,4,residenziale,totale,393.26,definitivo
025,Belluno,Veneto,resto_provincia,2013,1,pertinenze,box,193.84,definitivo
025,Belluno,Veneto,resto_provincia,2013,1,pertinenze,depositi_pertinenziali,46.06,definitivo
025,Belluno,Veneto,resto_provincia,2013,1,residenziale,totale,288.47,definitivo
025,Belluno,Veneto,resto_provincia,2013,2,pertinenze,box,198.30,definitivo
025,Belluno,Veneto,resto_provincia,2013,2,pertinenze,depositi_pertinenziali,55.08,definitivo
025,Belluno,Veneto,resto_provincia,2013,2,residenziale,totale,319.34,definitivo
025,Belluno,Veneto,resto_provincia,2013,3,pertinenze,box,186.74,definitivo
025,Belluno,Veneto,resto_provincia,2013,3,pertinenze,depositi_pertinenziali,53.58,definitivo
025,Belluno,Veneto,resto_provincia,2013,3,residenziale,totale,302.57,definitivo
025,Belluno,Veneto,resto_provincia,2013,4,pertinenze,box,178.54,definitivo
025,Belluno,Veneto,resto_provincia,2013,4,pertinenze,depositi_pertinenziali,69.89,definitivo
025,Belluno,Veneto,resto_provincia,2013,4,residenziale,totale,350.94,definitivo
025,Belluno,Veneto,resto_provincia,2014,1,pertinenze,box,146.33,definitivo
025,Belluno,Veneto,resto_provincia,2014,1,pertinenze,depositi_pertinenziali,67.46,definitivo
025,Belluno,Veneto,resto_provincia,2014,1,residenziale,totale,262.31,definitivo
025,Belluno,Veneto,resto_provincia,2014,2,pertinenze,box,189.55,definitivo
025,Belluno,Veneto,resto_provincia,2014,2,pertinenze,depositi_pertinenziali,59.38,definitivo
025,Belluno,Veneto,resto_provincia,2014,2,residenziale,totale,294.91,definitivo
025,Belluno,Veneto,resto_provincia,2014,3,pertinenze,box,168.93,definitivo
025,Belluno,Veneto,resto_provincia,2014,3,pertinenze,depositi_pertinenziali,48.22,definitivo
025,Belluno,Veneto,resto_provincia,2014,3,residenziale,totale,296.92,definitivo
025,Belluno,Veneto,resto_provincia,2014,4,pertinenze,box,232.84,definitivo
025,Belluno,Veneto,resto_provincia,2014,4,pertinenze,depositi_pertinenziali,58.75,definitivo
025,Belluno,Veneto,resto_provincia,2014,4,residenziale,totale,358.13,definitivo
025,Belluno,Veneto,resto_provincia,2015,1,pertinenze,box,161.12,definitivo
025,Belluno,Veneto,resto_provincia,2015,1,pertinenze,depositi_pertinenziali,55.29,definitivo
025,Belluno,Veneto,resto_provincia,2015,1,residenziale,totale,267.09,definitivo
025,Belluno,Veneto,resto_provincia,2015,2,pertinenze,box,223.23,definitivo
025,Belluno,Veneto,resto_provincia,2015,2,pertinenze,depositi_pertinenziali,67.44,definitivo
025,Belluno,Veneto,resto_provincia,2015,2,residenziale,totale,374.09,definitivo
025,Belluno,Veneto,resto_provincia,2015,3,pertinenze,box,180.62,definitivo
025,Belluno,Veneto,resto_provincia,2015,3,pertinenze,depositi_pertinenziali,81.47,definitivo
025,Belluno,Veneto,resto_provincia,2015,3,residenziale,totale,335.18,definitivo
025,Belluno,Veneto,resto_provincia,2015,4,pertinenze,box,292.78,definitivo
025,Belluno,Veneto,resto_provincia,2015,4,pertinenze,depositi_pertinenziali,75.33,definitivo
025,Belluno,Veneto,resto_provincia,2015,4,residenziale,totale,436.72,definitivo
025,Belluno,Veneto,resto_provincia,2016,1,pertinenze,box,200.43,definitivo
025,Belluno,Veneto,resto_provincia,2016,1,pertinenze,depositi_pertinenziali,48.37,definitivo
025,Belluno,Veneto,resto_provincia,2016,1,residenziale,totale,330.90,definitivo
025,Belluno,Veneto,resto_provincia,2016,2,pertinenze,box,253.18,definitivo
025,Belluno,Veneto,resto_provincia,2016,2,pertinenze,depositi_pertinenziali,74.41,definitivo
025,Belluno,Veneto,resto_provincia,2016,2,residenziale,totale,409.40,definitivo
025,Belluno,Veneto,resto_provincia,2016,3,pertinenze,box,259.16,definitivo
025,Belluno,Veneto,resto_provincia,2016,3,pertinenze,depositi_pertinenziali,64.92,definitivo
025,Belluno,Veneto,resto_provincia,2016,3,residenziale,totale,420.30,definitivo
025,Belluno,Veneto,resto_provincia,2016,4,pertinenze,box,285.31,definitivo
025,Belluno,Veneto,resto_provincia,2016,4,pertinenze,depositi_pertinenziali,101.71,definitivo
025,Belluno,Veneto,resto_provincia,2016,4,residenziale,totale,461.31,definitivo
025,Belluno,Veneto,resto_provincia,2017,1,pertinenze,box,226.33,definitivo
025,Belluno,Veneto,resto_provincia,2017,1,pertinenze,depositi_pertinenziali,56.48,definitivo
025,Belluno,Veneto,resto_provincia,2017,1,residenziale,totale,352.74,definitivo
025,Belluno,Veneto,resto_provincia,2017,2,pertinenze,box,216.11,definitivo
025,Belluno,Veneto,resto_provincia,2017,2,pertinenze,depositi_pertinenziali,75.53,definitivo
025,Belluno,Veneto,resto_provincia,2017,2,residenziale,totale,414.09,definitivo
025,Belluno,Veneto,resto_provincia,2017,3,pertinenze,box,205.18,definitivo
025,Belluno,Veneto,resto_provincia,2017,3,pertinenze,depositi_pertinenziali,58.34,definitivo
025,Belluno,Veneto,resto_provincia,2017,3,residenziale,totale,355.78,definitivo
025,Belluno,Veneto,resto_provincia,2017,4,pertinenze,box,301.44,definitivo
025,Belluno,Veneto,resto_provincia,2017,4,pertinenze,depositi_pertinenziali,93.94,definitivo
025,Belluno,Veneto,resto_provincia,2017,4,residenziale,totale,493.41,definitivo
025,Belluno,Veneto,resto_provincia,2018,1,pertinenze,box,215.12,definitivo
025,Belluno,Veneto,resto_provincia,2018,1,pertinenze,depositi_pertinenziali,89.26,definitivo
025,Belluno,Veneto,resto_provincia,2018,1,residenziale,totale,383.62,definitivo
025,Belluno,Veneto,resto_provincia,2018,2,pertinenze,box,255.92,definitivo
025,Belluno,Veneto,resto_provincia,2018,2,pertinenze,depositi_pertinenziali,97.11,definitivo
025,Belluno,Veneto,resto_provincia,2018,2,residenziale,totale,434.20,definitivo
025,Belluno,Veneto,resto_provincia,2018,3,pertinenze,box,243.80,definitivo
025,Belluno,Veneto,resto_provincia,2018,3,pertinenze,depositi_pertinenziali,92.46,definitivo
025,Belluno,Veneto,resto_provincia,2018,3,residenziale,totale,419.62,definitivo
025,Belluno,Veneto,resto_provincia,2018,4,pertinenze,box,288.45,definitivo
025,Belluno,Veneto,resto_provincia,2018,4,pertinenze,depositi_pertinenziali,107.84,definitivo
025,Belluno,Veneto,resto_provincia,2018,4,residenziale,totale,568.70,definitivo
025,Belluno,Veneto,resto_provincia,2019,1,pertinenze,box,208.85,definitivo
025,Belluno,Veneto,resto_provincia,2019,1,pertinenze,depositi_pertinenziali,69.20,definitivo
025,Belluno,Veneto,resto_provincia,2019,1,residenziale,totale,401.47,definitivo
025,Belluno,Veneto,resto_provincia,2019,2,pertinenze,box,249.73,definitivo
025,Belluno,Veneto,resto_provincia,2019,2,pertinenze,depositi_pertinenziali,84.83,definitivo
025,Belluno,Veneto,resto_provincia,2019,2,residenziale,totale,453.86,definitivo
025,Belluno,Veneto,resto_provincia,2019,3,pertinenze,box,219.42,definitivo
025,Belluno,Veneto,resto_provincia,2019,3,pertinenze,depositi_pertinenziali,98.41,definitivo
025,Belluno,Veneto,resto_provincia,2019,3,residenziale,totale,448.71,definitivo
025,Belluno,Veneto,resto_provincia,2019,4,pertinenze,box,340.00,definitivo
025,Belluno,Veneto,resto_provincia,2019,4,pertinenze,depositi_pertinenziali,121.98,definitivo
025,Belluno,Veneto,resto_provincia,2019,4,residenziale,totale,626.41,definitivo
025,Belluno,Veneto,resto_provincia,2020,1,pertinenze,box,211.47,definitivo
025,Belluno,Veneto,resto_provincia,2020,1,pertinenze,depositi_pertinenziali,68.18,definitivo
025,Belluno,Veneto,resto_provincia,2020,1,residenziale,totale,342.47,definitivo
025,Belluno,Veneto,resto_provincia,2020,2,pertinenze,box,226.55,definitivo
025,Belluno,Veneto,resto_provincia,2020,2,pertinenze,depositi_pertinenziali,81.80,definitivo
025,Belluno,Veneto,resto_provincia,2020,2,residenziale,totale,392.12,definitivo
025,Belluno,Veneto,resto_provincia,2020,3,pertinenze,box,316.11,definitivo
025,Belluno,Veneto,resto_provincia,2020,3,pertinenze,depositi_pertinenziali,111.76,definitivo
025,Belluno,Veneto,resto_provincia,2020,3,residenziale,totale,582.66,definitivo
025,Belluno,Veneto,resto_provincia,2020,4,pertinenze,box,372.15,definitivo
025,Belluno,Veneto,resto_provincia,2020,4,pertinenze,depositi_pertinenziali,129.89,definitivo
025,Belluno,Veneto,resto_provincia,2020,4,residenziale,totale,679.11,definitivo
025,Belluno,Veneto,resto_provincia,2021,1,pertinenze,box,249.75,definitivo
025,Belluno,Veneto,resto_provincia,2021,1,pertinenze,depositi_pertinenziali,109.28,definitivo
025,Belluno,Veneto,resto_provincia,2021,1,residenziale,totale,512.08,definitivo
025,Belluno,Veneto,resto_provincia,2021,2,pertinenze,box,373.06,definitivo
025,Belluno,Veneto,resto_provincia,2021,2,pertinenze,depositi_pertinenziali,156.07,definitivo
025,Belluno,Veneto,resto_provincia,2021,2,residenziale,totale,689.19,definitivo
025,Belluno,Veneto,resto_provincia,2021,3,pertinenze,box,365.34,definitivo
025,Belluno,Veneto,resto_provincia,2021,3,pertinenze,depositi_pertinenziali,166.69,definitivo
025,Belluno,Veneto,resto_provincia,2021,3,residenziale,totale,652.71,definitivo
025,Belluno,Veneto,resto_provincia,2021,4,pertinenze,box,451.90,definitivo
025,Belluno,Veneto,resto_provincia,2021,4,pertinenze,depositi_pertinenziali,167.08,definitivo
025,Belluno,Veneto,resto_provincia,2021,4,residenziale,totale,830.20,definitivo
025,Belluno,Veneto,resto_provincia,2022,1,pertinenze,box,318.20,definitivo
025,Belluno,Veneto,resto_provincia,2022,1,pertinenze,depositi_pertinenziali,161.37,definitivo
025,Belluno,Veneto,resto_provincia,2022,1,residenziale,totale,594.48,definitivo
025,Belluno,Veneto,resto_provincia,2022,2,pertinenze,box,405.88,definitivo
025,Belluno,Veneto,resto_provincia,2022,2,pertinenze,depositi_pertinenziali,168.40,definitivo
025,Belluno,Veneto,resto_provincia,2022,2,residenziale,totale,745.37,definitivo
025,Belluno,Veneto,resto_provincia,2022,3,pertinenze,box,324.65,definitivo
025,Belluno,Veneto,resto_provincia,2022,3,pertinenze,depositi_pertinenziali,158.12,definitivo
025,Belluno,Veneto,resto_provincia,2022,3,residenziale,totale,640.51,definitivo
025,Belluno,Veneto,resto_provincia,2022,4,pertinenze,box,402.93,definitivo
025,Belluno,Veneto,resto_provincia,2022,4,pertinenze,depositi_pertinenziali,169.13,definitivo
025,Belluno,Veneto,resto_provincia,2022,4,residenziale,totale,766.99,definitivo
025,Belluno,Veneto,resto_provincia,2023,1,pertinenze,box,274.55,definitivo
025,Belluno,Veneto,resto_provincia,2023,1,pertinenze,depositi_pertinenziali,123.25,definitivo
025,Belluno,Veneto,resto_provincia,2023,1,residenziale,totale,559.68,definitivo
025,Belluno,Veneto,resto_provincia,2023,2,pertinenze,box,308.65,definitivo
025,Belluno,Veneto,resto_provincia,2023,2,pertinenze,depositi_pertinenziali,135.49,definitivo
025,Belluno,Veneto,resto_provincia,2023,2,residenziale,totale,656.33,definitivo
025,Belluno,Veneto,resto_provincia,2023,3,pertinenze,box,293.27,definitivo
025,Belluno,Veneto,resto_provincia,2023,3,pertinenze,depositi_pertinenziali,128.17,definitivo
025,Belluno,Veneto,resto_provincia,2023,3,residenziale,totale,569.30,definitivo
025,Belluno,Veneto,resto_provincia,2023,4,pertinenze,box,462.14,definitivo
025,Belluno,Veneto,resto_provincia,2023,4,pertinenze,depositi_pertinenziali,178.75,definitivo
025,Belluno,Veneto,resto_provincia,2023,4,residenziale,totale,749.58,definitivo
025,Belluno,Veneto,resto_provincia,2024,1,pertinenze,box,242.46,definitivo
025,Belluno,Veneto,resto_provincia,2024,1,pertinenze,depositi_pertinenziali,114.28,definitivo
025,Belluno,Veneto,resto_provincia,2024,1,residenziale,totale,510.68,definitivo
025,Belluno,Veneto,resto_provincia,2024,2,pertinenze,box,284.65,definitivo
025,Belluno,Veneto,resto_provincia,2024,2,pertinenze,depositi_pertinenziali,170.42,definitivo
025,Belluno,Veneto,resto_provincia,2024,2,residenziale,totale,615.39,definitivo
025,Belluno,Veneto,resto_provincia,2024,3,pertinenze,box,288.36,definitivo
025,Belluno,Veneto,resto_provincia,2024,3,pertinenze,depositi_pertinenziali,147.13,definitivo
025,Belluno,Veneto,resto_provincia,2024,3,residenziale,totale,584.68,definitivo
025,Belluno,Veneto,resto_provincia,2024,4,pertinenze,box,415.54,definitivo
025,Belluno,Veneto,resto_provincia,2024,4,pertinenze,depositi_pertinenziali,213.32,definitivo
025,Belluno,Veneto,resto_provincia,2024,4,residenziale,totale,754.79,definitivo
025,Belluno,Veneto,resto_provincia,2025,1,pertinenze,box,291.56,provvisorio
025,Belluno,Veneto,resto_provincia,2025,1,pertinenze,depositi_pertinenziali,120.35,provvisorio
025,Belluno,Veneto,resto_provincia,2025,1,residenziale,totale,582.21,provvisorio
025,Belluno,Veneto,resto_provincia,2025,2,pertinenze,box,296.65,provvisorio
025,Belluno,Veneto,resto_provincia,2025,2,pertinenze,depositi_pertinenziali,131.01,provvisorio
025,Belluno,Veneto,resto_provincia,2025,2,residenziale,totale,671.82,provvisorio
025,Belluno,Veneto,resto_provincia,2025,3,pertinenze,box,312.84,provvisorio
025,Belluno,Veneto,resto_provincia,2025,3,pertinenze,depositi_pertinenziali,184.59,provvisorio
025,Belluno,Veneto,resto_provincia,2025,3,residenziale,totale,628.02,provvisorio
025,Belluno,Veneto,resto_provincia,2025,4,pertinenze,box,403.61,provvisorio
025,Belluno,Veneto,resto_provincia,2025,4,pertinenze,depositi_pertinenziali,205.90,provvisorio
025,Belluno,Veneto,resto_provincia,2025,4,residenziale,totale,833.09,provvisorio
025,Belluno,Veneto,resto_provincia,2026,1,pertinenze,box,269.41,provvisorio
025,Belluno,Veneto,resto_provincia,2026,1,pertinenze,depositi_pertinenziali,167.46,provvisorio
025,Belluno,Veneto,resto_provincia,2026,1,residenziale,totale,585.11,provvisorio
026,Treviso,Veneto,capoluogo,2011,1,pertinenze,box,227.10,definitivo
026,Treviso,Veneto,capoluogo,2011,1,pertinenze,depositi_pertinenziali,32.12,definitivo
026,Treviso,Veneto,capoluogo,2011,1,residenziale,totale,229.61,definitivo
026,Treviso,Veneto,capoluogo,2011,2,pertinenze,box,321.15,definitivo
026,Treviso,Veneto,capoluogo,2011,2,pertinenze,depositi_pertinenziali,50.09,definitivo
026,Treviso,Veneto,capoluogo,2011,2,residenziale,totale,281.01,definitivo
026,Treviso,Veneto,capoluogo,2011,3,pertinenze,box,217.95,definitivo
026,Treviso,Veneto,capoluogo,2011,3,pertinenze,depositi_pertinenziali,19.01,definitivo
026,Treviso,Veneto,capoluogo,2011,3,residenziale,totale,220.09,definitivo
026,Treviso,Veneto,capoluogo,2011,4,pertinenze,box,235.53,definitivo
026,Treviso,Veneto,capoluogo,2011,4,pertinenze,depositi_pertinenziali,19.65,definitivo
026,Treviso,Veneto,capoluogo,2011,4,residenziale,totale,258.20,definitivo
026,Treviso,Veneto,capoluogo,2012,1,pertinenze,box,172.85,definitivo
026,Treviso,Veneto,capoluogo,2012,1,pertinenze,depositi_pertinenziali,14.06,definitivo
026,Treviso,Veneto,capoluogo,2012,1,residenziale,totale,174.05,definitivo
