codice_istat,comune,anno,sesso,iscritti
017172,San Gervasio Bresciano,2011,F,12
017172,San Gervasio Bresciano,2011,M,18
017172,San Gervasio Bresciano,2012,F,13
017172,San Gervasio Bresciano,2012,M,24
017172,San Gervasio Bresciano,2013,F,15
017172,San Gervasio Bresciano,2013,M,21
017172,San Gervasio Bresciano,2014,F,15
017172,San Gervasio Bresciano,2014,M,20
017172,San Gervasio Bresciano,2015,F,14
017172,San Gervasio Bresciano,2015,M,22
017172,San Gervasio Bresciano,2016,F,17
017172,San Gervasio Bresciano,2016,M,20
017172,San Gervasio Bresciano,2017,F,19
017172,San Gervasio Bresciano,2017,M,14
017172,San Gervasio Bresciano,2018,F,26
017172,San Gervasio Bresciano,2018,M,13
017172,San Gervasio Bresciano,2019,F,30
017172,San Gervasio Bresciano,2019,M,16
017172,San Gervasio Bresciano,2020,F,30
017172,San Gervasio Bresciano,2020,M,17
017172,San Gervasio Bresciano,2021,F,25
017172,San Gervasio Bresciano,2021,M,18
017172,San Gervasio Bresciano,2022,F,28
017172,San Gervasio Bresciano,2022,M,17
017172,San Gervasio Bresciano,2023,F,25
017172,San Gervasio Bresciano,2023,M,21
017172,San Gervasio Bresciano,2024,F,23
017172,San Gervasio Bresciano,2024,M,22
017173,San Zeno Naviglio,2010,F,55
017173,San Zeno Naviglio,2010,M,36
017173,San Zeno Naviglio,2011,F,55
017173,San Zeno Naviglio,2011,M,34
017173,San Zeno Naviglio,2012,F,50
017173,San Zeno Naviglio,2012,M,37
017173,San Zeno Naviglio,2013,F,47
017173,San Zeno Naviglio,2013,M,31
017173,San Zeno Naviglio,2014,F,59
017173,San Zeno Naviglio,2014,M,40
017173,San Zeno Naviglio,2015,F,61
017173,San Zeno Naviglio,2015,M,43
017173,San Zeno Naviglio,2016,F,58
017173,San Zeno Naviglio,2016,M,41
017173,San Zeno Naviglio,2017,F,54
017173,San Zeno Naviglio,2017,M,42
017173,San Zeno Naviglio,2018,F,56
017173,San Zeno Naviglio,2018,M,47
017173,San Zeno Naviglio,2019,F,63
017173,San Zeno Naviglio,2019,M,51
017173,San Zeno Naviglio,2020,F,66
017173,San Zeno Naviglio,2020,M,46
017173,San Zeno Naviglio,2021,F,68
017173,San Zeno Naviglio,2021,M,55
017173,San Zeno Naviglio,2022,F,69
017173,San Zeno Naviglio,2022,M,48
017173,San Zeno Naviglio,2023,F,78
017173,San Zeno Naviglio,2023,M,49
017173,San Zeno Naviglio,2024,F,80
017173,San Zeno Naviglio,2024,M,49
017174,Sarezzo,2010,F,162
017174,Sarezzo,2010,M,102
017174,Sarezzo,2011,F,172
017174,Sarezzo,2011,M,106
017174,Sarezzo,2012,F,167
017174,Sarezzo,2012,M,105
017174,Sarezzo,2013,F,156
017174,Sarezzo,2013,M,103
017174,Sarezzo,2014,F,155
017174,Sarezzo,2014,M,99
017174,Sarezzo,2015,F,151
017174,Sarezzo,2015,M,108
017174,Sarezzo,2016,F,145
017174,Sarezzo,2016,M,111
017174,Sarezzo,2017,F,151
017174,Sarezzo,2017,M,117
017174,Sarezzo,2018,F,160
017174,Sarezzo,2018,M,114
017174,Sarezzo,2019,F,171
017174,Sarezzo,2019,M,106
017174,Sarezzo,2020,F,190
017174,Sarezzo,2020,M,129
017174,Sarezzo,2021,F,193
017174,Sarezzo,2021,M,130
017174,Sarezzo,2022,F,196
017174,Sarezzo,2022,M,120
017174,Sarezzo,2023,F,204
017174,Sarezzo,2023,M,129
017174,Sarezzo,2024,F,212
017174,Sarezzo,2024,M,128
017175,Saviore dell'Adamello,2010,F,10
017175,Saviore dell'Adamello,2010,M,8
017175,Saviore dell'Adamello,2011,F,11
017175,Saviore dell'Adamello,2011,M,6
017175,Saviore dell'Adamello,2012,F,10
017175,Saviore dell'Adamello,2012,M,5
017175,Saviore dell'Adamello,2013,F,11
017175,Saviore dell'Adamello,2013,M,5
017175,Saviore dell'Adamello,2014,F,14
017175,Saviore dell'Adamello,2014,M,4
017175,Saviore dell'Adamello,2015,F,11
017175,Saviore dell'Adamello,2015,M,3
017175,Saviore dell'Adamello,2016,F,9
017175,Saviore dell'Adamello,2016,M,2
017175,Saviore dell'Adamello,2017,F,9
017175,Saviore dell'Adamello,2017,M,4
017175,Saviore dell'Adamello,2018,F,7
017175,Saviore dell'Adamello,2018,M,3
017175,Saviore dell'Adamello,2019,F,10
017175,Saviore dell'Adamello,2019,M,4
017175,Saviore dell'Adamello,2020,F,10
017175,Saviore dell'Adamello,2020,M,6
017175,Saviore dell'Adamello,2021,F,8
017175,Saviore dell'Adamello,2021,M,7
017175,Saviore dell'Adamello,2022,F,11
017175,Saviore dell'Adamello,2022,M,8
017175,Saviore dell'Adamello,2023,F,11
017175,Saviore dell'Adamello,2023,M,6
017175,Saviore dell'Adamello,2024,F,13
017175,Saviore dell'Adamello,2024,M,6
017176,Sellero,2010,F,18
017176,Sellero,2010,M,9
017176,Sellero,2011,F,20
017176,Sellero,2011,M,7
017176,Sellero,2012,F,15
017176,Sellero,2012,M,5
017176,Sellero,2013,F,11
017176,Sellero,2013,M,5
017176,Sellero,2014,F,10
017176,Sellero,2014,M,6
017176,Sellero,2015,F,11
017176,Sellero,2015,M,6
017176,Sellero,2016,F,9
017176,Sellero,2016,M,5
017176,Sellero,2017,F,9
017176,Sellero,2017,M,5
017176,Sellero,2018,F,10
017176,Sellero,2018,M,8
017176,Sellero,2019,F,20
017176,Sellero,2019,M,8
017176,Sellero,2020,F,22
017176,Sellero,2020,M,13
017176,Sellero,2021,F,20
017176,Sellero,2021,M,11
017176,Sellero,2022,F,16
017176,Sellero,2022,M,9
017176,Sellero,2023,F,21
017176,Sellero,2023,M,8
017176,Sellero,2024,F,24
017176,Sellero,2024,M,9
017177,Seniga,2010,F,5
017177,Seniga,2010,M,6
017177,Seniga,2011,F,12
017177,Seniga,2011,M,6
017177,Seniga,2012,F,13
017177,Seniga,2012,M,7
017177,Seniga,2013,F,14
017177,Seniga,2013,M,6
017177,Seniga,2014,F,12
017177,Seniga,2014,M,4
017177,Seniga,2015,F,12
017177,Seniga,2015,M,7
017177,Seniga,2016,F,11
017177,Seniga,2016,M,11
017177,Seniga,2017,F,9
017177,Seniga,2017,M,10
017177,Seniga,2018,F,12
017177,Seniga,2018,M,10
017177,Seniga,2019,F,12
017177,Seniga,2019,M,12
017177,Seniga,2020,F,14
017177,Seniga,2020,M,12
017177,Seniga,2021,F,17
017177,Seniga,2021,M,12
017177,Seniga,2022,F,18
017177,Seniga,2022,M,11
017177,Seniga,2023,F,15
017177,Seniga,2023,M,12
017177,Seniga,2024,F,14
017177,Seniga,2024,M,10
017178,Serle,2010,F,21
017178,Serle,2010,M,13
017178,Serle,2011,F,28
017178,Serle,2011,M,18
017178,Serle,2012,F,25
017178,Serle,2012,M,15
017178,Serle,2013,F,22
017178,Serle,2013,M,21
017178,Serle,2014,F,21
017178,Serle,2014,M,22
017178,Serle,2015,F,27
017178,Serle,2015,M,22
017178,Serle,2016,F,26
017178,Serle,2016,M,21
017178,Serle,2017,F,26
017178,Serle,2017,M,15
017178,Serle,2018,F,28
017178,Serle,2018,M,17
017178,Serle,2019,F,24
017178,Serle,2019,M,18
017178,Serle,2020,F,28
017178,Serle,2020,M,15
017178,Serle,2021,F,32
017178,Serle,2021,M,12
017178,Serle,2022,F,39
017178,Serle,2022,M,13
017178,Serle,2023,F,37
017178,Serle,2023,M,19
017178,Serle,2024,F,29
017178,Serle,2024,M,19
017179,Sirmione,2010,F,87
017179,Sirmione,2010,M,71
017179,Sirmione,2011,F,91
017179,Sirmione,2011,M,64
017179,Sirmione,2012,F,102
017179,Sirmione,2012,M,59
017179,Sirmione,2013,F,97
017179,Sirmione,2013,M,60
017179,Sirmione,2014,F,111
017179,Sirmione,2014,M,54
017179,Sirmione,2015,F,110
017179,Sirmione,2015,M,59
017179,Sirmione,2016,F,110
017179,Sirmione,2016,M,72
017179,Sirmione,2017,F,97
017179,Sirmione,2017,M,75
017179,Sirmione,2018,F,102
017179,Sirmione,2018,M,69
017179,Sirmione,2019,F,97
017179,Sirmione,2019,M,78
017179,Sirmione,2020,F,103
017179,Sirmione,2020,M,73
017179,Sirmione,2021,F,97
017179,Sirmione,2021,M,75
017179,Sirmione,2022,F,107
017179,Sirmione,2022,M,73
017179,Sirmione,2023,F,109
017179,Sirmione,2023,M,66
017179,Sirmione,2024,F,109
017179,Sirmione,2024,M,70
017180,Soiano del Lago,2010,F,27
017180,Soiano del Lago,2010,M,7
017180,Soiano del Lago,2011,F,31
017180,Soiano del Lago,2011,M,10
017180,Soiano del Lago,2012,F,30
017180,Soiano del Lago,2012,M,12
017180,Soiano del Lago,2013,F,27
017180,Soiano del Lago,2013,M,13
017180,Soiano del Lago,2014,F,20
017180,Soiano del Lago,2014,M,14
017180,Soiano del Lago,2015,F,16
017180,Soiano del Lago,2015,M,15
017180,Soiano del Lago,2016,F,13
017180,Soiano del Lago,2016,M,16
017180,Soiano del Lago,2017,F,16
017180,Soiano del Lago,2017,M,18
017180,Soiano del Lago,2018,F,16
017180,Soiano del Lago,2018,M,15
017180,Soiano del Lago,2019,F,18
017180,Soiano del Lago,2019,M,19
017180,Soiano del Lago,2020,F,18
017180,Soiano del Lago,2020,M,20
017180,Soiano del Lago,2021,F,24
017180,Soiano del Lago,2021,M,14
017180,Soiano del Lago,2022,F,21
017180,Soiano del Lago,2022,M,14
017180,Soiano del Lago,2023,F,27
017180,Soiano del Lago,2023,M,12
017180,Soiano del Lago,2024,F,31
017180,Soiano del Lago,2024,M,14
017181,Sonico,2010,F,12
017181,Sonico,2010,M,11
017181,Sonico,2011,F,12
017181,Sonico,2011,M,16
017181,Sonico,2012,F,9
017181,Sonico,2012,M,13
017181,Sonico,2013,F,8
017181,Sonico,2013,M,10
017181,Sonico,2014,F,6
017181,Sonico,2014,M,7
017181,Sonico,2015,F,4
017181,Sonico,2015,M,7
017181,Sonico,2016,F,3
017181,Sonico,2016,M,7
017181,Sonico,2017,F,6
017181,Sonico,2017,M,7
017181,Sonico,2018,F,7
017181,Sonico,2018,M,7
017181,Sonico,2019,F,10
017181,Sonico,2019,M,8
017181,Sonico,2020,F,14
017181,Sonico,2020,M,8
017181,Sonico,2021,F,14
017181,Sonico,2021,M,7
017181,Sonico,2022,F,14
017181,Sonico,2022,M,5
017181,Sonico,2023,F,19
017181,Sonico,2023,M,7
017181,Sonico,2024,F,17
017181,Sonico,2024,M,7
017182,Sulzano,2010,F,12
017182,Sulzano,2010,M,9
017182,Sulzano,2011,F,12
017182,Sulzano,2011,M,8
017182,Sulzano,2012,F,15
017182,Sulzano,2012,M,5
017182,Sulzano,2013,F,16
017182,Sulzano,2013,M,4
017182,Sulzano,2014,F,14
017182,Sulzano,2014,M,7
017182,Sulzano,2015,F,14
017182,Sulzano,2015,M,7
017182,Sulzano,2016,F,15
017182,Sulzano,2016,M,10
017182,Sulzano,2017,F,16
017182,Sulzano,2017,M,13
017182,Sulzano,2018,F,15
017182,Sulzano,2018,M,13
017182,Sulzano,2019,F,14
017182,Sulzano,2019,M,14
017182,Sulzano,2020,F,17
017182,Sulzano,2020,M,13
017182,Sulzano,2021,F,17
017182,Sulzano,2021,M,14
017182,Sulzano,2022,F,19
017182,Sulzano,2022,M,16
017182,Sulzano,2023,F,27
017182,Sulzano,2023,M,15
017182,Sulzano,2024,F,27
017182,Sulzano,2024,M,23
017183,Tavernole sul Mella,2010,F,22
017183,Tavernole sul Mella,2010,M,14
017183,Tavernole sul Mella,2011,F,16
017183,Tavernole sul Mella,2011,M,17
017183,Tavernole sul Mella,2012,F,18
017183,Tavernole sul Mella,2012,M,15
017183,Tavernole sul Mella,2013,F,13
017183,Tavernole sul Mella,2013,M,19
017183,Tavernole sul Mella,2014,F,10
017183,Tavernole sul Mella,2014,M,17
017183,Tavernole sul Mella,2015,F,6
017183,Tavernole sul Mella,2015,M,17
017183,Tavernole sul Mella,2016,F,6
017183,Tavernole sul Mella,2016,M,18
017183,Tavernole sul Mella,2017,F,10
017183,Tavernole sul Mella,2017,M,14
017183,Tavernole sul Mella,2018,F,12
017183,Tavernole sul Mella,2018,M,14
017183,Tavernole sul Mella,2019,F,14
017183,Tavernole sul Mella,2019,M,13
017183,Tavernole sul Mella,2020,F,15
017183,Tavernole sul Mella,2020,M,12
017183,Tavernole sul Mella,2021,F,18
017183,Tavernole sul Mella,2021,M,13
017183,Tavernole sul Mella,2022,F,19
017183,Tavernole sul Mella,2022,M,11
017183,Tavernole sul Mella,2023,F,23
017183,Tavernole sul Mella,2023,M,13
017183,Tavernole sul Mella,2024,F,20
017183,Tavernole sul Mella,2024,M,14
017184,Temù,2010,F,7
017184,Temù,2010,M,11
017184,Temù,2011,F,9
017184,Temù,2011,M,12
017184,Temù,2012,F,8
017184,Temù,2012,M,11
017184,Temù,2013,F,11
017184,Temù,2013,M,6
017184,Temù,2014,F,9
017184,Temù,2014,M,6
017184,Temù,2015,F,10
017184,Temù,2015,M,5
017184,Temù,2016,F,11
017184,Temù,2016,M,4
017184,Temù,2017,F,10
017184,Temù,2017,M,5
017184,Temù,2018,F,8
017184,Temù,2018,M,5
017184,Temù,2019,F,10
017184,Temù,2019,M,7
017184,Temù,2020,F,10
017184,Temù,2020,M,9
017184,Temù,2021,F,12
017184,Temù,2021,M,9
017184,Temù,2022,F,15
017184,Temù,2022,M,7
017184,Temù,2023,F,11
017184,Temù,2023,M,9
017184,Temù,2024,F,18
017184,Temù,2024,M,12
017185,Tignale,2010,F,11
017185,Tignale,2010,M,8
017185,Tignale,2011,F,11
017185,Tignale,2011,M,8
017185,Tignale,2012,F,11
017185,Tignale,2012,M,6
017185,Tignale,2013,F,14
017185,Tignale,2013,M,7
017185,Tignale,2014,F,13
017185,Tignale,2014,M,9
017185,Tignale,2015,F,16
017185,Tignale,2015,M,9
017185,Tignale,2016,F,16
017185,Tignale,2016,M,10
017185,Tignale,2017,F,21
017185,Tignale,2017,M,9
017185,Tignale,2018,F,17
017185,Tignale,2018,M,10
017185,Tignale,2019,F,18
017185,Tignale,2019,M,12
017185,Tignale,2020,F,15
017185,Tignale,2020,M,10
017185,Tignale,2021,F,12
017185,Tignale,2021,M,9
017185,Tignale,2022,F,9
017185,Tignale,2022,M,11
017185,Tignale,2023,F,10
017185,Tignale,2023,M,8
017185,Tignale,2024,F,13
017185,Tignale,2024,M,10
017186,Torbole Casaglia,2010,F,53
017186,Torbole Casaglia,2010,M,49
017186,Torbole Casaglia,2011,F,55
017186,Torbole Casaglia,2011,M,50
017186,Torbole Casaglia,2012,F,61
017186,Torbole Casaglia,2012,M,46
017186,Torbole Casaglia,2013,F,71
017186,Torbole Casaglia,2013,M,47
017186,Torbole Casaglia,2014,F,75
017186,Torbole Casaglia,2014,M,47
017186,Torbole Casaglia,2015,F,74
017186,Torbole Casaglia,2015,M,50
017186,Torbole Casaglia,2016,F,69
017186,Torbole Casaglia,2016,M,54
017186,Torbole Casaglia,2017,F,83
017186,Torbole Casaglia,2017,M,59
017186,Torbole Casaglia,2018,F,78
017186,Torbole Casaglia,2018,M,57
017186,Torbole Casaglia,2019,F,89
017186,Torbole Casaglia,2019,M,58
017186,Torbole Casaglia,2020,F,81
017186,Torbole Casaglia,2020,M,64
017186,Torbole Casaglia,2021,F,80
017186,Torbole Casaglia,2021,M,54
017186,Torbole Casaglia,2022,F,75
017186,Torbole Casaglia,2022,M,57
017186,Torbole Casaglia,2023,F,84
017186,Torbole Casaglia,2023,M,57
017186,Torbole Casaglia,2024,F,94
017186,Torbole Casaglia,2024,M,67
017187,Toscolano-Maderno,2010,F,73
017187,Toscolano-Maderno,2010,M,73
017187,Toscolano-Maderno,2011,F,71
017187,Toscolano-Maderno,2011,M,77
017187,Toscolano-Maderno,2012,F,79
017187,Toscolano-Maderno,2012,M,68
017187,Toscolano-Maderno,2013,F,72
017187,Toscolano-Maderno,2013,M,73
017187,Toscolano-Maderno,2014,F,81
017187,Toscolano-Maderno,2014,M,70
017187,Toscolano-Maderno,2015,F,79
017187,Toscolano-Maderno,2015,M,62
017187,Toscolano-Maderno,2016,F,73
017187,Toscolano-Maderno,2016,M,60
017187,Toscolano-Maderno,2017,F,76
017187,Toscolano-Maderno,2017,M,53
017187,Toscolano-Maderno,2018,F,76
017187,Toscolano-Maderno,2018,M,59
017187,Toscolano-Maderno,2019,F,86
017187,Toscolano-Maderno,2019,M,66
017187,Toscolano-Maderno,2020,F,93
017187,Toscolano-Maderno,2020,M,63
017187,Toscolano-Maderno,2021,F,98
017187,Toscolano-Maderno,2021,M,65
017187,Toscolano-Maderno,2022,F,100
017187,Toscolano-Maderno,2022,M,68
017187,Toscolano-Maderno,2023,F,99
017187,Toscolano-Maderno,2023,M,53
017187,Toscolano-Maderno,2024,F,105
017187,Toscolano-Maderno,2024,M,58
017188,Travagliato,2010,F,145
017188,Travagliato,2010,M,86
017188,Travagliato,2011,F,153
017188,Travagliato,2011,M,85
017188,Travagliato,2012,F,143
017188,Travagliato,2012,M,86
017188,Travagliato,2013,F,147
017188,Travagliato,2013,M,85
017188,Travagliato,2014,F,155
017188,Travagliato,2014,M,94
017188,Travagliato,2015,F,152
017188,Travagliato,2015,M,99
017188,Travagliato,2016,F,147
017188,Travagliato,2016,M,101
017188,Travagliato,2017,F,156
017188,Travagliato,2017,M,108
017188,Travagliato,2018,F,153
017188,Travagliato,2018,M,120
017188,Travagliato,2019,F,162
017188,Travagliato,2019,M,122
017188,Travagliato,2020,F,183
017188,Travagliato,2020,M,131
017188,Travagliato,2021,F,210
017188,Travagliato,2021,M,145
017188,Travagliato,2022,F,218
017188,Travagliato,2022,M,142
017188,Travagliato,2023,F,227
017188,Travagliato,2023,M,155
017188,Travagliato,2024,F,215
017188,Travagliato,2024,M,159
017189,Tremosine sul Garda,2010,F,20
017189,Tremosine sul Garda,2010,M,18
017189,Tremosine sul Garda,2011,F,19
017189,Tremosine sul Garda,2011,M,20
017189,Tremosine sul Garda,2012,F,17
017189,Tremosine sul Garda,2012,M,19
017189,Tremosine sul Garda,2013,F,18
017189,Tremosine sul Garda,2013,M,17
017189,Tremosine sul Garda,2014,F,19
017189,Tremosine sul Garda,2014,M,18
017189,Tremosine sul Garda,2015,F,20
017189,Tremosine sul Garda,2015,M,13
017189,Tremosine sul Garda,2016,F,20
017189,Tremosine sul Garda,2016,M,15
017189,Tremosine sul Garda,2017,F,18
017189,Tremosine sul Garda,2017,M,16
017189,Tremosine sul Garda,2018,F,18
017189,Tremosine sul Garda,2018,M,16
017189,Tremosine sul Garda,2019,F,18
017189,Tremosine sul Garda,2019,M,12
017189,Tremosine sul Garda,2020,F,19
017189,Tremosine sul Garda,2020,M,13
017189,Tremosine sul Garda,2021,F,19
017189,Tremosine sul Garda,2021,M,14
017189,Tremosine sul Garda,2022,F,19
017189,Tremosine sul Garda,2022,M,12
017189,Tremosine sul Garda,2023,F,21
017189,Tremosine sul Garda,2023,M,14
017189,Tremosine sul Garda,2024,F,18
017189,Tremosine sul Garda,2024,M,14
017190,Trenzano,2010,F,67
017190,Trenzano,2010,M,55
017190,Trenzano,2011,F,61
017190,Trenzano,2011,M,54
017190,Trenzano,2012,F,55
017190,Trenzano,2012,M,53
017190,Trenzano,2013,F,47
017190,Trenzano,2013,M,51
017190,Trenzano,2014,F,50
017190,Trenzano,2014,M,49
017190,Trenzano,2015,F,51
017190,Trenzano,2015,M,47
017190,Trenzano,2016,F,48
017190,Trenzano,2016,M,47
017190,Trenzano,2017,F,49
017190,Trenzano,2017,M,34
017190,Trenzano,2018,F,54
017190,Trenzano,2018,M,28
017190,Trenzano,2019,F,56
017190,Trenzano,2019,M,36
017190,Trenzano,2020,F,63
017190,Trenzano,2020,M,37
017190,Trenzano,2021,F,72
017190,Trenzano,2021,M,35
017190,Trenzano,2022,F,72
017190,Trenzano,2022,M,34
017190,Trenzano,2023,F,74
017190,Trenzano,2023,M,37
017190,Trenzano,2024,F,76
017190,Trenzano,2024,M,35
017191,Treviso Bresciano,2010,F,6
017191,Treviso Bresciano,2010,M,7
017191,Treviso Bresciano,2011,F,6
017191,Treviso Bresciano,2011,M,5
017191,Treviso Bresciano,2012,F,7
017191,Treviso Bresciano,2012,M,4
017191,Treviso Bresciano,2013,F,4
017191,Treviso Bresciano,2013,M,3
017191,Treviso Bresciano,2014,F,5
017191,Treviso Bresciano,2014,M,2
017191,Treviso Bresciano,2015,F,7
017191,Treviso Bresciano,2015,M,2
017191,Treviso Bresciano,2016,F,5
017191,Treviso Bresciano,2016,M,2
017191,Treviso Bresciano,2017,F,7
017191,Treviso Bresciano,2017,M,2
017191,Treviso Bresciano,2018,F,6
017191,Treviso Bresciano,2018,M,3
017191,Treviso Bresciano,2019,F,7
017191,Treviso Bresciano,2019,M,3
017191,Treviso Bresciano,2020,F,7
017191,Treviso Bresciano,2020,M,3
017191,Treviso Bresciano,2021,F,11
017191,Treviso Bresciano,2021,M,3
017191,Treviso Bresciano,2022,F,10
017191,Treviso Bresciano,2022,M,3
017191,Treviso Bresciano,2023,F,12
017191,Treviso Bresciano,2023,M,3
017191,Treviso Bresciano,2024,F,11
017191,Treviso Bresciano,2024,M,2
017192,Urago d'Oglio,2010,F,26
017192,Urago d'Oglio,2010,M,22
017192,Urago d'Oglio,2011,F,26
017192,Urago d'Oglio,2011,M,24
017192,Urago d'Oglio,2012,F,29
017192,Urago d'Oglio,2012,M,26
017192,Urago d'Oglio,2013,F,28
017192,Urago d'Oglio,2013,M,31
017192,Urago d'Oglio,2014,F,29
017192,Urago d'Oglio,2014,M,27
017192,Urago d'Oglio,2015,F,30
017192,Urago d'Oglio,2015,M,26
017192,Urago d'Oglio,2016,F,25
017192,Urago d'Oglio,2016,M,24
017192,Urago d'Oglio,2017,F,37
017192,Urago d'Oglio,2017,M,25
017192,Urago d'Oglio,2018,F,38
017192,Urago d'Oglio,2018,M,18
017192,Urago d'Oglio,2019,F,40
017192,Urago d'Oglio,2019,M,21
017192,Urago d'Oglio,2020,F,36
017192,Urago d'Oglio,2020,M,19
017192,Urago d'Oglio,2021,F,44
017192,Urago d'Oglio,2021,M,25
017192,Urago d'Oglio,2022,F,42
017192,Urago d'Oglio,2022,M,21
017192,Urago d'Oglio,2023,F,54
017192,Urago d'Oglio,2023,M,20
017192,Urago d'Oglio,2024,F,56
017192,Urago d'Oglio,2024,M,21
017193,Vallio Terme,2010,F,12
017193,Vallio Terme,2010,M,10
017193,Vallio Terme,2011,F,14
017193,Vallio Terme,2011,M,8
017193,Vallio Terme,2012,F,9
017193,Vallio Terme,2012,M,9
017193,Vallio Terme,2013,F,9
017193,Vallio Terme,2013,M,8
017193,Vallio Terme,2014,F,10
017193,Vallio Terme,2014,M,8
017193,Vallio Terme,2015,F,11
017193,Vallio Terme,2015,M,10
017193,Vallio Terme,2016,F,11
017193,Vallio Terme,2016,M,8
017193,Vallio Terme,2017,F,15
017193,Vallio Terme,2017,M,9
017193,Vallio Terme,2018,F,13
017193,Vallio Terme,2018,M,7
017193,Vallio Terme,2019,F,13
017193,Vallio Terme,2019,M,9
017193,Vallio Terme,2020,F,14
017193,Vallio Terme,2020,M,14
017193,Vallio Terme,2021,F,15
017193,Vallio Terme,2021,M,10
017193,Vallio Terme,2022,F,14
017193,Vallio Terme,2022,M,9
017193,Vallio Terme,2023,F,14
017193,Vallio Terme,2023,M,5
017193,Vallio Terme,2024,F,15
017193,Vallio Terme,2024,M,8
017194,Valvestino,2010,F,4
017194,Valvestino,2010,M,3
017194,Valvestino,2011,F,2
017194,Valvestino,2011,M,2
017194,Valvestino,2012,F,2
017194,Valvestino,2012,M,2
017194,Valvestino,2013,F,3
017194,Valvestino,2013,M,2
017194,Valvestino,2014,F,4
017194,Valvestino,2014,M,2
017194,Valvestino,2015,F,4
017194,Valvestino,2015,M,2
017194,Valvestino,2016,F,3
017194,Valvestino,2016,M,2
017194,Valvestino,2017,F,5
017194,Valvestino,2017,M,1
017194,Valvestino,2018,F,3
017194,Valvestino,2019,F,5
017194,Valvestino,2019,M,1
017194,Valvestino,2020,F,5
017194,Valvestino,2020,M,1
017194,Valvestino,2021,F,4
017194,Valvestino,2021,M,1
017194,Valvestino,2022,F,3
017194,Valvestino,2022,M,1
017194,Valvestino,2023,F,1
017194,Valvestino,2024,F,1
017195,Verolanuova,2010,F,104
017195,Verolanuova,2010,M,77
017195,Verolanuova,2011,F,95
017195,Verolanuova,2011,M,75
017195,Verolanuova,2012,F,90
017195,Verolanuova,2012,M,66
017195,Verolanuova,2013,F,95
017195,Verolanuova,2013,M,81
017195,Verolanuova,2014,F,93
017195,Verolanuova,2014,M,75
017195,Verolanuova,2015,F,103
017195,Verolanuova,2015,M,87
017195,Verolanuova,2016,F,86
017195,Verolanuova,2016,M,83
017195,Verolanuova,2017,F,101
017195,Verolanuova,2017,M,81
017195,Verolanuova,2018,F,99
017195,Verolanuova,2018,M,76
017195,Verolanuova,2019,F,104
017195,Verolanuova,2019,M,80
017195,Verolanuova,2020,F,112
017195,Verolanuova,2020,M,88
017195,Verolanuova,2021,F,118
017195,Verolanuova,2021,M,81
017195,Verolanuova,2022,F,120
017195,Verolanuova,2022,M,83
017195,Verolanuova,2023,F,124
017195,Verolanuova,2023,M,81
017195,Verolanuova,2024,F,131
017195,Verolanuova,2024,M,79
017196,Verolavecchia,2010,F,48
017196,Verolavecchia,2010,M,26
017196,Verolavecchia,2011,F,42
017196,Verolavecchia,2011,M,23
017196,Verolavecchia,2012,F,40
017196,Verolavecchia,2012,M,23
017196,Verolavecchia,2013,F,33
017196,Verolavecchia,2013,M,19
017196,Verolavecchia,2014,F,33
017196,Verolavecchia,2014,M,20
017196,Verolavecchia,2015,F,35
017196,Verolavecchia,2015,M,20
017196,Verolavecchia,2016,F,33
017196,Verolavecchia,2016,M,23
017196,Verolavecchia,2017,F,32
017196,Verolavecchia,2017,M,27
017196,Verolavecchia,2018,F,40
017196,Verolavecchia,2018,M,26
017196,Verolavecchia,2019,F,47
017196,Verolavecchia,2019,M,26
017196,Verolavecchia,2020,F,47
017196,Verolavecchia,2020,M,23
017196,Verolavecchia,2021,F,53
017196,Verolavecchia,2021,M,29
017196,Verolavecchia,2022,F,54
017196,Verolavecchia,2022,M,22
017196,Verolavecchia,2023,F,52
017196,Verolavecchia,2023,M,31
017196,Verolavecchia,2024,F,52
017196,Verolavecchia,2024,M,28
017197,Vestone,2010,F,44
017197,Vestone,2010,M,30
017197,Vestone,2011,F,46
017197,Vestone,2011,M,31
017197,Vestone,2012,F,41
017197,Vestone,2012,M,28
017197,Vestone,2013,F,39
017197,Vestone,2013,M,29
017197,Vestone,2014,F,33
017197,Vestone,2014,M,33
017197,Vestone,2015,F,29
017197,Vestone,2015,M,34
017197,Vestone,2016,F,36
017197,Vestone,2016,M,33
017197,Vestone,2017,F,44
017197,Vestone,2017,M,38
017197,Vestone,2018,F,47
017197,Vestone,2018,M,40
017197,Vestone,2019,F,64
017197,Vestone,2019,M,37
017197,Vestone,2020,F,63
017197,Vestone,2020,M,33
017197,Vestone,2021,F,64
017197,Vestone,2021,M,28
017197,Vestone,2022,F,60
017197,Vestone,2022,M,35
017197,Vestone,2023,F,55
017197,Vestone,2023,M,36
017197,Vestone,2024,F,59
017197,Vestone,2024,M,32
017198,Vezza d'Oglio,2010,F,19
017198,Vezza d'Oglio,2010,M,11
017198,Vezza d'Oglio,2011,F,23
017198,Vezza d'Oglio,2011,M,9
017198,Vezza d'Oglio,2012,F,24
017198,Vezza d'Oglio,2012,M,8
017198,Vezza d'Oglio,2013,F,22
017198,Vezza d'Oglio,2013,M,9
017198,Vezza d'Oglio,2014,F,27
017198,Vezza d'Oglio,2014,M,7
017198,Vezza d'Oglio,2015,F,31
017198,Vezza d'Oglio,2015,M,7
