codice_istat,comune,anno,sesso,iscritti
017198,Vezza d'Oglio,2016,F,28
017198,Vezza d'Oglio,2016,M,11
017198,Vezza d'Oglio,2017,F,26
017198,Vezza d'Oglio,2017,M,10
017198,Vezza d'Oglio,2018,F,19
017198,Vezza d'Oglio,2018,M,10
017198,Vezza d'Oglio,2019,F,20
017198,Vezza d'Oglio,2019,M,15
017198,Vezza d'Oglio,2020,F,20
017198,Vezza d'Oglio,2020,M,16
017198,Vezza d'Oglio,2021,F,25
017198,Vezza d'Oglio,2021,M,13
017198,Vezza d'Oglio,2022,F,27
017198,Vezza d'Oglio,2022,M,14
017198,Vezza d'Oglio,2023,F,36
017198,Vezza d'Oglio,2023,M,19
017198,Vezza d'Oglio,2024,F,26
017198,Vezza d'Oglio,2024,M,20
017199,Villa Carcina,2010,F,138
017199,Villa Carcina,2010,M,99
017199,Villa Carcina,2011,F,141
017199,Villa Carcina,2011,M,105
017199,Villa Carcina,2012,F,133
017199,Villa Carcina,2012,M,103
017199,Villa Carcina,2013,F,131
017199,Villa Carcina,2013,M,98
017199,Villa Carcina,2014,F,136
017199,Villa Carcina,2014,M,100
017199,Villa Carcina,2015,F,134
017199,Villa Carcina,2015,M,94
017199,Villa Carcina,2016,F,119
017199,Villa Carcina,2016,M,99
017199,Villa Carcina,2017,F,107
017199,Villa Carcina,2017,M,88
017199,Villa Carcina,2018,F,109
017199,Villa Carcina,2018,M,91
017199,Villa Carcina,2019,F,94
017199,Villa Carcina,2019,M,107
017199,Villa Carcina,2020,F,98
017199,Villa Carcina,2020,M,112
017199,Villa Carcina,2021,F,104
017199,Villa Carcina,2021,M,97
017199,Villa Carcina,2022,F,99
017199,Villa Carcina,2022,M,105
017199,Villa Carcina,2023,F,111
017199,Villa Carcina,2023,M,104
017199,Villa Carcina,2024,F,127
017199,Villa Carcina,2024,M,100
017200,Villachiara,2010,F,9
017200,Villachiara,2010,M,9
017200,Villachiara,2011,F,12
017200,Villachiara,2011,M,11
017200,Villachiara,2012,F,12
017200,Villachiara,2012,M,14
017200,Villachiara,2013,F,10
017200,Villachiara,2013,M,13
017200,Villachiara,2014,F,13
017200,Villachiara,2014,M,7
017200,Villachiara,2015,F,15
017200,Villachiara,2015,M,9
017200,Villachiara,2016,F,21
017200,Villachiara,2016,M,11
017200,Villachiara,2017,F,25
017200,Villachiara,2017,M,6
017200,Villachiara,2018,F,25
017200,Villachiara,2018,M,5
017200,Villachiara,2019,F,24
017200,Villachiara,2019,M,7
017200,Villachiara,2020,F,27
017200,Villachiara,2020,M,6
017200,Villachiara,2021,F,23
017200,Villachiara,2021,M,8
017200,Villachiara,2022,F,22
017200,Villachiara,2022,M,10
017200,Villachiara,2023,F,17
017200,Villachiara,2023,M,9
017200,Villachiara,2024,F,15
017200,Villachiara,2024,M,10
017201,Villanuova sul Clisi,2010,F,67
017201,Villanuova sul Clisi,2010,M,37
017201,Villanuova sul Clisi,2011,F,61
017201,Villanuova sul Clisi,2011,M,35
017201,Villanuova sul Clisi,2012,F,66
017201,Villanuova sul Clisi,2012,M,31
017201,Villanuova sul Clisi,2013,F,63
017201,Villanuova sul Clisi,2013,M,28
017201,Villanuova sul Clisi,2014,F,71
017201,Villanuova sul Clisi,2014,M,30
017201,Villanuova sul Clisi,2015,F,71
017201,Villanuova sul Clisi,2015,M,38
017201,Villanuova sul Clisi,2016,F,68
017201,Villanuova sul Clisi,2016,M,38
017201,Villanuova sul Clisi,2017,F,63
017201,Villanuova sul Clisi,2017,M,42
017201,Villanuova sul Clisi,2018,F,63
017201,Villanuova sul Clisi,2018,M,40
017201,Villanuova sul Clisi,2019,F,72
017201,Villanuova sul Clisi,2019,M,50
017201,Villanuova sul Clisi,2020,F,69
017201,Villanuova sul Clisi,2020,M,56
017201,Villanuova sul Clisi,2021,F,74
017201,Villanuova sul Clisi,2021,M,57
017201,Villanuova sul Clisi,2022,F,65
017201,Villanuova sul Clisi,2022,M,70
017201,Villanuova sul Clisi,2023,F,75
017201,Villanuova sul Clisi,2023,M,72
017201,Villanuova sul Clisi,2024,F,78
017201,Villanuova sul Clisi,2024,M,69
017202,Vione,2010,F,13
017202,Vione,2010,M,8
017202,Vione,2011,F,12
017202,Vione,2011,M,5
017202,Vione,2012,F,10
017202,Vione,2012,M,5
017202,Vione,2013,F,10
017202,Vione,2013,M,4
017202,Vione,2014,F,9
017202,Vione,2014,M,3
017202,Vione,2015,F,6
017202,Vione,2015,M,2
017202,Vione,2016,F,4
017202,Vione,2016,M,3
017202,Vione,2017,F,6
017202,Vione,2017,M,4
017202,Vione,2018,F,5
017202,Vione,2018,M,4
017202,Vione,2019,F,6
017202,Vione,2019,M,5
017202,Vione,2020,F,6
017202,Vione,2020,M,4
017202,Vione,2021,F,7
017202,Vione,2021,M,4
017202,Vione,2022,F,5
017202,Vione,2022,M,6
017202,Vione,2023,F,5
017202,Vione,2023,M,8
017202,Vione,2024,F,5
017202,Vione,2024,M,8
017203,Visano,2010,F,17
017203,Visano,2010,M,16
017203,Visano,2011,F,21
017203,Visano,2011,M,21
017203,Visano,2012,F,19
017203,Visano,2012,M,21
017203,Visano,2013,F,20
017203,Visano,2013,M,22
017203,Visano,2014,F,20
017203,Visano,2014,M,19
017203,Visano,2015,F,16
017203,Visano,2015,M,18
017203,Visano,2016,F,23
017203,Visano,2016,M,17
017203,Visano,2017,F,24
017203,Visano,2017,M,21
017203,Visano,2018,F,30
017203,Visano,2018,M,21
017203,Visano,2019,F,30
017203,Visano,2019,M,15
017203,Visano,2020,F,32
017203,Visano,2020,M,21
017203,Visano,2021,F,34
017203,Visano,2021,M,16
017203,Visano,2022,F,34
017203,Visano,2022,M,20
017203,Visano,2023,F,28
017203,Visano,2023,M,23
017203,Visano,2024,F,24
017203,Visano,2024,M,22
017204,Vobarno,2010,F,62
017204,Vobarno,2010,M,54
017204,Vobarno,2011,F,67
017204,Vobarno,2011,M,49
017204,Vobarno,2012,F,66
017204,Vobarno,2012,M,51
017204,Vobarno,2013,F,74
017204,Vobarno,2013,M,54
017204,Vobarno,2014,F,56
017204,Vobarno,2014,M,64
017204,Vobarno,2015,F,63
017204,Vobarno,2015,M,55
017204,Vobarno,2016,F,72
017204,Vobarno,2016,M,62
017204,Vobarno,2017,F,76
017204,Vobarno,2017,M,60
017204,Vobarno,2018,F,82
017204,Vobarno,2018,M,59
017204,Vobarno,2019,F,85
017204,Vobarno,2019,M,56
017204,Vobarno,2020,F,97
017204,Vobarno,2020,M,62
017204,Vobarno,2021,F,89
017204,Vobarno,2021,M,61
017204,Vobarno,2022,F,92
017204,Vobarno,2022,M,56
017204,Vobarno,2023,F,93
017204,Vobarno,2023,M,58
017204,Vobarno,2024,F,95
017204,Vobarno,2024,M,57
017205,Zone,2010,F,8
017205,Zone,2010,M,12
017205,Zone,2011,F,8
017205,Zone,2011,M,9
017205,Zone,2012,F,5
017205,Zone,2012,M,10
017205,Zone,2013,F,5
017205,Zone,2013,M,8
017205,Zone,2014,F,7
017205,Zone,2014,M,6
017205,Zone,2015,F,8
017205,Zone,2015,M,8
017205,Zone,2016,F,5
017205,Zone,2016,M,6
017205,Zone,2017,F,7
017205,Zone,2017,M,5
017205,Zone,2018,F,9
017205,Zone,2018,M,12
017205,Zone,2019,F,10
017205,Zone,2019,M,13
017205,Zone,2020,F,11
017205,Zone,2020,M,12
017205,Zone,2021,F,9
017205,Zone,2021,M,13
017205,Zone,2022,F,8
017205,Zone,2022,M,9
017205,Zone,2023,F,8
017205,Zone,2023,M,13
017205,Zone,2024,F,12
017205,Zone,2024,M,11
017206,Piancogno,2010,F,46
017206,Piancogno,2010,M,45
017206,Piancogno,2011,F,50
017206,Piancogno,2011,M,39
017206,Piancogno,2012,F,52
017206,Piancogno,2012,M,34
017206,Piancogno,2013,F,53
017206,Piancogno,2013,M,34
017206,Piancogno,2014,F,50
017206,Piancogno,2014,M,34
017206,Piancogno,2015,F,59
017206,Piancogno,2015,M,37
017206,Piancogno,2016,F,65
017206,Piancogno,2016,M,42
017206,Piancogno,2017,F,64
017206,Piancogno,2017,M,46
017206,Piancogno,2018,F,64
017206,Piancogno,2018,M,45
017206,Piancogno,2019,F,67
017206,Piancogno,2019,M,47
017206,Piancogno,2020,F,72
017206,Piancogno,2020,M,46
017206,Piancogno,2021,F,69
017206,Piancogno,2021,M,43
017206,Piancogno,2022,F,63
017206,Piancogno,2022,M,48
017206,Piancogno,2023,F,62
017206,Piancogno,2023,M,52
017206,Piancogno,2024,F,74
017206,Piancogno,2024,M,52
