codice_istat,comune,anno,sezione,nome_sezione,indicatore,valore
017004,Alfianello,2019,H,trasporto e magazzinaggio,unita_locali,11
017004,Alfianello,2019,I,attività dei servizi di alloggio e di ristorazione,unita_locali,12
017004,Alfianello,2019,J,servizi di informazione e comunicazione,unita_locali,3
017004,Alfianello,2019,K,attività finanziarie e assicurative,unita_locali,2
017004,Alfianello,2019,L,attività immobiliari,unita_locali,13
017004,Alfianello,2019,M,"attività professionali, scientifiche e tecniche",unita_locali,12
017004,Alfianello,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,5
017004,Alfianello,2019,Q,sanità e assistenza sociale,unita_locali,10
017004,Alfianello,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,2
017004,Alfianello,2019,S,altre attività di servizi,unita_locali,11
017004,Alfianello,2020,C,attività manifatturiere,unita_locali,22
017004,Alfianello,2020,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,2
017004,Alfianello,2020,F,costruzioni,unita_locali,27
017004,Alfianello,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,26
017004,Alfianello,2020,H,trasporto e magazzinaggio,unita_locali,11
017004,Alfianello,2020,I,attività dei servizi di alloggio e di ristorazione,unita_locali,10
017004,Alfianello,2020,J,servizi di informazione e comunicazione,unita_locali,3
017004,Alfianello,2020,K,attività finanziarie e assicurative,unita_locali,4
017004,Alfianello,2020,L,attività immobiliari,unita_locali,12
017004,Alfianello,2020,M,"attività professionali, scientifiche e tecniche",unita_locali,14
017004,Alfianello,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,11
017004,Alfianello,2020,Q,sanità e assistenza sociale,unita_locali,13
017004,Alfianello,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,2
017004,Alfianello,2020,S,altre attività di servizi,unita_locali,10
017004,Alfianello,2021,C,attività manifatturiere,unita_locali,21
017004,Alfianello,2021,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,2
017004,Alfianello,2021,F,costruzioni,unita_locali,26
017004,Alfianello,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,25
017004,Alfianello,2021,H,trasporto e magazzinaggio,unita_locali,11
017004,Alfianello,2021,I,attività dei servizi di alloggio e di ristorazione,unita_locali,10
017004,Alfianello,2021,J,servizi di informazione e comunicazione,unita_locali,3
017004,Alfianello,2021,K,attività finanziarie e assicurative,unita_locali,5
017004,Alfianello,2021,L,attività immobiliari,unita_locali,12
017004,Alfianello,2021,M,"attività professionali, scientifiche e tecniche",unita_locali,16
017004,Alfianello,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,13
017004,Alfianello,2021,Q,sanità e assistenza sociale,unita_locali,11
017004,Alfianello,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,2
017004,Alfianello,2021,S,altre attività di servizi,unita_locali,11
017004,Alfianello,2022,C,attività manifatturiere,unita_locali,24
017004,Alfianello,2022,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,2
017004,Alfianello,2022,F,costruzioni,unita_locali,24
017004,Alfianello,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,24
017004,Alfianello,2022,H,trasporto e magazzinaggio,unita_locali,7
017004,Alfianello,2022,I,attività dei servizi di alloggio e di ristorazione,unita_locali,9
017004,Alfianello,2022,J,servizi di informazione e comunicazione,unita_locali,3
017004,Alfianello,2022,K,attività finanziarie e assicurative,unita_locali,4
017004,Alfianello,2022,L,attività immobiliari,unita_locali,10
017004,Alfianello,2022,M,"attività professionali, scientifiche e tecniche",unita_locali,21
017004,Alfianello,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,12
017004,Alfianello,2022,Q,sanità e assistenza sociale,unita_locali,10
017004,Alfianello,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,2
017004,Alfianello,2022,S,altre attività di servizi,unita_locali,11
017004,Alfianello,2023,C,attività manifatturiere,unita_locali,24
017004,Alfianello,2023,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,2
017004,Alfianello,2023,F,costruzioni,unita_locali,26
017004,Alfianello,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,27
017004,Alfianello,2023,H,trasporto e magazzinaggio,unita_locali,7
017004,Alfianello,2023,I,attività dei servizi di alloggio e di ristorazione,unita_locali,11
017004,Alfianello,2023,J,servizi di informazione e comunicazione,unita_locali,2
017004,Alfianello,2023,K,attività finanziarie e assicurative,unita_locali,4
017004,Alfianello,2023,L,attività immobiliari,unita_locali,10
017004,Alfianello,2023,M,"attività professionali, scientifiche e tecniche",unita_locali,17
017004,Alfianello,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,13
017004,Alfianello,2023,Q,sanità e assistenza sociale,unita_locali,10
017004,Alfianello,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,2
017004,Alfianello,2023,S,altre attività di servizi,unita_locali,10
017005,Anfo,2018,C,attività manifatturiere,addetti,2.0
017005,Anfo,2018,F,costruzioni,addetti,12.8
017005,Anfo,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,7.0
017005,Anfo,2018,H,trasporto e magazzinaggio,addetti,2.0
017005,Anfo,2018,I,attività dei servizi di alloggio e di ristorazione,addetti,38.6
017005,Anfo,2018,K,attività finanziarie e assicurative,addetti,1.0
017005,Anfo,2018,M,"attività professionali, scientifiche e tecniche",addetti,2.0
017005,Anfo,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.0
017005,Anfo,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017005,Anfo,2018,S,altre attività di servizi,addetti,1.0
017005,Anfo,2019,C,attività manifatturiere,addetti,1.0
017005,Anfo,2019,F,costruzioni,addetti,12.0
017005,Anfo,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,7.0
017005,Anfo,2019,H,trasporto e magazzinaggio,addetti,2.0
017005,Anfo,2019,I,attività dei servizi di alloggio e di ristorazione,addetti,36.0
017005,Anfo,2019,M,"attività professionali, scientifiche e tecniche",addetti,2.0
017005,Anfo,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.1
017005,Anfo,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017005,Anfo,2019,S,altre attività di servizi,addetti,1.0
017005,Anfo,2020,C,attività manifatturiere,addetti,1.0
017005,Anfo,2020,F,costruzioni,addetti,11.7
017005,Anfo,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,6.0
017005,Anfo,2020,H,trasporto e magazzinaggio,addetti,2.0
017005,Anfo,2020,I,attività dei servizi di alloggio e di ristorazione,addetti,31.1
017005,Anfo,2020,K,attività finanziarie e assicurative,addetti,1.0
017005,Anfo,2020,M,"attività professionali, scientifiche e tecniche",addetti,3.0
017005,Anfo,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.1
017005,Anfo,2020,Q,sanità e assistenza sociale,addetti,1.0
017005,Anfo,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017005,Anfo,2020,S,altre attività di servizi,addetti,1.0
017005,Anfo,2021,C,attività manifatturiere,addetti,0.7
017005,Anfo,2021,F,costruzioni,addetti,17.1
017005,Anfo,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,6.7
017005,Anfo,2021,H,trasporto e magazzinaggio,addetti,3.0
017005,Anfo,2021,I,attività dei servizi di alloggio e di ristorazione,addetti,23.9
017005,Anfo,2021,K,attività finanziarie e assicurative,addetti,1.0
017005,Anfo,2021,M,"attività professionali, scientifiche e tecniche",addetti,3.0
017005,Anfo,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.3
017005,Anfo,2021,Q,sanità e assistenza sociale,addetti,1.0
017005,Anfo,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017005,Anfo,2021,S,altre attività di servizi,addetti,1.0
017005,Anfo,2022,F,costruzioni,addetti,16.7
017005,Anfo,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,7.2
017005,Anfo,2022,H,trasporto e magazzinaggio,addetti,3.0
017005,Anfo,2022,I,attività dei servizi di alloggio e di ristorazione,addetti,29.5
017005,Anfo,2022,K,attività finanziarie e assicurative,addetti,1.0
017005,Anfo,2022,M,"attività professionali, scientifiche e tecniche",addetti,4.0
017005,Anfo,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.5
017005,Anfo,2022,Q,sanità e assistenza sociale,addetti,1.0
017005,Anfo,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.8
017005,Anfo,2022,S,altre attività di servizi,addetti,1.0
017005,Anfo,2023,C,attività manifatturiere,addetti,0.2
017005,Anfo,2023,F,costruzioni,addetti,15.4
017005,Anfo,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,6.8
017005,Anfo,2023,H,trasporto e magazzinaggio,addetti,2.0
017005,Anfo,2023,I,attività dei servizi di alloggio e di ristorazione,addetti,31.1
017005,Anfo,2023,K,attività finanziarie e assicurative,addetti,1.0
017005,Anfo,2023,M,"attività professionali, scientifiche e tecniche",addetti,5.0
017005,Anfo,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.6
017005,Anfo,2023,Q,sanità e assistenza sociale,addetti,1.0
017005,Anfo,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017005,Anfo,2023,S,altre attività di servizi,addetti,1.0
017005,Anfo,2018,C,attività manifatturiere,unita_locali,2
017005,Anfo,2018,F,costruzioni,unita_locali,6
017005,Anfo,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,7
017005,Anfo,2018,H,trasporto e magazzinaggio,unita_locali,2
017005,Anfo,2018,I,attività dei servizi di alloggio e di ristorazione,unita_locali,13
017005,Anfo,2018,K,attività finanziarie e assicurative,unita_locali,1
017005,Anfo,2018,M,"attività professionali, scientifiche e tecniche",unita_locali,2
017005,Anfo,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,1
017005,Anfo,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017005,Anfo,2018,S,altre attività di servizi,unita_locali,1
017005,Anfo,2019,C,attività manifatturiere,unita_locali,1
017005,Anfo,2019,F,costruzioni,unita_locali,6
017005,Anfo,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,6
017005,Anfo,2019,H,trasporto e magazzinaggio,unita_locali,2
017005,Anfo,2019,I,attività dei servizi di alloggio e di ristorazione,unita_locali,13
017005,Anfo,2019,M,"attività professionali, scientifiche e tecniche",unita_locali,2
017005,Anfo,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,1
017005,Anfo,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017005,Anfo,2019,S,altre attività di servizi,unita_locali,1
017005,Anfo,2020,C,attività manifatturiere,unita_locali,1
017005,Anfo,2020,F,costruzioni,unita_locali,7
017005,Anfo,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,6
017005,Anfo,2020,H,trasporto e magazzinaggio,unita_locali,2
017005,Anfo,2020,I,attività dei servizi di alloggio e di ristorazione,unita_locali,13
017005,Anfo,2020,K,attività finanziarie e assicurative,unita_locali,1
017005,Anfo,2020,M,"attività professionali, scientifiche e tecniche",unita_locali,3
017005,Anfo,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,1
017005,Anfo,2020,Q,sanità e assistenza sociale,unita_locali,1
017005,Anfo,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017005,Anfo,2020,S,altre attività di servizi,unita_locali,1
017005,Anfo,2021,C,attività manifatturiere,unita_locali,1
017005,Anfo,2021,F,costruzioni,unita_locali,7
017005,Anfo,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,6
017005,Anfo,2021,H,trasporto e magazzinaggio,unita_locali,3
017005,Anfo,2021,I,attività dei servizi di alloggio e di ristorazione,unita_locali,11
017005,Anfo,2021,K,attività finanziarie e assicurative,unita_locali,1
017005,Anfo,2021,M,"attività professionali, scientifiche e tecniche",unita_locali,3
017005,Anfo,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,1
017005,Anfo,2021,Q,sanità e assistenza sociale,unita_locali,1
017005,Anfo,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017005,Anfo,2021,S,altre attività di servizi,unita_locali,1
017005,Anfo,2022,F,costruzioni,unita_locali,7
017005,Anfo,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,7
017005,Anfo,2022,H,trasporto e magazzinaggio,unita_locali,3
017005,Anfo,2022,I,attività dei servizi di alloggio e di ristorazione,unita_locali,12
017005,Anfo,2022,K,attività finanziarie e assicurative,unita_locali,1
017005,Anfo,2022,M,"attività professionali, scientifiche e tecniche",unita_locali,4
017005,Anfo,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,2
017005,Anfo,2022,Q,sanità e assistenza sociale,unita_locali,1
017005,Anfo,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,2
017005,Anfo,2022,S,altre attività di servizi,unita_locali,1
017005,Anfo,2023,C,attività manifatturiere,unita_locali,1
017005,Anfo,2023,F,costruzioni,unita_locali,7
017005,Anfo,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,6
017005,Anfo,2023,H,trasporto e magazzinaggio,unita_locali,2
017005,Anfo,2023,I,attività dei servizi di alloggio e di ristorazione,unita_locali,13
017005,Anfo,2023,K,attività finanziarie e assicurative,unita_locali,1
017005,Anfo,2023,M,"attività professionali, scientifiche e tecniche",unita_locali,4
017005,Anfo,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,1
017005,Anfo,2023,Q,sanità e assistenza sociale,unita_locali,1
017005,Anfo,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017005,Anfo,2023,S,altre attività di servizi,unita_locali,1
017006,Angolo Terme,2018,C,attività manifatturiere,addetti,26.1
017006,Angolo Terme,2018,F,costruzioni,addetti,72.0
017006,Angolo Terme,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,51.0
017006,Angolo Terme,2018,H,trasporto e magazzinaggio,addetti,3.0
017006,Angolo Terme,2018,I,attività dei servizi di alloggio e di ristorazione,addetti,39.3
017006,Angolo Terme,2018,J,servizi di informazione e comunicazione,addetti,1.0
017006,Angolo Terme,2018,K,attività finanziarie e assicurative,addetti,6.7
017006,Angolo Terme,2018,L,attività immobiliari,addetti,6.0
017006,Angolo Terme,2018,M,"attività professionali, scientifiche e tecniche",addetti,17.8
017006,Angolo Terme,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,2.0
017006,Angolo Terme,2018,Q,sanità e assistenza sociale,addetti,13.9
017006,Angolo Terme,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.8
017006,Angolo Terme,2018,S,altre attività di servizi,addetti,6.6
017006,Angolo Terme,2019,C,attività manifatturiere,addetti,27.9
017006,Angolo Terme,2019,F,costruzioni,addetti,68.4
017006,Angolo Terme,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,45.9
017006,Angolo Terme,2019,H,trasporto e magazzinaggio,addetti,3.0
017006,Angolo Terme,2019,I,attività dei servizi di alloggio e di ristorazione,addetti,39.8
017006,Angolo Terme,2019,J,servizi di informazione e comunicazione,addetti,3.0
017006,Angolo Terme,2019,K,attività finanziarie e assicurative,addetti,7.0
017006,Angolo Terme,2019,L,attività immobiliari,addetti,7.0
017006,Angolo Terme,2019,M,"attività professionali, scientifiche e tecniche",addetti,19.0
017006,Angolo Terme,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.2
017006,Angolo Terme,2019,Q,sanità e assistenza sociale,addetti,24.8
017006,Angolo Terme,2019,S,altre attività di servizi,addetti,8.0
017006,Angolo Terme,2020,C,attività manifatturiere,addetti,27.3
017006,Angolo Terme,2020,F,costruzioni,addetti,73.8
017006,Angolo Terme,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,41.5
017006,Angolo Terme,2020,H,trasporto e magazzinaggio,addetti,3.0
017006,Angolo Terme,2020,I,attività dei servizi di alloggio e di ristorazione,addetti,33.0
017006,Angolo Terme,2020,J,servizi di informazione e comunicazione,addetti,3.0
017006,Angolo Terme,2020,K,attività finanziarie e assicurative,addetti,4.1
017006,Angolo Terme,2020,L,attività immobiliari,addetti,6.0
017006,Angolo Terme,2020,M,"attività professionali, scientifiche e tecniche",addetti,19.4
017006,Angolo Terme,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.0
017006,Angolo Terme,2020,Q,sanità e assistenza sociale,addetti,24.4
017006,Angolo Terme,2020,S,altre attività di servizi,addetti,6.1
017006,Angolo Terme,2021,C,attività manifatturiere,addetti,24.8
017006,Angolo Terme,2021,F,costruzioni,addetti,72.3
017006,Angolo Terme,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,49.5
017006,Angolo Terme,2021,H,trasporto e magazzinaggio,addetti,3.0
017006,Angolo Terme,2021,I,attività dei servizi di alloggio e di ristorazione,addetti,34.2
017006,Angolo Terme,2021,J,servizi di informazione e comunicazione,addetti,3.0
017006,Angolo Terme,2021,K,attività finanziarie e assicurative,addetti,2.0
017006,Angolo Terme,2021,L,attività immobiliari,addetti,6.0
017006,Angolo Terme,2021,M,"attività professionali, scientifiche e tecniche",addetti,18.8
017006,Angolo Terme,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,1.3
017006,Angolo Terme,2021,Q,sanità e assistenza sociale,addetti,17.2
017006,Angolo Terme,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,0.6
017006,Angolo Terme,2021,S,altre attività di servizi,addetti,5.0
017006,Angolo Terme,2022,C,attività manifatturiere,addetti,25.1
017006,Angolo Terme,2022,F,costruzioni,addetti,85.7
017006,Angolo Terme,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,60.9
017006,Angolo Terme,2022,H,trasporto e magazzinaggio,addetti,4.2
017006,Angolo Terme,2022,I,attività dei servizi di alloggio e di ristorazione,addetti,36.1
017006,Angolo Terme,2022,J,servizi di informazione e comunicazione,addetti,1.0
017006,Angolo Terme,2022,K,attività finanziarie e assicurative,addetti,3.0
017006,Angolo Terme,2022,L,attività immobiliari,addetti,6.0
017006,Angolo Terme,2022,M,"attività professionali, scientifiche e tecniche",addetti,22.2
017006,Angolo Terme,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,3.3
017006,Angolo Terme,2022,Q,sanità e assistenza sociale,addetti,9.2
017006,Angolo Terme,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.8
017006,Angolo Terme,2022,S,altre attività di servizi,addetti,6.7
017006,Angolo Terme,2023,C,attività manifatturiere,addetti,27.5
017006,Angolo Terme,2023,F,costruzioni,addetti,87.8
017006,Angolo Terme,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,61.3
017006,Angolo Terme,2023,H,trasporto e magazzinaggio,addetti,5.7
017006,Angolo Terme,2023,I,attività dei servizi di alloggio e di ristorazione,addetti,38.7
017006,Angolo Terme,2023,J,servizi di informazione e comunicazione,addetti,1.0
017006,Angolo Terme,2023,K,attività finanziarie e assicurative,addetti,2.6
017006,Angolo Terme,2023,L,attività immobiliari,addetti,6.0
017006,Angolo Terme,2023,M,"attività professionali, scientifiche e tecniche",addetti,18.0
017006,Angolo Terme,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,2.9
017006,Angolo Terme,2023,Q,sanità e assistenza sociale,addetti,11.4
017006,Angolo Terme,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017006,Angolo Terme,2023,S,altre attività di servizi,addetti,8.9
017006,Angolo Terme,2018,C,attività manifatturiere,unita_locali,10
017006,Angolo Terme,2018,F,costruzioni,unita_locali,32
017006,Angolo Terme,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,27
017006,Angolo Terme,2018,H,trasporto e magazzinaggio,unita_locali,3
017006,Angolo Terme,2018,I,attività dei servizi di alloggio e di ristorazione,unita_locali,18
017006,Angolo Terme,2018,J,servizi di informazione e comunicazione,unita_locali,1
017006,Angolo Terme,2018,K,attività finanziarie e assicurative,unita_locali,5
017006,Angolo Terme,2018,L,attività immobiliari,unita_locali,3
017006,Angolo Terme,2018,M,"attività professionali, scientifiche e tecniche",unita_locali,14
017006,Angolo Terme,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,2
017006,Angolo Terme,2018,Q,sanità e assistenza sociale,unita_locali,10
017006,Angolo Terme,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017006,Angolo Terme,2018,S,altre attività di servizi,unita_locali,7
017006,Angolo Terme,2019,C,attività manifatturiere,unita_locali,11
017006,Angolo Terme,2019,F,costruzioni,unita_locali,30
017006,Angolo Terme,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,23
017006,Angolo Terme,2019,H,trasporto e magazzinaggio,unita_locali,3
017006,Angolo Terme,2019,I,attività dei servizi di alloggio e di ristorazione,unita_locali,15
017006,Angolo Terme,2019,J,servizi di informazione e comunicazione,unita_locali,2
017006,Angolo Terme,2019,K,attività finanziarie e assicurative,unita_locali,5
017006,Angolo Terme,2019,L,attività immobiliari,unita_locali,4
017006,Angolo Terme,2019,M,"attività professionali, scientifiche e tecniche",unita_locali,16
017006,Angolo Terme,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,2
017006,Angolo Terme,2019,Q,sanità e assistenza sociale,unita_locali,11
017006,Angolo Terme,2019,S,altre attività di servizi,unita_locali,6
017006,Angolo Terme,2020,C,attività manifatturiere,unita_locali,12
017006,Angolo Terme,2020,F,costruzioni,unita_locali,35
017006,Angolo Terme,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,24
017006,Angolo Terme,2020,H,trasporto e magazzinaggio,unita_locali,3
017006,Angolo Terme,2020,I,attività dei servizi di alloggio e di ristorazione,unita_locali,14
017006,Angolo Terme,2020,J,servizi di informazione e comunicazione,unita_locali,2
017006,Angolo Terme,2020,K,attività finanziarie e assicurative,unita_locali,3
017006,Angolo Terme,2020,L,attività immobiliari,unita_locali,3
017006,Angolo Terme,2020,M,"attività professionali, scientifiche e tecniche",unita_locali,17
017006,Angolo Terme,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,1
017006,Angolo Terme,2020,Q,sanità e assistenza sociale,unita_locali,13
017006,Angolo Terme,2020,S,altre attività di servizi,unita_locali,6
017006,Angolo Terme,2021,C,attività manifatturiere,unita_locali,11
017006,Angolo Terme,2021,F,costruzioni,unita_locali,39
017006,Angolo Terme,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,26
017006,Angolo Terme,2021,H,trasporto e magazzinaggio,unita_locali,3
017006,Angolo Terme,2021,I,attività dei servizi di alloggio e di ristorazione,unita_locali,14
017006,Angolo Terme,2021,J,servizi di informazione e comunicazione,unita_locali,2
017006,Angolo Terme,2021,K,attività finanziarie e assicurative,unita_locali,1
017006,Angolo Terme,2021,L,attività immobiliari,unita_locali,3
017006,Angolo Terme,2021,M,"attività professionali, scientifiche e tecniche",unita_locali,19
017006,Angolo Terme,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,2
017006,Angolo Terme,2021,Q,sanità e assistenza sociale,unita_locali,13
017006,Angolo Terme,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017006,Angolo Terme,2021,S,altre attività di servizi,unita_locali,4
017006,Angolo Terme,2022,C,attività manifatturiere,unita_locali,11
017006,Angolo Terme,2022,F,costruzioni,unita_locali,40
017006,Angolo Terme,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,25
017006,Angolo Terme,2022,H,trasporto e magazzinaggio,unita_locali,3
017006,Angolo Terme,2022,I,attività dei servizi di alloggio e di ristorazione,unita_locali,14
017006,Angolo Terme,2022,J,servizi di informazione e comunicazione,unita_locali,1
017006,Angolo Terme,2022,K,attività finanziarie e assicurative,unita_locali,2
017006,Angolo Terme,2022,L,attività immobiliari,unita_locali,3
017006,Angolo Terme,2022,M,"attività professionali, scientifiche e tecniche",unita_locali,21
017006,Angolo Terme,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,5
017006,Angolo Terme,2022,Q,sanità e assistenza sociale,unita_locali,9
017006,Angolo Terme,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,2
017006,Angolo Terme,2022,S,altre attività di servizi,unita_locali,5
017006,Angolo Terme,2023,C,attività manifatturiere,unita_locali,10
017006,Angolo Terme,2023,F,costruzioni,unita_locali,40
017006,Angolo Terme,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,25
017006,Angolo Terme,2023,H,trasporto e magazzinaggio,unita_locali,3
017006,Angolo Terme,2023,I,attività dei servizi di alloggio e di ristorazione,unita_locali,15
017006,Angolo Terme,2023,J,servizi di informazione e comunicazione,unita_locali,1
017006,Angolo Terme,2023,K,attività finanziarie e assicurative,unita_locali,3
017006,Angolo Terme,2023,L,attività immobiliari,unita_locali,3
017006,Angolo Terme,2023,M,"attività professionali, scientifiche e tecniche",unita_locali,18
017006,Angolo Terme,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,3
017006,Angolo Terme,2023,Q,sanità e assistenza sociale,unita_locali,11
017006,Angolo Terme,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017006,Angolo Terme,2023,S,altre attività di servizi,unita_locali,7
017007,Artogne,2018,C,attività manifatturiere,addetti,615.7
017007,Artogne,2018,F,costruzioni,addetti,204.0
017007,Artogne,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,132.4
017007,Artogne,2018,H,trasporto e magazzinaggio,addetti,87.5
017007,Artogne,2018,I,attività dei servizi di alloggio e di ristorazione,addetti,85.9
017007,Artogne,2018,J,servizi di informazione e comunicazione,addetti,7.0
017007,Artogne,2018,K,attività finanziarie e assicurative,addetti,13.0
017007,Artogne,2018,L,attività immobiliari,addetti,20.4
017007,Artogne,2018,M,"attività professionali, scientifiche e tecniche",addetti,45.7
017007,Artogne,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,21.3
017007,Artogne,2018,P,istruzione,addetti,23.7
017007,Artogne,2018,Q,sanità e assistenza sociale,addetti,7.0
