codice_istat,comune,anno,sezione,nome_sezione,indicatore,valore
017125,Orzinuovi,2019,L,attività immobiliari,unita_locali,85
017125,Orzinuovi,2019,M,"attività professionali, scientifiche e tecniche",unita_locali,153
017125,Orzinuovi,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,26
017125,Orzinuovi,2019,P,istruzione,unita_locali,8
017125,Orzinuovi,2019,Q,sanità e assistenza sociale,unita_locali,65
017125,Orzinuovi,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,14
017125,Orzinuovi,2019,S,altre attività di servizi,unita_locali,55
017125,Orzinuovi,2020,C,attività manifatturiere,unita_locali,83
017125,Orzinuovi,2020,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,2
017125,Orzinuovi,2020,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017125,Orzinuovi,2020,F,costruzioni,unita_locali,134
017125,Orzinuovi,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,291
017125,Orzinuovi,2020,H,trasporto e magazzinaggio,unita_locali,20
017125,Orzinuovi,2020,I,attività dei servizi di alloggio e di ristorazione,unita_locali,78
017125,Orzinuovi,2020,J,servizi di informazione e comunicazione,unita_locali,19
017125,Orzinuovi,2020,K,attività finanziarie e assicurative,unita_locali,42
017125,Orzinuovi,2020,L,attività immobiliari,unita_locali,90
017125,Orzinuovi,2020,M,"attività professionali, scientifiche e tecniche",unita_locali,165
017125,Orzinuovi,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,45
017125,Orzinuovi,2020,P,istruzione,unita_locali,7
017125,Orzinuovi,2020,Q,sanità e assistenza sociale,unita_locali,77
017125,Orzinuovi,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,15
017125,Orzinuovi,2020,S,altre attività di servizi,unita_locali,54
017125,Orzinuovi,2021,C,attività manifatturiere,unita_locali,90
017125,Orzinuovi,2021,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,2
017125,Orzinuovi,2021,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017125,Orzinuovi,2021,F,costruzioni,unita_locali,139
017125,Orzinuovi,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,278
017125,Orzinuovi,2021,H,trasporto e magazzinaggio,unita_locali,19
017125,Orzinuovi,2021,I,attività dei servizi di alloggio e di ristorazione,unita_locali,74
017125,Orzinuovi,2021,J,servizi di informazione e comunicazione,unita_locali,19
017125,Orzinuovi,2021,K,attività finanziarie e assicurative,unita_locali,44
017125,Orzinuovi,2021,L,attività immobiliari,unita_locali,88
017125,Orzinuovi,2021,M,"attività professionali, scientifiche e tecniche",unita_locali,182
017125,Orzinuovi,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,46
017125,Orzinuovi,2021,P,istruzione,unita_locali,5
017125,Orzinuovi,2021,Q,sanità e assistenza sociale,unita_locali,83
017125,Orzinuovi,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,17
017125,Orzinuovi,2021,S,altre attività di servizi,unita_locali,54
017125,Orzinuovi,2022,C,attività manifatturiere,unita_locali,83
017125,Orzinuovi,2022,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,2
017125,Orzinuovi,2022,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017125,Orzinuovi,2022,F,costruzioni,unita_locali,142
017125,Orzinuovi,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,281
017125,Orzinuovi,2022,H,trasporto e magazzinaggio,unita_locali,19
017125,Orzinuovi,2022,I,attività dei servizi di alloggio e di ristorazione,unita_locali,73
017125,Orzinuovi,2022,J,servizi di informazione e comunicazione,unita_locali,17
017125,Orzinuovi,2022,K,attività finanziarie e assicurative,unita_locali,46
017125,Orzinuovi,2022,L,attività immobiliari,unita_locali,91
017125,Orzinuovi,2022,M,"attività professionali, scientifiche e tecniche",unita_locali,185
017125,Orzinuovi,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,52
017125,Orzinuovi,2022,P,istruzione,unita_locali,7
017125,Orzinuovi,2022,Q,sanità e assistenza sociale,unita_locali,83
017125,Orzinuovi,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,21
017125,Orzinuovi,2022,S,altre attività di servizi,unita_locali,57
017125,Orzinuovi,2023,C,attività manifatturiere,unita_locali,86
017125,Orzinuovi,2023,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,3
017125,Orzinuovi,2023,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017125,Orzinuovi,2023,F,costruzioni,unita_locali,146
017125,Orzinuovi,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,267
017125,Orzinuovi,2023,H,trasporto e magazzinaggio,unita_locali,16
017125,Orzinuovi,2023,I,attività dei servizi di alloggio e di ristorazione,unita_locali,73
017125,Orzinuovi,2023,J,servizi di informazione e comunicazione,unita_locali,21
017125,Orzinuovi,2023,K,attività finanziarie e assicurative,unita_locali,48
017125,Orzinuovi,2023,L,attività immobiliari,unita_locali,85
017125,Orzinuovi,2023,M,"attività professionali, scientifiche e tecniche",unita_locali,187
017125,Orzinuovi,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,56
017125,Orzinuovi,2023,P,istruzione,unita_locali,8
017125,Orzinuovi,2023,Q,sanità e assistenza sociale,unita_locali,86
017125,Orzinuovi,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,20
017125,Orzinuovi,2023,S,altre attività di servizi,unita_locali,54
017126,Orzivecchi,2018,C,attività manifatturiere,addetti,87.2
017126,Orzivecchi,2018,F,costruzioni,addetti,84.2
017126,Orzivecchi,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,145.0
017126,Orzivecchi,2018,H,trasporto e magazzinaggio,addetti,4.9
017126,Orzivecchi,2018,I,attività dei servizi di alloggio e di ristorazione,addetti,32.6
017126,Orzivecchi,2018,J,servizi di informazione e comunicazione,addetti,1.0
017126,Orzivecchi,2018,K,attività finanziarie e assicurative,addetti,8.0
017126,Orzivecchi,2018,L,attività immobiliari,addetti,4.0
017126,Orzivecchi,2018,M,"attività professionali, scientifiche e tecniche",addetti,29.6
017126,Orzivecchi,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,15.6
017126,Orzivecchi,2018,Q,sanità e assistenza sociale,addetti,16.8
017126,Orzivecchi,2018,S,altre attività di servizi,addetti,12.3
017126,Orzivecchi,2019,C,attività manifatturiere,addetti,99.0
017126,Orzivecchi,2019,F,costruzioni,addetti,85.9
017126,Orzivecchi,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,156.0
017126,Orzivecchi,2019,H,trasporto e magazzinaggio,addetti,4.0
017126,Orzivecchi,2019,I,attività dei servizi di alloggio e di ristorazione,addetti,35.4
017126,Orzivecchi,2019,J,servizi di informazione e comunicazione,addetti,1.0
017126,Orzivecchi,2019,K,attività finanziarie e assicurative,addetti,8.9
017126,Orzivecchi,2019,L,attività immobiliari,addetti,4.0
017126,Orzivecchi,2019,M,"attività professionali, scientifiche e tecniche",addetti,25.9
017126,Orzivecchi,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,18.4
017126,Orzivecchi,2019,Q,sanità e assistenza sociale,addetti,14.0
017126,Orzivecchi,2019,S,altre attività di servizi,addetti,11.5
017126,Orzivecchi,2020,C,attività manifatturiere,addetti,134.0
017126,Orzivecchi,2020,F,costruzioni,addetti,90.6
017126,Orzivecchi,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,99.7
017126,Orzivecchi,2020,H,trasporto e magazzinaggio,addetti,4.0
017126,Orzivecchi,2020,I,attività dei servizi di alloggio e di ristorazione,addetti,32.2
017126,Orzivecchi,2020,J,servizi di informazione e comunicazione,addetti,1.0
017126,Orzivecchi,2020,K,attività finanziarie e assicurative,addetti,6.1
017126,Orzivecchi,2020,L,attività immobiliari,addetti,3.0
017126,Orzivecchi,2020,M,"attività professionali, scientifiche e tecniche",addetti,30.2
017126,Orzivecchi,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,18.3
017126,Orzivecchi,2020,Q,sanità e assistenza sociale,addetti,19.7
017126,Orzivecchi,2020,S,altre attività di servizi,addetti,7.5
017126,Orzivecchi,2021,C,attività manifatturiere,addetti,82.2
017126,Orzivecchi,2021,F,costruzioni,addetti,103.5
017126,Orzivecchi,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,130.7
017126,Orzivecchi,2021,H,trasporto e magazzinaggio,addetti,4.0
017126,Orzivecchi,2021,I,attività dei servizi di alloggio e di ristorazione,addetti,33.3
017126,Orzivecchi,2021,J,servizi di informazione e comunicazione,addetti,1.0
017126,Orzivecchi,2021,K,attività finanziarie e assicurative,addetti,6.0
017126,Orzivecchi,2021,L,attività immobiliari,addetti,2.0
017126,Orzivecchi,2021,M,"attività professionali, scientifiche e tecniche",addetti,30.9
017126,Orzivecchi,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,21.2
017126,Orzivecchi,2021,Q,sanità e assistenza sociale,addetti,20.3
017126,Orzivecchi,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017126,Orzivecchi,2021,S,altre attività di servizi,addetti,7.1
017126,Orzivecchi,2022,C,attività manifatturiere,addetti,154.4
017126,Orzivecchi,2022,F,costruzioni,addetti,104.8
017126,Orzivecchi,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,77.7
017126,Orzivecchi,2022,H,trasporto e magazzinaggio,addetti,4.0
017126,Orzivecchi,2022,I,attività dei servizi di alloggio e di ristorazione,addetti,31.3
017126,Orzivecchi,2022,J,servizi di informazione e comunicazione,addetti,1.0
017126,Orzivecchi,2022,K,attività finanziarie e assicurative,addetti,9.0
017126,Orzivecchi,2022,L,attività immobiliari,addetti,2.0
017126,Orzivecchi,2022,M,"attività professionali, scientifiche e tecniche",addetti,30.4
017126,Orzivecchi,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,15.9
017126,Orzivecchi,2022,Q,sanità e assistenza sociale,addetti,18.3
017126,Orzivecchi,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017126,Orzivecchi,2022,S,altre attività di servizi,addetti,9.6
017126,Orzivecchi,2023,C,attività manifatturiere,addetti,165.7
017126,Orzivecchi,2023,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,1.0
017126,Orzivecchi,2023,F,costruzioni,addetti,111.7
017126,Orzivecchi,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,68.1
017126,Orzivecchi,2023,H,trasporto e magazzinaggio,addetti,4.0
017126,Orzivecchi,2023,I,attività dei servizi di alloggio e di ristorazione,addetti,30.6
017126,Orzivecchi,2023,J,servizi di informazione e comunicazione,addetti,1.0
017126,Orzivecchi,2023,K,attività finanziarie e assicurative,addetti,9.7
017126,Orzivecchi,2023,L,attività immobiliari,addetti,3.0
017126,Orzivecchi,2023,M,"attività professionali, scientifiche e tecniche",addetti,33.7
017126,Orzivecchi,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,13.8
017126,Orzivecchi,2023,Q,sanità e assistenza sociale,addetti,17.8
017126,Orzivecchi,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017126,Orzivecchi,2023,S,altre attività di servizi,addetti,9.7
017126,Orzivecchi,2018,C,attività manifatturiere,unita_locali,15
017126,Orzivecchi,2018,F,costruzioni,unita_locali,32
017126,Orzivecchi,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,51
017126,Orzivecchi,2018,H,trasporto e magazzinaggio,unita_locali,5
017126,Orzivecchi,2018,I,attività dei servizi di alloggio e di ristorazione,unita_locali,10
017126,Orzivecchi,2018,J,servizi di informazione e comunicazione,unita_locali,1
017126,Orzivecchi,2018,K,attività finanziarie e assicurative,unita_locali,2
017126,Orzivecchi,2018,L,attività immobiliari,unita_locali,4
017126,Orzivecchi,2018,M,"attività professionali, scientifiche e tecniche",unita_locali,20
017126,Orzivecchi,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,5
017126,Orzivecchi,2018,Q,sanità e assistenza sociale,unita_locali,10
017126,Orzivecchi,2018,S,altre attività di servizi,unita_locali,9
017126,Orzivecchi,2019,C,attività manifatturiere,unita_locali,16
017126,Orzivecchi,2019,F,costruzioni,unita_locali,31
017126,Orzivecchi,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,49
017126,Orzivecchi,2019,H,trasporto e magazzinaggio,unita_locali,4
017126,Orzivecchi,2019,I,attività dei servizi di alloggio e di ristorazione,unita_locali,11
017126,Orzivecchi,2019,J,servizi di informazione e comunicazione,unita_locali,1
017126,Orzivecchi,2019,K,attività finanziarie e assicurative,unita_locali,2
017126,Orzivecchi,2019,L,attività immobiliari,unita_locali,3
017126,Orzivecchi,2019,M,"attività professionali, scientifiche e tecniche",unita_locali,16
017126,Orzivecchi,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,6
017126,Orzivecchi,2019,Q,sanità e assistenza sociale,unita_locali,8
017126,Orzivecchi,2019,S,altre attività di servizi,unita_locali,9
017126,Orzivecchi,2020,C,attività manifatturiere,unita_locali,20
017126,Orzivecchi,2020,F,costruzioni,unita_locali,38
017126,Orzivecchi,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,47
017126,Orzivecchi,2020,H,trasporto e magazzinaggio,unita_locali,4
017126,Orzivecchi,2020,I,attività dei servizi di alloggio e di ristorazione,unita_locali,10
017126,Orzivecchi,2020,J,servizi di informazione e comunicazione,unita_locali,1
017126,Orzivecchi,2020,K,attività finanziarie e assicurative,unita_locali,2
017126,Orzivecchi,2020,L,attività immobiliari,unita_locali,3
017126,Orzivecchi,2020,M,"attività professionali, scientifiche e tecniche",unita_locali,20
017126,Orzivecchi,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,7
017126,Orzivecchi,2020,Q,sanità e assistenza sociale,unita_locali,13
017126,Orzivecchi,2020,S,altre attività di servizi,unita_locali,6
017126,Orzivecchi,2021,C,attività manifatturiere,unita_locali,17
017126,Orzivecchi,2021,F,costruzioni,unita_locali,46
017126,Orzivecchi,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,44
017126,Orzivecchi,2021,H,trasporto e magazzinaggio,unita_locali,4
017126,Orzivecchi,2021,I,attività dei servizi di alloggio e di ristorazione,unita_locali,10
017126,Orzivecchi,2021,J,servizi di informazione e comunicazione,unita_locali,1
017126,Orzivecchi,2021,K,attività finanziarie e assicurative,unita_locali,2
017126,Orzivecchi,2021,L,attività immobiliari,unita_locali,2
017126,Orzivecchi,2021,M,"attività professionali, scientifiche e tecniche",unita_locali,21
017126,Orzivecchi,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,7
017126,Orzivecchi,2021,Q,sanità e assistenza sociale,unita_locali,13
017126,Orzivecchi,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017126,Orzivecchi,2021,S,altre attività di servizi,unita_locali,6
017126,Orzivecchi,2022,C,attività manifatturiere,unita_locali,18
017126,Orzivecchi,2022,F,costruzioni,unita_locali,43
017126,Orzivecchi,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,46
017126,Orzivecchi,2022,H,trasporto e magazzinaggio,unita_locali,4
017126,Orzivecchi,2022,I,attività dei servizi di alloggio e di ristorazione,unita_locali,9
017126,Orzivecchi,2022,J,servizi di informazione e comunicazione,unita_locali,1
017126,Orzivecchi,2022,K,attività finanziarie e assicurative,unita_locali,2
017126,Orzivecchi,2022,L,attività immobiliari,unita_locali,2
017126,Orzivecchi,2022,M,"attività professionali, scientifiche e tecniche",unita_locali,22
017126,Orzivecchi,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,9
017126,Orzivecchi,2022,Q,sanità e assistenza sociale,unita_locali,10
017126,Orzivecchi,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017126,Orzivecchi,2022,S,altre attività di servizi,unita_locali,7
017126,Orzivecchi,2023,C,attività manifatturiere,unita_locali,19
017126,Orzivecchi,2023,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,1
017126,Orzivecchi,2023,F,costruzioni,unita_locali,44
017126,Orzivecchi,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,42
017126,Orzivecchi,2023,H,trasporto e magazzinaggio,unita_locali,4
017126,Orzivecchi,2023,I,attività dei servizi di alloggio e di ristorazione,unita_locali,10
017126,Orzivecchi,2023,J,servizi di informazione e comunicazione,unita_locali,1
017126,Orzivecchi,2023,K,attività finanziarie e assicurative,unita_locali,3
017126,Orzivecchi,2023,L,attività immobiliari,unita_locali,2
017126,Orzivecchi,2023,M,"attività professionali, scientifiche e tecniche",unita_locali,26
017126,Orzivecchi,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,8
017126,Orzivecchi,2023,Q,sanità e assistenza sociale,unita_locali,10
017126,Orzivecchi,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017126,Orzivecchi,2023,S,altre attività di servizi,unita_locali,7
017127,Ospitaletto,2018,C,attività manifatturiere,addetti,1660.8
017127,Ospitaletto,2018,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,147.9
017127,Ospitaletto,2018,F,costruzioni,addetti,246.5
017127,Ospitaletto,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,612.4
017127,Ospitaletto,2018,H,trasporto e magazzinaggio,addetti,153.7
017127,Ospitaletto,2018,I,attività dei servizi di alloggio e di ristorazione,addetti,154.0
017127,Ospitaletto,2018,J,servizi di informazione e comunicazione,addetti,155.3
017127,Ospitaletto,2018,K,attività finanziarie e assicurative,addetti,87.2
017127,Ospitaletto,2018,L,attività immobiliari,addetti,106.6
017127,Ospitaletto,2018,M,"attività professionali, scientifiche e tecniche",addetti,133.8
017127,Ospitaletto,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,305.9
017127,Ospitaletto,2018,P,istruzione,addetti,21.5
017127,Ospitaletto,2018,Q,sanità e assistenza sociale,addetti,298.2
017127,Ospitaletto,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,17.7
017127,Ospitaletto,2018,S,altre attività di servizi,addetti,141.7
017127,Ospitaletto,2019,C,attività manifatturiere,addetti,1785.6
017127,Ospitaletto,2019,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,1.0
017127,Ospitaletto,2019,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,183.6
017127,Ospitaletto,2019,F,costruzioni,addetti,233.1
017127,Ospitaletto,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,603.8
017127,Ospitaletto,2019,H,trasporto e magazzinaggio,addetti,137.3
017127,Ospitaletto,2019,I,attività dei servizi di alloggio e di ristorazione,addetti,155.1
017127,Ospitaletto,2019,J,servizi di informazione e comunicazione,addetti,178.5
017127,Ospitaletto,2019,K,attività finanziarie e assicurative,addetti,86.3
017127,Ospitaletto,2019,L,attività immobiliari,addetti,65.2
017127,Ospitaletto,2019,M,"attività professionali, scientifiche e tecniche",addetti,119.9
017127,Ospitaletto,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,324.9
017127,Ospitaletto,2019,P,istruzione,addetti,8.3
017127,Ospitaletto,2019,Q,sanità e assistenza sociale,addetti,315.6
017127,Ospitaletto,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,16.6
017127,Ospitaletto,2019,S,altre attività di servizi,addetti,151.9
017127,Ospitaletto,2020,C,attività manifatturiere,addetti,1726.4
017127,Ospitaletto,2020,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,1.0
017127,Ospitaletto,2020,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,186.1
017127,Ospitaletto,2020,F,costruzioni,addetti,228.8
017127,Ospitaletto,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,583.3
017127,Ospitaletto,2020,H,trasporto e magazzinaggio,addetti,124.7
017127,Ospitaletto,2020,I,attività dei servizi di alloggio e di ristorazione,addetti,155.7
017127,Ospitaletto,2020,J,servizi di informazione e comunicazione,addetti,165.2
017127,Ospitaletto,2020,K,attività finanziarie e assicurative,addetti,87.0
017127,Ospitaletto,2020,L,attività immobiliari,addetti,60.3
017127,Ospitaletto,2020,M,"attività professionali, scientifiche e tecniche",addetti,132.1
017127,Ospitaletto,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,321.4
017127,Ospitaletto,2020,P,istruzione,addetti,9.0
017127,Ospitaletto,2020,Q,sanità e assistenza sociale,addetti,362.2
017127,Ospitaletto,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,17.0
017127,Ospitaletto,2020,S,altre attività di servizi,addetti,85.3
017127,Ospitaletto,2021,C,attività manifatturiere,addetti,1766.6
017127,Ospitaletto,2021,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,1.0
017127,Ospitaletto,2021,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,182.6
017127,Ospitaletto,2021,F,costruzioni,addetti,296.2
017127,Ospitaletto,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,506.7
017127,Ospitaletto,2021,H,trasporto e magazzinaggio,addetti,123.8
017127,Ospitaletto,2021,I,attività dei servizi di alloggio e di ristorazione,addetti,156.0
017127,Ospitaletto,2021,J,servizi di informazione e comunicazione,addetti,175.7
017127,Ospitaletto,2021,K,attività finanziarie e assicurative,addetti,91.1
017127,Ospitaletto,2021,L,attività immobiliari,addetti,59.9
017127,Ospitaletto,2021,M,"attività professionali, scientifiche e tecniche",addetti,141.1
017127,Ospitaletto,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,397.5
017127,Ospitaletto,2021,P,istruzione,addetti,12.1
017127,Ospitaletto,2021,Q,sanità e assistenza sociale,addetti,353.3
017127,Ospitaletto,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,15.2
017127,Ospitaletto,2021,S,altre attività di servizi,addetti,94.5
017127,Ospitaletto,2022,C,attività manifatturiere,addetti,1815.9
017127,Ospitaletto,2022,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,1.0
017127,Ospitaletto,2022,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,177.6
017127,Ospitaletto,2022,F,costruzioni,addetti,351.8
017127,Ospitaletto,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,529.4
017127,Ospitaletto,2022,H,trasporto e magazzinaggio,addetti,143.8
017127,Ospitaletto,2022,I,attività dei servizi di alloggio e di ristorazione,addetti,167.8
017127,Ospitaletto,2022,J,servizi di informazione e comunicazione,addetti,173.7
017127,Ospitaletto,2022,K,attività finanziarie e assicurative,addetti,88.3
017127,Ospitaletto,2022,L,attività immobiliari,addetti,63.4
017127,Ospitaletto,2022,M,"attività professionali, scientifiche e tecniche",addetti,163.1
017127,Ospitaletto,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,411.0
017127,Ospitaletto,2022,P,istruzione,addetti,14.2
017127,Ospitaletto,2022,Q,sanità e assistenza sociale,addetti,375.3
017127,Ospitaletto,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,25.3
017127,Ospitaletto,2022,S,altre attività di servizi,addetti,93.7
017127,Ospitaletto,2023,C,attività manifatturiere,addetti,1792.2
017127,Ospitaletto,2023,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,1.0
017127,Ospitaletto,2023,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,41.3
017127,Ospitaletto,2023,F,costruzioni,addetti,342.2
017127,Ospitaletto,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,521.1
017127,Ospitaletto,2023,H,trasporto e magazzinaggio,addetti,170.3
017127,Ospitaletto,2023,I,attività dei servizi di alloggio e di ristorazione,addetti,182.7
017127,Ospitaletto,2023,J,servizi di informazione e comunicazione,addetti,48.1
017127,Ospitaletto,2023,K,attività finanziarie e assicurative,addetti,87.9
017127,Ospitaletto,2023,L,attività immobiliari,addetti,69.5
017127,Ospitaletto,2023,M,"attività professionali, scientifiche e tecniche",addetti,171.2
017127,Ospitaletto,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,525.3
017127,Ospitaletto,2023,P,istruzione,addetti,16.3
017127,Ospitaletto,2023,Q,sanità e assistenza sociale,addetti,339.9
017127,Ospitaletto,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,29.2
017127,Ospitaletto,2023,S,altre attività di servizi,addetti,96.9
017127,Ospitaletto,2018,C,attività manifatturiere,unita_locali,114
017127,Ospitaletto,2018,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,3
017127,Ospitaletto,2018,F,costruzioni,unita_locali,124
017127,Ospitaletto,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,227
017127,Ospitaletto,2018,H,trasporto e magazzinaggio,unita_locali,37
017127,Ospitaletto,2018,I,attività dei servizi di alloggio e di ristorazione,unita_locali,46
017127,Ospitaletto,2018,J,servizi di informazione e comunicazione,unita_locali,17
017127,Ospitaletto,2018,K,attività finanziarie e assicurative,unita_locali,34
017127,Ospitaletto,2018,L,attività immobiliari,unita_locali,51
017127,Ospitaletto,2018,M,"attività professionali, scientifiche e tecniche",unita_locali,95
017127,Ospitaletto,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,31
017127,Ospitaletto,2018,P,istruzione,unita_locali,8
017127,Ospitaletto,2018,Q,sanità e assistenza sociale,unita_locali,71
017127,Ospitaletto,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,9
017127,Ospitaletto,2018,S,altre attività di servizi,unita_locali,51
017127,Ospitaletto,2019,C,attività manifatturiere,unita_locali,117
017127,Ospitaletto,2019,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,1
017127,Ospitaletto,2019,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,4
017127,Ospitaletto,2019,F,costruzioni,unita_locali,125
017127,Ospitaletto,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,237
017127,Ospitaletto,2019,H,trasporto e magazzinaggio,unita_locali,37
017127,Ospitaletto,2019,I,attività dei servizi di alloggio e di ristorazione,unita_locali,47
017127,Ospitaletto,2019,J,servizi di informazione e comunicazione,unita_locali,20
