codice_istat,comune,anno,classe_addetti,indicatore,valore
017040,Castegnato,2019,50-249,unita_locali,10
017040,Castegnato,2019,totale,unita_locali,698
017040,Castegnato,2020,0-9,unita_locali,636
017040,Castegnato,2020,10-49,unita_locali,78
017040,Castegnato,2020,50-249,unita_locali,10
017040,Castegnato,2020,totale,unita_locali,724
017040,Castegnato,2021,0-9,unita_locali,657
017040,Castegnato,2021,10-49,unita_locali,82
017040,Castegnato,2021,50-249,unita_locali,13
017040,Castegnato,2021,totale,unita_locali,752
017040,Castegnato,2022,0-9,unita_locali,677
017040,Castegnato,2022,10-49,unita_locali,82
017040,Castegnato,2022,50-249,unita_locali,13
017040,Castegnato,2022,totale,unita_locali,772
017040,Castegnato,2023,0-9,unita_locali,684
017040,Castegnato,2023,10-49,unita_locali,82
017040,Castegnato,2023,50-249,unita_locali,12
017040,Castegnato,2023,totale,unita_locali,778
017041,Castelcovati,2018,0-9,addetti,679.5
017041,Castelcovati,2018,10-49,addetti,604.8
017041,Castelcovati,2018,50-249,addetti,114.0
017041,Castelcovati,2018,totale,addetti,1398.3
017041,Castelcovati,2019,0-9,addetti,707.8
017041,Castelcovati,2019,10-49,addetti,651.1
017041,Castelcovati,2019,50-249,addetti,171.4
017041,Castelcovati,2019,totale,addetti,1530.3
017041,Castelcovati,2020,0-9,addetti,729.9
017041,Castelcovati,2020,10-49,addetti,612.7
017041,Castelcovati,2020,50-249,addetti,179.8
017041,Castelcovati,2020,totale,addetti,1522.4
017041,Castelcovati,2021,0-9,addetti,745.0
017041,Castelcovati,2021,10-49,addetti,585.8
017041,Castelcovati,2021,50-249,addetti,52.6
017041,Castelcovati,2021,totale,addetti,1383.4
017041,Castelcovati,2022,0-9,addetti,721.3
017041,Castelcovati,2022,10-49,addetti,610.4
017041,Castelcovati,2022,50-249,addetti,54.3
017041,Castelcovati,2022,totale,addetti,1386.0
017041,Castelcovati,2023,0-9,addetti,749.0
017041,Castelcovati,2023,10-49,addetti,592.0
017041,Castelcovati,2023,totale,addetti,1341.0
017041,Castelcovati,2018,0-9,unita_locali,359
017041,Castelcovati,2018,10-49,unita_locali,29
017041,Castelcovati,2018,50-249,unita_locali,2
017041,Castelcovati,2018,totale,unita_locali,390
017041,Castelcovati,2019,0-9,unita_locali,362
017041,Castelcovati,2019,10-49,unita_locali,33
017041,Castelcovati,2019,50-249,unita_locali,2
017041,Castelcovati,2019,totale,unita_locali,397
017041,Castelcovati,2020,0-9,unita_locali,377
017041,Castelcovati,2020,10-49,unita_locali,30
017041,Castelcovati,2020,50-249,unita_locali,2
017041,Castelcovati,2020,totale,unita_locali,409
017041,Castelcovati,2021,0-9,unita_locali,387
017041,Castelcovati,2021,10-49,unita_locali,30
017041,Castelcovati,2021,50-249,unita_locali,1
017041,Castelcovati,2021,totale,unita_locali,418
017041,Castelcovati,2022,0-9,unita_locali,391
017041,Castelcovati,2022,10-49,unita_locali,33
017041,Castelcovati,2022,50-249,unita_locali,1
017041,Castelcovati,2022,totale,unita_locali,425
017041,Castelcovati,2023,0-9,unita_locali,387
017041,Castelcovati,2023,10-49,unita_locali,30
017041,Castelcovati,2023,totale,unita_locali,417
017042,Castel Mella,2018,0-9,addetti,1255.9
017042,Castel Mella,2018,10-49,addetti,1070.2
017042,Castel Mella,2018,50-249,addetti,427.5
017042,Castel Mella,2018,totale,addetti,2753.6
017042,Castel Mella,2019,0-9,addetti,1228.4
017042,Castel Mella,2019,10-49,addetti,1072.0
017042,Castel Mella,2019,50-249,addetti,410.4
017042,Castel Mella,2019,totale,addetti,2710.8
017042,Castel Mella,2020,0-9,addetti,1269.7
017042,Castel Mella,2020,10-49,addetti,1108.6
017042,Castel Mella,2020,50-249,addetti,343.3
017042,Castel Mella,2020,totale,addetti,2721.6
017042,Castel Mella,2021,0-9,addetti,1308.9
017042,Castel Mella,2021,10-49,addetti,1254.9
017042,Castel Mella,2021,50-249,addetti,498.8
017042,Castel Mella,2021,totale,addetti,3062.6
017042,Castel Mella,2022,0-9,addetti,1306.8
017042,Castel Mella,2022,10-49,addetti,1229.9
017042,Castel Mella,2022,50-249,addetti,626.4
017042,Castel Mella,2022,totale,addetti,3163.1
017042,Castel Mella,2023,0-9,addetti,1319.8
017042,Castel Mella,2023,10-49,addetti,1264.0
017042,Castel Mella,2023,50-249,addetti,598.7
017042,Castel Mella,2023,totale,addetti,3182.5
017042,Castel Mella,2018,0-9,unita_locali,668
017042,Castel Mella,2018,10-49,unita_locali,54
017042,Castel Mella,2018,50-249,unita_locali,6
017042,Castel Mella,2018,totale,unita_locali,728
017042,Castel Mella,2019,0-9,unita_locali,655
017042,Castel Mella,2019,10-49,unita_locali,54
017042,Castel Mella,2019,50-249,unita_locali,6
017042,Castel Mella,2019,totale,unita_locali,715
017042,Castel Mella,2020,0-9,unita_locali,686
017042,Castel Mella,2020,10-49,unita_locali,56
017042,Castel Mella,2020,50-249,unita_locali,5
017042,Castel Mella,2020,totale,unita_locali,747
017042,Castel Mella,2021,0-9,unita_locali,714
017042,Castel Mella,2021,10-49,unita_locali,61
017042,Castel Mella,2021,50-249,unita_locali,5
017042,Castel Mella,2021,totale,unita_locali,780
017042,Castel Mella,2022,0-9,unita_locali,725
017042,Castel Mella,2022,10-49,unita_locali,62
017042,Castel Mella,2022,50-249,unita_locali,7
017042,Castel Mella,2022,totale,unita_locali,794
017042,Castel Mella,2023,0-9,unita_locali,744
017042,Castel Mella,2023,10-49,unita_locali,61
017042,Castel Mella,2023,50-249,unita_locali,8
017042,Castel Mella,2023,totale,unita_locali,813
017043,Castenedolo,2018,0-9,addetti,1792.8
017043,Castenedolo,2018,10-49,addetti,1703.3
017043,Castenedolo,2018,250+,addetti,323.0
017043,Castenedolo,2018,50-249,addetti,1163.1
017043,Castenedolo,2018,totale,addetti,4982.2
017043,Castenedolo,2019,0-9,addetti,1798.8
017043,Castenedolo,2019,10-49,addetti,1745.9
017043,Castenedolo,2019,250+,addetti,320.8
017043,Castenedolo,2019,50-249,addetti,1354.4
017043,Castenedolo,2019,totale,addetti,5219.9
017043,Castenedolo,2020,0-9,addetti,1798.1
017043,Castenedolo,2020,10-49,addetti,1744.3
017043,Castenedolo,2020,250+,addetti,314.3
017043,Castenedolo,2020,50-249,addetti,1240.0
017043,Castenedolo,2020,totale,addetti,5096.7
017043,Castenedolo,2021,0-9,addetti,1818.0
017043,Castenedolo,2021,10-49,addetti,2049.7
017043,Castenedolo,2021,250+,addetti,300.7
017043,Castenedolo,2021,50-249,addetti,1115.0
017043,Castenedolo,2021,totale,addetti,5283.4
017043,Castenedolo,2022,0-9,addetti,1953.2
017043,Castenedolo,2022,10-49,addetti,2132.1
017043,Castenedolo,2022,250+,addetti,325.1
017043,Castenedolo,2022,50-249,addetti,1034.2
017043,Castenedolo,2022,totale,addetti,5444.6
017043,Castenedolo,2023,0-9,addetti,1962.9
017043,Castenedolo,2023,10-49,addetti,2198.2
017043,Castenedolo,2023,250+,addetti,309.9
017043,Castenedolo,2023,50-249,addetti,1090.7
017043,Castenedolo,2023,totale,addetti,5561.6
017043,Castenedolo,2018,0-9,unita_locali,894
017043,Castenedolo,2018,10-49,unita_locali,92
017043,Castenedolo,2018,250+,unita_locali,1
017043,Castenedolo,2018,50-249,unita_locali,11
017043,Castenedolo,2018,totale,unita_locali,998
017043,Castenedolo,2019,0-9,unita_locali,877
017043,Castenedolo,2019,10-49,unita_locali,93
017043,Castenedolo,2019,250+,unita_locali,1
017043,Castenedolo,2019,50-249,unita_locali,13
017043,Castenedolo,2019,totale,unita_locali,984
017043,Castenedolo,2020,0-9,unita_locali,906
017043,Castenedolo,2020,10-49,unita_locali,95
017043,Castenedolo,2020,250+,unita_locali,1
017043,Castenedolo,2020,50-249,unita_locali,13
017043,Castenedolo,2020,totale,unita_locali,1015
017043,Castenedolo,2021,0-9,unita_locali,924
017043,Castenedolo,2021,10-49,unita_locali,110
017043,Castenedolo,2021,250+,unita_locali,1
017043,Castenedolo,2021,50-249,unita_locali,11
017043,Castenedolo,2021,totale,unita_locali,1046
017043,Castenedolo,2022,0-9,unita_locali,956
017043,Castenedolo,2022,10-49,unita_locali,112
017043,Castenedolo,2022,250+,unita_locali,1
017043,Castenedolo,2022,50-249,unita_locali,10
017043,Castenedolo,2022,totale,unita_locali,1079
017043,Castenedolo,2023,0-9,unita_locali,977
017043,Castenedolo,2023,10-49,unita_locali,110
017043,Castenedolo,2023,250+,unita_locali,1
017043,Castenedolo,2023,50-249,unita_locali,11
017043,Castenedolo,2023,totale,unita_locali,1099
017044,Casto,2018,0-9,addetti,276.9
017044,Casto,2018,10-49,addetti,360.6
017044,Casto,2018,250+,addetti,329.7
017044,Casto,2018,totale,addetti,967.2
017044,Casto,2019,0-9,addetti,279.1
017044,Casto,2019,10-49,addetti,360.5
017044,Casto,2019,250+,addetti,347.5
017044,Casto,2019,totale,addetti,987.0
017044,Casto,2020,0-9,addetti,249.8
017044,Casto,2020,10-49,addetti,435.6
017044,Casto,2020,250+,addetti,363.9
017044,Casto,2020,totale,addetti,1049.3
017044,Casto,2021,0-9,addetti,265.2
017044,Casto,2021,10-49,addetti,401.6
017044,Casto,2021,250+,addetti,363.2
017044,Casto,2021,totale,addetti,1029.9
017044,Casto,2022,0-9,addetti,261.4
017044,Casto,2022,10-49,addetti,348.5
017044,Casto,2022,250+,addetti,358.6
017044,Casto,2022,50-249,addetti,49.5
017044,Casto,2022,totale,addetti,1018.0
017044,Casto,2023,0-9,addetti,272.2
017044,Casto,2023,10-49,addetti,318.6
017044,Casto,2023,250+,addetti,366.5
017044,Casto,2023,50-249,addetti,52.1
017044,Casto,2023,totale,addetti,1009.4
017044,Casto,2018,0-9,unita_locali,121
017044,Casto,2018,10-49,unita_locali,18
017044,Casto,2018,250+,unita_locali,1
017044,Casto,2018,totale,unita_locali,140
017044,Casto,2019,0-9,unita_locali,124
017044,Casto,2019,10-49,unita_locali,19
017044,Casto,2019,250+,unita_locali,1
017044,Casto,2019,totale,unita_locali,144
017044,Casto,2020,0-9,unita_locali,120
017044,Casto,2020,10-49,unita_locali,22
017044,Casto,2020,250+,unita_locali,1
017044,Casto,2020,totale,unita_locali,143
017044,Casto,2021,0-9,unita_locali,115
017044,Casto,2021,10-49,unita_locali,22
017044,Casto,2021,250+,unita_locali,1
017044,Casto,2021,totale,unita_locali,138
017044,Casto,2022,0-9,unita_locali,118
017044,Casto,2022,10-49,unita_locali,20
017044,Casto,2022,250+,unita_locali,1
017044,Casto,2022,50-249,unita_locali,1
017044,Casto,2022,totale,unita_locali,140
017044,Casto,2023,0-9,unita_locali,126
017044,Casto,2023,10-49,unita_locali,18
017044,Casto,2023,250+,unita_locali,1
017044,Casto,2023,50-249,unita_locali,1
017044,Casto,2023,totale,unita_locali,146
017045,Castrezzato,2018,0-9,addetti,741.2
017045,Castrezzato,2018,10-49,addetti,418.7
017045,Castrezzato,2018,50-249,addetti,117.7
017045,Castrezzato,2018,totale,addetti,1277.6
017045,Castrezzato,2019,0-9,addetti,740.0
017045,Castrezzato,2019,10-49,addetti,478.9
017045,Castrezzato,2019,50-249,addetti,62.3
017045,Castrezzato,2019,totale,addetti,1281.3
017045,Castrezzato,2020,0-9,addetti,739.3
017045,Castrezzato,2020,10-49,addetti,535.6
017045,Castrezzato,2020,50-249,addetti,67.7
017045,Castrezzato,2020,totale,addetti,1342.6
017045,Castrezzato,2021,0-9,addetti,800.0
017045,Castrezzato,2021,10-49,addetti,498.4
017045,Castrezzato,2021,50-249,addetti,81.0
017045,Castrezzato,2021,totale,addetti,1379.3
017045,Castrezzato,2022,0-9,addetti,845.4
017045,Castrezzato,2022,10-49,addetti,528.6
017045,Castrezzato,2022,50-249,addetti,104.9
017045,Castrezzato,2022,totale,addetti,1478.9
017045,Castrezzato,2023,0-9,addetti,894.6
017045,Castrezzato,2023,10-49,addetti,526.3
017045,Castrezzato,2023,50-249,addetti,240.0
017045,Castrezzato,2023,totale,addetti,1661.0
017045,Castrezzato,2018,0-9,unita_locali,427
017045,Castrezzato,2018,10-49,unita_locali,24
017045,Castrezzato,2018,50-249,unita_locali,2
017045,Castrezzato,2018,totale,unita_locali,453
017045,Castrezzato,2019,0-9,unita_locali,425
017045,Castrezzato,2019,10-49,unita_locali,27
017045,Castrezzato,2019,50-249,unita_locali,1
017045,Castrezzato,2019,totale,unita_locali,453
017045,Castrezzato,2020,0-9,unita_locali,451
017045,Castrezzato,2020,10-49,unita_locali,31
017045,Castrezzato,2020,50-249,unita_locali,1
017045,Castrezzato,2020,totale,unita_locali,483
017045,Castrezzato,2021,0-9,unita_locali,460
017045,Castrezzato,2021,10-49,unita_locali,28
017045,Castrezzato,2021,50-249,unita_locali,1
017045,Castrezzato,2021,totale,unita_locali,489
017045,Castrezzato,2022,0-9,unita_locali,482
017045,Castrezzato,2022,10-49,unita_locali,29
017045,Castrezzato,2022,50-249,unita_locali,1
017045,Castrezzato,2022,totale,unita_locali,512
017045,Castrezzato,2023,0-9,unita_locali,490
017045,Castrezzato,2023,10-49,unita_locali,30
017045,Castrezzato,2023,50-249,unita_locali,3
017045,Castrezzato,2023,totale,unita_locali,523
017046,Cazzago San Martino,2018,0-9,addetti,1509.6
017046,Cazzago San Martino,2018,10-49,addetti,1510.4
017046,Cazzago San Martino,2018,250+,addetti,273.5
017046,Cazzago San Martino,2018,50-249,addetti,796.3
017046,Cazzago San Martino,2018,totale,addetti,4089.9
017046,Cazzago San Martino,2019,0-9,addetti,1532.0
017046,Cazzago San Martino,2019,10-49,addetti,1548.3
017046,Cazzago San Martino,2019,250+,addetti,305.7
017046,Cazzago San Martino,2019,50-249,addetti,789.7
017046,Cazzago San Martino,2019,totale,addetti,4175.6
017046,Cazzago San Martino,2020,0-9,addetti,1610.9
017046,Cazzago San Martino,2020,10-49,addetti,1347.7
017046,Cazzago San Martino,2020,250+,addetti,282.6
017046,Cazzago San Martino,2020,50-249,addetti,756.6
017046,Cazzago San Martino,2020,totale,addetti,3997.9
017046,Cazzago San Martino,2021,0-9,addetti,1545.3
017046,Cazzago San Martino,2021,10-49,addetti,1476.2
017046,Cazzago San Martino,2021,250+,addetti,302.5
017046,Cazzago San Martino,2021,50-249,addetti,771.5
017046,Cazzago San Martino,2021,totale,addetti,4095.5
017046,Cazzago San Martino,2022,0-9,addetti,1563.3
017046,Cazzago San Martino,2022,10-49,addetti,1483.8
017046,Cazzago San Martino,2022,250+,addetti,310.0
017046,Cazzago San Martino,2022,50-249,addetti,1111.2
017046,Cazzago San Martino,2022,totale,addetti,4468.4
017046,Cazzago San Martino,2023,0-9,addetti,1527.0
017046,Cazzago San Martino,2023,10-49,addetti,1456.3
017046,Cazzago San Martino,2023,250+,addetti,318.4
017046,Cazzago San Martino,2023,50-249,addetti,1045.2
017046,Cazzago San Martino,2023,totale,addetti,4346.8
017046,Cazzago San Martino,2018,0-9,unita_locali,734
017046,Cazzago San Martino,2018,10-49,unita_locali,84
017046,Cazzago San Martino,2018,250+,unita_locali,1
017046,Cazzago San Martino,2018,50-249,unita_locali,9
017046,Cazzago San Martino,2018,totale,unita_locali,828
017046,Cazzago San Martino,2019,0-9,unita_locali,726
017046,Cazzago San Martino,2019,10-49,unita_locali,86
017046,Cazzago San Martino,2019,250+,unita_locali,1
017046,Cazzago San Martino,2019,50-249,unita_locali,9
017046,Cazzago San Martino,2019,totale,unita_locali,822
017046,Cazzago San Martino,2020,0-9,unita_locali,778
017046,Cazzago San Martino,2020,10-49,unita_locali,76
017046,Cazzago San Martino,2020,250+,unita_locali,1
017046,Cazzago San Martino,2020,50-249,unita_locali,9
017046,Cazzago San Martino,2020,totale,unita_locali,864
017046,Cazzago San Martino,2021,0-9,unita_locali,766
017046,Cazzago San Martino,2021,10-49,unita_locali,81
017046,Cazzago San Martino,2021,250+,unita_locali,1
017046,Cazzago San Martino,2021,50-249,unita_locali,9
017046,Cazzago San Martino,2021,totale,unita_locali,857
017046,Cazzago San Martino,2022,0-9,unita_locali,787
017046,Cazzago San Martino,2022,10-49,unita_locali,85
017046,Cazzago San Martino,2022,250+,unita_locali,1
017046,Cazzago San Martino,2022,50-249,unita_locali,12
017046,Cazzago San Martino,2022,totale,unita_locali,885
017046,Cazzago San Martino,2023,0-9,unita_locali,780
017046,Cazzago San Martino,2023,10-49,unita_locali,83
017046,Cazzago San Martino,2023,250+,unita_locali,1
017046,Cazzago San Martino,2023,50-249,unita_locali,13
017046,Cazzago San Martino,2023,totale,unita_locali,877
017047,Cedegolo,2018,0-9,addetti,173.3
017047,Cedegolo,2018,10-49,addetti,153.1
017047,Cedegolo,2018,totale,addetti,326.4
017047,Cedegolo,2019,0-9,addetti,173.9
017047,Cedegolo,2019,10-49,addetti,110.5
017047,Cedegolo,2019,50-249,addetti,49.7
017047,Cedegolo,2019,totale,addetti,334.1
017047,Cedegolo,2020,0-9,addetti,178.9
017047,Cedegolo,2020,10-49,addetti,129.8
017047,Cedegolo,2020,50-249,addetti,53.6
017047,Cedegolo,2020,totale,addetti,362.3
017047,Cedegolo,2021,0-9,addetti,164.0
017047,Cedegolo,2021,10-49,addetti,112.6
017047,Cedegolo,2021,50-249,addetti,55.3
017047,Cedegolo,2021,totale,addetti,331.9
017047,Cedegolo,2022,0-9,addetti,155.8
017047,Cedegolo,2022,10-49,addetti,101.6
017047,Cedegolo,2022,50-249,addetti,53.6
017047,Cedegolo,2022,totale,addetti,311.0
017047,Cedegolo,2023,0-9,addetti,156.6
017047,Cedegolo,2023,10-49,addetti,121.8
017047,Cedegolo,2023,50-249,addetti,53.4
017047,Cedegolo,2023,totale,addetti,331.8
017047,Cedegolo,2018,0-9,unita_locali,96
017047,Cedegolo,2018,10-49,unita_locali,5
017047,Cedegolo,2018,totale,unita_locali,101
017047,Cedegolo,2019,0-9,unita_locali,102
017047,Cedegolo,2019,10-49,unita_locali,4
017047,Cedegolo,2019,50-249,unita_locali,1
017047,Cedegolo,2019,totale,unita_locali,107
017047,Cedegolo,2020,0-9,unita_locali,96
017047,Cedegolo,2020,10-49,unita_locali,5
017047,Cedegolo,2020,50-249,unita_locali,1
017047,Cedegolo,2020,totale,unita_locali,102
017047,Cedegolo,2021,0-9,unita_locali,98
017047,Cedegolo,2021,10-49,unita_locali,5
017047,Cedegolo,2021,50-249,unita_locali,1
017047,Cedegolo,2021,totale,unita_locali,104
017047,Cedegolo,2022,0-9,unita_locali,99
017047,Cedegolo,2022,10-49,unita_locali,5
017047,Cedegolo,2022,50-249,unita_locali,1
017047,Cedegolo,2022,totale,unita_locali,105
017047,Cedegolo,2023,0-9,unita_locali,97
017047,Cedegolo,2023,10-49,unita_locali,6
017047,Cedegolo,2023,50-249,unita_locali,1
017047,Cedegolo,2023,totale,unita_locali,104
017048,Cellatica,2018,0-9,addetti,785.5
017048,Cellatica,2018,10-49,addetti,655.5
017048,Cellatica,2018,50-249,addetti,685.6
017048,Cellatica,2018,totale,addetti,2126.6
017048,Cellatica,2019,0-9,addetti,796.5
017048,Cellatica,2019,10-49,addetti,623.5
017048,Cellatica,2019,50-249,addetti,700.8
017048,Cellatica,2019,totale,addetti,2120.8
017048,Cellatica,2020,0-9,addetti,763.0
017048,Cellatica,2020,10-49,addetti,624.2
017048,Cellatica,2020,50-249,addetti,684.3
017048,Cellatica,2020,totale,addetti,2071.5
017048,Cellatica,2021,0-9,addetti,814.5
017048,Cellatica,2021,10-49,addetti,727.5
017048,Cellatica,2021,50-249,addetti,545.8
017048,Cellatica,2021,totale,addetti,2087.8
017048,Cellatica,2022,0-9,addetti,799.4
017048,Cellatica,2022,10-49,addetti,796.3
017048,Cellatica,2022,50-249,addetti,569.4
017048,Cellatica,2022,totale,addetti,2165.1
017048,Cellatica,2023,0-9,addetti,788.5
017048,Cellatica,2023,10-49,addetti,851.1
017048,Cellatica,2023,250+,addetti,281.6
017048,Cellatica,2023,50-249,addetti,319.9
017048,Cellatica,2023,totale,addetti,2241.1
017048,Cellatica,2018,0-9,unita_locali,398
017048,Cellatica,2018,10-49,unita_locali,35
017048,Cellatica,2018,50-249,unita_locali,8
017048,Cellatica,2018,totale,unita_locali,441
017048,Cellatica,2019,0-9,unita_locali,400
017048,Cellatica,2019,10-49,unita_locali,32
017048,Cellatica,2019,50-249,unita_locali,8
017048,Cellatica,2019,totale,unita_locali,440
017048,Cellatica,2020,0-9,unita_locali,397
017048,Cellatica,2020,10-49,unita_locali,32
017048,Cellatica,2020,50-249,unita_locali,8
017048,Cellatica,2020,totale,unita_locali,437
017048,Cellatica,2021,0-9,unita_locali,416
017048,Cellatica,2021,10-49,unita_locali,33
017048,Cellatica,2021,50-249,unita_locali,5
017048,Cellatica,2021,totale,unita_locali,454
017048,Cellatica,2022,0-9,unita_locali,431
017048,Cellatica,2022,10-49,unita_locali,36
017048,Cellatica,2022,50-249,unita_locali,5
017048,Cellatica,2022,totale,unita_locali,472
017048,Cellatica,2023,0-9,unita_locali,431
017048,Cellatica,2023,10-49,unita_locali,40
017048,Cellatica,2023,250+,unita_locali,1
017048,Cellatica,2023,50-249,unita_locali,4
017048,Cellatica,2023,totale,unita_locali,476
017049,Cerveno,2018,0-9,addetti,44.2
017049,Cerveno,2018,10-49,addetti,56.9
017049,Cerveno,2018,50-249,addetti,168.3
017049,Cerveno,2018,totale,addetti,269.5
017049,Cerveno,2019,0-9,addetti,45.2
017049,Cerveno,2019,10-49,addetti,72.0
017049,Cerveno,2019,50-249,addetti,165.9
017049,Cerveno,2019,totale,addetti,283.1
017049,Cerveno,2020,0-9,addetti,51.4
017049,Cerveno,2020,10-49,addetti,54.6
017049,Cerveno,2020,50-249,addetti,165.9
017049,Cerveno,2020,totale,addetti,271.9
017049,Cerveno,2021,0-9,addetti,75.8
017049,Cerveno,2021,10-49,addetti,27.2
017049,Cerveno,2021,50-249,addetti,210.6
017049,Cerveno,2021,totale,addetti,313.6
017049,Cerveno,2022,0-9,addetti,67.5
017049,Cerveno,2022,10-49,addetti,26.1
017049,Cerveno,2022,50-249,addetti,231.6
017049,Cerveno,2022,totale,addetti,325.2
017049,Cerveno,2023,0-9,addetti,58.8
017049,Cerveno,2023,10-49,addetti,32.0
017049,Cerveno,2023,50-249,addetti,210.5
017049,Cerveno,2023,totale,addetti,301.3
017049,Cerveno,2018,0-9,unita_locali,26
017049,Cerveno,2018,10-49,unita_locali,4
017049,Cerveno,2018,50-249,unita_locali,1
017049,Cerveno,2018,totale,unita_locali,31
017049,Cerveno,2019,0-9,unita_locali,28
017049,Cerveno,2019,10-49,unita_locali,5
017049,Cerveno,2019,50-249,unita_locali,1
017049,Cerveno,2019,totale,unita_locali,34
017049,Cerveno,2020,0-9,unita_locali,30
017049,Cerveno,2020,10-49,unita_locali,4
017049,Cerveno,2020,50-249,unita_locali,1
017049,Cerveno,2020,totale,unita_locali,35
017049,Cerveno,2021,0-9,unita_locali,41
017049,Cerveno,2021,10-49,unita_locali,2
017049,Cerveno,2021,50-249,unita_locali,1
017049,Cerveno,2021,totale,unita_locali,44
017049,Cerveno,2022,0-9,unita_locali,41
017049,Cerveno,2022,10-49,unita_locali,2
017049,Cerveno,2022,50-249,unita_locali,1
017049,Cerveno,2022,totale,unita_locali,44
017049,Cerveno,2023,0-9,unita_locali,38
017049,Cerveno,2023,10-49,unita_locali,2
017049,Cerveno,2023,50-249,unita_locali,1
017049,Cerveno,2023,totale,unita_locali,41
017050,Ceto,2018,0-9,addetti,347.1
017050,Ceto,2018,10-49,addetti,238.4
017050,Ceto,2018,50-249,addetti,53.7
017050,Ceto,2018,totale,addetti,639.2
017050,Ceto,2019,0-9,addetti,333.0
017050,Ceto,2019,10-49,addetti,220.5
017050,Ceto,2019,50-249,addetti,109.0
017050,Ceto,2019,totale,addetti,662.5
017050,Ceto,2020,0-9,addetti,354.7
017050,Ceto,2020,10-49,addetti,241.3
017050,Ceto,2020,50-249,addetti,59.8
017050,Ceto,2020,totale,addetti,655.8
017050,Ceto,2021,0-9,addetti,369.1
017050,Ceto,2021,10-49,addetti,197.2
017050,Ceto,2021,50-249,addetti,120.0
017050,Ceto,2021,totale,addetti,686.3
017050,Ceto,2022,0-9,addetti,381.0
017050,Ceto,2022,10-49,addetti,203.1
017050,Ceto,2022,50-249,addetti,54.4
017050,Ceto,2022,totale,addetti,638.6
017050,Ceto,2023,0-9,addetti,371.5
017050,Ceto,2023,10-49,addetti,226.5
017050,Ceto,2023,50-249,addetti,60.1
017050,Ceto,2023,totale,addetti,658.1
017050,Ceto,2018,0-9,unita_locali,154
017050,Ceto,2018,10-49,unita_locali,13
017050,Ceto,2018,50-249,unita_locali,1
017050,Ceto,2018,totale,unita_locali,168
017050,Ceto,2019,0-9,unita_locali,157
017050,Ceto,2019,10-49,unita_locali,13
017050,Ceto,2019,50-249,unita_locali,2
017050,Ceto,2019,totale,unita_locali,172
017050,Ceto,2020,0-9,unita_locali,155
017050,Ceto,2020,10-49,unita_locali,12
017050,Ceto,2020,50-249,unita_locali,1
017050,Ceto,2020,totale,unita_locali,168
017050,Ceto,2021,0-9,unita_locali,163
017050,Ceto,2021,10-49,unita_locali,12
017050,Ceto,2021,50-249,unita_locali,2
017050,Ceto,2021,totale,unita_locali,177
017050,Ceto,2022,0-9,unita_locali,170
017050,Ceto,2022,10-49,unita_locali,12
017050,Ceto,2022,50-249,unita_locali,1
017050,Ceto,2022,totale,unita_locali,183
017050,Ceto,2023,0-9,unita_locali,165
017050,Ceto,2023,10-49,unita_locali,13
017050,Ceto,2023,50-249,unita_locali,1
017050,Ceto,2023,totale,unita_locali,179
017051,Cevo,2018,0-9,addetti,86.1
017051,Cevo,2018,totale,addetti,86.1
017051,Cevo,2019,0-9,addetti,86.3
017051,Cevo,2019,totale,addetti,86.3
017051,Cevo,2020,0-9,addetti,76.3
017051,Cevo,2020,totale,addetti,76.3
017051,Cevo,2021,0-9,addetti,78.4
017051,Cevo,2021,10-49,addetti,22.3
017051,Cevo,2021,totale,addetti,100.7
017051,Cevo,2022,0-9,addetti,90.7
017051,Cevo,2022,totale,addetti,90.7
017051,Cevo,2023,0-9,addetti,92.2
017051,Cevo,2023,totale,addetti,92.2
017051,Cevo,2018,0-9,unita_locali,57
017051,Cevo,2018,totale,unita_locali,57
017051,Cevo,2019,0-9,unita_locali,59
017051,Cevo,2019,totale,unita_locali,59
017051,Cevo,2020,0-9,unita_locali,51
017051,Cevo,2020,totale,unita_locali,51
017051,Cevo,2021,0-9,unita_locali,52
017051,Cevo,2021,10-49,unita_locali,1
017051,Cevo,2021,totale,unita_locali,53
017051,Cevo,2022,0-9,unita_locali,57
017051,Cevo,2022,totale,unita_locali,57
017051,Cevo,2023,0-9,unita_locali,52
017051,Cevo,2023,totale,unita_locali,52
017052,Chiari,2018,0-9,addetti,2736.8
017052,Chiari,2018,10-49,addetti,1402.6
017052,Chiari,2018,250+,addetti,437.9
017052,Chiari,2018,50-249,addetti,465.6
017052,Chiari,2018,totale,addetti,5043.0
017052,Chiari,2019,0-9,addetti,2551.8
017052,Chiari,2019,10-49,addetti,1540.7
017052,Chiari,2019,250+,addetti,427.0
017052,Chiari,2019,50-249,addetti,287.9
017052,Chiari,2019,totale,addetti,4807.3
017052,Chiari,2020,0-9,addetti,2626.8
017052,Chiari,2020,10-49,addetti,1793.3
017052,Chiari,2020,250+,addetti,417.4
017052,Chiari,2020,50-249,addetti,374.2
017052,Chiari,2020,totale,addetti,5211.7
017052,Chiari,2021,0-9,addetti,2763.4
017052,Chiari,2021,10-49,addetti,1986.8
017052,Chiari,2021,250+,addetti,407.4
017052,Chiari,2021,50-249,addetti,526.9
017052,Chiari,2021,totale,addetti,5684.5
017052,Chiari,2022,0-9,addetti,2823.4
017052,Chiari,2022,10-49,addetti,1793.2
017052,Chiari,2022,250+,addetti,408.6
