anno,anno_tipo,ateneo_codice,ateneo,sesso,indicatore,valore
1998,accademico,1001,Genova,F,immatricolati,3105
1998,accademico,1001,Genova,M,immatricolati,2490
1999,accademico,1001,Genova,F,immatricolati,2861
1999,accademico,1001,Genova,M,immatricolati,2435
2000,accademico,1001,Genova,F,immatricolati,3027
2000,accademico,1001,Genova,M,immatricolati,2432
2001,accademico,1001,Genova,F,immatricolati,2539
2001,accademico,1001,Genova,M,immatricolati,2430
2002,accademico,1001,Genova,F,immatricolati,3002
2002,accademico,1001,Genova,M,immatricolati,2534
2003,accademico,1001,Genova,F,immatricolati,3471
2003,accademico,1001,Genova,M,immatricolati,2598
2004,accademico,1001,Genova,F,immatricolati,3558
2004,accademico,1001,Genova,M,immatricolati,2743
2005,accademico,1001,Genova,F,immatricolati,3336
2005,accademico,1001,Genova,M,immatricolati,2565
2006,accademico,1001,Genova,F,immatricolati,3275
2006,accademico,1001,Genova,M,immatricolati,2484
2007,accademico,1001,Genova,F,immatricolati,3370
2007,accademico,1001,Genova,M,immatricolati,2607
2008,accademico,1001,Genova,F,immatricolati,3457
2008,accademico,1001,Genova,M,immatricolati,2593
2009,accademico,1001,Genova,F,immatricolati,3587
2009,accademico,1001,Genova,M,immatricolati,2807
2010,accademico,1001,Genova,F,immatricolati,3467
2010,accademico,1001,Genova,M,immatricolati,2715
2011,accademico,1001,Genova,F,immatricolati,3265
2011,accademico,1001,Genova,M,immatricolati,2746
2012,accademico,1001,Genova,F,immatricolati,2960
2012,accademico,1001,Genova,M,immatricolati,2407
2013,accademico,1001,Genova,F,immatricolati,3000
2013,accademico,1001,Genova,M,immatricolati,2589
2014,accademico,1001,Genova,F,immatricolati,2960
2014,accademico,1001,Genova,M,immatricolati,2561
2015,accademico,1001,Genova,F,immatricolati,2923
2015,accademico,1001,Genova,M,immatricolati,2561
2016,accademico,1001,Genova,F,immatricolati,2968
2016,accademico,1001,Genova,M,immatricolati,2477
2017,accademico,1001,Genova,F,immatricolati,2989
2017,accademico,1001,Genova,M,immatricolati,2445
2018,accademico,1001,Genova,F,immatricolati,3017
2018,accademico,1001,Genova,M,immatricolati,2591
2019,accademico,1001,Genova,F,immatricolati,3215
2019,accademico,1001,Genova,M,immatricolati,2605
2020,accademico,1001,Genova,F,immatricolati,4089
2020,accademico,1001,Genova,M,immatricolati,3177
2021,accademico,1001,Genova,F,immatricolati,3319
2021,accademico,1001,Genova,M,immatricolati,2838
2022,accademico,1001,Genova,F,immatricolati,3138
2022,accademico,1001,Genova,M,immatricolati,2683
2023,accademico,1001,Genova,F,immatricolati,3188
2023,accademico,1001,Genova,M,immatricolati,2704
2024,accademico,1001,Genova,F,immatricolati,3270
2024,accademico,1001,Genova,M,immatricolati,2678
2025,accademico,1001,Genova,F,immatricolati,3324
2025,accademico,1001,Genova,M,immatricolati,2945
2000,accademico,1001,Genova,F,iscritti,19274
2000,accademico,1001,Genova,M,iscritti,16427
2001,accademico,1001,Genova,F,iscritti,18931
2001,accademico,1001,Genova,M,iscritti,16072
2002,accademico,1001,Genova,F,iscritti,18851
2002,accademico,1001,Genova,M,iscritti,15672
2003,accademico,1001,Genova,F,iscritti,19740
2003,accademico,1001,Genova,M,iscritti,15873
2004,accademico,1001,Genova,F,iscritti,19803
2004,accademico,1001,Genova,M,iscritti,15837
2005,accademico,1001,Genova,F,iscritti,19795
2005,accademico,1001,Genova,M,iscritti,15434
2006,accademico,1001,Genova,F,iscritti,20106
2006,accademico,1001,Genova,M,iscritti,15388
2007,accademico,1001,Genova,F,iscritti,19907
2007,accademico,1001,Genova,M,iscritti,15204
2008,accademico,1001,Genova,F,iscritti,19894
2008,accademico,1001,Genova,M,iscritti,15206
2009,accademico,1001,Genova,F,iscritti,19960
2009,accademico,1001,Genova,M,iscritti,15120
2010,accademico,1001,Genova,F,iscritti,22013
2010,accademico,1001,Genova,M,iscritti,16813
2011,accademico,1001,Genova,F,iscritti,21178
2011,accademico,1001,Genova,M,iscritti,16404
2012,accademico,1001,Genova,F,iscritti,19591
2012,accademico,1001,Genova,M,iscritti,15395
2013,accademico,1001,Genova,F,iscritti,18620
2013,accademico,1001,Genova,M,iscritti,14974
2014,accademico,1001,Genova,F,iscritti,18233
2014,accademico,1001,Genova,M,iscritti,14785
2015,accademico,1001,Genova,F,iscritti,17577
2015,accademico,1001,Genova,M,iscritti,14463
2016,accademico,1001,Genova,F,iscritti,17552
2016,accademico,1001,Genova,M,iscritti,14490
2017,accademico,1001,Genova,F,iscritti,17739
2017,accademico,1001,Genova,M,iscritti,14686
2018,accademico,1001,Genova,F,iscritti,17027
2018,accademico,1001,Genova,M,iscritti,13709
2019,accademico,1001,Genova,F,iscritti,17229
2019,accademico,1001,Genova,M,iscritti,13756
2020,accademico,1001,Genova,F,iscritti,18288
2020,accademico,1001,Genova,M,iscritti,14299
2021,accademico,1001,Genova,F,iscritti,18101
2021,accademico,1001,Genova,M,iscritti,14116
2022,accademico,1001,Genova,F,iscritti,17858
2022,accademico,1001,Genova,M,iscritti,13772
2023,accademico,1001,Genova,F,iscritti,17973
2023,accademico,1001,Genova,M,iscritti,13944
2024,accademico,1001,Genova,F,iscritti,17959
2024,accademico,1001,Genova,M,iscritti,14017
2001,solare,1001,Genova,F,laureati,2418
2001,solare,1001,Genova,M,laureati,1985
2002,solare,1001,Genova,F,laureati,2509
2002,solare,1001,Genova,M,laureati,2098
2003,solare,1001,Genova,F,laureati,2785
2003,solare,1001,Genova,M,laureati,2289
2004,solare,1001,Genova,F,laureati,3214
2004,solare,1001,Genova,M,laureati,2367
2005,solare,1001,Genova,F,laureati,3323
2005,solare,1001,Genova,M,laureati,2494
2006,solare,1001,Genova,F,laureati,3356
2006,solare,1001,Genova,M,laureati,2517
2007,solare,1001,Genova,F,laureati,3288
2007,solare,1001,Genova,M,laureati,2379
2008,solare,1001,Genova,F,laureati,3340
2008,solare,1001,Genova,M,laureati,2367
2009,solare,1001,Genova,F,laureati,3463
2009,solare,1001,Genova,M,laureati,2499
2010,solare,1001,Genova,F,laureati,3394
2010,solare,1001,Genova,M,laureati,2396
2011,solare,1001,Genova,F,laureati,3375
2011,solare,1001,Genova,M,laureati,2541
2012,solare,1001,Genova,F,laureati,3666
2012,solare,1001,Genova,M,laureati,2497
2013,solare,1001,Genova,F,laureati,3702
2013,solare,1001,Genova,M,laureati,2591
2014,solare,1001,Genova,F,laureati,3673
2014,solare,1001,Genova,M,laureati,2564
2015,solare,1001,Genova,F,laureati,3410
2015,solare,1001,Genova,M,laureati,2515
2016,solare,1001,Genova,F,laureati,3400
2016,solare,1001,Genova,M,laureati,2580
2017,solare,1001,Genova,F,laureati,3316
2017,solare,1001,Genova,M,laureati,2469
2018,solare,1001,Genova,F,laureati,3435
2018,solare,1001,Genova,M,laureati,2610
2019,solare,1001,Genova,F,laureati,3326
2019,solare,1001,Genova,M,laureati,2482
2020,solare,1001,Genova,F,laureati,3229
2020,solare,1001,Genova,M,laureati,2468
2021,solare,1001,Genova,F,laureati,3425
2021,solare,1001,Genova,M,laureati,2412
2022,solare,1001,Genova,F,laureati,3032
2022,solare,1001,Genova,M,laureati,2238
2023,solare,1001,Genova,F,laureati,3254
2023,solare,1001,Genova,M,laureati,2361
2024,solare,1001,Genova,F,laureati,3499
2024,solare,1001,Genova,M,laureati,2518
2025,solare,1001,Genova,F,laureati,3373
2025,solare,1001,Genova,M,laureati,2480
1998,accademico,101,Torino,F,immatricolati,5755
1998,accademico,101,Torino,M,immatricolati,3583
1999,accademico,101,Torino,F,immatricolati,6182
1999,accademico,101,Torino,M,immatricolati,3888
2000,accademico,101,Torino,F,immatricolati,6174
2000,accademico,101,Torino,M,immatricolati,3988
2001,accademico,101,Torino,F,immatricolati,7852
2001,accademico,101,Torino,M,immatricolati,5123
2002,accademico,101,Torino,F,immatricolati,7675
2002,accademico,101,Torino,M,immatricolati,5052
2003,accademico,101,Torino,F,immatricolati,7086
2003,accademico,101,Torino,M,immatricolati,4347
2004,accademico,101,Torino,F,immatricolati,7175
2004,accademico,101,Torino,M,immatricolati,4298
2005,accademico,101,Torino,F,immatricolati,6717
2005,accademico,101,Torino,M,immatricolati,4098
2006,accademico,101,Torino,F,immatricolati,6900
2006,accademico,101,Torino,M,immatricolati,4040
2007,accademico,101,Torino,F,immatricolati,7399
2007,accademico,101,Torino,M,immatricolati,4715
2008,accademico,101,Torino,F,immatricolati,6883
2008,accademico,101,Torino,M,immatricolati,4120
2009,accademico,101,Torino,F,immatricolati,6827
2009,accademico,101,Torino,M,immatricolati,4111
2010,accademico,101,Torino,F,immatricolati,6881
2010,accademico,101,Torino,M,immatricolati,4223
2011,accademico,101,Torino,F,immatricolati,6696
2011,accademico,101,Torino,M,immatricolati,4067
2012,accademico,101,Torino,F,immatricolati,6817
2012,accademico,101,Torino,M,immatricolati,4003
2013,accademico,101,Torino,F,immatricolati,6558
2013,accademico,101,Torino,M,immatricolati,4025
2014,accademico,101,Torino,F,immatricolati,6715
2014,accademico,101,Torino,M,immatricolati,4271
2015,accademico,101,Torino,F,immatricolati,6940
2015,accademico,101,Torino,M,immatricolati,4485
2016,accademico,101,Torino,F,immatricolati,7633
2016,accademico,101,Torino,M,immatricolati,4855
2017,accademico,101,Torino,F,immatricolati,8058
2017,accademico,101,Torino,M,immatricolati,5264
2018,accademico,101,Torino,F,immatricolati,7994
2018,accademico,101,Torino,M,immatricolati,4946
2019,accademico,101,Torino,F,immatricolati,8299
2019,accademico,101,Torino,M,immatricolati,5343
2020,accademico,101,Torino,F,immatricolati,8738
2020,accademico,101,Torino,M,immatricolati,5765
2021,accademico,101,Torino,F,immatricolati,7545
2021,accademico,101,Torino,M,immatricolati,4703
2022,accademico,101,Torino,F,immatricolati,8169
2022,accademico,101,Torino,M,immatricolati,5056
2023,accademico,101,Torino,F,immatricolati,7796
2023,accademico,101,Torino,M,immatricolati,5110
2024,accademico,101,Torino,F,immatricolati,8447
2024,accademico,101,Torino,M,immatricolati,5363
2025,accademico,101,Torino,F,immatricolati,8587
2025,accademico,101,Torino,M,immatricolati,5652
2000,accademico,101,Torino,F,iscritti,35757
2000,accademico,101,Torino,M,iscritti,22375
2001,accademico,101,Torino,F,iscritti,33140
2001,accademico,101,Torino,M,iscritti,20609
2002,accademico,101,Torino,F,iscritti,37176
2002,accademico,101,Torino,M,iscritti,23565
2003,accademico,101,Torino,F,iscritti,36593
2003,accademico,101,Torino,M,iscritti,22303
2004,accademico,101,Torino,F,iscritti,35776
2004,accademico,101,Torino,M,iscritti,23451
2005,accademico,101,Torino,F,iscritti,36067
2005,accademico,101,Torino,M,iscritti,21582
2006,accademico,101,Torino,F,iscritti,37660
2006,accademico,101,Torino,M,iscritti,22560
2007,accademico,101,Torino,F,iscritti,40346
2007,accademico,101,Torino,M,iscritti,24538
2008,accademico,101,Torino,F,iscritti,42669
2008,accademico,101,Torino,M,iscritti,25865
2009,accademico,101,Torino,F,iscritti,39588
2009,accademico,101,Torino,M,iscritti,23398
2010,accademico,101,Torino,F,iscritti,43058
2010,accademico,101,Torino,M,iscritti,25930
2011,accademico,101,Torino,F,iscritti,42487
2011,accademico,101,Torino,M,iscritti,25851
2012,accademico,101,Torino,F,iscritti,41977
2012,accademico,101,Torino,M,iscritti,25503
2013,accademico,101,Torino,F,iscritti,41545
2013,accademico,101,Torino,M,iscritti,25471
2014,accademico,101,Torino,F,iscritti,41606
2014,accademico,101,Torino,M,iscritti,25779
2015,accademico,101,Torino,F,iscritti,41495
2015,accademico,101,Torino,M,iscritti,26023
2016,accademico,101,Torino,F,iscritti,42465
2016,accademico,101,Torino,M,iscritti,26990
2017,accademico,101,Torino,F,iscritti,44093
2017,accademico,101,Torino,M,iscritti,28371
2018,accademico,101,Torino,F,iscritti,45060
2018,accademico,101,Torino,M,iscritti,28533
2019,accademico,101,Torino,F,iscritti,46300
2019,accademico,101,Torino,M,iscritti,29307
2020,accademico,101,Torino,F,iscritti,48063
2020,accademico,101,Torino,M,iscritti,30070
2021,accademico,101,Torino,F,iscritti,47553
2021,accademico,101,Torino,M,iscritti,29250
2022,accademico,101,Torino,F,iscritti,47770
2022,accademico,101,Torino,M,iscritti,28997
2023,accademico,101,Torino,F,iscritti,47915
2023,accademico,101,Torino,M,iscritti,29289
2024,accademico,101,Torino,F,iscritti,49049
2024,accademico,101,Torino,M,iscritti,30073
2001,solare,101,Torino,F,laureati,4893
2001,solare,101,Torino,M,laureati,2949
2002,solare,101,Torino,F,laureati,5610
2002,solare,101,Torino,M,laureati,3414
2003,solare,101,Torino,F,laureati,5825
2003,solare,101,Torino,M,laureati,3558
2004,solare,101,Torino,F,laureati,6593
2004,solare,101,Torino,M,laureati,3791
2005,solare,101,Torino,F,laureati,7171
2005,solare,101,Torino,M,laureati,6373
2006,solare,101,Torino,F,laureati,6804
2006,solare,101,Torino,M,laureati,4567
2007,solare,101,Torino,F,laureati,6812
2007,solare,101,Torino,M,laureati,4252
2008,solare,101,Torino,F,laureati,6899
2008,solare,101,Torino,M,laureati,4048
2009,solare,101,Torino,F,laureati,6731
2009,solare,101,Torino,M,laureati,3913
2010,solare,101,Torino,F,laureati,7191
2010,solare,101,Torino,M,laureati,4217
2011,solare,101,Torino,F,laureati,7007
2011,solare,101,Torino,M,laureati,4046
2012,solare,101,Torino,F,laureati,7311
2012,solare,101,Torino,M,laureati,4052
2013,solare,101,Torino,F,laureati,7286
2013,solare,101,Torino,M,laureati,4535
2014,solare,101,Torino,F,laureati,7186
2014,solare,101,Torino,M,laureati,4368
2015,solare,101,Torino,F,laureati,7392
2015,solare,101,Torino,M,laureati,4404
2016,solare,101,Torino,F,laureati,7702
2016,solare,101,Torino,M,laureati,4687
2017,solare,101,Torino,F,laureati,7802
2017,solare,101,Torino,M,laureati,4744
2018,solare,101,Torino,F,laureati,8067
2018,solare,101,Torino,M,laureati,4924
2019,solare,101,Torino,F,laureati,8543
2019,solare,101,Torino,M,laureati,5370
2020,solare,101,Torino,F,laureati,9134
2020,solare,101,Torino,M,laureati,5861
2021,solare,101,Torino,F,laureati,9352
2021,solare,101,Torino,M,laureati,5629
2022,solare,101,Torino,F,laureati,8941
2022,solare,101,Torino,M,laureati,5272
2023,solare,101,Torino,F,laureati,9213
2023,solare,101,Torino,M,laureati,5470
2024,solare,101,Torino,F,laureati,9532
2024,solare,101,Torino,M,laureati,5326
2025,solare,101,Torino,F,laureati,9676
2025,solare,101,Torino,M,laureati,5560
1998,accademico,102,Torino Politecnico,F,immatricolati,789
1998,accademico,102,Torino Politecnico,M,immatricolati,2470
1999,accademico,102,Torino Politecnico,F,immatricolati,867
1999,accademico,102,Torino Politecnico,M,immatricolati,2844
2000,accademico,102,Torino Politecnico,F,immatricolati,857
2000,accademico,102,Torino Politecnico,M,immatricolati,2917
2001,accademico,102,Torino Politecnico,F,immatricolati,836
2001,accademico,102,Torino Politecnico,M,immatricolati,2888
2002,accademico,102,Torino Politecnico,F,immatricolati,872
2002,accademico,102,Torino Politecnico,M,immatricolati,2792
2003,accademico,102,Torino Politecnico,F,immatricolati,883
2003,accademico,102,Torino Politecnico,M,immatricolati,2584
2004,accademico,102,Torino Politecnico,F,immatricolati,950
2004,accademico,102,Torino Politecnico,M,immatricolati,2602
2005,accademico,102,Torino Politecnico,F,immatricolati,992
2005,accademico,102,Torino Politecnico,M,immatricolati,2821
2006,accademico,102,Torino Politecnico,F,immatricolati,984
2006,accademico,102,Torino Politecnico,M,immatricolati,2927
2007,accademico,102,Torino Politecnico,F,immatricolati,1109
2007,accademico,102,Torino Politecnico,M,immatricolati,2834
2008,accademico,102,Torino Politecnico,F,immatricolati,1121
2008,accademico,102,Torino Politecnico,M,immatricolati,2946
2009,accademico,102,Torino Politecnico,F,immatricolati,1288
2009,accademico,102,Torino Politecnico,M,immatricolati,3377
2010,accademico,102,Torino Politecnico,F,immatricolati,1308
2010,accademico,102,Torino Politecnico,M,immatricolati,3280
2011,accademico,102,Torino Politecnico,F,immatricolati,1564
2011,accademico,102,Torino Politecnico,M,immatricolati,3870
2012,accademico,102,Torino Politecnico,F,immatricolati,1388
2012,accademico,102,Torino Politecnico,M,immatricolati,3262
2013,accademico,102,Torino Politecnico,F,immatricolati,1392
2013,accademico,102,Torino Politecnico,M,immatricolati,3727
2014,accademico,102,Torino Politecnico,F,immatricolati,1560
2014,accademico,102,Torino Politecnico,M,immatricolati,3838
2015,accademico,102,Torino Politecnico,F,immatricolati,1483
2015,accademico,102,Torino Politecnico,M,immatricolati,3988
2016,accademico,102,Torino Politecnico,F,immatricolati,1353
2016,accademico,102,Torino Politecnico,M,immatricolati,3710
2017,accademico,102,Torino Politecnico,F,immatricolati,1414
2017,accademico,102,Torino Politecnico,M,immatricolati,3648
2018,accademico,102,Torino Politecnico,F,immatricolati,1464
2018,accademico,102,Torino Politecnico,M,immatricolati,3555
2019,accademico,102,Torino Politecnico,F,immatricolati,1497
2019,accademico,102,Torino Politecnico,M,immatricolati,3611
2020,accademico,102,Torino Politecnico,F,immatricolati,1575
2020,accademico,102,Torino Politecnico,M,immatricolati,3521
2021,accademico,102,Torino Politecnico,F,immatricolati,1663
2021,accademico,102,Torino Politecnico,M,immatricolati,3696
2022,accademico,102,Torino Politecnico,F,immatricolati,1691
2022,accademico,102,Torino Politecnico,M,immatricolati,3814
2023,accademico,102,Torino Politecnico,F,immatricolati,1613
2023,accademico,102,Torino Politecnico,M,immatricolati,3512
2024,accademico,102,Torino Politecnico,F,immatricolati,1686
2024,accademico,102,Torino Politecnico,M,immatricolati,3803
2025,accademico,102,Torino Politecnico,F,immatricolati,1612
2025,accademico,102,Torino Politecnico,M,immatricolati,3697
2000,accademico,102,Torino Politecnico,F,iscritti,5462
2000,accademico,102,Torino Politecnico,M,iscritti,16212
2001,accademico,102,Torino Politecnico,F,iscritti,5574
2001,accademico,102,Torino Politecnico,M,iscritti,16975
2002,accademico,102,Torino Politecnico,F,iscritti,5883
2002,accademico,102,Torino Politecnico,M,iscritti,17519
2003,accademico,102,Torino Politecnico,F,iscritti,6134
2003,accademico,102,Torino Politecnico,M,iscritti,17935
2004,accademico,102,Torino Politecnico,F,iscritti,6212
2004,accademico,102,Torino Politecnico,M,iscritti,17754
2005,accademico,102,Torino Politecnico,F,iscritti,6390
2005,accademico,102,Torino Politecnico,M,iscritti,17803
2006,accademico,102,Torino Politecnico,F,iscritti,6362
2006,accademico,102,Torino Politecnico,M,iscritti,17726
2007,accademico,102,Torino Politecnico,F,iscritti,6648
2007,accademico,102,Torino Politecnico,M,iscritti,17906
2008,accademico,102,Torino Politecnico,F,iscritti,6776
2008,accademico,102,Torino Politecnico,M,iscritti,17965
2009,accademico,102,Torino Politecnico,F,iscritti,7192
2009,accademico,102,Torino Politecnico,M,iscritti,18595
2010,accademico,102,Torino Politecnico,F,iscritti,7481
2010,accademico,102,Torino Politecnico,M,iscritti,19089
2011,accademico,102,Torino Politecnico,F,iscritti,7847
2011,accademico,102,Torino Politecnico,M,iscritti,20211
2012,accademico,102,Torino Politecnico,F,iscritti,8023
2012,accademico,102,Torino Politecnico,M,iscritti,20176
2013,accademico,102,Torino Politecnico,F,iscritti,8269
2013,accademico,102,Torino Politecnico,M,iscritti,20872
2014,accademico,102,Torino Politecnico,F,iscritti,8491
2014,accademico,102,Torino Politecnico,M,iscritti,21378
2015,accademico,102,Torino Politecnico,F,iscritti,8742
2015,accademico,102,Torino Politecnico,M,iscritti,22014
2016,accademico,102,Torino Politecnico,F,iscritti,8814
2016,accademico,102,Torino Politecnico,M,iscritti,22445
2017,accademico,102,Torino Politecnico,F,iscritti,9002
2017,accademico,102,Torino Politecnico,M,iscritti,22911
2018,accademico,102,Torino Politecnico,F,iscritti,9199
2018,accademico,102,Torino Politecnico,M,iscritti,23327
2019,accademico,102,Torino Politecnico,F,iscritti,9487
2019,accademico,102,Torino Politecnico,M,iscritti,23554
2020,accademico,102,Torino Politecnico,F,iscritti,9708
2020,accademico,102,Torino Politecnico,M,iscritti,23467
2021,accademico,102,Torino Politecnico,F,iscritti,9903
2021,accademico,102,Torino Politecnico,M,iscritti,23367
2022,accademico,102,Torino Politecnico,F,iscritti,10245
2022,accademico,102,Torino Politecnico,M,iscritti,23463
2023,accademico,102,Torino Politecnico,F,iscritti,10964
2023,accademico,102,Torino Politecnico,M,iscritti,23771
2024,accademico,102,Torino Politecnico,F,iscritti,11384
2024,accademico,102,Torino Politecnico,M,iscritti,24221
2001,solare,102,Torino Politecnico,F,laureati,668
2001,solare,102,Torino Politecnico,M,laureati,1971
2002,solare,102,Torino Politecnico,F,laureati,783
2002,solare,102,Torino Politecnico,M,laureati,2353
2003,solare,102,Torino Politecnico,F,laureati,1067
2003,solare,102,Torino Politecnico,M,laureati,2788
2004,solare,102,Torino Politecnico,F,laureati,1228
2004,solare,102,Torino Politecnico,M,laureati,3112
2005,solare,102,Torino Politecnico,F,laureati,1316
2005,solare,102,Torino Politecnico,M,laureati,3352
2006,solare,102,Torino Politecnico,F,laureati,1268
2006,solare,102,Torino Politecnico,M,laureati,3259
2007,solare,102,Torino Politecnico,F,laureati,1283
2007,solare,102,Torino Politecnico,M,laureati,3022
2008,solare,102,Torino Politecnico,F,laureati,1280
2008,solare,102,Torino Politecnico,M,laureati,3052
2009,solare,102,Torino Politecnico,F,laureati,1348
2009,solare,102,Torino Politecnico,M,laureati,3177
2010,solare,102,Torino Politecnico,F,laureati,1413
2010,solare,102,Torino Politecnico,M,laureati,3182
2011,solare,102,Torino Politecnico,F,laureati,1578
2011,solare,102,Torino Politecnico,M,laureati,3361
2012,solare,102,Torino Politecnico,F,laureati,1647
2012,solare,102,Torino Politecnico,M,laureati,3683
2013,solare,102,Torino Politecnico,F,laureati,1787
2013,solare,102,Torino Politecnico,M,laureati,3697
2014,solare,102,Torino Politecnico,F,laureati,2003
2014,solare,102,Torino Politecnico,M,laureati,4169
2015,solare,102,Torino Politecnico,F,laureati,1937
2015,solare,102,Torino Politecnico,M,laureati,4494
2016,solare,102,Torino Politecnico,F,laureati,1957
2016,solare,102,Torino Politecnico,M,laureati,4483
2017,solare,102,Torino Politecnico,F,laureati,2080
2017,solare,102,Torino Politecnico,M,laureati,4618
2018,solare,102,Torino Politecnico,F,laureati,2227
2018,solare,102,Torino Politecnico,M,laureati,5041
2019,solare,102,Torino Politecnico,F,laureati,2262
2019,solare,102,Torino Politecnico,M,laureati,5260
2020,solare,102,Torino Politecnico,F,laureati,2304
2020,solare,102,Torino Politecnico,M,laureati,5364
2021,solare,102,Torino Politecnico,F,laureati,2681
2021,solare,102,Torino Politecnico,M,laureati,6134
2022,solare,102,Torino Politecnico,F,laureati,2442
2022,solare,102,Torino Politecnico,M,laureati,5352
2023,solare,102,Torino Politecnico,F,laureati,2456
2023,solare,102,Torino Politecnico,M,laureati,5229
2024,solare,102,Torino Politecnico,F,laureati,2617
2024,solare,102,Torino Politecnico,M,laureati,5343
2025,solare,102,Torino Politecnico,F,laureati,2824
2025,solare,102,Torino Politecnico,M,laureati,5574
1998,accademico,103,Torino ISEF,F,immatricolati,150
1998,accademico,103,Torino ISEF,M,immatricolati,202
2000,accademico,103,Torino ISEF,F,iscritti,2539
2000,accademico,103,Torino ISEF,M,iscritti,2541
1998,accademico,1201,Castellanza LIUC,F,immatricolati,126
1998,accademico,1201,Castellanza LIUC,M,immatricolati,232
1999,accademico,1201,Castellanza LIUC,F,immatricolati,144
1999,accademico,1201,Castellanza LIUC,M,immatricolati,257
2000,accademico,1201,Castellanza LIUC,F,immatricolati,165
2000,accademico,1201,Castellanza LIUC,M,immatricolati,314
2001,accademico,1201,Castellanza LIUC,F,immatricolati,140
2001,accademico,1201,Castellanza LIUC,M,immatricolati,340
2002,accademico,1201,Castellanza LIUC,F,immatricolati,103
2002,accademico,1201,Castellanza LIUC,M,immatricolati,234
2003,accademico,1201,Castellanza LIUC,F,immatricolati,138
2003,accademico,1201,Castellanza LIUC,M,immatricolati,274
2004,accademico,1201,Castellanza LIUC,F,immatricolati,92
2004,accademico,1201,Castellanza LIUC,M,immatricolati,175
2005,accademico,1201,Castellanza LIUC,F,immatricolati,94
2005,accademico,1201,Castellanza LIUC,M,immatricolati,221
2006,accademico,1201,Castellanza LIUC,F,immatricolati,108
2006,accademico,1201,Castellanza LIUC,M,immatricolati,181
2007,accademico,1201,Castellanza LIUC,F,immatricolati,104
2007,accademico,1201,Castellanza LIUC,M,immatricolati,186
2008,accademico,1201,Castellanza LIUC,F,immatricolati,116
2008,accademico,1201,Castellanza LIUC,M,immatricolati,202
2009,accademico,1201,Castellanza LIUC,F,immatricolati,101
2009,accademico,1201,Castellanza LIUC,M,immatricolati,169
2010,accademico,1201,Castellanza LIUC,F,immatricolati,92
2010,accademico,1201,Castellanza LIUC,M,immatricolati,171
2011,accademico,1201,Castellanza LIUC,F,immatricolati,106
2011,accademico,1201,Castellanza LIUC,M,immatricolati,164
2012,accademico,1201,Castellanza LIUC,F,immatricolati,113
2012,accademico,1201,Castellanza LIUC,M,immatricolati,145
2013,accademico,1201,Castellanza LIUC,F,immatricolati,82
2013,accademico,1201,Castellanza LIUC,M,immatricolati,163
2014,accademico,1201,Castellanza LIUC,F,immatricolati,106
2014,accademico,1201,Castellanza LIUC,M,immatricolati,171
2015,accademico,1201,Castellanza LIUC,F,immatricolati,110
2015,accademico,1201,Castellanza LIUC,M,immatricolati,242
2016,accademico,1201,Castellanza LIUC,F,immatricolati,121
2016,accademico,1201,Castellanza LIUC,M,immatricolati,222
2017,accademico,1201,Castellanza LIUC,F,immatricolati,129
2017,accademico,1201,Castellanza LIUC,M,immatricolati,220
2018,accademico,1201,Castellanza LIUC,F,immatricolati,142
2018,accademico,1201,Castellanza LIUC,M,immatricolati,256
2019,accademico,1201,Castellanza LIUC,F,immatricolati,130
2019,accademico,1201,Castellanza LIUC,M,immatricolati,260
2020,accademico,1201,Castellanza LIUC,F,immatricolati,132
2020,accademico,1201,Castellanza LIUC,M,immatricolati,308
2021,accademico,1201,Castellanza LIUC,F,immatricolati,163
2021,accademico,1201,Castellanza LIUC,M,immatricolati,289
2022,accademico,1201,Castellanza LIUC,F,immatricolati,157
2022,accademico,1201,Castellanza LIUC,M,immatricolati,299
2023,accademico,1201,Castellanza LIUC,F,immatricolati,145
2023,accademico,1201,Castellanza LIUC,M,immatricolati,307
2024,accademico,1201,Castellanza LIUC,F,immatricolati,136
2024,accademico,1201,Castellanza LIUC,M,immatricolati,284
2025,accademico,1201,Castellanza LIUC,F,immatricolati,126
2025,accademico,1201,Castellanza LIUC,M,immatricolati,280
2000,accademico,1201,Castellanza LIUC,F,iscritti,711
2000,accademico,1201,Castellanza LIUC,M,iscritti,1713
2001,accademico,1201,Castellanza LIUC,F,iscritti,739
2001,accademico,1201,Castellanza LIUC,M,iscritti,1704
2002,accademico,1201,Castellanza LIUC,F,iscritti,685
2002,accademico,1201,Castellanza LIUC,M,iscritti,1635
2003,accademico,1201,Castellanza LIUC,F,iscritti,716
2003,accademico,1201,Castellanza LIUC,M,iscritti,1640
2004,accademico,1201,Castellanza LIUC,F,iscritti,602
2004,accademico,1201,Castellanza LIUC,M,iscritti,1415
2005,accademico,1201,Castellanza LIUC,F,iscritti,630
2005,accademico,1201,Castellanza LIUC,M,iscritti,1395
2006,accademico,1201,Castellanza LIUC,F,iscritti,639
2006,accademico,1201,Castellanza LIUC,M,iscritti,1320
2007,accademico,1201,Castellanza LIUC,F,iscritti,618
2007,accademico,1201,Castellanza LIUC,M,iscritti,1248
2008,accademico,1201,Castellanza LIUC,F,iscritti,643
2008,accademico,1201,Castellanza LIUC,M,iscritti,1210
2009,accademico,1201,Castellanza LIUC,F,iscritti,603
2009,accademico,1201,Castellanza LIUC,M,iscritti,1173
2010,accademico,1201,Castellanza LIUC,F,iscritti,612
