anno,anno_tipo,ateneo_codice,ateneo,sesso,indicatore,valore
2015,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,803
2015,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,161
2016,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,795
2016,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,158
2017,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,710
2017,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,151
2018,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,641
2018,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,140
2019,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,565
2019,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,126
2020,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,503
2020,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,98
2021,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,420
2021,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,84
2022,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,382
2022,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,65
2023,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,297
2023,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,38
2024,accademico,8003,Reggio Calabria - Dante Alighieri,F,iscritti,190
2024,accademico,8003,Reggio Calabria - Dante Alighieri,M,iscritti,29
2010,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,12
2010,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,4
2011,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,23
2011,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,6
2012,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,51
2012,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,16
2013,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,94
2013,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,22
2014,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,134
2014,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,18
2015,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,124
2015,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,26
2016,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,185
2016,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,31
2017,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,178
2017,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,41
2018,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,174
2018,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,35
2019,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,141
2019,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,25
2020,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,136
2020,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,26
2021,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,141
2021,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,25
2022,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,106
2022,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,16
2023,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,96
2023,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,21
2024,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,77
2024,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,14
2025,solare,8003,Reggio Calabria - Dante Alighieri,F,laureati,57
2025,solare,8003,Reggio Calabria - Dante Alighieri,M,laureati,5
1998,accademico,8201,Palermo,F,immatricolati,6175
1998,accademico,8201,Palermo,M,immatricolati,4901
1999,accademico,8201,Palermo,F,immatricolati,6431
1999,accademico,8201,Palermo,M,immatricolati,4927
2000,accademico,8201,Palermo,F,immatricolati,6481
2000,accademico,8201,Palermo,M,immatricolati,4887
2001,accademico,8201,Palermo,F,immatricolati,7266
2001,accademico,8201,Palermo,M,immatricolati,5811
2002,accademico,8201,Palermo,F,immatricolati,7551
2002,accademico,8201,Palermo,M,immatricolati,5987
2003,accademico,8201,Palermo,F,immatricolati,7772
2003,accademico,8201,Palermo,M,immatricolati,6117
2004,accademico,8201,Palermo,F,immatricolati,7710
2004,accademico,8201,Palermo,M,immatricolati,5911
2005,accademico,8201,Palermo,F,immatricolati,7583
2005,accademico,8201,Palermo,M,immatricolati,5559
2006,accademico,8201,Palermo,F,immatricolati,6385
2006,accademico,8201,Palermo,M,immatricolati,4676
2007,accademico,8201,Palermo,F,immatricolati,6319
2007,accademico,8201,Palermo,M,immatricolati,4934
2008,accademico,8201,Palermo,F,immatricolati,5434
2008,accademico,8201,Palermo,M,immatricolati,3955
2009,accademico,8201,Palermo,F,immatricolati,4764
2009,accademico,8201,Palermo,M,immatricolati,3451
2010,accademico,8201,Palermo,F,immatricolati,4325
2010,accademico,8201,Palermo,M,immatricolati,3304
2011,accademico,8201,Palermo,F,immatricolati,4037
2011,accademico,8201,Palermo,M,immatricolati,2960
2012,accademico,8201,Palermo,F,immatricolati,3712
2012,accademico,8201,Palermo,M,immatricolati,2794
2013,accademico,8201,Palermo,F,immatricolati,3711
2013,accademico,8201,Palermo,M,immatricolati,2980
2014,accademico,8201,Palermo,F,immatricolati,3776
2014,accademico,8201,Palermo,M,immatricolati,3006
2015,accademico,8201,Palermo,F,immatricolati,3509
2015,accademico,8201,Palermo,M,immatricolati,2800
2016,accademico,8201,Palermo,F,immatricolati,3834
2016,accademico,8201,Palermo,M,immatricolati,3017
2017,accademico,8201,Palermo,F,immatricolati,3780
2017,accademico,8201,Palermo,M,immatricolati,2994
2018,accademico,8201,Palermo,F,immatricolati,4032
2018,accademico,8201,Palermo,M,immatricolati,3122
2019,accademico,8201,Palermo,F,immatricolati,4675
2019,accademico,8201,Palermo,M,immatricolati,3477
2020,accademico,8201,Palermo,F,immatricolati,4804
2020,accademico,8201,Palermo,M,immatricolati,3739
2021,accademico,8201,Palermo,F,immatricolati,4661
2021,accademico,8201,Palermo,M,immatricolati,3545
2022,accademico,8201,Palermo,F,immatricolati,4898
2022,accademico,8201,Palermo,M,immatricolati,3442
2023,accademico,8201,Palermo,F,immatricolati,5017
2023,accademico,8201,Palermo,M,immatricolati,3757
2024,accademico,8201,Palermo,F,immatricolati,5127
2024,accademico,8201,Palermo,M,immatricolati,3814
2025,accademico,8201,Palermo,F,immatricolati,4750
2025,accademico,8201,Palermo,M,immatricolati,3552
2000,accademico,8201,Palermo,F,iscritti,33695
2000,accademico,8201,Palermo,M,iscritti,24602
2001,accademico,8201,Palermo,F,iscritti,35415
2001,accademico,8201,Palermo,M,iscritti,25899
2002,accademico,8201,Palermo,F,iscritti,36047
2002,accademico,8201,Palermo,M,iscritti,26215
2003,accademico,8201,Palermo,F,iscritti,36164
2003,accademico,8201,Palermo,M,iscritti,26592
2004,accademico,8201,Palermo,F,iscritti,37129
2004,accademico,8201,Palermo,M,iscritti,26501
2005,accademico,8201,Palermo,F,iscritti,37395
2005,accademico,8201,Palermo,M,iscritti,25955
2006,accademico,8201,Palermo,F,iscritti,37611
2006,accademico,8201,Palermo,M,iscritti,25525
2007,accademico,8201,Palermo,F,iscritti,36226
2007,accademico,8201,Palermo,M,iscritti,24893
2008,accademico,8201,Palermo,F,iscritti,37556
2008,accademico,8201,Palermo,M,iscritti,25580
2009,accademico,8201,Palermo,F,iscritti,32597
2009,accademico,8201,Palermo,M,iscritti,21423
2010,accademico,8201,Palermo,F,iscritti,32462
2010,accademico,8201,Palermo,M,iscritti,21895
2011,accademico,8201,Palermo,F,iscritti,30192
2011,accademico,8201,Palermo,M,iscritti,20215
2012,accademico,8201,Palermo,F,iscritti,28189
2012,accademico,8201,Palermo,M,iscritti,18882
2013,accademico,8201,Palermo,F,iscritti,26461
2013,accademico,8201,Palermo,M,iscritti,18123
2014,accademico,8201,Palermo,F,iscritti,25043
2014,accademico,8201,Palermo,M,iscritti,17420
2015,accademico,8201,Palermo,F,iscritti,23622
2015,accademico,8201,Palermo,M,iscritti,16561
2016,accademico,8201,Palermo,F,iscritti,23212
2016,accademico,8201,Palermo,M,iscritti,16617
2017,accademico,8201,Palermo,F,iscritti,22802
2017,accademico,8201,Palermo,M,iscritti,16510
2018,accademico,8201,Palermo,F,iscritti,22879
2018,accademico,8201,Palermo,M,iscritti,16582
2019,accademico,8201,Palermo,F,iscritti,23709
2019,accademico,8201,Palermo,M,iscritti,16994
2020,accademico,8201,Palermo,F,iscritti,24340
2020,accademico,8201,Palermo,M,iscritti,17359
2021,accademico,8201,Palermo,F,iscritti,24554
2021,accademico,8201,Palermo,M,iscritti,16919
2022,accademico,8201,Palermo,F,iscritti,24727
2022,accademico,8201,Palermo,M,iscritti,16753
2023,accademico,8201,Palermo,F,iscritti,25957
2023,accademico,8201,Palermo,M,iscritti,17622
2024,accademico,8201,Palermo,F,iscritti,26498
2024,accademico,8201,Palermo,M,iscritti,17941
2001,solare,8201,Palermo,F,laureati,2519
2001,solare,8201,Palermo,M,laureati,2020
2002,solare,8201,Palermo,F,laureati,2836
2002,solare,8201,Palermo,M,laureati,2214
2003,solare,8201,Palermo,F,laureati,3567
2003,solare,8201,Palermo,M,laureati,2448
2004,solare,8201,Palermo,F,laureati,4207
2004,solare,8201,Palermo,M,laureati,2698
2005,solare,8201,Palermo,F,laureati,4450
2005,solare,8201,Palermo,M,laureati,2963
2006,solare,8201,Palermo,F,laureati,4982
2006,solare,8201,Palermo,M,laureati,3217
2007,solare,8201,Palermo,F,laureati,6450
2007,solare,8201,Palermo,M,laureati,3680
2008,solare,8201,Palermo,F,laureati,5106
2008,solare,8201,Palermo,M,laureati,3164
2009,solare,8201,Palermo,F,laureati,4667
2009,solare,8201,Palermo,M,laureati,2673
2010,solare,8201,Palermo,F,laureati,4345
2010,solare,8201,Palermo,M,laureati,2674
2011,solare,8201,Palermo,F,laureati,4833
2011,solare,8201,Palermo,M,laureati,2832
2012,solare,8201,Palermo,F,laureati,5149
2012,solare,8201,Palermo,M,laureati,3087
2013,solare,8201,Palermo,F,laureati,5449
2013,solare,8201,Palermo,M,laureati,3354
2014,solare,8201,Palermo,F,laureati,5024
2014,solare,8201,Palermo,M,laureati,3007
2015,solare,8201,Palermo,F,laureati,4889
2015,solare,8201,Palermo,M,laureati,2953
2016,solare,8201,Palermo,F,laureati,4727
2016,solare,8201,Palermo,M,laureati,2878
2017,solare,8201,Palermo,F,laureati,4447
2017,solare,8201,Palermo,M,laureati,2848
2018,solare,8201,Palermo,F,laureati,4363
2018,solare,8201,Palermo,M,laureati,2750
2019,solare,8201,Palermo,F,laureati,4441
2019,solare,8201,Palermo,M,laureati,3023
2020,solare,8201,Palermo,F,laureati,4621
2020,solare,8201,Palermo,M,laureati,2997
2021,solare,8201,Palermo,F,laureati,4583
2021,solare,8201,Palermo,M,laureati,2896
2022,solare,8201,Palermo,F,laureati,4537
2022,solare,8201,Palermo,M,laureati,2725
2023,solare,8201,Palermo,F,laureati,4786
2023,solare,8201,Palermo,M,laureati,2846
2024,solare,8201,Palermo,F,laureati,4730
2024,solare,8201,Palermo,M,laureati,2984
2025,solare,8201,Palermo,F,laureati,5101
2025,solare,8201,Palermo,M,laureati,3022
1998,accademico,8202,Palermo ISEF,F,immatricolati,150
1998,accademico,8202,Palermo ISEF,M,immatricolati,150
2000,accademico,8202,Palermo ISEF,F,iscritti,474
2000,accademico,8202,Palermo ISEF,M,iscritti,443
1998,accademico,8301,Messina,F,immatricolati,3545
1998,accademico,8301,Messina,M,immatricolati,2277
1999,accademico,8301,Messina,F,immatricolati,3174
1999,accademico,8301,Messina,M,immatricolati,2163
2000,accademico,8301,Messina,F,immatricolati,3146
2000,accademico,8301,Messina,M,immatricolati,1989
2001,accademico,8301,Messina,F,immatricolati,3329
2001,accademico,8301,Messina,M,immatricolati,2443
2002,accademico,8301,Messina,F,immatricolati,3666
2002,accademico,8301,Messina,M,immatricolati,2448
2003,accademico,8301,Messina,F,immatricolati,4018
2003,accademico,8301,Messina,M,immatricolati,2732
2004,accademico,8301,Messina,F,immatricolati,4340
2004,accademico,8301,Messina,M,immatricolati,3059
2005,accademico,8301,Messina,F,immatricolati,4066
2005,accademico,8301,Messina,M,immatricolati,2726
2006,accademico,8301,Messina,F,immatricolati,4277
2006,accademico,8301,Messina,M,immatricolati,2874
2007,accademico,8301,Messina,F,immatricolati,3926
2007,accademico,8301,Messina,M,immatricolati,2655
2008,accademico,8301,Messina,F,immatricolati,3598
2008,accademico,8301,Messina,M,immatricolati,2214
2009,accademico,8301,Messina,F,immatricolati,2909
2009,accademico,8301,Messina,M,immatricolati,1824
2010,accademico,8301,Messina,F,immatricolati,2951
2010,accademico,8301,Messina,M,immatricolati,1807
2011,accademico,8301,Messina,F,immatricolati,2780
2011,accademico,8301,Messina,M,immatricolati,1623
2012,accademico,8301,Messina,F,immatricolati,2579
2012,accademico,8301,Messina,M,immatricolati,1572
2013,accademico,8301,Messina,F,immatricolati,2332
2013,accademico,8301,Messina,M,immatricolati,1321
2014,accademico,8301,Messina,F,immatricolati,2101
2014,accademico,8301,Messina,M,immatricolati,1339
2015,accademico,8301,Messina,F,immatricolati,1896
2015,accademico,8301,Messina,M,immatricolati,1226
2016,accademico,8301,Messina,F,immatricolati,2085
2016,accademico,8301,Messina,M,immatricolati,1434
2017,accademico,8301,Messina,F,immatricolati,2424
2017,accademico,8301,Messina,M,immatricolati,1521
2018,accademico,8301,Messina,F,immatricolati,2266
2018,accademico,8301,Messina,M,immatricolati,1391
2019,accademico,8301,Messina,F,immatricolati,2408
2019,accademico,8301,Messina,M,immatricolati,1565
2020,accademico,8301,Messina,F,immatricolati,2838
2020,accademico,8301,Messina,M,immatricolati,2030
2021,accademico,8301,Messina,F,immatricolati,2692
2021,accademico,8301,Messina,M,immatricolati,1961
2022,accademico,8301,Messina,F,immatricolati,2806
2022,accademico,8301,Messina,M,immatricolati,2097
2023,accademico,8301,Messina,F,immatricolati,2718
2023,accademico,8301,Messina,M,immatricolati,1956
2024,accademico,8301,Messina,F,immatricolati,2592
2024,accademico,8301,Messina,M,immatricolati,1994
2025,accademico,8301,Messina,F,immatricolati,2787
2025,accademico,8301,Messina,M,immatricolati,2053
2000,accademico,8301,Messina,F,iscritti,21203
2000,accademico,8301,Messina,M,iscritti,12969
2001,accademico,8301,Messina,F,iscritti,20259
2001,accademico,8301,Messina,M,iscritti,12477
2002,accademico,8301,Messina,F,iscritti,20685
2002,accademico,8301,Messina,M,iscritti,12323
2003,accademico,8301,Messina,F,iscritti,20859
2003,accademico,8301,Messina,M,iscritti,12854
2004,accademico,8301,Messina,F,iscritti,22437
2004,accademico,8301,Messina,M,iscritti,13640
2005,accademico,8301,Messina,F,iscritti,22403
2005,accademico,8301,Messina,M,iscritti,13171
2006,accademico,8301,Messina,F,iscritti,22390
2006,accademico,8301,Messina,M,iscritti,12959
2007,accademico,8301,Messina,F,iscritti,22031
2007,accademico,8301,Messina,M,iscritti,12944
2008,accademico,8301,Messina,F,iscritti,21720
2008,accademico,8301,Messina,M,iscritti,12640
2009,accademico,8301,Messina,F,iscritti,21064
2009,accademico,8301,Messina,M,iscritti,12253
2010,accademico,8301,Messina,F,iscritti,21968
2010,accademico,8301,Messina,M,iscritti,12722
2011,accademico,8301,Messina,F,iscritti,20900
2011,accademico,8301,Messina,M,iscritti,12023
2012,accademico,8301,Messina,F,iscritti,19317
2012,accademico,8301,Messina,M,iscritti,11044
2013,accademico,8301,Messina,F,iscritti,17690
2013,accademico,8301,Messina,M,iscritti,10059
2014,accademico,8301,Messina,F,iscritti,16869
2014,accademico,8301,Messina,M,iscritti,9566
2015,accademico,8301,Messina,F,iscritti,15367
2015,accademico,8301,Messina,M,iscritti,8999
2016,accademico,8301,Messina,F,iscritti,14728
2016,accademico,8301,Messina,M,iscritti,8697
2017,accademico,8301,Messina,F,iscritti,14668
2017,accademico,8301,Messina,M,iscritti,8791
2018,accademico,8301,Messina,F,iscritti,14403
2018,accademico,8301,Messina,M,iscritti,8507
2019,accademico,8301,Messina,F,iscritti,14492
2019,accademico,8301,Messina,M,iscritti,8468
2020,accademico,8301,Messina,F,iscritti,14831
2020,accademico,8301,Messina,M,iscritti,8953
2021,accademico,8301,Messina,F,iscritti,14775
2021,accademico,8301,Messina,M,iscritti,8829
2022,accademico,8301,Messina,F,iscritti,15010
2022,accademico,8301,Messina,M,iscritti,9035
2023,accademico,8301,Messina,F,iscritti,15714
2023,accademico,8301,Messina,M,iscritti,9443
2024,accademico,8301,Messina,F,iscritti,15978
2024,accademico,8301,Messina,M,iscritti,9678
2001,solare,8301,Messina,F,laureati,1735
2001,solare,8301,Messina,M,laureati,1132
2002,solare,8301,Messina,F,laureati,2000
2002,solare,8301,Messina,M,laureati,1218
2003,solare,8301,Messina,F,laureati,2223
2003,solare,8301,Messina,M,laureati,1417
2004,solare,8301,Messina,F,laureati,3215
2004,solare,8301,Messina,M,laureati,1671
2005,solare,8301,Messina,F,laureati,2871
2005,solare,8301,Messina,M,laureati,1669
2006,solare,8301,Messina,F,laureati,2945
2006,solare,8301,Messina,M,laureati,1732
2007,solare,8301,Messina,F,laureati,3275
2007,solare,8301,Messina,M,laureati,1597
2008,solare,8301,Messina,F,laureati,3104
2008,solare,8301,Messina,M,laureati,1636
2009,solare,8301,Messina,F,laureati,2875
2009,solare,8301,Messina,M,laureati,1556
2010,solare,8301,Messina,F,laureati,3021
2010,solare,8301,Messina,M,laureati,1588
2011,solare,8301,Messina,F,laureati,3004
2011,solare,8301,Messina,M,laureati,1621
2012,solare,8301,Messina,F,laureati,3105
2012,solare,8301,Messina,M,laureati,1703
2013,solare,8301,Messina,F,laureati,3146
2013,solare,8301,Messina,M,laureati,1689
2014,solare,8301,Messina,F,laureati,2794
2014,solare,8301,Messina,M,laureati,1469
2015,solare,8301,Messina,F,laureati,2918
2015,solare,8301,Messina,M,laureati,1401
2016,solare,8301,Messina,F,laureati,2893
2016,solare,8301,Messina,M,laureati,1473
2017,solare,8301,Messina,F,laureati,2414
2017,solare,8301,Messina,M,laureati,1261
2018,solare,8301,Messina,F,laureati,2565
2018,solare,8301,Messina,M,laureati,1334
2019,solare,8301,Messina,F,laureati,2418
2019,solare,8301,Messina,M,laureati,1457
2020,solare,8301,Messina,F,laureati,2492
2020,solare,8301,Messina,M,laureati,1388
2021,solare,8301,Messina,F,laureati,2404
2021,solare,8301,Messina,M,laureati,1338
2022,solare,8301,Messina,F,laureati,2268
2022,solare,8301,Messina,M,laureati,1284
2023,solare,8301,Messina,F,laureati,2215
2023,solare,8301,Messina,M,laureati,1299
2024,solare,8301,Messina,F,laureati,2291
2024,solare,8301,Messina,M,laureati,1240
2025,solare,8301,Messina,F,laureati,2470
2025,solare,8301,Messina,M,laureati,1391
2005,accademico,8601,Enna KORE,F,immatricolati,331
2005,accademico,8601,Enna KORE,M,immatricolati,557
2006,accademico,8601,Enna KORE,F,immatricolati,722
2006,accademico,8601,Enna KORE,M,immatricolati,589
2007,accademico,8601,Enna KORE,F,immatricolati,455
2007,accademico,8601,Enna KORE,M,immatricolati,275
2008,accademico,8601,Enna KORE,F,immatricolati,470
2008,accademico,8601,Enna KORE,M,immatricolati,296
2009,accademico,8601,Enna KORE,F,immatricolati,659
2009,accademico,8601,Enna KORE,M,immatricolati,471
2010,accademico,8601,Enna KORE,F,immatricolati,754
2010,accademico,8601,Enna KORE,M,immatricolati,563
2011,accademico,8601,Enna KORE,F,immatricolati,644
2011,accademico,8601,Enna KORE,M,immatricolati,510
2012,accademico,8601,Enna KORE,F,immatricolati,597
2012,accademico,8601,Enna KORE,M,immatricolati,464
2013,accademico,8601,Enna KORE,F,immatricolati,661
2013,accademico,8601,Enna KORE,M,immatricolati,453
2014,accademico,8601,Enna KORE,F,immatricolati,563
2014,accademico,8601,Enna KORE,M,immatricolati,379
2015,accademico,8601,Enna KORE,F,immatricolati,532
2015,accademico,8601,Enna KORE,M,immatricolati,348
2016,accademico,8601,Enna KORE,F,immatricolati,498
2016,accademico,8601,Enna KORE,M,immatricolati,305
2017,accademico,8601,Enna KORE,F,immatricolati,459
2017,accademico,8601,Enna KORE,M,immatricolati,290
2018,accademico,8601,Enna KORE,F,immatricolati,435
2018,accademico,8601,Enna KORE,M,immatricolati,251
2019,accademico,8601,Enna KORE,F,immatricolati,554
2019,accademico,8601,Enna KORE,M,immatricolati,317
2020,accademico,8601,Enna KORE,F,immatricolati,564
2020,accademico,8601,Enna KORE,M,immatricolati,320
2021,accademico,8601,Enna KORE,F,immatricolati,526
2021,accademico,8601,Enna KORE,M,immatricolati,301
2022,accademico,8601,Enna KORE,F,immatricolati,615
2022,accademico,8601,Enna KORE,M,immatricolati,370
2023,accademico,8601,Enna KORE,F,immatricolati,707
2023,accademico,8601,Enna KORE,M,immatricolati,419
2024,accademico,8601,Enna KORE,F,immatricolati,742
2024,accademico,8601,Enna KORE,M,immatricolati,417
2025,accademico,8601,Enna KORE,F,immatricolati,757
2025,accademico,8601,Enna KORE,M,immatricolati,442
2005,accademico,8601,Enna KORE,F,iscritti,388
2005,accademico,8601,Enna KORE,M,iscritti,690
2006,accademico,8601,Enna KORE,F,iscritti,1549
2006,accademico,8601,Enna KORE,M,iscritti,1951
2007,accademico,8601,Enna KORE,F,iscritti,1745
2007,accademico,8601,Enna KORE,M,iscritti,1271
2008,accademico,8601,Enna KORE,F,iscritti,2272
2008,accademico,8601,Enna KORE,M,iscritti,1599
2009,accademico,8601,Enna KORE,F,iscritti,2631
2009,accademico,8601,Enna KORE,M,iscritti,1823
2010,accademico,8601,Enna KORE,F,iscritti,3727
2010,accademico,8601,Enna KORE,M,iscritti,2499
2011,accademico,8601,Enna KORE,F,iscritti,3630
2011,accademico,8601,Enna KORE,M,iscritti,2521
2012,accademico,8601,Enna KORE,F,iscritti,3509
2012,accademico,8601,Enna KORE,M,iscritti,2483
2013,accademico,8601,Enna KORE,F,iscritti,3584
2013,accademico,8601,Enna KORE,M,iscritti,2443
2014,accademico,8601,Enna KORE,F,iscritti,3601
2014,accademico,8601,Enna KORE,M,iscritti,2357
2015,accademico,8601,Enna KORE,F,iscritti,3562
2015,accademico,8601,Enna KORE,M,iscritti,2226
2016,accademico,8601,Enna KORE,F,iscritti,3497
2016,accademico,8601,Enna KORE,M,iscritti,2016
2017,accademico,8601,Enna KORE,F,iscritti,3326
2017,accademico,8601,Enna KORE,M,iscritti,1855
2018,accademico,8601,Enna KORE,F,iscritti,3157
2018,accademico,8601,Enna KORE,M,iscritti,1661
2019,accademico,8601,Enna KORE,F,iscritti,3159
2019,accademico,8601,Enna KORE,M,iscritti,1598
2020,accademico,8601,Enna KORE,F,iscritti,3289
2020,accademico,8601,Enna KORE,M,iscritti,1547
2021,accademico,8601,Enna KORE,F,iscritti,3255
2021,accademico,8601,Enna KORE,M,iscritti,1437
2022,accademico,8601,Enna KORE,F,iscritti,3400
2022,accademico,8601,Enna KORE,M,iscritti,1483
2023,accademico,8601,Enna KORE,F,iscritti,3725
2023,accademico,8601,Enna KORE,M,iscritti,1647
2024,accademico,8601,Enna KORE,F,iscritti,3902
2024,accademico,8601,Enna KORE,M,iscritti,1773
2007,solare,8601,Enna KORE,F,laureati,144
2007,solare,8601,Enna KORE,M,laureati,448
2008,solare,8601,Enna KORE,F,laureati,187
2008,solare,8601,Enna KORE,M,laureati,297
2009,solare,8601,Enna KORE,F,laureati,212
2009,solare,8601,Enna KORE,M,laureati,183
2010,solare,8601,Enna KORE,F,laureati,405
2010,solare,8601,Enna KORE,M,laureati,311
2011,solare,8601,Enna KORE,F,laureati,588
2011,solare,8601,Enna KORE,M,laureati,269
2012,solare,8601,Enna KORE,F,laureati,669
2012,solare,8601,Enna KORE,M,laureati,292
2013,solare,8601,Enna KORE,F,laureati,654
2013,solare,8601,Enna KORE,M,laureati,320
2014,solare,8601,Enna KORE,F,laureati,655
2014,solare,8601,Enna KORE,M,laureati,361
2015,solare,8601,Enna KORE,F,laureati,662
2015,solare,8601,Enna KORE,M,laureati,384
2016,solare,8601,Enna KORE,F,laureati,699
2016,solare,8601,Enna KORE,M,laureati,395
2017,solare,8601,Enna KORE,F,laureati,751
2017,solare,8601,Enna KORE,M,laureati,400
2018,solare,8601,Enna KORE,F,laureati,712
2018,solare,8601,Enna KORE,M,laureati,428
2019,solare,8601,Enna KORE,F,laureati,785
2019,solare,8601,Enna KORE,M,laureati,346
2020,solare,8601,Enna KORE,F,laureati,677
2020,solare,8601,Enna KORE,M,laureati,304
2021,solare,8601,Enna KORE,F,laureati,649
2021,solare,8601,Enna KORE,M,laureati,303
2022,solare,8601,Enna KORE,F,laureati,699
2022,solare,8601,Enna KORE,M,laureati,313
2023,solare,8601,Enna KORE,F,laureati,701
2023,solare,8601,Enna KORE,M,laureati,264
2024,solare,8601,Enna KORE,F,laureati,748
2024,solare,8601,Enna KORE,M,laureati,291
2025,solare,8601,Enna KORE,F,laureati,804
2025,solare,8601,Enna KORE,M,laureati,349
1998,accademico,8701,Catania,F,immatricolati,5275
1998,accademico,8701,Catania,M,immatricolati,3731
1999,accademico,8701,Catania,F,immatricolati,4442
1999,accademico,8701,Catania,M,immatricolati,3391
2000,accademico,8701,Catania,F,immatricolati,4452
2000,accademico,8701,Catania,M,immatricolati,3248
2001,accademico,8701,Catania,F,immatricolati,5357
2001,accademico,8701,Catania,M,immatricolati,3818
2002,accademico,8701,Catania,F,immatricolati,5822
2002,accademico,8701,Catania,M,immatricolati,4037
2003,accademico,8701,Catania,F,immatricolati,6141
2003,accademico,8701,Catania,M,immatricolati,4236
2004,accademico,8701,Catania,F,immatricolati,6008
2004,accademico,8701,Catania,M,immatricolati,3975
2005,accademico,8701,Catania,F,immatricolati,5616
2005,accademico,8701,Catania,M,immatricolati,3592
2006,accademico,8701,Catania,F,immatricolati,5524
2006,accademico,8701,Catania,M,immatricolati,3556
2007,accademico,8701,Catania,F,immatricolati,4921
2007,accademico,8701,Catania,M,immatricolati,3311
2008,accademico,8701,Catania,F,immatricolati,4582
2008,accademico,8701,Catania,M,immatricolati,2981
2009,accademico,8701,Catania,F,immatricolati,4820
2009,accademico,8701,Catania,M,immatricolati,3492
2010,accademico,8701,Catania,F,immatricolati,3650
2010,accademico,8701,Catania,M,immatricolati,2561
2011,accademico,8701,Catania,F,immatricolati,3657
2011,accademico,8701,Catania,M,immatricolati,2498
2012,accademico,8701,Catania,F,immatricolati,3365
2012,accademico,8701,Catania,M,immatricolati,2466
2013,accademico,8701,Catania,F,immatricolati,3275
2013,accademico,8701,Catania,M,immatricolati,2561
2014,accademico,8701,Catania,F,immatricolati,3104
2014,accademico,8701,Catania,M,immatricolati,2470
2015,accademico,8701,Catania,F,immatricolati,3562
2015,accademico,8701,Catania,M,immatricolati,2770
2016,accademico,8701,Catania,F,immatricolati,3465
2016,accademico,8701,Catania,M,immatricolati,2810
2017,accademico,8701,Catania,F,immatricolati,3248
2017,accademico,8701,Catania,M,immatricolati,2783
2018,accademico,8701,Catania,F,immatricolati,3243
2018,accademico,8701,Catania,M,immatricolati,2785
2019,accademico,8701,Catania,F,immatricolati,3315
2019,accademico,8701,Catania,M,immatricolati,2705
2020,accademico,8701,Catania,F,immatricolati,4275
2020,accademico,8701,Catania,M,immatricolati,3030
2021,accademico,8701,Catania,F,immatricolati,4025
2021,accademico,8701,Catania,M,immatricolati,3015
2022,accademico,8701,Catania,F,immatricolati,3412
2022,accademico,8701,Catania,M,immatricolati,2920
2023,accademico,8701,Catania,F,immatricolati,4186
2023,accademico,8701,Catania,M,immatricolati,3348
