codice_istat,comune,mese,arrivi,presenze,permanenza_media
017155,Prevalle,2024-01,0,0,0.00
017155,Prevalle,2024-02,0,0,0.00
017155,Prevalle,2024-03,12,28,2.30
017155,Prevalle,2024-04,1,3,3.00
017155,Prevalle,2024-05,3,3,1.00
017155,Prevalle,2024-06,2,6,3.00
017155,Prevalle,2024-07,5,13,2.60
017155,Prevalle,2024-08,10,23,2.30
017155,Prevalle,2024-09,6,20,3.30
017155,Prevalle,2024-10,0,8,0.00
017155,Prevalle,2024-11,1,2,2.00
017155,Prevalle,2024-12,14,26,1.90
017156,Provaglio d'Iseo,2019-01,71,192,2.70
017156,Provaglio d'Iseo,2019-02,118,245,2.10
017156,Provaglio d'Iseo,2019-03,110,407,3.70
017156,Provaglio d'Iseo,2019-04,266,681,2.60
017156,Provaglio d'Iseo,2019-05,458,833,1.80
017156,Provaglio d'Iseo,2019-06,776,1473,1.90
017156,Provaglio d'Iseo,2019-07,692,1662,2.40
017156,Provaglio d'Iseo,2019-08,783,1959,2.50
017156,Provaglio d'Iseo,2019-09,513,1168,2.30
017156,Provaglio d'Iseo,2019-10,153,216,1.40
017156,Provaglio d'Iseo,2019-11,124,178,1.40
017156,Provaglio d'Iseo,2019-12,56,101,1.80
017156,Provaglio d'Iseo,2020-01,80,173,2.20
017156,Provaglio d'Iseo,2020-02,112,260,2.30
017156,Provaglio d'Iseo,2020-03,12,183,15.30
017156,Provaglio d'Iseo,2020-04,2,84,31.00
017156,Provaglio d'Iseo,2020-05,9,71,7.90
017156,Provaglio d'Iseo,2020-06,48,178,3.70
017156,Provaglio d'Iseo,2020-07,106,264,2.50
017156,Provaglio d'Iseo,2020-08,199,501,2.50
017156,Provaglio d'Iseo,2020-09,141,272,1.90
017156,Provaglio d'Iseo,2020-10,70,167,2.40
017156,Provaglio d'Iseo,2020-11,10,37,3.70
017156,Provaglio d'Iseo,2020-12,32,101,3.20
017156,Provaglio d'Iseo,2021-01,34,106,3.10
017156,Provaglio d'Iseo,2021-02,64,161,2.50
017156,Provaglio d'Iseo,2021-03,31,134,4.30
017156,Provaglio d'Iseo,2021-04,62,143,2.30
017156,Provaglio d'Iseo,2021-05,89,205,2.30
017156,Provaglio d'Iseo,2021-06,225,476,2.10
017156,Provaglio d'Iseo,2021-07,352,856,2.40
017156,Provaglio d'Iseo,2021-08,544,1431,2.60
017156,Provaglio d'Iseo,2021-09,352,705,2.00
017156,Provaglio d'Iseo,2021-10,233,416,1.80
017156,Provaglio d'Iseo,2021-11,108,242,2.20
017156,Provaglio d'Iseo,2021-12,105,228,2.20
017156,Provaglio d'Iseo,2022-01,58,184,3.20
017156,Provaglio d'Iseo,2022-02,92,257,2.80
017156,Provaglio d'Iseo,2022-03,126,221,1.80
017156,Provaglio d'Iseo,2022-04,229,436,1.90
017156,Provaglio d'Iseo,2022-05,268,531,2.00
017156,Provaglio d'Iseo,2022-06,332,708,2.10
017156,Provaglio d'Iseo,2022-07,486,1016,2.10
017156,Provaglio d'Iseo,2022-08,519,1390,2.70
017156,Provaglio d'Iseo,2022-09,481,834,1.70
017156,Provaglio d'Iseo,2022-10,409,692,1.70
017156,Provaglio d'Iseo,2022-11,155,357,2.30
017156,Provaglio d'Iseo,2022-12,145,356,2.50
017156,Provaglio d'Iseo,2023-01,179,461,2.60
017156,Provaglio d'Iseo,2023-02,204,381,1.90
017156,Provaglio d'Iseo,2023-03,170,429,2.50
017156,Provaglio d'Iseo,2023-04,537,1008,1.90
017156,Provaglio d'Iseo,2023-05,464,774,1.70
017156,Provaglio d'Iseo,2023-06,520,1008,1.90
017156,Provaglio d'Iseo,2023-07,446,1179,2.60
017156,Provaglio d'Iseo,2023-08,551,1430,2.60
017156,Provaglio d'Iseo,2023-09,580,1052,1.80
017156,Provaglio d'Iseo,2023-10,440,756,1.70
017156,Provaglio d'Iseo,2023-11,293,496,1.70
017156,Provaglio d'Iseo,2023-12,307,601,2.00
017156,Provaglio d'Iseo,2024-01,182,522,2.90
017156,Provaglio d'Iseo,2024-02,205,515,2.50
017156,Provaglio d'Iseo,2024-03,275,579,2.10
017156,Provaglio d'Iseo,2024-04,456,761,1.70
017156,Provaglio d'Iseo,2024-05,434,805,1.90
017156,Provaglio d'Iseo,2024-06,498,814,1.60
017156,Provaglio d'Iseo,2024-07,466,979,2.10
017156,Provaglio d'Iseo,2024-08,589,1451,2.50
017156,Provaglio d'Iseo,2024-09,606,1065,1.80
017156,Provaglio d'Iseo,2024-10,453,771,1.70
017156,Provaglio d'Iseo,2024-11,334,498,1.50
017156,Provaglio d'Iseo,2024-12,215,432,2.00
017157,Provaglio Val Sabbia,2024-01,1,1,1.00
017157,Provaglio Val Sabbia,2024-02,2,4,2.00
017157,Provaglio Val Sabbia,2024-03,16,48,3.00
017157,Provaglio Val Sabbia,2024-04,24,84,3.50
017157,Provaglio Val Sabbia,2024-05,14,52,3.70
017157,Provaglio Val Sabbia,2024-06,36,127,3.50
017157,Provaglio Val Sabbia,2024-07,63,202,3.20
017157,Provaglio Val Sabbia,2024-08,43,149,3.50
017157,Provaglio Val Sabbia,2024-09,44,114,2.60
017157,Provaglio Val Sabbia,2024-10,19,41,2.20
017157,Provaglio Val Sabbia,2024-11,2,8,4.00
017157,Provaglio Val Sabbia,2024-12,2,2,1.00
017158,Puegnago del Garda,2019-01,48,139,2.90
017158,Puegnago del Garda,2019-02,34,215,6.30
017158,Puegnago del Garda,2019-03,145,533,3.70
017158,Puegnago del Garda,2019-04,474,1569,3.30
017158,Puegnago del Garda,2019-05,414,1424,3.40
017158,Puegnago del Garda,2019-06,741,3066,4.10
017158,Puegnago del Garda,2019-07,975,5455,5.60
017158,Puegnago del Garda,2019-08,1256,6534,5.20
017158,Puegnago del Garda,2019-09,504,2204,4.40
017158,Puegnago del Garda,2019-10,257,1050,4.10
017158,Puegnago del Garda,2019-11,94,356,3.80
017158,Puegnago del Garda,2019-12,110,379,3.40
017158,Puegnago del Garda,2020-01,54,303,5.60
017158,Puegnago del Garda,2020-02,85,312,3.70
017158,Puegnago del Garda,2020-03,28,264,9.40
017158,Puegnago del Garda,2020-04,11,285,25.90
017158,Puegnago del Garda,2020-05,55,319,5.80
017158,Puegnago del Garda,2020-06,162,418,2.60
017158,Puegnago del Garda,2020-07,422,2197,5.20
017158,Puegnago del Garda,2020-08,681,3594,5.30
017158,Puegnago del Garda,2020-09,373,1696,4.50
017158,Puegnago del Garda,2020-10,95,480,5.10
017158,Puegnago del Garda,2020-11,20,133,6.70
017158,Puegnago del Garda,2020-12,54,375,6.90
017158,Puegnago del Garda,2021-01,33,345,10.50
017158,Puegnago del Garda,2021-02,71,206,2.90
017158,Puegnago del Garda,2021-03,63,324,5.10
017158,Puegnago del Garda,2021-04,48,270,5.60
017158,Puegnago del Garda,2021-05,356,1104,3.10
017158,Puegnago del Garda,2021-06,487,1853,3.80
017158,Puegnago del Garda,2021-07,997,4821,4.80
017158,Puegnago del Garda,2021-08,1170,6624,5.70
017158,Puegnago del Garda,2021-09,664,3306,5.00
017158,Puegnago del Garda,2021-10,271,934,3.40
017158,Puegnago del Garda,2021-11,58,184,3.20
017158,Puegnago del Garda,2021-12,91,252,2.80
017158,Puegnago del Garda,2022-01,44,410,9.30
017158,Puegnago del Garda,2022-02,88,290,3.30
017158,Puegnago del Garda,2022-03,152,508,3.30
017158,Puegnago del Garda,2022-04,493,1500,3.00
017158,Puegnago del Garda,2022-05,534,1905,3.60
017158,Puegnago del Garda,2022-06,1069,4421,4.10
017158,Puegnago del Garda,2022-07,1503,7023,4.70
017158,Puegnago del Garda,2022-08,1327,7803,5.90
017158,Puegnago del Garda,2022-09,902,3810,4.20
017158,Puegnago del Garda,2022-10,452,1743,3.90
017158,Puegnago del Garda,2022-11,109,1314,12.10
017158,Puegnago del Garda,2022-12,118,1024,8.70
017158,Puegnago del Garda,2023-01,160,694,4.30
017158,Puegnago del Garda,2023-02,225,728,3.20
017158,Puegnago del Garda,2023-03,165,527,3.20
017158,Puegnago del Garda,2023-04,680,2084,3.10
017158,Puegnago del Garda,2023-05,734,2538,3.50
017158,Puegnago del Garda,2023-06,1245,4514,3.60
017158,Puegnago del Garda,2023-07,1880,7352,3.90
017158,Puegnago del Garda,2023-08,1993,9243,4.60
017158,Puegnago del Garda,2023-09,1147,4448,3.90
017158,Puegnago del Garda,2023-10,516,1753,3.40
017158,Puegnago del Garda,2023-11,112,570,5.10
017158,Puegnago del Garda,2023-12,190,597,3.10
017158,Puegnago del Garda,2024-01,77,508,6.60
017158,Puegnago del Garda,2024-02,100,482,4.80
017158,Puegnago del Garda,2024-03,325,858,2.60
017158,Puegnago del Garda,2024-04,654,1739,2.70
017158,Puegnago del Garda,2024-05,1291,4358,3.40
017158,Puegnago del Garda,2024-06,1132,4146,3.70
017158,Puegnago del Garda,2024-07,1890,8413,4.50
017158,Puegnago del Garda,2024-08,2085,9882,4.70
017158,Puegnago del Garda,2024-09,1381,4818,3.50
017158,Puegnago del Garda,2024-10,636,2295,3.60
017158,Puegnago del Garda,2024-11,245,659,2.70
017158,Puegnago del Garda,2024-12,400,1241,3.10
017161,Rezzato,2019-01,1345,2221,1.70
017161,Rezzato,2019-02,1489,2441,1.60
017161,Rezzato,2019-03,1880,3128,1.70
017161,Rezzato,2019-04,1877,3313,1.80
017161,Rezzato,2019-05,2187,3224,1.50
017161,Rezzato,2019-06,2250,3574,1.60
017161,Rezzato,2019-07,2273,4217,1.90
017161,Rezzato,2019-08,2191,4393,2.00
017161,Rezzato,2019-09,2659,3917,1.50
017161,Rezzato,2019-10,2283,3708,1.60
017161,Rezzato,2019-11,1756,2819,1.60
017161,Rezzato,2019-12,1678,2547,1.50
017161,Rezzato,2020-01,1592,2496,1.60
017161,Rezzato,2020-02,1743,2584,1.50
017161,Rezzato,2020-03,98,269,2.70
017161,Rezzato,2020-04,4,88,22.00
017161,Rezzato,2020-05,206,658,3.20
017161,Rezzato,2020-06,513,1008,2.00
017161,Rezzato,2020-07,1004,1631,1.60
017161,Rezzato,2020-08,1292,2179,1.70
017161,Rezzato,2020-09,1331,2144,1.60
017161,Rezzato,2020-10,1112,1894,1.70
017161,Rezzato,2020-11,284,471,1.70
017161,Rezzato,2020-12,260,408,1.60
017161,Rezzato,2021-01,303,456,1.50
017161,Rezzato,2021-02,739,1131,1.50
017161,Rezzato,2021-03,382,783,2.00
017161,Rezzato,2021-04,292,1369,4.70
017161,Rezzato,2021-05,748,1282,1.70
017161,Rezzato,2021-06,1283,2998,2.30
017161,Rezzato,2021-07,1966,4188,2.10
017161,Rezzato,2021-08,2496,6381,2.60
017161,Rezzato,2021-09,1924,4924,2.60
017161,Rezzato,2021-10,1848,4495,2.40
017161,Rezzato,2021-11,1500,3692,2.50
017161,Rezzato,2021-12,1191,3429,2.90
017161,Rezzato,2022-01,646,956,1.50
017161,Rezzato,2022-02,775,1268,1.60
017161,Rezzato,2022-03,1377,2487,1.80
017161,Rezzato,2022-04,1701,2851,1.70
017161,Rezzato,2022-05,1978,2914,1.50
017161,Rezzato,2022-06,1665,2530,1.50
017161,Rezzato,2022-07,2207,3685,1.70
017161,Rezzato,2022-08,2621,4520,1.70
017161,Rezzato,2022-09,2254,3787,1.70
017161,Rezzato,2022-10,2209,3468,1.60
017161,Rezzato,2022-11,1519,2772,1.80
017161,Rezzato,2022-12,1373,2228,1.60
017161,Rezzato,2023-01,1255,2266,1.80
017161,Rezzato,2023-02,1707,2889,1.70
017161,Rezzato,2023-03,1897,3255,1.70
017161,Rezzato,2023-04,2141,3812,1.80
017161,Rezzato,2023-05,2126,3336,1.60
017161,Rezzato,2023-06,2134,3408,1.60
017161,Rezzato,2023-07,1946,3610,1.90
017161,Rezzato,2023-08,1688,3151,1.90
017161,Rezzato,2023-09,1753,2487,1.40
017161,Rezzato,2023-10,1669,2796,1.70
017161,Rezzato,2023-11,1592,2457,1.50
017161,Rezzato,2023-12,1623,2409,1.50
017161,Rezzato,2024-01,995,1576,1.60
017161,Rezzato,2024-02,738,1428,1.90
017161,Rezzato,2024-03,1347,2515,1.90
017161,Rezzato,2024-04,481,1421,3.00
017161,Rezzato,2024-05,701,1323,1.90
017161,Rezzato,2024-06,2235,3404,1.50
017161,Rezzato,2024-07,2962,5330,1.80
017161,Rezzato,2024-08,2460,5738,2.30
017161,Rezzato,2024-09,2734,4474,1.60
017161,Rezzato,2024-10,2394,3922,1.60
017161,Rezzato,2024-11,1745,3145,1.80
017161,Rezzato,2024-12,1570,2570,1.60
017163,Rodengo Saiano,2019-01,2464,2704,1.10
017163,Rodengo Saiano,2019-02,2405,2610,1.10
017163,Rodengo Saiano,2019-03,2597,2968,1.10
017163,Rodengo Saiano,2019-04,2641,3082,1.20
017163,Rodengo Saiano,2019-05,2631,3054,1.20
017163,Rodengo Saiano,2019-06,2410,2843,1.20
017163,Rodengo Saiano,2019-07,2337,2920,1.20
017163,Rodengo Saiano,2019-08,1956,2477,1.30
017163,Rodengo Saiano,2019-09,2358,3052,1.30
017163,Rodengo Saiano,2019-10,2484,2789,1.10
017163,Rodengo Saiano,2019-11,2580,2961,1.10
017163,Rodengo Saiano,2019-12,2423,2630,1.10
017163,Rodengo Saiano,2020-01,2259,2509,1.10
017163,Rodengo Saiano,2020-02,2207,2373,1.10
017163,Rodengo Saiano,2020-03,398,418,1.10
017163,Rodengo Saiano,2020-04,0,0,0.00
017163,Rodengo Saiano,2020-05,891,938,1.10
017163,Rodengo Saiano,2020-06,1747,1875,1.10
017163,Rodengo Saiano,2020-07,1532,1661,1.10
017163,Rodengo Saiano,2020-08,1913,2090,1.10
017163,Rodengo Saiano,2020-09,1808,2078,1.10
017163,Rodengo Saiano,2020-10,2023,2197,1.10
017163,Rodengo Saiano,2020-11,695,715,1.00
017163,Rodengo Saiano,2020-12,1345,1412,1.00
017163,Rodengo Saiano,2021-01,1395,1462,1.00
017163,Rodengo Saiano,2021-02,1646,1719,1.00
017163,Rodengo Saiano,2021-03,1114,1229,1.10
017163,Rodengo Saiano,2021-04,1409,1574,1.10
017163,Rodengo Saiano,2021-05,1865,1976,1.10
017163,Rodengo Saiano,2021-06,1991,2213,1.10
017163,Rodengo Saiano,2021-07,2476,2805,1.10
017163,Rodengo Saiano,2021-08,2587,3733,1.40
017163,Rodengo Saiano,2021-09,2481,3041,1.20
017163,Rodengo Saiano,2021-10,2713,3291,1.20
017163,Rodengo Saiano,2021-11,2270,2491,1.10
017163,Rodengo Saiano,2021-12,2371,2565,1.10
017163,Rodengo Saiano,2022-01,1853,2007,1.10
017163,Rodengo Saiano,2022-02,2024,2146,1.10
017163,Rodengo Saiano,2022-03,2149,2345,1.10
017163,Rodengo Saiano,2022-04,2277,2551,1.10
017163,Rodengo Saiano,2022-05,2565,2782,1.10
017163,Rodengo Saiano,2022-06,2363,2808,1.20
017163,Rodengo Saiano,2022-07,2625,3090,1.20
017163,Rodengo Saiano,2022-08,2289,2791,1.20
017163,Rodengo Saiano,2022-09,2588,2957,1.10
017163,Rodengo Saiano,2022-10,2392,2792,1.20
017163,Rodengo Saiano,2022-11,2335,2569,1.10
017163,Rodengo Saiano,2022-12,2477,2727,1.10
017163,Rodengo Saiano,2023-01,2507,2688,1.10
017163,Rodengo Saiano,2023-02,1460,1952,1.30
017163,Rodengo Saiano,2023-03,959,1471,1.50
017163,Rodengo Saiano,2023-04,1391,1969,1.40
017163,Rodengo Saiano,2023-05,1328,2015,1.50
017163,Rodengo Saiano,2023-06,1278,2003,1.60
017163,Rodengo Saiano,2023-07,1251,2031,1.60
017163,Rodengo Saiano,2023-08,841,1628,1.90
017163,Rodengo Saiano,2023-09,1347,2083,1.50
017163,Rodengo Saiano,2023-10,1056,1855,1.80
017163,Rodengo Saiano,2023-11,838,1273,1.50
017163,Rodengo Saiano,2023-12,802,1127,1.40
017163,Rodengo Saiano,2024-01,673,897,1.30
017163,Rodengo Saiano,2024-02,618,892,1.40
017163,Rodengo Saiano,2024-03,644,937,1.50
017163,Rodengo Saiano,2024-04,1234,1920,1.60
017163,Rodengo Saiano,2024-05,1557,2441,1.60
017163,Rodengo Saiano,2024-06,1287,2108,1.60
017163,Rodengo Saiano,2024-07,1321,2390,1.80
017163,Rodengo Saiano,2024-08,856,1471,1.70
017163,Rodengo Saiano,2024-09,1200,1870,1.60
017163,Rodengo Saiano,2024-10,1010,1671,1.70
017163,Rodengo Saiano,2024-11,951,1508,1.60
017163,Rodengo Saiano,2024-12,842,1116,1.30
017164,Roè Volciano,2019-01,153,308,2.00
017164,Roè Volciano,2019-02,118,228,1.90
017164,Roè Volciano,2019-03,178,312,1.80
017164,Roè Volciano,2019-04,315,889,2.80
017164,Roè Volciano,2019-05,282,721,2.60
017164,Roè Volciano,2019-06,399,1537,3.90
017164,Roè Volciano,2019-07,545,2163,4.00
017164,Roè Volciano,2019-08,601,3188,5.30
017164,Roè Volciano,2019-09,305,1293,4.20
017164,Roè Volciano,2019-10,231,733,3.20
017164,Roè Volciano,2019-11,142,316,2.20
017164,Roè Volciano,2019-12,178,398,2.20
017164,Roè Volciano,2020-01,128,396,3.10
017164,Roè Volciano,2020-02,121,300,2.50
017164,Roè Volciano,2020-03,35,145,4.10
017164,Roè Volciano,2020-04,0,0,0.00
017164,Roè Volciano,2020-05,75,158,2.10
017164,Roè Volciano,2020-06,148,421,2.80
017164,Roè Volciano,2020-07,252,1022,4.10
017164,Roè Volciano,2020-08,489,1815,3.70
017164,Roè Volciano,2020-09,272,1139,4.20
017164,Roè Volciano,2020-10,128,374,2.90
017164,Roè Volciano,2020-11,107,347,3.20
017164,Roè Volciano,2020-12,129,292,2.30
017164,Roè Volciano,2021-01,166,395,2.40
017164,Roè Volciano,2021-02,243,552,2.30
017164,Roè Volciano,2021-03,110,241,2.20
017164,Roè Volciano,2021-04,142,415,2.90
017164,Roè Volciano,2021-05,331,696,2.10
017164,Roè Volciano,2021-06,433,1289,3.00
017164,Roè Volciano,2021-07,599,2117,3.50
017164,Roè Volciano,2021-08,623,2549,4.10
017164,Roè Volciano,2021-09,432,1381,3.20
017164,Roè Volciano,2021-10,253,868,3.40
017164,Roè Volciano,2021-11,191,420,2.20
017164,Roè Volciano,2021-12,216,465,2.20
017164,Roè Volciano,2022-01,216,460,2.10
017164,Roè Volciano,2022-02,240,611,2.50
017164,Roè Volciano,2022-03,198,834,4.20
017164,Roè Volciano,2022-04,342,1302,3.80
017164,Roè Volciano,2022-05,361,1226,3.40
017164,Roè Volciano,2022-06,501,1859,3.70
017164,Roè Volciano,2022-07,602,2633,4.40
017164,Roè Volciano,2022-08,527,2537,4.80
017164,Roè Volciano,2022-09,424,1600,3.80
017164,Roè Volciano,2022-10,378,1055,2.80
017164,Roè Volciano,2022-11,280,617,2.20
017164,Roè Volciano,2022-12,312,1011,3.20
017164,Roè Volciano,2023-01,301,720,2.40
017164,Roè Volciano,2023-02,296,829,2.80
017164,Roè Volciano,2023-03,322,850,2.60
017164,Roè Volciano,2023-04,573,1786,3.10
017164,Roè Volciano,2023-05,531,1523,2.90
017164,Roè Volciano,2023-06,534,2181,4.10
017164,Roè Volciano,2023-07,795,3282,4.10
017164,Roè Volciano,2023-08,746,3561,4.80
017164,Roè Volciano,2023-09,569,1968,3.50
017164,Roè Volciano,2023-10,361,1264,3.50
017164,Roè Volciano,2023-11,235,705,3.00
017164,Roè Volciano,2023-12,243,626,2.60
017164,Roè Volciano,2024-01,203,650,3.20
017164,Roè Volciano,2024-02,238,658,2.80
017164,Roè Volciano,2024-03,406,1062,2.60
017164,Roè Volciano,2024-04,353,1249,3.50
017164,Roè Volciano,2024-05,548,2080,3.80
017164,Roè Volciano,2024-06,505,2036,4.00
017164,Roè Volciano,2024-07,661,3666,5.50
017164,Roè Volciano,2024-08,728,3791,5.20
017164,Roè Volciano,2024-09,608,1952,3.20
017164,Roè Volciano,2024-10,316,1239,3.90
017164,Roè Volciano,2024-11,234,556,2.40
017164,Roè Volciano,2024-12,257,510,2.00
017165,Roncadelle,2024-01,5,69,13.80
017165,Roncadelle,2024-02,183,594,3.20
017165,Roncadelle,2024-03,13,206,15.80
017165,Roncadelle,2024-04,0,30,0.00
017165,Roncadelle,2024-05,0,31,0.00
017165,Roncadelle,2024-06,0,30,0.00
017165,Roncadelle,2024-07,0,31,0.00
017165,Roncadelle,2024-08,0,31,0.00
017165,Roncadelle,2024-09,0,30,0.00
017165,Roncadelle,2024-10,0,31,0.00
017165,Roncadelle,2024-11,4,38,9.50
017165,Roncadelle,2024-12,92,363,3.90
017166,Rovato,2019-01,25,94,3.80
017166,Rovato,2019-02,25,94,3.80
017166,Rovato,2019-03,56,114,2.00
017166,Rovato,2019-04,77,151,2.00
017166,Rovato,2019-05,111,207,1.90
017166,Rovato,2019-06,108,258,2.40
017166,Rovato,2019-07,166,443,2.70
017166,Rovato,2019-08,108,305,2.80
017166,Rovato,2019-09,121,260,2.10
017166,Rovato,2019-10,75,202,2.70
017166,Rovato,2019-11,67,206,3.10
017166,Rovato,2019-12,59,220,3.70
017166,Rovato,2020-01,33,64,1.90
017166,Rovato,2020-02,54,116,2.10
017166,Rovato,2020-03,13,82,6.30
017166,Rovato,2020-04,1,131,31.00
017166,Rovato,2020-05,5,150,30.00
017166,Rovato,2020-06,17,167,9.80
017166,Rovato,2020-07,41,170,4.10
017166,Rovato,2020-08,53,205,3.90
017166,Rovato,2020-09,70,245,3.50
017166,Rovato,2020-10,46,221,4.80
017166,Rovato,2020-11,18,136,7.60
017166,Rovato,2020-12,11,70,6.40
017166,Rovato,2021-01,34,93,2.70
017166,Rovato,2021-02,59,167,2.80
017166,Rovato,2021-03,44,169,3.80
017166,Rovato,2021-04,75,305,4.10
017166,Rovato,2021-05,77,368,4.80
017166,Rovato,2021-06,111,367,3.30
017166,Rovato,2021-07,162,422,2.60
017166,Rovato,2021-08,132,456,3.50
017166,Rovato,2021-09,134,441,3.30
017166,Rovato,2021-10,120,466,3.90
017166,Rovato,2021-11,123,432,3.50
017166,Rovato,2021-12,70,323,4.60
017166,Rovato,2022-01,43,225,5.20
017166,Rovato,2022-02,81,263,3.20
017166,Rovato,2022-03,82,303,3.70
017166,Rovato,2022-04,108,318,2.90
017166,Rovato,2022-05,139,585,4.20
017166,Rovato,2022-06,143,579,4.00
017166,Rovato,2022-07,174,496,2.90
017166,Rovato,2022-08,164,644,3.90
017166,Rovato,2022-09,150,498,3.30
017166,Rovato,2022-10,153,411,2.70
017166,Rovato,2022-11,111,327,2.90
017166,Rovato,2022-12,68,240,3.50
017166,Rovato,2023-01,77,501,6.50
017166,Rovato,2023-02,90,466,5.20
017166,Rovato,2023-03,144,398,2.80
017166,Rovato,2023-04,197,449,2.30
017166,Rovato,2023-05,156,455,2.90
017166,Rovato,2023-06,277,583,2.10
017166,Rovato,2023-07,269,745,2.80
017166,Rovato,2023-08,235,790,3.40
017166,Rovato,2023-09,319,858,2.70
017166,Rovato,2023-10,323,850,2.60
017166,Rovato,2023-11,261,699,2.70
017166,Rovato,2023-12,180,669,3.70
017166,Rovato,2024-01,125,595,4.80
017166,Rovato,2024-02,172,711,4.10
017166,Rovato,2024-03,261,699,2.70
017166,Rovato,2024-04,340,1003,3.00
017166,Rovato,2024-05,355,934,2.60
017166,Rovato,2024-06,368,842,2.30
017166,Rovato,2024-07,365,1108,3.00
017166,Rovato,2024-08,324,1092,3.40
017166,Rovato,2024-09,385,1012,2.60
017166,Rovato,2024-10,378,925,2.40
017166,Rovato,2024-11,257,809,3.10
017166,Rovato,2024-12,204,645,3.20
017168,Sabbio Chiese,2023-01,0,2,0.00
017168,Sabbio Chiese,2023-04,8,18,2.30
017168,Sabbio Chiese,2023-05,20,35,1.80
017168,Sabbio Chiese,2023-06,20,64,3.20
017168,Sabbio Chiese,2023-07,38,141,3.70
017168,Sabbio Chiese,2023-08,46,196,4.30
017168,Sabbio Chiese,2023-09,15,32,2.10
017168,Sabbio Chiese,2023-10,15,39,2.60
017168,Sabbio Chiese,2023-11,1,9,9.00
017168,Sabbio Chiese,2023-12,13,38,2.90
017168,Sabbio Chiese,2024-01,10,28,2.80
017168,Sabbio Chiese,2024-02,6,12,2.00
017168,Sabbio Chiese,2024-03,25,46,1.80
017168,Sabbio Chiese,2024-04,13,39,3.00
017168,Sabbio Chiese,2024-05,10,36,3.60
017168,Sabbio Chiese,2024-06,22,61,2.80
017168,Sabbio Chiese,2024-07,35,105,3.00
017168,Sabbio Chiese,2024-08,50,148,3.00
017168,Sabbio Chiese,2024-09,38,75,2.00
017168,Sabbio Chiese,2024-10,20,41,2.10
017168,Sabbio Chiese,2024-11,7,23,3.30
017168,Sabbio Chiese,2024-12,7,11,1.60
017169,Sale Marasino,2019-01,52,217,4.20
017169,Sale Marasino,2019-02,56,133,2.40
017169,Sale Marasino,2019-03,180,357,2.00
017169,Sale Marasino,2019-04,504,1131,2.20
017169,Sale Marasino,2019-05,483,1124,2.30
017169,Sale Marasino,2019-06,806,2267,2.80
017169,Sale Marasino,2019-07,1045,3702,3.50
017169,Sale Marasino,2019-08,1085,4276,3.90
017169,Sale Marasino,2019-09,629,1935,3.10
017169,Sale Marasino,2019-10,260,581,2.20
017169,Sale Marasino,2019-11,101,1487,14.70
017169,Sale Marasino,2019-12,93,1383,14.90
017169,Sale Marasino,2020-01,27,1326,31.00
017169,Sale Marasino,2020-02,75,122,1.60
017169,Sale Marasino,2020-03,6,22,3.70
017169,Sale Marasino,2020-04,0,78,0.00
017169,Sale Marasino,2020-05,24,43,1.80
017169,Sale Marasino,2020-06,108,261,2.40
017169,Sale Marasino,2020-07,330,1148,3.50
017169,Sale Marasino,2020-08,556,1864,3.40
017169,Sale Marasino,2020-09,327,1028,3.10
017169,Sale Marasino,2020-10,100,276,2.80
017169,Sale Marasino,2020-11,5,63,12.60
017169,Sale Marasino,2020-12,20,90,4.50
017169,Sale Marasino,2021-01,68,356,5.20
017169,Sale Marasino,2021-02,84,167,2.00
017169,Sale Marasino,2021-03,9,18,2.00
017169,Sale Marasino,2021-04,23,40,1.70
017169,Sale Marasino,2021-05,266,449,1.70
017169,Sale Marasino,2021-06,603,1416,2.30
017169,Sale Marasino,2021-07,1020,3182,3.10
017169,Sale Marasino,2021-08,1064,3986,3.70
017169,Sale Marasino,2021-09,849,2475,2.90
017169,Sale Marasino,2021-10,370,996,2.70
017169,Sale Marasino,2021-11,113,384,3.40
017169,Sale Marasino,2021-12,131,305,2.30
017169,Sale Marasino,2022-01,88,203,2.30
017169,Sale Marasino,2022-02,216,361,1.70
017169,Sale Marasino,2022-03,267,415,1.60
017169,Sale Marasino,2022-04,701,1406,2.00
017169,Sale Marasino,2022-05,743,1768,2.40
017169,Sale Marasino,2022-06,1271,3540,2.80
017169,Sale Marasino,2022-07,1498,4682,3.10
017169,Sale Marasino,2022-08,1072,4826,4.50
017169,Sale Marasino,2022-09,833,3353,4.00
017169,Sale Marasino,2022-10,282,1448,5.10
017169,Sale Marasino,2022-11,118,938,7.90
017169,Sale Marasino,2022-12,90,862,9.60
017169,Sale Marasino,2023-01,320,550,1.70
017169,Sale Marasino,2023-02,289,675,2.30
017169,Sale Marasino,2023-03,287,556,1.90
017169,Sale Marasino,2023-04,647,1597,2.50
017169,Sale Marasino,2023-05,431,1481,3.40
017169,Sale Marasino,2023-06,584,2160,3.70
017169,Sale Marasino,2023-07,1075,3507,3.30
017169,Sale Marasino,2023-08,1050,4337,4.10
017169,Sale Marasino,2023-09,701,2474,3.50
017169,Sale Marasino,2023-10,409,1180,2.90
017169,Sale Marasino,2023-11,195,468,2.40
017169,Sale Marasino,2023-12,239,437,1.80
017169,Sale Marasino,2024-01,173,336,1.90
017169,Sale Marasino,2024-02,158,356,2.30
017169,Sale Marasino,2024-03,348,651,1.90
017169,Sale Marasino,2024-04,435,1031,2.40
