codice_istat,comune,mese,arrivi,presenze,permanenza_media
017002,Adro,2019-01,70,252,3.60
017002,Adro,2019-02,63,135,2.10
017002,Adro,2019-03,33,67,2.00
017002,Adro,2019-04,42,109,2.60
017002,Adro,2019-05,58,147,2.50
017002,Adro,2019-06,51,138,2.70
017002,Adro,2019-07,40,151,3.80
017002,Adro,2019-08,34,171,5.00
017002,Adro,2019-09,73,304,4.20
017002,Adro,2019-10,28,608,21.70
017002,Adro,2019-11,52,316,6.10
017002,Adro,2019-12,19,758,31.00
017002,Adro,2020-01,74,516,7.00
017002,Adro,2020-02,56,718,12.80
017002,Adro,2020-03,23,619,26.90
017002,Adro,2020-04,0,690,0.00
017002,Adro,2020-05,40,788,19.70
017002,Adro,2020-06,34,571,16.80
017002,Adro,2020-07,47,136,2.90
017002,Adro,2020-08,105,1007,9.60
017002,Adro,2020-09,85,607,7.10
017002,Adro,2020-10,58,465,8.00
017002,Adro,2020-11,42,398,9.50
017002,Adro,2020-12,57,496,8.70
017002,Adro,2021-01,63,737,11.70
017002,Adro,2021-02,82,810,9.90
017002,Adro,2021-03,65,868,13.40
017002,Adro,2021-04,40,126,3.20
017002,Adro,2021-05,69,751,10.90
017002,Adro,2021-06,74,908,12.30
017002,Adro,2021-07,75,188,2.50
017002,Adro,2021-08,85,185,2.20
017002,Adro,2021-09,109,742,6.80
017002,Adro,2021-10,91,900,9.90
017002,Adro,2021-11,38,154,4.10
017002,Adro,2021-12,41,155,3.80
017002,Adro,2022-01,84,840,10.00
017002,Adro,2022-02,112,962,8.60
017002,Adro,2022-03,117,1113,9.50
017002,Adro,2022-04,82,210,2.60
017002,Adro,2022-05,191,1191,6.20
017002,Adro,2022-06,140,949,6.80
017002,Adro,2022-07,100,265,2.70
017002,Adro,2022-08,124,765,6.20
017002,Adro,2022-09,166,1086,6.50
017002,Adro,2022-10,86,1086,12.60
017002,Adro,2022-11,50,181,3.60
017002,Adro,2022-12,53,110,2.10
017002,Adro,2023-01,168,1122,6.70
017002,Adro,2023-02,183,1354,7.40
017002,Adro,2023-03,210,1131,5.40
017002,Adro,2023-04,252,765,3.00
017002,Adro,2023-05,209,1743,8.30
017002,Adro,2023-06,226,1783,7.90
017002,Adro,2023-07,224,1107,4.90
017002,Adro,2023-08,176,1619,9.20
017002,Adro,2023-09,270,2205,8.20
017002,Adro,2023-10,131,1493,11.40
017002,Adro,2023-11,167,543,3.30
017002,Adro,2023-12,114,571,5.00
017002,Adro,2024-01,182,1499,8.20
017002,Adro,2024-02,209,1596,7.60
017002,Adro,2024-03,164,1626,9.90
017002,Adro,2024-04,346,1445,4.20
017002,Adro,2024-05,373,2048,5.50
017002,Adro,2024-06,338,2210,6.50
017002,Adro,2024-07,335,1032,3.10
017002,Adro,2024-08,335,2095,6.30
017002,Adro,2024-09,364,2433,6.70
017002,Adro,2024-10,376,1916,5.10
017002,Adro,2024-11,201,1170,5.80
017002,Adro,2024-12,206,1087,5.30
017005,Anfo,2019-01,0,0,0.00
017005,Anfo,2019-02,0,0,0.00
017005,Anfo,2019-03,0,0,0.00
017005,Anfo,2019-04,140,284,2.00
017005,Anfo,2019-05,177,451,2.50
017005,Anfo,2019-06,749,2252,3.00
017005,Anfo,2019-07,916,4721,5.20
017005,Anfo,2019-08,1033,5398,5.20
017005,Anfo,2019-09,270,938,3.50
017005,Anfo,2019-10,12,42,3.50
017005,Anfo,2019-11,0,0,0.00
017005,Anfo,2019-12,1,1,1.00
017005,Anfo,2020-01,0,0,0.00
017005,Anfo,2020-02,3,3,1.00
017005,Anfo,2020-03,0,0,0.00
017005,Anfo,2020-04,0,0,0.00
017005,Anfo,2020-05,10,10,1.00
017005,Anfo,2020-06,192,377,2.00
017005,Anfo,2020-07,556,2157,3.90
017005,Anfo,2020-08,1048,4243,4.00
017005,Anfo,2020-09,514,855,1.70
017005,Anfo,2020-10,10,29,2.90
017005,Anfo,2020-11,0,0,0.00
017005,Anfo,2020-12,0,0,0.00
017005,Anfo,2021-01,0,0,0.00
017005,Anfo,2021-02,0,0,0.00
017005,Anfo,2021-03,0,0,0.00
017005,Anfo,2021-04,0,0,0.00
017005,Anfo,2021-05,278,694,2.50
017005,Anfo,2021-06,1303,3620,2.80
017005,Anfo,2021-07,2556,11471,4.50
017005,Anfo,2021-08,3016,16490,5.50
017005,Anfo,2021-09,1446,4912,3.40
017005,Anfo,2021-10,172,260,1.50
017005,Anfo,2021-11,97,117,1.20
017005,Anfo,2021-12,193,274,1.40
017005,Anfo,2022-01,20,135,6.80
017005,Anfo,2022-02,8,10,1.30
017005,Anfo,2022-04,791,2255,2.90
017005,Anfo,2022-05,1171,3672,3.10
017005,Anfo,2022-06,2845,11240,4.00
017005,Anfo,2022-07,3136,16288,5.20
017005,Anfo,2022-08,2633,17797,6.80
017005,Anfo,2022-09,1744,7413,4.30
017005,Anfo,2022-10,632,2050,3.20
017005,Anfo,2022-11,3,177,31.00
017005,Anfo,2022-12,251,611,2.40
017005,Anfo,2023-01,3,62,20.70
017005,Anfo,2023-02,7,15,2.10
017005,Anfo,2023-03,33,62,1.90
017005,Anfo,2023-04,1336,3706,2.80
017005,Anfo,2023-05,1299,4405,3.40
017005,Anfo,2023-06,2264,9523,4.20
017005,Anfo,2023-07,2907,15022,5.20
017005,Anfo,2023-08,2936,18854,6.40
017005,Anfo,2023-09,2060,7659,3.70
017005,Anfo,2023-10,694,2360,3.40
017005,Anfo,2023-11,32,230,7.20
017005,Anfo,2023-12,378,802,2.10
017005,Anfo,2024-01,32,144,4.50
017005,Anfo,2024-02,12,25,2.10
017005,Anfo,2024-03,290,799,2.80
017005,Anfo,2024-04,832,2367,2.80
017005,Anfo,2024-05,1751,7013,4.00
017005,Anfo,2024-06,2400,10299,4.30
017005,Anfo,2024-07,3259,18388,5.60
017005,Anfo,2024-08,3246,20101,6.20
017005,Anfo,2024-09,1941,8484,4.40
017005,Anfo,2024-10,545,2318,4.30
017005,Anfo,2024-11,154,307,2.00
017005,Anfo,2024-12,243,542,2.20
017006,Angolo Terme,2019-01,57,140,2.50
017006,Angolo Terme,2019-02,37,239,6.50
017006,Angolo Terme,2019-03,43,471,11.00
017006,Angolo Terme,2019-04,158,432,2.70
017006,Angolo Terme,2019-05,132,281,2.10
017006,Angolo Terme,2019-06,264,781,3.00
017006,Angolo Terme,2019-07,280,969,3.50
017006,Angolo Terme,2019-08,402,1767,4.40
017006,Angolo Terme,2019-09,122,386,3.20
017006,Angolo Terme,2019-10,53,185,3.50
017006,Angolo Terme,2019-11,13,25,1.90
017006,Angolo Terme,2019-12,85,162,1.90
017006,Angolo Terme,2020-01,41,104,2.50
017006,Angolo Terme,2020-02,84,158,1.90
017006,Angolo Terme,2020-03,5,52,10.40
017006,Angolo Terme,2020-04,0,36,0.00
017006,Angolo Terme,2020-05,12,46,3.80
017006,Angolo Terme,2020-06,56,132,2.40
017006,Angolo Terme,2020-07,92,527,5.70
017006,Angolo Terme,2020-08,420,1952,4.60
017006,Angolo Terme,2020-09,108,325,3.00
017006,Angolo Terme,2020-10,62,160,2.60
017006,Angolo Terme,2020-11,12,32,2.70
017006,Angolo Terme,2020-12,19,52,2.70
017006,Angolo Terme,2021-01,5,31,6.20
017006,Angolo Terme,2021-02,58,88,1.50
017006,Angolo Terme,2021-03,0,0,0.00
017006,Angolo Terme,2021-04,54,57,1.10
017006,Angolo Terme,2021-05,57,156,2.70
017006,Angolo Terme,2021-06,111,249,2.20
017006,Angolo Terme,2021-07,421,1637,3.90
017006,Angolo Terme,2021-08,350,1545,4.40
017006,Angolo Terme,2021-09,136,268,2.00
017006,Angolo Terme,2021-10,139,197,1.40
017006,Angolo Terme,2021-11,65,81,1.20
017006,Angolo Terme,2021-12,127,389,3.10
017006,Angolo Terme,2022-01,89,492,5.50
017006,Angolo Terme,2022-02,134,223,1.70
017006,Angolo Terme,2022-03,95,109,1.10
017006,Angolo Terme,2022-04,113,176,1.60
017006,Angolo Terme,2022-05,114,336,2.90
017006,Angolo Terme,2022-06,192,754,3.90
017006,Angolo Terme,2022-07,413,1215,2.90
017006,Angolo Terme,2022-08,340,1423,4.20
017006,Angolo Terme,2022-09,184,317,1.70
017006,Angolo Terme,2022-10,31,75,2.40
017006,Angolo Terme,2022-11,20,27,1.40
017006,Angolo Terme,2022-12,166,309,1.90
017006,Angolo Terme,2023-01,133,397,3.00
017006,Angolo Terme,2023-02,144,250,1.70
017006,Angolo Terme,2023-03,46,49,1.10
017006,Angolo Terme,2023-04,79,143,1.80
017006,Angolo Terme,2023-05,36,52,1.40
017006,Angolo Terme,2023-06,178,383,2.20
017006,Angolo Terme,2023-07,210,1296,6.20
017006,Angolo Terme,2023-08,281,1012,3.60
017006,Angolo Terme,2023-09,166,708,4.30
017006,Angolo Terme,2023-10,77,330,4.30
017006,Angolo Terme,2023-11,71,283,4.00
017006,Angolo Terme,2023-12,231,529,2.30
017006,Angolo Terme,2024-01,146,422,2.90
017006,Angolo Terme,2024-02,97,272,2.80
017006,Angolo Terme,2024-03,109,173,1.60
017006,Angolo Terme,2024-04,95,162,1.70
017006,Angolo Terme,2024-05,84,165,2.00
017006,Angolo Terme,2024-06,208,559,2.70
017006,Angolo Terme,2024-07,397,1800,4.50
017006,Angolo Terme,2024-08,580,2018,3.50
017006,Angolo Terme,2024-09,182,401,2.20
017006,Angolo Terme,2024-10,62,135,2.20
017006,Angolo Terme,2024-11,122,178,1.50
017006,Angolo Terme,2024-12,294,657,2.20
017007,Artogne,2019-01,113,288,2.50
017007,Artogne,2019-02,151,290,1.90
017007,Artogne,2019-03,137,268,2.00
017007,Artogne,2019-04,40,53,1.30
017007,Artogne,2019-05,26,39,1.50
017007,Artogne,2019-06,55,103,1.90
017007,Artogne,2019-07,118,342,2.90
017007,Artogne,2019-08,175,642,3.70
017007,Artogne,2019-09,61,122,2.00
017007,Artogne,2019-10,39,77,2.00
017007,Artogne,2019-11,21,50,2.40
017007,Artogne,2019-12,111,275,2.50
017007,Artogne,2020-01,130,290,2.20
017007,Artogne,2020-02,161,223,1.40
017007,Artogne,2020-03,43,64,1.50
017007,Artogne,2020-04,0,0,0.00
017007,Artogne,2020-05,2,2,1.00
017007,Artogne,2020-06,21,105,5.00
017007,Artogne,2020-07,77,325,4.20
017007,Artogne,2020-08,158,585,3.70
017007,Artogne,2020-09,52,122,2.30
017007,Artogne,2020-10,26,48,1.80
017007,Artogne,2020-11,2,8,4.00
017007,Artogne,2020-12,36,83,2.30
017007,Artogne,2021-01,17,53,3.10
017007,Artogne,2021-02,153,255,1.70
017007,Artogne,2021-03,2,2,1.00
017007,Artogne,2021-04,18,32,1.80
017007,Artogne,2021-05,13,15,1.20
017007,Artogne,2021-06,49,75,1.50
017007,Artogne,2021-07,153,359,2.30
017007,Artogne,2021-08,218,793,3.60
017007,Artogne,2021-09,70,121,1.70
017007,Artogne,2021-10,20,36,1.80
017007,Artogne,2021-11,12,23,1.90
017007,Artogne,2021-12,141,329,2.30
017007,Artogne,2022-01,90,292,3.20
017007,Artogne,2022-02,128,179,1.40
017007,Artogne,2022-03,62,107,1.70
017007,Artogne,2022-04,59,117,2.00
017007,Artogne,2022-05,17,21,1.20
017007,Artogne,2022-06,84,138,1.60
017007,Artogne,2022-07,164,474,2.90
017007,Artogne,2022-08,199,875,4.40
017007,Artogne,2022-09,72,161,2.20
017007,Artogne,2022-10,49,62,1.30
017007,Artogne,2022-11,23,38,1.70
017007,Artogne,2022-12,62,146,2.40
017007,Artogne,2023-01,113,219,1.90
017007,Artogne,2023-02,35,52,1.50
017007,Artogne,2023-03,38,88,2.30
017007,Artogne,2023-04,35,73,2.10
017007,Artogne,2023-05,20,32,1.60
017007,Artogne,2023-06,65,98,1.50
017007,Artogne,2023-07,153,507,3.30
017007,Artogne,2023-08,163,769,4.70
017007,Artogne,2023-09,73,117,1.60
017007,Artogne,2023-10,38,66,1.70
017007,Artogne,2023-11,14,20,1.40
017007,Artogne,2023-12,133,281,2.10
017007,Artogne,2024-01,125,230,1.80
017007,Artogne,2024-02,125,171,1.40
017007,Artogne,2024-03,107,159,1.50
017007,Artogne,2024-04,31,71,2.30
017007,Artogne,2024-05,67,88,1.30
017007,Artogne,2024-06,87,161,1.90
017007,Artogne,2024-07,210,720,3.40
017007,Artogne,2024-08,270,962,3.60
017007,Artogne,2024-09,115,254,2.20
017007,Artogne,2024-10,29,44,1.50
017007,Artogne,2024-11,76,162,2.10
017007,Artogne,2024-12,119,295,2.50
017009,Bagnolo Mella,2023-01,40,76,1.90
017009,Bagnolo Mella,2023-02,21,109,5.20
017009,Bagnolo Mella,2023-03,30,105,3.50
017009,Bagnolo Mella,2023-04,25,56,2.20
017009,Bagnolo Mella,2023-05,8,13,1.60
017009,Bagnolo Mella,2023-06,20,41,2.10
017009,Bagnolo Mella,2023-07,15,34,2.30
017009,Bagnolo Mella,2023-08,20,39,2.00
017009,Bagnolo Mella,2023-09,27,69,2.60
017009,Bagnolo Mella,2023-10,27,50,1.90
017009,Bagnolo Mella,2023-11,19,56,2.90
017009,Bagnolo Mella,2023-12,12,28,2.30
017009,Bagnolo Mella,2024-01,24,69,2.90
017009,Bagnolo Mella,2024-02,36,117,3.30
017009,Bagnolo Mella,2024-03,37,110,3.00
017009,Bagnolo Mella,2024-04,25,49,2.00
017009,Bagnolo Mella,2024-05,32,127,4.00
017009,Bagnolo Mella,2024-06,35,131,3.70
017009,Bagnolo Mella,2024-07,18,152,8.40
017009,Bagnolo Mella,2024-08,13,155,11.90
017009,Bagnolo Mella,2024-09,20,38,1.90
017009,Bagnolo Mella,2024-10,18,52,2.90
017009,Bagnolo Mella,2024-11,18,37,2.10
017009,Bagnolo Mella,2024-12,36,88,2.40
017010,Bagolino,2019-01,498,1406,2.80
017010,Bagolino,2019-02,558,901,1.60
017010,Bagolino,2019-03,521,1145,2.20
017010,Bagolino,2019-04,421,1037,2.50
017010,Bagolino,2019-05,393,976,2.50
017010,Bagolino,2019-06,1343,4177,3.10
017010,Bagolino,2019-07,2065,11246,5.40
017010,Bagolino,2019-08,1769,12172,6.90
017010,Bagolino,2019-09,688,1825,2.70
017010,Bagolino,2019-10,83,159,1.90
017010,Bagolino,2019-11,105,210,2.00
017010,Bagolino,2019-12,866,1923,2.20
017010,Bagolino,2020-01,632,1997,3.20
017010,Bagolino,2020-02,832,1716,2.10
017010,Bagolino,2020-03,53,96,1.80
017010,Bagolino,2020-04,0,0,0.00
017010,Bagolino,2020-05,98,178,1.80
017010,Bagolino,2020-06,645,1768,2.70
017010,Bagolino,2020-07,1534,6319,4.10
017010,Bagolino,2020-08,1703,9706,5.70
017010,Bagolino,2020-09,587,2222,3.80
017010,Bagolino,2020-10,87,343,3.90
017010,Bagolino,2020-11,15,192,12.80
017010,Bagolino,2020-12,37,335,9.10
017010,Bagolino,2021-01,20,232,11.60
017010,Bagolino,2021-02,50,222,4.40
017010,Bagolino,2021-03,17,89,5.20
017010,Bagolino,2021-04,21,60,2.90
017010,Bagolino,2021-05,367,1044,2.80
017010,Bagolino,2021-06,923,3156,3.40
017010,Bagolino,2021-07,1950,8605,4.40
017010,Bagolino,2021-08,2183,12370,5.70
017010,Bagolino,2021-09,598,2330,3.90
017010,Bagolino,2021-10,211,402,1.90
017010,Bagolino,2021-11,20,26,1.30
017010,Bagolino,2021-12,155,270,1.70
017010,Bagolino,2022-01,134,576,4.30
017010,Bagolino,2022-02,85,189,2.20
017010,Bagolino,2022-03,90,146,1.60
017010,Bagolino,2022-04,537,1411,2.60
017010,Bagolino,2022-05,631,1949,3.10
017010,Bagolino,2022-06,1408,5432,3.90
017010,Bagolino,2022-07,2117,9784,4.60
017010,Bagolino,2022-08,1955,12579,6.40
017010,Bagolino,2022-09,635,2746,4.30
017010,Bagolino,2022-10,103,241,2.30
017010,Bagolino,2022-11,29,122,4.20
017010,Bagolino,2022-12,198,436,2.20
017010,Bagolino,2023-01,344,928,2.70
017010,Bagolino,2023-02,175,382,2.20
017010,Bagolino,2023-03,151,244,1.60
017010,Bagolino,2023-04,622,1748,2.80
017010,Bagolino,2023-05,443,1584,3.60
017010,Bagolino,2023-06,1303,4610,3.50
017010,Bagolino,2023-07,2245,10396,4.60
017010,Bagolino,2023-08,2091,14158,6.80
017010,Bagolino,2023-09,708,2698,3.80
017010,Bagolino,2023-10,180,485,2.70
017010,Bagolino,2023-11,95,239,2.50
017010,Bagolino,2023-12,385,911,2.40
017010,Bagolino,2024-01,197,577,2.90
017010,Bagolino,2024-02,257,665,2.60
017010,Bagolino,2024-03,253,612,2.40
017010,Bagolino,2024-04,380,1072,2.80
017010,Bagolino,2024-05,687,2230,3.20
017010,Bagolino,2024-06,1379,5007,3.60
017010,Bagolino,2024-07,2301,10788,4.70
017010,Bagolino,2024-08,2422,14641,6.00
017010,Bagolino,2024-09,935,3669,3.90
017010,Bagolino,2024-10,171,435,2.50
017010,Bagolino,2024-11,192,299,1.60
017010,Bagolino,2024-12,610,1541,2.50
017014,Bedizzole,2019-01,142,515,3.60
017014,Bedizzole,2019-02,202,716,3.50
017014,Bedizzole,2019-03,351,904,2.60
017014,Bedizzole,2019-04,365,1158,3.20
017014,Bedizzole,2019-05,385,1219,3.20
017014,Bedizzole,2019-06,536,1493,2.80
017014,Bedizzole,2019-07,567,1717,3.00
017014,Bedizzole,2019-08,657,2034,3.10
017014,Bedizzole,2019-09,375,1324,3.50
017014,Bedizzole,2019-10,350,1084,3.10
017014,Bedizzole,2019-11,277,1019,3.70
017014,Bedizzole,2019-12,258,813,3.20
017014,Bedizzole,2020-01,66,366,5.50
017014,Bedizzole,2020-02,101,366,3.60
017014,Bedizzole,2020-03,28,227,8.10
017014,Bedizzole,2020-04,2,60,30.00
017014,Bedizzole,2020-05,44,278,6.30
017014,Bedizzole,2020-06,86,483,5.60
017014,Bedizzole,2020-07,166,562,3.40
017014,Bedizzole,2020-08,337,1085,3.20
017014,Bedizzole,2020-09,135,425,3.10
017014,Bedizzole,2020-10,121,532,4.40
017014,Bedizzole,2020-11,74,626,8.50
017014,Bedizzole,2020-12,46,327,7.10
017014,Bedizzole,2021-01,87,421,4.80
017014,Bedizzole,2021-02,75,350,4.70
017014,Bedizzole,2021-03,67,521,7.80
017014,Bedizzole,2021-04,90,392,4.40
017014,Bedizzole,2021-05,149,704,4.70
017014,Bedizzole,2021-06,200,804,4.00
017014,Bedizzole,2021-07,510,1593,3.10
017014,Bedizzole,2021-08,719,2666,3.70
017014,Bedizzole,2021-09,301,1266,4.20
017014,Bedizzole,2021-10,185,600,3.20
017014,Bedizzole,2021-11,157,602,3.80
017014,Bedizzole,2021-12,172,753,4.40
017014,Bedizzole,2022-01,195,581,3.00
017014,Bedizzole,2022-02,247,914,3.70
017014,Bedizzole,2022-03,250,887,3.50
017014,Bedizzole,2022-04,423,1040,2.50
017014,Bedizzole,2022-05,563,1563,2.80
017014,Bedizzole,2022-06,683,1888,2.80
017014,Bedizzole,2022-07,796,2379,3.00
017014,Bedizzole,2022-08,857,2448,2.90
017014,Bedizzole,2022-09,647,1645,2.50
017014,Bedizzole,2022-10,294,941,3.20
017014,Bedizzole,2022-11,281,1034,3.70
017014,Bedizzole,2022-12,181,748,4.10
017014,Bedizzole,2023-01,287,847,3.00
017014,Bedizzole,2023-02,356,977,2.70
017014,Bedizzole,2023-03,427,1193,2.80
017014,Bedizzole,2023-04,541,1419,2.60
017014,Bedizzole,2023-05,531,1291,2.40
017014,Bedizzole,2023-06,756,1691,2.20
017014,Bedizzole,2023-07,919,2367,2.60
017014,Bedizzole,2023-08,831,2621,3.20
017014,Bedizzole,2023-09,560,1736,3.10
017014,Bedizzole,2023-10,505,1782,3.50
017014,Bedizzole,2023-11,327,1049,3.20
017014,Bedizzole,2023-12,347,978,2.80
017014,Bedizzole,2024-01,303,1162,3.80
017014,Bedizzole,2024-02,367,1267,3.50
017014,Bedizzole,2024-03,497,1746,3.50
017014,Bedizzole,2024-04,487,1344,2.80
017014,Bedizzole,2024-05,598,1599,2.70
017014,Bedizzole,2024-06,592,1638,2.80
017014,Bedizzole,2024-07,781,2392,3.10
017014,Bedizzole,2024-08,815,2621,3.20
017014,Bedizzole,2024-09,485,1991,4.10
017014,Bedizzole,2024-10,451,1747,3.90
017014,Bedizzole,2024-11,368,1372,3.70
017014,Bedizzole,2024-12,332,1385,4.20
017016,Berzo Demo,2019-01,6,18,3.00
017016,Berzo Demo,2019-02,10,14,1.40
017016,Berzo Demo,2019-03,2,2,1.00
017016,Berzo Demo,2019-04,13,15,1.20
017016,Berzo Demo,2019-05,5,5,1.00
017016,Berzo Demo,2019-06,19,21,1.10
017016,Berzo Demo,2019-07,11,11,1.00
017016,Berzo Demo,2019-08,33,60,1.80
017016,Berzo Demo,2019-09,15,29,1.90
017016,Berzo Demo,2019-10,7,7,1.00
017016,Berzo Demo,2019-11,4,5,1.30
017016,Berzo Demo,2019-12,9,17,1.90
017016,Berzo Demo,2020-01,12,29,2.40
017016,Berzo Demo,2020-02,16,19,1.20
017016,Berzo Demo,2020-03,0,0,0.00
017016,Berzo Demo,2020-04,0,0,0.00
017016,Berzo Demo,2020-05,0,0,0.00
017016,Berzo Demo,2020-06,13,15,1.20
017016,Berzo Demo,2020-07,29,35,1.20
017016,Berzo Demo,2020-08,55,87,1.60
017016,Berzo Demo,2020-09,44,63,1.40
017016,Berzo Demo,2020-10,13,22,1.70
017016,Berzo Demo,2020-11,0,0,0.00
017016,Berzo Demo,2020-12,0,0,0.00
017016,Berzo Demo,2021-01,0,0,0.00
017016,Berzo Demo,2021-02,0,0,0.00
017016,Berzo Demo,2021-03,0,0,0.00
017016,Berzo Demo,2021-04,0,0,0.00
017016,Berzo Demo,2021-05,5,7,1.40
017016,Berzo Demo,2021-06,27,30,1.10
017016,Berzo Demo,2021-07,34,38,1.10
017016,Berzo Demo,2021-08,50,88,1.80
017016,Berzo Demo,2021-09,23,26,1.10
017016,Berzo Demo,2021-10,6,6,1.00
017016,Berzo Demo,2021-11,8,12,1.50
017016,Berzo Demo,2021-12,13,15,1.20
017016,Berzo Demo,2022-01,14,29,2.10
017016,Berzo Demo,2022-02,14,15,1.10
017016,Berzo Demo,2022-03,4,6,1.50
017016,Berzo Demo,2022-04,22,28,1.30
017016,Berzo Demo,2022-05,15,20,1.30
017016,Berzo Demo,2022-06,30,32,1.10
017016,Berzo Demo,2022-07,62,98,1.60
017016,Berzo Demo,2022-08,113,168,1.50
017016,Berzo Demo,2022-09,26,28,1.10
017016,Berzo Demo,2022-10,22,33,1.50
017016,Berzo Demo,2022-11,8,10,1.30
017016,Berzo Demo,2022-12,15,22,1.50
017016,Berzo Demo,2023-01,21,36,1.70
017016,Berzo Demo,2023-02,18,18,1.00
017016,Berzo Demo,2023-03,30,30,1.00
017016,Berzo Demo,2023-04,26,29,1.10
017016,Berzo Demo,2023-05,12,12,1.00
017016,Berzo Demo,2023-06,41,51,1.20
017016,Berzo Demo,2023-07,78,113,1.40
017016,Berzo Demo,2023-08,58,90,1.60
017016,Berzo Demo,2023-09,30,38,1.30
017016,Berzo Demo,2023-10,17,21,1.20
017016,Berzo Demo,2023-11,5,5,1.00
017016,Berzo Demo,2023-12,6,8,1.30
017016,Berzo Demo,2024-01,36,46,1.30
017016,Berzo Demo,2024-02,10,11,1.10
017016,Berzo Demo,2024-03,11,11,1.00
017016,Berzo Demo,2024-04,11,14,1.30
017016,Berzo Demo,2024-05,7,11,1.60
017016,Berzo Demo,2024-06,6,8,1.30
017016,Berzo Demo,2024-07,58,73,1.30
017016,Berzo Demo,2024-08,90,150,1.70
017016,Berzo Demo,2024-09,38,38,1.00
017016,Berzo Demo,2024-10,8,11,1.40
017016,Berzo Demo,2024-11,27,32,1.20
017016,Berzo Demo,2024-12,32,52,1.60
017018,Bienno,2019-01,12,52,4.30
017018,Bienno,2019-02,10,26,2.60
017018,Bienno,2019-03,24,40,1.70
017018,Bienno,2019-04,90,277,3.10
017018,Bienno,2019-05,124,382,3.10
017018,Bienno,2019-06,109,299,2.70
017018,Bienno,2019-07,200,704,3.50
017018,Bienno,2019-08,211,873,4.10
017018,Bienno,2019-09,150,950,6.30
017018,Bienno,2019-10,72,170,2.40
017018,Bienno,2019-11,40,131,3.30
017018,Bienno,2019-12,54,161,3.00
017018,Bienno,2020-01,23,64,2.80
017018,Bienno,2020-02,20,33,1.70
017018,Bienno,2020-03,5,17,3.40
017018,Bienno,2020-04,0,0,0.00
017018,Bienno,2020-05,13,17,1.30
017018,Bienno,2020-06,40,95,2.40
017018,Bienno,2020-07,116,312,2.70
017018,Bienno,2020-08,109,487,4.50
017018,Bienno,2020-09,48,145,3.00
017018,Bienno,2020-10,38,107,2.80
017018,Bienno,2020-11,7,21,3.00
017018,Bienno,2020-12,12,33,2.80
017018,Bienno,2021-01,13,44,3.40
017018,Bienno,2021-02,20,40,2.00
017018,Bienno,2021-03,1,2,2.00
017018,Bienno,2021-04,7,9,1.30
017018,Bienno,2021-05,88,131,1.50
017018,Bienno,2021-06,144,298,2.10
017018,Bienno,2021-07,149,387,2.60
017018,Bienno,2021-08,177,565,3.20
017018,Bienno,2021-09,115,329,2.90
017018,Bienno,2021-10,45,200,4.40
017018,Bienno,2021-11,14,16,1.10
017018,Bienno,2021-12,61,145,2.40
017018,Bienno,2022-01,27,81,3.00
017018,Bienno,2022-02,43,59,1.40
017018,Bienno,2022-03,40,91,2.30
017018,Bienno,2022-04,68,149,2.20
017018,Bienno,2022-05,82,238,2.90
017018,Bienno,2022-06,95,345,3.60
017018,Bienno,2022-07,198,425,2.10
017018,Bienno,2022-08,228,660,2.90
017018,Bienno,2022-09,179,694,3.90
017018,Bienno,2022-10,32,140,4.40
017018,Bienno,2022-11,11,68,6.20
017018,Bienno,2022-12,66,215,3.30
017018,Bienno,2023-01,50,137,2.70
017018,Bienno,2023-02,46,64,1.40
017018,Bienno,2023-03,57,80,1.40
017018,Bienno,2023-04,110,315,2.90
017018,Bienno,2023-05,158,456,2.90
017018,Bienno,2023-06,192,574,3.00
017018,Bienno,2023-07,328,972,3.00
017018,Bienno,2023-08,295,857,2.90
017018,Bienno,2023-09,140,391,2.80
017018,Bienno,2023-10,58,121,2.10
017018,Bienno,2023-11,26,46,1.80
017018,Bienno,2023-12,83,121,1.50
017018,Bienno,2024-01,45,84,1.90
017018,Bienno,2024-02,45,58,1.30
017018,Bienno,2024-03,41,61,1.50
017018,Bienno,2024-04,57,120,2.10
017018,Bienno,2024-05,173,512,3.00
017018,Bienno,2024-06,188,297,1.60
017018,Bienno,2024-07,324,655,2.00
017018,Bienno,2024-08,321,897,2.80
017018,Bienno,2024-09,165,535,3.20
017018,Bienno,2024-10,106,224,2.10
017018,Bienno,2024-11,76,158,2.10
017018,Bienno,2024-12,123,288,2.30
017020,Borgo San Giacomo,2023-01,32,42,1.30
017020,Borgo San Giacomo,2023-02,27,52,1.90
017020,Borgo San Giacomo,2023-03,19,60,3.20
017020,Borgo San Giacomo,2023-04,109,163,1.50
017020,Borgo San Giacomo,2023-05,78,104,1.30
017020,Borgo San Giacomo,2023-06,143,161,1.10
017020,Borgo San Giacomo,2023-07,107,131,1.20
017020,Borgo San Giacomo,2023-08,151,190,1.30
017020,Borgo San Giacomo,2023-09,156,223,1.40
017020,Borgo San Giacomo,2023-10,92,122,1.30
017020,Borgo San Giacomo,2023-11,86,124,1.40
017020,Borgo San Giacomo,2023-12,71,98,1.40
017020,Borgo San Giacomo,2024-01,63,86,1.40
017020,Borgo San Giacomo,2024-02,75,89,1.20
017020,Borgo San Giacomo,2024-03,106,149,1.40
017020,Borgo San Giacomo,2024-04,117,176,1.50
017020,Borgo San Giacomo,2024-05,140,203,1.50
017020,Borgo San Giacomo,2024-06,119,173,1.50
017020,Borgo San Giacomo,2024-07,93,115,1.20
