territorio,anno,flusso,settore,codice_settore,partner,codice_partner,valore_euro
ITC4,2020,import,[C],C,All countries of the world,WORLD,113991032763
ITC4,2021,import,[C],C,All countries of the world,WORLD,140965721714
ITC4,2022,import,[C],C,All countries of the world,WORLD,170808729467
ITC4,2023,import,[C],C,All countries of the world,WORLD,160663685611
ITC4,2024,import,[C],C,All countries of the world,WORLD,160387201714
ITC4,2025,import,[C],C,All countries of the world,WORLD,166507472092
ITC4,1992,import,[D],D,All countries of the world,WORLD,9041
ITC4,1993,import,[D],D,All countries of the world,WORLD,57498458
ITC4,1994,import,[D],D,All countries of the world,WORLD,5632
ITC4,1995,import,[D],D,All countries of the world,WORLD,15999
ITC4,1996,import,[D],D,All countries of the world,WORLD,14419
ITC4,1997,import,[D],D,All countries of the world,WORLD,27992
ITC4,1998,import,[D],D,All countries of the world,WORLD,241195599
ITC4,1999,import,[D],D,All countries of the world,WORLD,864314873
ITC4,2000,import,[D],D,All countries of the world,WORLD,519120828
ITC4,2001,import,[D],D,All countries of the world,WORLD,568696855
ITC4,2002,import,[D],D,All countries of the world,WORLD,569671181
ITC4,2003,import,[D],D,All countries of the world,WORLD,550777046
ITC4,2004,import,[D],D,All countries of the world,WORLD,412827325
ITC4,2005,import,[D],D,All countries of the world,WORLD,476829534
ITC4,2006,import,[D],D,All countries of the world,WORLD,204461849
ITC4,2007,import,[D],D,All countries of the world,WORLD,266977506
ITC4,2008,import,[D],D,All countries of the world,WORLD,634
ITC4,2009,import,[D],D,All countries of the world,WORLD,179407713
ITC4,2010,import,[D],D,All countries of the world,WORLD,5548
ITC4,2011,import,[D],D,All countries of the world,WORLD,17060
ITC4,2012,import,[D],D,All countries of the world,WORLD,37827
ITC4,2013,import,[D],D,All countries of the world,WORLD,65972
ITC4,2014,import,[D],D,All countries of the world,WORLD,13911
ITC4,2015,import,[D],D,All countries of the world,WORLD,1809
ITC4,2016,import,[D],D,All countries of the world,WORLD,11847
ITC4,2017,import,[D],D,All countries of the world,WORLD,880
ITC4,2018,import,[D],D,All countries of the world,WORLD,12044
ITC4,2020,import,[D],D,All countries of the world,WORLD,11984
ITC4,2021,import,[D],D,All countries of the world,WORLD,41942
ITC4,2022,import,[D],D,All countries of the world,WORLD,7324
ITC4,2024,import,[D],D,All countries of the world,WORLD,2481
ITC4,2025,import,[D],D,All countries of the world,WORLD,2504
ITC4,1991,import,[E],E,All countries of the world,WORLD,489147718
ITC4,1992,import,[E],E,All countries of the world,WORLD,484245086
ITC4,1993,import,[E],E,All countries of the world,WORLD,508332450
ITC4,1994,import,[E],E,All countries of the world,WORLD,757596661
ITC4,1995,import,[E],E,All countries of the world,WORLD,942997140
ITC4,1996,import,[E],E,All countries of the world,WORLD,676244800
ITC4,1997,import,[E],E,All countries of the world,WORLD,768334459
ITC4,1998,import,[E],E,All countries of the world,WORLD,833232844
ITC4,1999,import,[E],E,All countries of the world,WORLD,622504416
ITC4,2000,import,[E],E,All countries of the world,WORLD,786636283
ITC4,2001,import,[E],E,All countries of the world,WORLD,784085319
ITC4,2002,import,[E],E,All countries of the world,WORLD,689585886
ITC4,2003,import,[E],E,All countries of the world,WORLD,703451505
ITC4,2004,import,[E],E,All countries of the world,WORLD,977391225
ITC4,2005,import,[E],E,All countries of the world,WORLD,1064418021
ITC4,2006,import,[E],E,All countries of the world,WORLD,1694370148
ITC4,2007,import,[E],E,All countries of the world,WORLD,1584896504
ITC4,2008,import,[E],E,All countries of the world,WORLD,1574941791
ITC4,2009,import,[E],E,All countries of the world,WORLD,660729638
ITC4,2010,import,[E],E,All countries of the world,WORLD,1408784728
ITC4,2011,import,[E],E,All countries of the world,WORLD,1976797425
ITC4,2012,import,[E],E,All countries of the world,WORLD,1920005003
ITC4,2013,import,[E],E,All countries of the world,WORLD,1789886778
ITC4,2014,import,[E],E,All countries of the world,WORLD,1788549842
ITC4,2015,import,[E],E,All countries of the world,WORLD,1625749037
ITC4,2016,import,[E],E,All countries of the world,WORLD,1377782268
ITC4,2017,import,[E],E,All countries of the world,WORLD,1826143716
ITC4,2018,import,[E],E,All countries of the world,WORLD,2171619276
ITC4,2019,import,[E],E,All countries of the world,WORLD,1900349091
ITC4,2020,import,[E],E,All countries of the world,WORLD,1599175201
ITC4,2021,import,[E],E,All countries of the world,WORLD,2943760261
ITC4,2022,import,[E],E,All countries of the world,WORLD,3176025949
ITC4,2023,import,[E],E,All countries of the world,WORLD,2523502021
ITC4,2024,import,[E],E,All countries of the world,WORLD,2554150976
ITC4,2025,import,[E],E,All countries of the world,WORLD,2777424616
ITC4,1991,import,[J],J,All countries of the world,WORLD,210610454
ITC4,1992,import,[J],J,All countries of the world,WORLD,245614759
ITC4,1993,import,[J],J,All countries of the world,WORLD,358370519
ITC4,1994,import,[J],J,All countries of the world,WORLD,403982122
ITC4,1995,import,[J],J,All countries of the world,WORLD,570572566
ITC4,1996,import,[J],J,All countries of the world,WORLD,575112753
ITC4,1997,import,[J],J,All countries of the world,WORLD,654692411
ITC4,1998,import,[J],J,All countries of the world,WORLD,737260178
ITC4,1999,import,[J],J,All countries of the world,WORLD,854391902
ITC4,2000,import,[J],J,All countries of the world,WORLD,996282615
ITC4,2001,import,[J],J,All countries of the world,WORLD,1002689482
ITC4,2002,import,[J],J,All countries of the world,WORLD,982307696
ITC4,2003,import,[J],J,All countries of the world,WORLD,1039669185
ITC4,2004,import,[J],J,All countries of the world,WORLD,1041073048
ITC4,2005,import,[J],J,All countries of the world,WORLD,992131918
ITC4,2006,import,[J],J,All countries of the world,WORLD,1070360169
ITC4,2007,import,[J],J,All countries of the world,WORLD,979558815
ITC4,2008,import,[J],J,All countries of the world,WORLD,982999222
ITC4,2009,import,[J],J,All countries of the world,WORLD,815985407
ITC4,2010,import,[J],J,All countries of the world,WORLD,853350889
ITC4,2011,import,[J],J,All countries of the world,WORLD,832829616
ITC4,2012,import,[J],J,All countries of the world,WORLD,710859771
ITC4,2013,import,[J],J,All countries of the world,WORLD,668130851
ITC4,2014,import,[J],J,All countries of the world,WORLD,596120104
ITC4,2015,import,[J],J,All countries of the world,WORLD,576798930
ITC4,2016,import,[J],J,All countries of the world,WORLD,523679389
ITC4,2017,import,[J],J,All countries of the world,WORLD,490043156
ITC4,2018,import,[J],J,All countries of the world,WORLD,438074599
ITC4,2019,import,[J],J,All countries of the world,WORLD,436795044
ITC4,2020,import,[J],J,All countries of the world,WORLD,337384678
ITC4,2021,import,[J],J,All countries of the world,WORLD,315993657
ITC4,2022,import,[J],J,All countries of the world,WORLD,366283792
ITC4,2023,import,[J],J,All countries of the world,WORLD,382874015
ITC4,2024,import,[J],J,All countries of the world,WORLD,368272036
ITC4,2025,import,[J],J,All countries of the world,WORLD,351245368
ITC4,1991,import,[M],M,All countries of the world,WORLD,2552416
ITC4,1992,import,[M],M,All countries of the world,WORLD,3277635
ITC4,1993,import,[M],M,All countries of the world,WORLD,3920940
ITC4,1994,import,[M],M,All countries of the world,WORLD,4730351
ITC4,1995,import,[M],M,All countries of the world,WORLD,2754678
ITC4,1996,import,[M],M,All countries of the world,WORLD,2385609
ITC4,1997,import,[M],M,All countries of the world,WORLD,2412015
ITC4,1998,import,[M],M,All countries of the world,WORLD,2240067
ITC4,1999,import,[M],M,All countries of the world,WORLD,1439396
ITC4,2000,import,[M],M,All countries of the world,WORLD,1956355
ITC4,2001,import,[M],M,All countries of the world,WORLD,2091351
ITC4,2002,import,[M],M,All countries of the world,WORLD,1561578
ITC4,2003,import,[M],M,All countries of the world,WORLD,993560
ITC4,2004,import,[M],M,All countries of the world,WORLD,1159765
ITC4,2005,import,[M],M,All countries of the world,WORLD,1130185
ITC4,2006,import,[M],M,All countries of the world,WORLD,1171238
ITC4,2007,import,[M],M,All countries of the world,WORLD,1083023
ITC4,2008,import,[M],M,All countries of the world,WORLD,4272116
ITC4,2009,import,[M],M,All countries of the world,WORLD,7444922
ITC4,2010,import,[M],M,All countries of the world,WORLD,6965533
ITC4,2011,import,[M],M,All countries of the world,WORLD,7241236
ITC4,2012,import,[M],M,All countries of the world,WORLD,8440439
ITC4,2013,import,[M],M,All countries of the world,WORLD,5842814
ITC4,2014,import,[M],M,All countries of the world,WORLD,4376253
ITC4,2015,import,[M],M,All countries of the world,WORLD,7145706
ITC4,2016,import,[M],M,All countries of the world,WORLD,5186303
ITC4,2017,import,[M],M,All countries of the world,WORLD,5395931
ITC4,2018,import,[M],M,All countries of the world,WORLD,4351668
ITC4,2019,import,[M],M,All countries of the world,WORLD,3714879
ITC4,2020,import,[M],M,All countries of the world,WORLD,2573307
ITC4,2021,import,[M],M,All countries of the world,WORLD,4114334
ITC4,2022,import,[M],M,All countries of the world,WORLD,3571391
ITC4,2023,import,[M],M,All countries of the world,WORLD,5437260
ITC4,2024,import,[M],M,All countries of the world,WORLD,4775934
ITC4,2025,import,[M],M,All countries of the world,WORLD,6017258
ITC4,1991,import,[R],R,All countries of the world,WORLD,17025760
ITC4,1992,import,[R],R,All countries of the world,WORLD,13516579
ITC4,1993,import,[R],R,All countries of the world,WORLD,10692366
ITC4,1994,import,[R],R,All countries of the world,WORLD,12531774
ITC4,1995,import,[R],R,All countries of the world,WORLD,10137503
ITC4,1996,import,[R],R,All countries of the world,WORLD,13555316
ITC4,1997,import,[R],R,All countries of the world,WORLD,10776284
ITC4,1998,import,[R],R,All countries of the world,WORLD,12607151
ITC4,1999,import,[R],R,All countries of the world,WORLD,17991961
ITC4,2000,import,[R],R,All countries of the world,WORLD,15656734
ITC4,2001,import,[R],R,All countries of the world,WORLD,16198272
ITC4,2002,import,[R],R,All countries of the world,WORLD,19955293
ITC4,2003,import,[R],R,All countries of the world,WORLD,15159927
ITC4,2004,import,[R],R,All countries of the world,WORLD,12317640
ITC4,2005,import,[R],R,All countries of the world,WORLD,22976910
ITC4,2006,import,[R],R,All countries of the world,WORLD,21130062
ITC4,2007,import,[R],R,All countries of the world,WORLD,33936651
ITC4,2008,import,[R],R,All countries of the world,WORLD,29683968
ITC4,2009,import,[R],R,All countries of the world,WORLD,17810274
ITC4,2010,import,[R],R,All countries of the world,WORLD,33751032
ITC4,2011,import,[R],R,All countries of the world,WORLD,38265353
ITC4,2012,import,[R],R,All countries of the world,WORLD,37148974
ITC4,2013,import,[R],R,All countries of the world,WORLD,42905356
ITC4,2014,import,[R],R,All countries of the world,WORLD,34495126
ITC4,2015,import,[R],R,All countries of the world,WORLD,57496145
ITC4,2016,import,[R],R,All countries of the world,WORLD,33953863
ITC4,2017,import,[R],R,All countries of the world,WORLD,51392846
ITC4,2018,import,[R],R,All countries of the world,WORLD,84693698
ITC4,2019,import,[R],R,All countries of the world,WORLD,64864265
ITC4,2020,import,[R],R,All countries of the world,WORLD,36494227
ITC4,2021,import,[R],R,All countries of the world,WORLD,68984962
ITC4,2022,import,[R],R,All countries of the world,WORLD,94181691
ITC4,2023,import,[R],R,All countries of the world,WORLD,115452421
ITC4,2024,import,[R],R,All countries of the world,WORLD,94483906
ITC4,2025,import,[R],R,All countries of the world,WORLD,137555578
ITC4,1991,import,[S],S,All countries of the world,WORLD,21677
ITC4,1992,import,[S],S,All countries of the world,WORLD,44340
ITC4,1993,import,[S],S,All countries of the world,WORLD,16884
ITC4,1994,import,[S],S,All countries of the world,WORLD,47123
ITC4,1995,import,[S],S,All countries of the world,WORLD,121743
ITC4,1996,import,[S],S,All countries of the world,WORLD,104262
ITC4,1997,import,[S],S,All countries of the world,WORLD,108620
ITC4,1998,import,[S],S,All countries of the world,WORLD,109485
ITC4,1999,import,[S],S,All countries of the world,WORLD,118609
ITC4,2000,import,[S],S,All countries of the world,WORLD,155738
ITC4,2001,import,[S],S,All countries of the world,WORLD,69447
ITC4,2002,import,[S],S,All countries of the world,WORLD,101905
ITC4,2003,import,[S],S,All countries of the world,WORLD,55560
ITC4,2004,import,[S],S,All countries of the world,WORLD,194552
ITC4,2005,import,[S],S,All countries of the world,WORLD,158134
ITC4,2006,import,[S],S,All countries of the world,WORLD,106379
ITC4,2007,import,[S],S,All countries of the world,WORLD,113491
ITC4,2008,import,[S],S,All countries of the world,WORLD,205727
ITC4,2009,import,[S],S,All countries of the world,WORLD,53880
ITC4,2010,import,[S],S,All countries of the world,WORLD,262188
ITC4,2011,import,[S],S,All countries of the world,WORLD,91319
ITC4,2012,import,[S],S,All countries of the world,WORLD,107478
ITC4,2013,import,[S],S,All countries of the world,WORLD,88188
ITC4,2014,import,[S],S,All countries of the world,WORLD,61062
ITC4,2015,import,[S],S,All countries of the world,WORLD,82695
ITC4,2016,import,[S],S,All countries of the world,WORLD,51648
ITC4,2017,import,[S],S,All countries of the world,WORLD,115881
ITC4,2018,import,[S],S,All countries of the world,WORLD,62484
ITC4,2019,import,[S],S,All countries of the world,WORLD,10560
ITC4,2020,import,[S],S,All countries of the world,WORLD,30300
ITC4,2021,import,[S],S,All countries of the world,WORLD,38193
ITC4,2022,import,[S],S,All countries of the world,WORLD,19655
ITC4,2023,import,[S],S,All countries of the world,WORLD,27882
ITC4,2024,import,[S],S,All countries of the world,WORLD,24461
ITC4,2025,import,[S],S,All countries of the world,WORLD,5425
