codice_istat,comune,anno,tavola,indicatore,ownership_type,numb_room,use_floor_spacegroup,heating_system_type,access_building,type_of_building,valore
017023,Botticino,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5459
017023,Botticino,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,4583
017023,Botticino,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,876
017023,Botticino,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5487
017023,Botticino,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,4653
017023,Botticino,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,834
017023,Botticino,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,4550
017023,Botticino,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,233
017023,Botticino,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,3485
017023,Botticino,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,832
017023,Botticino,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,4583
017023,Botticino,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,4653
017024,Bovegno,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2150
017024,Bovegno,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,993
017024,Bovegno,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1157
017024,Bovegno,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2151
017024,Bovegno,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,979
017024,Bovegno,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1172
017024,Bovegno,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2156
017024,Bovegno,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,992
017024,Bovegno,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1164
017024,Bovegno,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,993
017024,Bovegno,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,5
017024,Bovegno,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,877
017024,Bovegno,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,111
017024,Bovegno,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,979
017024,Bovegno,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,992
017025,Bovezzo,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3601
017025,Bovezzo,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3267
017025,Bovezzo,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,334
017025,Bovezzo,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3610
017025,Bovezzo,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3279
017025,Bovezzo,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,331
017025,Bovezzo,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3658
017025,Bovezzo,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3341
017025,Bovezzo,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,317
017025,Bovezzo,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3267
017025,Bovezzo,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,164
017025,Bovezzo,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,2610
017025,Bovezzo,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,493
017025,Bovezzo,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3279
017025,Bovezzo,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3341
017026,Brandico,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,742
017026,Brandico,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,648
017026,Brandico,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,94
017026,Brandico,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,757
017026,Brandico,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,672
017026,Brandico,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,85
017026,Brandico,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,768
017026,Brandico,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,682
017026,Brandico,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,86
017026,Brandico,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,648
017026,Brandico,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,39
017026,Brandico,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,544
017026,Brandico,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,65
017026,Brandico,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,672
017026,Brandico,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,682
017027,Braone,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,487
017027,Braone,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,293
017027,Braone,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,194
017027,Braone,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,488
017027,Braone,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,296
017027,Braone,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,192
017027,Braone,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,499
017027,Braone,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,297
017027,Braone,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,202
017027,Braone,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,293
017027,Braone,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,16
017027,Braone,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,245
017027,Braone,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,32
017027,Braone,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,296
017027,Braone,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,297
017028,Breno,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3395
017028,Breno,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2156
017028,Breno,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1239
017028,Breno,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3398
017028,Breno,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2106
017028,Breno,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1292
017028,Breno,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3424
017028,Breno,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2101
017028,Breno,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1323
017028,Breno,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2156
017028,Breno,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,140
017028,Breno,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,1628
017028,Breno,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,388
017028,Breno,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2106
017028,Breno,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2101
017029,Brescia,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,105234
017029,Brescia,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,90986
017029,Brescia,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,14248
017029,Brescia,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,105361
017029,Brescia,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,92284
017029,Brescia,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,13077
017029,Brescia,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,105953
017029,Brescia,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,94259
017029,Brescia,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,11694
017029,Brescia,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,90986
017029,Brescia,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,5038
017029,Brescia,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,60771
017029,Brescia,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,25177
017029,Brescia,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,92284
017029,Brescia,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,94259
017030,Brione,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,668
017030,Brione,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,339
017030,Brione,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,329
017030,Brione,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,669
017030,Brione,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,351
017030,Brione,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,318
017030,Brione,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,676
017030,Brione,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,355
017030,Brione,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,321
017030,Brione,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,339
017030,Brione,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,23
017030,Brione,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,281
017030,Brione,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,35
017030,Brione,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,351
017030,Brione,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,355
017031,Caino,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1140
017031,Caino,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,886
017031,Caino,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,254
017031,Caino,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1140
017031,Caino,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,889
017031,Caino,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,251
017031,Caino,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1146
017031,Caino,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,910
017031,Caino,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,236
017031,Caino,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,886
017031,Caino,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,92
017031,Caino,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,645
017031,Caino,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,149
017031,Caino,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,889
017031,Caino,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,910
017032,Calcinato,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5804
017032,Calcinato,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5027
017032,Calcinato,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,777
017032,Calcinato,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5799
017032,Calcinato,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5180
017032,Calcinato,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,619
017032,Calcinato,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5849
017032,Calcinato,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5294
017032,Calcinato,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,555
017032,Calcinato,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5027
017032,Calcinato,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,412
017032,Calcinato,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,3396
017032,Calcinato,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,1219
017032,Calcinato,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5180
017032,Calcinato,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,5294
017033,Calvagese della Riviera,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1720
017033,Calvagese della Riviera,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1444
017033,Calvagese della Riviera,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,276
017033,Calvagese della Riviera,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1728
017033,Calvagese della Riviera,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1487
017033,Calvagese della Riviera,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,241
017033,Calvagese della Riviera,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1743
017033,Calvagese della Riviera,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1501
017033,Calvagese della Riviera,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,242
017033,Calvagese della Riviera,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1444
017033,Calvagese della Riviera,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,158
017033,Calvagese della Riviera,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,1079
017033,Calvagese della Riviera,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,207
017033,Calvagese della Riviera,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1487
017033,Calvagese della Riviera,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1501
017034,Calvisano,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3773
017034,Calvisano,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3223
017034,Calvisano,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,550
017034,Calvisano,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3776
017034,Calvisano,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3297
017034,Calvisano,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,479
017034,Calvisano,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3861
017034,Calvisano,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3337
017034,Calvisano,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,524
017034,Calvisano,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3223
017034,Calvisano,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,142
017034,Calvisano,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,2655
017034,Calvisano,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,426
017034,Calvisano,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3297
017034,Calvisano,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,3337
017035,Capo di Ponte,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1852
017035,Capo di Ponte,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1062
017035,Capo di Ponte,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,790
017035,Capo di Ponte,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1851
017035,Capo di Ponte,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1028
017035,Capo di Ponte,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,823
017035,Capo di Ponte,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1878
017035,Capo di Ponte,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1032
017035,Capo di Ponte,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,846
017035,Capo di Ponte,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1062
017035,Capo di Ponte,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,86
017035,Capo di Ponte,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,863
017035,Capo di Ponte,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,114
017035,Capo di Ponte,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1028
017035,Capo di Ponte,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1032
017036,Capovalle,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,536
017036,Capovalle,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,169
017036,Capovalle,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,367
017036,Capovalle,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,536
017036,Capovalle,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,172
017036,Capovalle,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,364
017036,Capovalle,2023,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,540
017036,Capovalle,2023,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,172
017036,Capovalle,2023,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,368
017036,Capovalle,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,169
017036,Capovalle,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,"other form of tenure different from ownership, rent",total,all items,all items,TOTAL,TOTAL,10
017036,Capovalle,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,ownership,total,all items,all items,TOTAL,TOTAL,148
017036,Capovalle,2019,titolo_di_godimento,occupied conventional dwellings on 31st December,rent,total,all items,all items,TOTAL,TOTAL,11
017036,Capovalle,2021,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,172
017036,Capovalle,2023,titolo_di_godimento,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,172
017037,Capriano del Colle,2019,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2216
017037,Capriano del Colle,2019,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1909
017037,Capriano del Colle,2019,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,307
017037,Capriano del Colle,2021,occupate_e_non_occupate,conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,2225
017037,Capriano del Colle,2021,occupate_e_non_occupate,occupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,1938
017037,Capriano del Colle,2021,occupate_e_non_occupate,unoccupied conventional dwellings on 31st December,all items,total,all items,all items,TOTAL,TOTAL,287
