codice_istat,comune,anno,indicatore,valore
017003,Agnosine,2023,stranieri,109
017003,Agnosine,2023,stranieri_nati_all_estero,85
017003,Agnosine,2023,stranieri_nati_in_italia,24
017003,Agnosine,2023,stranieri_nati_in_italia_minorenni,23
017004,Alfianello,2021,italiani,2117
017004,Alfianello,2021,italiani_acquisiti,108
017004,Alfianello,2021,italiani_acquisiti_nati_all_estero,63
017004,Alfianello,2021,italiani_acquisiti_nati_in_italia,45
017004,Alfianello,2021,italiani_acquisiti_nati_in_italia_minorenni,35
017004,Alfianello,2021,italiani_dalla_nascita,2009
017004,Alfianello,2021,italiani_dalla_nascita_nati_all_estero,7
017004,Alfianello,2021,italiani_dalla_nascita_nati_in_italia,2002
017004,Alfianello,2021,popolazione_residente,2372
017004,Alfianello,2021,stranieri,255
017004,Alfianello,2021,stranieri_nati_all_estero,211
017004,Alfianello,2021,stranieri_nati_in_italia,44
017004,Alfianello,2021,stranieri_nati_in_italia_minorenni,43
017004,Alfianello,2022,italiani,2085
017004,Alfianello,2022,italiani_acquisiti,111
017004,Alfianello,2022,italiani_acquisiti_nati_all_estero,64
017004,Alfianello,2022,italiani_acquisiti_nati_in_italia,47
017004,Alfianello,2022,italiani_acquisiti_nati_in_italia_minorenni,34
017004,Alfianello,2022,italiani_dalla_nascita,1974
017004,Alfianello,2022,italiani_dalla_nascita_nati_all_estero,9
017004,Alfianello,2022,italiani_dalla_nascita_nati_in_italia,1965
017004,Alfianello,2022,popolazione_residente,2331
017004,Alfianello,2022,stranieri,246
017004,Alfianello,2022,stranieri_nati_all_estero,204
017004,Alfianello,2022,stranieri_nati_in_italia,42
017004,Alfianello,2022,stranieri_nati_in_italia_minorenni,40
017004,Alfianello,2023,italiani,2067
017004,Alfianello,2023,italiani_acquisiti,125
017004,Alfianello,2023,italiani_acquisiti_nati_all_estero,76
017004,Alfianello,2023,italiani_acquisiti_nati_in_italia,49
017004,Alfianello,2023,italiani_acquisiti_nati_in_italia_minorenni,37
017004,Alfianello,2023,italiani_dalla_nascita,1942
017004,Alfianello,2023,italiani_dalla_nascita_nati_all_estero,11
017004,Alfianello,2023,italiani_dalla_nascita_nati_in_italia,1931
017004,Alfianello,2023,popolazione_residente,2281
017004,Alfianello,2023,stranieri,214
017004,Alfianello,2023,stranieri_nati_all_estero,177
017004,Alfianello,2023,stranieri_nati_in_italia,37
017004,Alfianello,2023,stranieri_nati_in_italia_minorenni,36
017005,Anfo,2021,italiani,421
017005,Anfo,2021,italiani_acquisiti,34
017005,Anfo,2021,italiani_acquisiti_nati_all_estero,20
017005,Anfo,2021,italiani_acquisiti_nati_in_italia,14
017005,Anfo,2021,italiani_acquisiti_nati_in_italia_minorenni,14
017005,Anfo,2021,italiani_dalla_nascita,387
017005,Anfo,2021,italiani_dalla_nascita_nati_all_estero,2
017005,Anfo,2021,italiani_dalla_nascita_nati_in_italia,385
017005,Anfo,2021,popolazione_residente,450
017005,Anfo,2021,stranieri,29
017005,Anfo,2021,stranieri_nati_all_estero,22
017005,Anfo,2021,stranieri_nati_in_italia,7
017005,Anfo,2021,stranieri_nati_in_italia_minorenni,6
017005,Anfo,2022,italiani,420
017005,Anfo,2022,italiani_acquisiti,30
017005,Anfo,2022,italiani_acquisiti_nati_all_estero,18
017005,Anfo,2022,italiani_acquisiti_nati_in_italia,12
017005,Anfo,2022,italiani_acquisiti_nati_in_italia_minorenni,12
017005,Anfo,2022,italiani_dalla_nascita,390
017005,Anfo,2022,italiani_dalla_nascita_nati_all_estero,3
017005,Anfo,2022,italiani_dalla_nascita_nati_in_italia,387
017005,Anfo,2022,popolazione_residente,447
017005,Anfo,2022,stranieri,27
017005,Anfo,2022,stranieri_nati_all_estero,20
017005,Anfo,2022,stranieri_nati_in_italia,7
017005,Anfo,2022,stranieri_nati_in_italia_minorenni,5
017005,Anfo,2023,italiani,411
017005,Anfo,2023,italiani_acquisiti,19
017005,Anfo,2023,italiani_acquisiti_nati_all_estero,14
017005,Anfo,2023,italiani_acquisiti_nati_in_italia,5
017005,Anfo,2023,italiani_acquisiti_nati_in_italia_minorenni,5
017005,Anfo,2023,italiani_dalla_nascita,392
017005,Anfo,2023,italiani_dalla_nascita_nati_all_estero,2
017005,Anfo,2023,italiani_dalla_nascita_nati_in_italia,390
017005,Anfo,2023,popolazione_residente,438
017005,Anfo,2023,stranieri,27
017005,Anfo,2023,stranieri_nati_all_estero,20
017005,Anfo,2023,stranieri_nati_in_italia,7
017005,Anfo,2023,stranieri_nati_in_italia_minorenni,5
017006,Angolo Terme,2021,italiani,2204
017006,Angolo Terme,2021,italiani_acquisiti,19
017006,Angolo Terme,2021,italiani_acquisiti_nati_all_estero,19
017006,Angolo Terme,2021,italiani_dalla_nascita,2185
017006,Angolo Terme,2021,italiani_dalla_nascita_nati_all_estero,32
017006,Angolo Terme,2021,italiani_dalla_nascita_nati_in_italia,2153
017006,Angolo Terme,2021,popolazione_residente,2309
017006,Angolo Terme,2021,stranieri,105
017006,Angolo Terme,2021,stranieri_nati_all_estero,87
017006,Angolo Terme,2021,stranieri_nati_in_italia,18
017006,Angolo Terme,2021,stranieri_nati_in_italia_minorenni,17
017006,Angolo Terme,2022,italiani,2197
017006,Angolo Terme,2022,italiani_acquisiti,21
017006,Angolo Terme,2022,italiani_acquisiti_nati_all_estero,20
017006,Angolo Terme,2022,italiani_acquisiti_nati_in_italia,1
017006,Angolo Terme,2022,italiani_dalla_nascita,2176
