territorio,nome_territorio,anno,ateco,settore,indicatore,valore
017029,Brescia,2022,85,education,unita_locali,275
017029,Brescia,2022,86,human health activities,unita_locali,2373
017029,Brescia,2022,87,residential care activities,unita_locali,24
017029,Brescia,2022,88,social work activities without accommodation,unita_locali,69
017029,Brescia,2022,90,"creative, arts and entertainment activities",unita_locali,236
017029,Brescia,2022,91,"libraries, archives, museums and other cultural activities",unita_locali,5
017029,Brescia,2022,92,gambling and betting activities,unita_locali,23
017029,Brescia,2022,93,sports activities and amusement and recreation activities,unita_locali,143
017029,Brescia,2022,95,repair of computers and personal and household goods,unita_locali,162
017029,Brescia,2022,96,other personal service activities,unita_locali,959
017029,Brescia,2023,08,other mining and quarrying,unita_locali,8
017029,Brescia,2023,10,manufacture of food products,unita_locali,97
017029,Brescia,2023,11,manufacture of beverages,unita_locali,4
017029,Brescia,2023,13,manufacture of textiles,unita_locali,20
017029,Brescia,2023,14,manufacture of wearing apparel,unita_locali,113
017029,Brescia,2023,15,manufacture of leather and related products,unita_locali,9
017029,Brescia,2023,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",unita_locali,35
017029,Brescia,2023,17,manufacture of paper and paper products,unita_locali,6
017029,Brescia,2023,18,printing and reproduction of recorded media,unita_locali,51
017029,Brescia,2023,19,manufacture of coke and refined petroleum products,unita_locali,1
017029,Brescia,2023,20,manufacture of chemicals and chemical products,unita_locali,24
017029,Brescia,2023,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,unita_locali,2
017029,Brescia,2023,22,manufacture of rubber and plastic products,unita_locali,31
017029,Brescia,2023,23,manufacture of other non-metallic mineral products,unita_locali,32
017029,Brescia,2023,24,manufacture of basic metals,unita_locali,25
017029,Brescia,2023,25,"manufacture of fabricated metal products, except machinery and equipment",unita_locali,293
017029,Brescia,2023,26,"manufacture of computer, electronic and optical products",unita_locali,25
017029,Brescia,2023,27,manufacture of electrical equipment and of non-electric domestic appliances,unita_locali,38
017029,Brescia,2023,28,manufacture of machinery and equipment n.e.c.,unita_locali,120
017029,Brescia,2023,29,"manufacture of motor vehicles, trailers and semi-trailers",unita_locali,15
017029,Brescia,2023,30,manufacture of other transport equipment,unita_locali,8
017029,Brescia,2023,31,manufacture of furniture,unita_locali,21
017029,Brescia,2023,32,other manufacturing,unita_locali,132
017029,Brescia,2023,33,repair and installation of machinery and equipment,unita_locali,169
017029,Brescia,2023,35,"electricity, gas, steam and air conditioning supply",unita_locali,68
017029,Brescia,2023,36,"water collection, treatment and supply",unita_locali,5
017029,Brescia,2023,37,sewerage,unita_locali,3
017029,Brescia,2023,38,"waste collection, treatment and disposal activities, materials recovery",unita_locali,41
017029,Brescia,2023,39,remediation activities and other waste management services,unita_locali,3
017029,Brescia,2023,41,construction of buildings,unita_locali,535
017029,Brescia,2023,42,civil engineering,unita_locali,38
017029,Brescia,2023,43,specialised construction activities,unita_locali,1220
017029,Brescia,2023,45,wholesale and retail trade and repair of motor vehicles and motorcycles,unita_locali,500
017029,Brescia,2023,46,"wholesale trade, except of motor vehicles and motorcycles",unita_locali,1919
017029,Brescia,2023,47,"retail trade, except of motor vehicles and motorcycles",unita_locali,2061
017029,Brescia,2023,49,land transport and transport via pipelines,unita_locali,380
017029,Brescia,2023,50,water transport,unita_locali,1
017029,Brescia,2023,51,air transport,unita_locali,1
017029,Brescia,2023,52,warehousing and support activities for transportation,unita_locali,149
017029,Brescia,2023,53,postal and courier activities,unita_locali,51
017029,Brescia,2023,55,accommodation,unita_locali,78
017029,Brescia,2023,56,food service activities,unita_locali,1358
017029,Brescia,2023,58,publishing activities,unita_locali,30
017029,Brescia,2023,59,"motion picture, video and television programme production, sound recording and music publishing activities",unita_locali,43
017029,Brescia,2023,60,programming and broadcasting activities,unita_locali,6
017029,Brescia,2023,61,telecommunications,unita_locali,45
017029,Brescia,2023,62,"computer programming, consultancy and related activities",unita_locali,468
017029,Brescia,2023,63,information service activities,unita_locali,350
017029,Brescia,2023,64,"financial service activities, except insurance and pension funding",unita_locali,510
017029,Brescia,2023,65,"insurance, reinsurance and pension funding, except compulsory social security",unita_locali,13
017029,Brescia,2023,66,activities auxiliary to financial services and insurance activities,unita_locali,669
017029,Brescia,2023,68,real estate activities,unita_locali,2143
017029,Brescia,2023,69,legal and accounting activities,unita_locali,2721
017029,Brescia,2023,70,"activities of head offices, management consultancy activities",unita_locali,1114
017029,Brescia,2023,71,"architectural and engineering activities, technical testing and analysis",unita_locali,1360
017029,Brescia,2023,72,scientific research and development,unita_locali,97
017029,Brescia,2023,73,advertising and market research,unita_locali,241
017029,Brescia,2023,74,"other professional, scientific and technical activities",unita_locali,1134
017029,Brescia,2023,75,veterinary activities,unita_locali,68
017029,Brescia,2023,77,rental and leasing activities,unita_locali,76
017029,Brescia,2023,78,employment activities,unita_locali,86
017029,Brescia,2023,79,"travel agency, tour operator and other reservation service and related activities",unita_locali,69
017029,Brescia,2023,80,security and investigation activities,unita_locali,29
017029,Brescia,2023,81,services to buildings and landscape activities,unita_locali,391
017029,Brescia,2023,82,"office administrative, office support and other business support activities",unita_locali,509
017029,Brescia,2023,85,education,unita_locali,303
017029,Brescia,2023,86,human health activities,unita_locali,2469
017029,Brescia,2023,87,residential care activities,unita_locali,25
017029,Brescia,2023,88,social work activities without accommodation,unita_locali,74
017029,Brescia,2023,90,"creative, arts and entertainment activities",unita_locali,260
017029,Brescia,2023,91,"libraries, archives, museums and other cultural activities",unita_locali,4
017029,Brescia,2023,92,gambling and betting activities,unita_locali,20
017029,Brescia,2023,93,sports activities and amusement and recreation activities,unita_locali,149
017029,Brescia,2023,95,repair of computers and personal and household goods,unita_locali,165
017029,Brescia,2023,96,other personal service activities,unita_locali,956
ITC47,Provincia di Brescia,2018,08,other mining and quarrying,addetti,643.1
ITC47,Provincia di Brescia,2018,10,manufacture of food products,addetti,7930.7
ITC47,Provincia di Brescia,2018,11,manufacture of beverages,addetti,743.7
ITC47,Provincia di Brescia,2018,13,manufacture of textiles,addetti,2978.9
ITC47,Provincia di Brescia,2018,14,manufacture of wearing apparel,addetti,5246.2
ITC47,Provincia di Brescia,2018,15,manufacture of leather and related products,addetti,1105.2
ITC47,Provincia di Brescia,2018,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",addetti,2877.7
ITC47,Provincia di Brescia,2018,17,manufacture of paper and paper products,addetti,1986.7
ITC47,Provincia di Brescia,2018,18,printing and reproduction of recorded media,addetti,1734.5
ITC47,Provincia di Brescia,2018,19,manufacture of coke and refined petroleum products,addetti,62.2
ITC47,Provincia di Brescia,2018,20,manufacture of chemicals and chemical products,addetti,2434.0
ITC47,Provincia di Brescia,2018,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,addetti,264.8
ITC47,Provincia di Brescia,2018,22,manufacture of rubber and plastic products,addetti,8644.1
ITC47,Provincia di Brescia,2018,23,manufacture of other non-metallic mineral products,addetti,3904.2
ITC47,Provincia di Brescia,2018,24,manufacture of basic metals,addetti,16311.3
ITC47,Provincia di Brescia,2018,25,"manufacture of fabricated metal products, except machinery and equipment",addetti,38656.3
ITC47,Provincia di Brescia,2018,26,"manufacture of computer, electronic and optical products",addetti,2128.0
ITC47,Provincia di Brescia,2018,27,manufacture of electrical equipment and of non-electric domestic appliances,addetti,6078.5
ITC47,Provincia di Brescia,2018,28,manufacture of machinery and equipment n.e.c.,addetti,24231.8
ITC47,Provincia di Brescia,2018,29,"manufacture of motor vehicles, trailers and semi-trailers",addetti,7938.3
ITC47,Provincia di Brescia,2018,30,manufacture of other transport equipment,addetti,632.6
ITC47,Provincia di Brescia,2018,31,manufacture of furniture,addetti,2177.6
ITC47,Provincia di Brescia,2018,32,other manufacturing,addetti,2464.8
ITC47,Provincia di Brescia,2018,33,repair and installation of machinery and equipment,addetti,5901.0
ITC47,Provincia di Brescia,2018,35,"electricity, gas, steam and air conditioning supply",addetti,2134.1
ITC47,Provincia di Brescia,2018,36,"water collection, treatment and supply",addetti,512.8
ITC47,Provincia di Brescia,2018,37,sewerage,addetti,157.1
ITC47,Provincia di Brescia,2018,38,"waste collection, treatment and disposal activities, materials recovery",addetti,3979.1
ITC47,Provincia di Brescia,2018,39,remediation activities and other waste management services,addetti,128.1
ITC47,Provincia di Brescia,2018,41,construction of buildings,addetti,8792.2
ITC47,Provincia di Brescia,2018,42,civil engineering,addetti,1828.8
ITC47,Provincia di Brescia,2018,43,specialised construction activities,addetti,24935.2
ITC47,Provincia di Brescia,2018,45,wholesale and retail trade and repair of motor vehicles and motorcycles,addetti,9827.2
ITC47,Provincia di Brescia,2018,46,"wholesale trade, except of motor vehicles and motorcycles",addetti,27262.6
ITC47,Provincia di Brescia,2018,47,"retail trade, except of motor vehicles and motorcycles",addetti,39370.8
ITC47,Provincia di Brescia,2018,49,land transport and transport via pipelines,addetti,9802.1
ITC47,Provincia di Brescia,2018,50,water transport,addetti,66.2
ITC47,Provincia di Brescia,2018,51,air transport,addetti,18.6
ITC47,Provincia di Brescia,2018,52,warehousing and support activities for transportation,addetti,3720.4
ITC47,Provincia di Brescia,2018,53,postal and courier activities,addetti,2195.4
ITC47,Provincia di Brescia,2018,55,accommodation,addetti,5976.3
ITC47,Provincia di Brescia,2018,56,food service activities,addetti,29593.1
ITC47,Provincia di Brescia,2018,58,publishing activities,addetti,294.1
ITC47,Provincia di Brescia,2018,59,"motion picture, video and television programme production, sound recording and music publishing activities",addetti,235.9
ITC47,Provincia di Brescia,2018,60,programming and broadcasting activities,addetti,81.5
ITC47,Provincia di Brescia,2018,61,telecommunications,addetti,803.7
ITC47,Provincia di Brescia,2018,62,"computer programming, consultancy and related activities",addetti,3907.8
ITC47,Provincia di Brescia,2018,63,information service activities,addetti,3163.4
ITC47,Provincia di Brescia,2018,64,"financial service activities, except insurance and pension funding",addetti,7997.2
ITC47,Provincia di Brescia,2018,65,"insurance, reinsurance and pension funding, except compulsory social security",addetti,204.5
ITC47,Provincia di Brescia,2018,66,activities auxiliary to financial services and insurance activities,addetti,4113.6
ITC47,Provincia di Brescia,2018,68,real estate activities,addetti,8498.8
ITC47,Provincia di Brescia,2018,69,legal and accounting activities,addetti,10238.5
ITC47,Provincia di Brescia,2018,70,"activities of head offices, management consultancy activities",addetti,3461.3
ITC47,Provincia di Brescia,2018,71,"architectural and engineering activities, technical testing and analysis",addetti,6816.0
ITC47,Provincia di Brescia,2018,72,scientific research and development,addetti,418.8
ITC47,Provincia di Brescia,2018,73,advertising and market research,addetti,1032.4
ITC47,Provincia di Brescia,2018,74,"other professional, scientific and technical activities",addetti,5159.1
ITC47,Provincia di Brescia,2018,75,veterinary activities,addetti,393.5
ITC47,Provincia di Brescia,2018,77,rental and leasing activities,addetti,1012.0
ITC47,Provincia di Brescia,2018,78,employment activities,addetti,17781.8
ITC47,Provincia di Brescia,2018,79,"travel agency, tour operator and other reservation service and related activities",addetti,776.1
ITC47,Provincia di Brescia,2018,80,security and investigation activities,addetti,1207.8
ITC47,Provincia di Brescia,2018,81,services to buildings and landscape activities,addetti,12698.5
ITC47,Provincia di Brescia,2018,82,"office administrative, office support and other business support activities",addetti,5478.4
ITC47,Provincia di Brescia,2018,85,education,addetti,2267.7
ITC47,Provincia di Brescia,2018,86,human health activities,addetti,11832.9
ITC47,Provincia di Brescia,2018,87,residential care activities,addetti,2353.3
ITC47,Provincia di Brescia,2018,88,social work activities without accommodation,addetti,5193.9
ITC47,Provincia di Brescia,2018,90,"creative, arts and entertainment activities",addetti,796.1
ITC47,Provincia di Brescia,2018,91,"libraries, archives, museums and other cultural activities",addetti,276.4
ITC47,Provincia di Brescia,2018,92,gambling and betting activities,addetti,961.7
ITC47,Provincia di Brescia,2018,93,sports activities and amusement and recreation activities,addetti,1556.4
ITC47,Provincia di Brescia,2018,95,repair of computers and personal and household goods,addetti,956.8
ITC47,Provincia di Brescia,2018,96,other personal service activities,addetti,10651.3
ITC47,Provincia di Brescia,2019,08,other mining and quarrying,addetti,629.9
ITC47,Provincia di Brescia,2019,10,manufacture of food products,addetti,7980.0
ITC47,Provincia di Brescia,2019,11,manufacture of beverages,addetti,754.3
ITC47,Provincia di Brescia,2019,13,manufacture of textiles,addetti,2886.7
ITC47,Provincia di Brescia,2019,14,manufacture of wearing apparel,addetti,5493.0
ITC47,Provincia di Brescia,2019,15,manufacture of leather and related products,addetti,1065.1
ITC47,Provincia di Brescia,2019,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",addetti,2746.0
ITC47,Provincia di Brescia,2019,17,manufacture of paper and paper products,addetti,1981.0
ITC47,Provincia di Brescia,2019,18,printing and reproduction of recorded media,addetti,1723.8
ITC47,Provincia di Brescia,2019,19,manufacture of coke and refined petroleum products,addetti,67.1
ITC47,Provincia di Brescia,2019,20,manufacture of chemicals and chemical products,addetti,2416.1
ITC47,Provincia di Brescia,2019,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,addetti,282.6
ITC47,Provincia di Brescia,2019,22,manufacture of rubber and plastic products,addetti,8894.6
ITC47,Provincia di Brescia,2019,23,manufacture of other non-metallic mineral products,addetti,3835.4
ITC47,Provincia di Brescia,2019,24,manufacture of basic metals,addetti,16690.7
ITC47,Provincia di Brescia,2019,25,"manufacture of fabricated metal products, except machinery and equipment",addetti,39463.6
ITC47,Provincia di Brescia,2019,26,"manufacture of computer, electronic and optical products",addetti,2363.2
ITC47,Provincia di Brescia,2019,27,manufacture of electrical equipment and of non-electric domestic appliances,addetti,6339.0
ITC47,Provincia di Brescia,2019,28,manufacture of machinery and equipment n.e.c.,addetti,25026.5
ITC47,Provincia di Brescia,2019,29,"manufacture of motor vehicles, trailers and semi-trailers",addetti,7789.1
ITC47,Provincia di Brescia,2019,30,manufacture of other transport equipment,addetti,621.5
ITC47,Provincia di Brescia,2019,31,manufacture of furniture,addetti,2057.9
ITC47,Provincia di Brescia,2019,32,other manufacturing,addetti,2620.4
ITC47,Provincia di Brescia,2019,33,repair and installation of machinery and equipment,addetti,6572.0
ITC47,Provincia di Brescia,2019,35,"electricity, gas, steam and air conditioning supply",addetti,2178.2
ITC47,Provincia di Brescia,2019,36,"water collection, treatment and supply",addetti,553.5
ITC47,Provincia di Brescia,2019,37,sewerage,addetti,181.3
ITC47,Provincia di Brescia,2019,38,"waste collection, treatment and disposal activities, materials recovery",addetti,4172.2
ITC47,Provincia di Brescia,2019,39,remediation activities and other waste management services,addetti,94.4
ITC47,Provincia di Brescia,2019,41,construction of buildings,addetti,9246.7
ITC47,Provincia di Brescia,2019,42,civil engineering,addetti,2182.1
ITC47,Provincia di Brescia,2019,43,specialised construction activities,addetti,25399.9
ITC47,Provincia di Brescia,2019,45,wholesale and retail trade and repair of motor vehicles and motorcycles,addetti,10347.0
ITC47,Provincia di Brescia,2019,46,"wholesale trade, except of motor vehicles and motorcycles",addetti,27126.7
ITC47,Provincia di Brescia,2019,47,"retail trade, except of motor vehicles and motorcycles",addetti,38087.2
ITC47,Provincia di Brescia,2019,49,land transport and transport via pipelines,addetti,10062.9
ITC47,Provincia di Brescia,2019,50,water transport,addetti,62.9
ITC47,Provincia di Brescia,2019,51,air transport,addetti,139.4
ITC47,Provincia di Brescia,2019,52,warehousing and support activities for transportation,addetti,3736.1
ITC47,Provincia di Brescia,2019,53,postal and courier activities,addetti,2145.4
ITC47,Provincia di Brescia,2019,55,accommodation,addetti,6313.0
ITC47,Provincia di Brescia,2019,56,food service activities,addetti,30461.7
ITC47,Provincia di Brescia,2019,58,publishing activities,addetti,265.0
ITC47,Provincia di Brescia,2019,59,"motion picture, video and television programme production, sound recording and music publishing activities",addetti,268.2
ITC47,Provincia di Brescia,2019,60,programming and broadcasting activities,addetti,81.0
ITC47,Provincia di Brescia,2019,61,telecommunications,addetti,828.9
ITC47,Provincia di Brescia,2019,62,"computer programming, consultancy and related activities",addetti,4355.4
ITC47,Provincia di Brescia,2019,63,information service activities,addetti,3388.6
ITC47,Provincia di Brescia,2019,64,"financial service activities, except insurance and pension funding",addetti,7794.3
ITC47,Provincia di Brescia,2019,65,"insurance, reinsurance and pension funding, except compulsory social security",addetti,196.0
ITC47,Provincia di Brescia,2019,66,activities auxiliary to financial services and insurance activities,addetti,3979.4
ITC47,Provincia di Brescia,2019,68,real estate activities,addetti,8755.8
ITC47,Provincia di Brescia,2019,69,legal and accounting activities,addetti,9860.3
ITC47,Provincia di Brescia,2019,70,"activities of head offices, management consultancy activities",addetti,3634.1
ITC47,Provincia di Brescia,2019,71,"architectural and engineering activities, technical testing and analysis",addetti,6389.6
ITC47,Provincia di Brescia,2019,72,scientific research and development,addetti,430.2
ITC47,Provincia di Brescia,2019,73,advertising and market research,addetti,981.8
ITC47,Provincia di Brescia,2019,74,"other professional, scientific and technical activities",addetti,5417.1
ITC47,Provincia di Brescia,2019,75,veterinary activities,addetti,399.5
ITC47,Provincia di Brescia,2019,77,rental and leasing activities,addetti,1167.4
ITC47,Provincia di Brescia,2019,78,employment activities,addetti,17256.9
ITC47,Provincia di Brescia,2019,79,"travel agency, tour operator and other reservation service and related activities",addetti,764.2
ITC47,Provincia di Brescia,2019,80,security and investigation activities,addetti,1776.3
ITC47,Provincia di Brescia,2019,81,services to buildings and landscape activities,addetti,12352.0
ITC47,Provincia di Brescia,2019,82,"office administrative, office support and other business support activities",addetti,5155.2
ITC47,Provincia di Brescia,2019,85,education,addetti,2407.6
ITC47,Provincia di Brescia,2019,86,human health activities,addetti,11671.5
ITC47,Provincia di Brescia,2019,87,residential care activities,addetti,1947.2
ITC47,Provincia di Brescia,2019,88,social work activities without accommodation,addetti,4552.7
ITC47,Provincia di Brescia,2019,90,"creative, arts and entertainment activities",addetti,787.5
ITC47,Provincia di Brescia,2019,91,"libraries, archives, museums and other cultural activities",addetti,288.4
ITC47,Provincia di Brescia,2019,92,gambling and betting activities,addetti,798.2
ITC47,Provincia di Brescia,2019,93,sports activities and amusement and recreation activities,addetti,1594.4
ITC47,Provincia di Brescia,2019,95,repair of computers and personal and household goods,addetti,925.5
ITC47,Provincia di Brescia,2019,96,other personal service activities,addetti,10613.9
ITC47,Provincia di Brescia,2020,08,other mining and quarrying,addetti,570.9
ITC47,Provincia di Brescia,2020,09,mining support service activities,addetti,0.0
ITC47,Provincia di Brescia,2020,10,manufacture of food products,addetti,8035.4
ITC47,Provincia di Brescia,2020,11,manufacture of beverages,addetti,827.0
ITC47,Provincia di Brescia,2020,13,manufacture of textiles,addetti,2736.7
ITC47,Provincia di Brescia,2020,14,manufacture of wearing apparel,addetti,5091.7
ITC47,Provincia di Brescia,2020,15,manufacture of leather and related products,addetti,925.8
ITC47,Provincia di Brescia,2020,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",addetti,2516.7
ITC47,Provincia di Brescia,2020,17,manufacture of paper and paper products,addetti,1961.8
ITC47,Provincia di Brescia,2020,18,printing and reproduction of recorded media,addetti,1609.2
ITC47,Provincia di Brescia,2020,19,manufacture of coke and refined petroleum products,addetti,97.0
ITC47,Provincia di Brescia,2020,20,manufacture of chemicals and chemical products,addetti,2464.1
ITC47,Provincia di Brescia,2020,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,addetti,314.7
ITC47,Provincia di Brescia,2020,22,manufacture of rubber and plastic products,addetti,8813.0
ITC47,Provincia di Brescia,2020,23,manufacture of other non-metallic mineral products,addetti,3863.2
ITC47,Provincia di Brescia,2020,24,manufacture of basic metals,addetti,15021.9
ITC47,Provincia di Brescia,2020,25,"manufacture of fabricated metal products, except machinery and equipment",addetti,40493.1
ITC47,Provincia di Brescia,2020,26,"manufacture of computer, electronic and optical products",addetti,2392.1
ITC47,Provincia di Brescia,2020,27,manufacture of electrical equipment and of non-electric domestic appliances,addetti,6128.6
ITC47,Provincia di Brescia,2020,28,manufacture of machinery and equipment n.e.c.,addetti,24525.3
ITC47,Provincia di Brescia,2020,29,"manufacture of motor vehicles, trailers and semi-trailers",addetti,8178.9
ITC47,Provincia di Brescia,2020,30,manufacture of other transport equipment,addetti,709.9
ITC47,Provincia di Brescia,2020,31,manufacture of furniture,addetti,1797.2
ITC47,Provincia di Brescia,2020,32,other manufacturing,addetti,2432.4
ITC47,Provincia di Brescia,2020,33,repair and installation of machinery and equipment,addetti,6032.2
ITC47,Provincia di Brescia,2020,35,"electricity, gas, steam and air conditioning supply",addetti,2219.3
ITC47,Provincia di Brescia,2020,36,"water collection, treatment and supply",addetti,579.7
ITC47,Provincia di Brescia,2020,37,sewerage,addetti,188.0
ITC47,Provincia di Brescia,2020,38,"waste collection, treatment and disposal activities, materials recovery",addetti,4127.5
ITC47,Provincia di Brescia,2020,39,remediation activities and other waste management services,addetti,112.1
ITC47,Provincia di Brescia,2020,41,construction of buildings,addetti,10235.9
ITC47,Provincia di Brescia,2020,42,civil engineering,addetti,2409.8
ITC47,Provincia di Brescia,2020,43,specialised construction activities,addetti,25472.2
ITC47,Provincia di Brescia,2020,45,wholesale and retail trade and repair of motor vehicles and motorcycles,addetti,10014.0
ITC47,Provincia di Brescia,2020,46,"wholesale trade, except of motor vehicles and motorcycles",addetti,26266.7
ITC47,Provincia di Brescia,2020,47,"retail trade, except of motor vehicles and motorcycles",addetti,37780.1
ITC47,Provincia di Brescia,2020,49,land transport and transport via pipelines,addetti,9775.9
ITC47,Provincia di Brescia,2020,50,water transport,addetti,54.9
ITC47,Provincia di Brescia,2020,51,air transport,addetti,74.8
ITC47,Provincia di Brescia,2020,52,warehousing and support activities for transportation,addetti,3627.5
ITC47,Provincia di Brescia,2020,53,postal and courier activities,addetti,2056.2
ITC47,Provincia di Brescia,2020,55,accommodation,addetti,4649.5
ITC47,Provincia di Brescia,2020,56,food service activities,addetti,27609.2
ITC47,Provincia di Brescia,2020,58,publishing activities,addetti,271.4
ITC47,Provincia di Brescia,2020,59,"motion picture, video and television programme production, sound recording and music publishing activities",addetti,262.2
ITC47,Provincia di Brescia,2020,60,programming and broadcasting activities,addetti,82.7
ITC47,Provincia di Brescia,2020,61,telecommunications,addetti,878.1
ITC47,Provincia di Brescia,2020,62,"computer programming, consultancy and related activities",addetti,4294.7
ITC47,Provincia di Brescia,2020,63,information service activities,addetti,3368.2
ITC47,Provincia di Brescia,2020,64,"financial service activities, except insurance and pension funding",addetti,7537.7
ITC47,Provincia di Brescia,2020,65,"insurance, reinsurance and pension funding, except compulsory social security",addetti,187.1
ITC47,Provincia di Brescia,2020,66,activities auxiliary to financial services and insurance activities,addetti,4066.8
ITC47,Provincia di Brescia,2020,68,real estate activities,addetti,8101.9
ITC47,Provincia di Brescia,2020,69,legal and accounting activities,addetti,10198.9
ITC47,Provincia di Brescia,2020,70,"activities of head offices, management consultancy activities",addetti,3508.4
ITC47,Provincia di Brescia,2020,71,"architectural and engineering activities, technical testing and analysis",addetti,6732.0
ITC47,Provincia di Brescia,2020,72,scientific research and development,addetti,496.2
ITC47,Provincia di Brescia,2020,73,advertising and market research,addetti,1004.5
ITC47,Provincia di Brescia,2020,74,"other professional, scientific and technical activities",addetti,5421.8
ITC47,Provincia di Brescia,2020,75,veterinary activities,addetti,422.6
ITC47,Provincia di Brescia,2020,77,rental and leasing activities,addetti,987.5
ITC47,Provincia di Brescia,2020,78,employment activities,addetti,14432.1
ITC47,Provincia di Brescia,2020,79,"travel agency, tour operator and other reservation service and related activities",addetti,713.3
ITC47,Provincia di Brescia,2020,80,security and investigation activities,addetti,1651.3
ITC47,Provincia di Brescia,2020,81,services to buildings and landscape activities,addetti,10735.8
ITC47,Provincia di Brescia,2020,82,"office administrative, office support and other business support activities",addetti,4547.2
ITC47,Provincia di Brescia,2020,85,education,addetti,2636.4
ITC47,Provincia di Brescia,2020,86,human health activities,addetti,11875.8
ITC47,Provincia di Brescia,2020,87,residential care activities,addetti,2393.4
ITC47,Provincia di Brescia,2020,88,social work activities without accommodation,addetti,5360.3
ITC47,Provincia di Brescia,2020,90,"creative, arts and entertainment activities",addetti,786.4
ITC47,Provincia di Brescia,2020,91,"libraries, archives, museums and other cultural activities",addetti,249.0
ITC47,Provincia di Brescia,2020,92,gambling and betting activities,addetti,652.0
ITC47,Provincia di Brescia,2020,93,sports activities and amusement and recreation activities,addetti,1466.0
ITC47,Provincia di Brescia,2020,95,repair of computers and personal and household goods,addetti,879.0
ITC47,Provincia di Brescia,2020,96,other personal service activities,addetti,10677.8
ITC47,Provincia di Brescia,2021,08,other mining and quarrying,addetti,551.6
ITC47,Provincia di Brescia,2021,10,manufacture of food products,addetti,8275.5
ITC47,Provincia di Brescia,2021,11,manufacture of beverages,addetti,876.0
ITC47,Provincia di Brescia,2021,13,manufacture of textiles,addetti,2743.3
ITC47,Provincia di Brescia,2021,14,manufacture of wearing apparel,addetti,5058.2
ITC47,Provincia di Brescia,2021,15,manufacture of leather and related products,addetti,974.4
ITC47,Provincia di Brescia,2021,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",addetti,2622.5
ITC47,Provincia di Brescia,2021,17,manufacture of paper and paper products,addetti,2003.0
ITC47,Provincia di Brescia,2021,18,printing and reproduction of recorded media,addetti,1572.7
ITC47,Provincia di Brescia,2021,19,manufacture of coke and refined petroleum products,addetti,66.8
ITC47,Provincia di Brescia,2021,20,manufacture of chemicals and chemical products,addetti,2584.2
ITC47,Provincia di Brescia,2021,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,addetti,301.6
ITC47,Provincia di Brescia,2021,22,manufacture of rubber and plastic products,addetti,8903.0
ITC47,Provincia di Brescia,2021,23,manufacture of other non-metallic mineral products,addetti,3813.8
ITC47,Provincia di Brescia,2021,24,manufacture of basic metals,addetti,15211.0
ITC47,Provincia di Brescia,2021,25,"manufacture of fabricated metal products, except machinery and equipment",addetti,41978.5
ITC47,Provincia di Brescia,2021,26,"manufacture of computer, electronic and optical products",addetti,2478.8
ITC47,Provincia di Brescia,2021,27,manufacture of electrical equipment and of non-electric domestic appliances,addetti,6273.5
ITC47,Provincia di Brescia,2021,28,manufacture of machinery and equipment n.e.c.,addetti,24657.2
ITC47,Provincia di Brescia,2021,29,"manufacture of motor vehicles, trailers and semi-trailers",addetti,6916.6
ITC47,Provincia di Brescia,2021,30,manufacture of other transport equipment,addetti,726.4
ITC47,Provincia di Brescia,2021,31,manufacture of furniture,addetti,1801.3
ITC47,Provincia di Brescia,2021,32,other manufacturing,addetti,2507.6
ITC47,Provincia di Brescia,2021,33,repair and installation of machinery and equipment,addetti,5817.2
ITC47,Provincia di Brescia,2021,35,"electricity, gas, steam and air conditioning supply",addetti,2198.3
ITC47,Provincia di Brescia,2021,36,"water collection, treatment and supply",addetti,627.7
ITC47,Provincia di Brescia,2021,37,sewerage,addetti,184.5
ITC47,Provincia di Brescia,2021,38,"waste collection, treatment and disposal activities, materials recovery",addetti,4470.4
ITC47,Provincia di Brescia,2021,39,remediation activities and other waste management services,addetti,105.4
ITC47,Provincia di Brescia,2021,41,construction of buildings,addetti,11215.9
ITC47,Provincia di Brescia,2021,42,civil engineering,addetti,2647.9
ITC47,Provincia di Brescia,2021,43,specialised construction activities,addetti,26947.8
ITC47,Provincia di Brescia,2021,45,wholesale and retail trade and repair of motor vehicles and motorcycles,addetti,10038.7
ITC47,Provincia di Brescia,2021,46,"wholesale trade, except of motor vehicles and motorcycles",addetti,26862.5
ITC47,Provincia di Brescia,2021,47,"retail trade, except of motor vehicles and motorcycles",addetti,38302.1
ITC47,Provincia di Brescia,2021,49,land transport and transport via pipelines,addetti,10722.9
ITC47,Provincia di Brescia,2021,50,water transport,addetti,65.0
ITC47,Provincia di Brescia,2021,51,air transport,addetti,51.3
ITC47,Provincia di Brescia,2021,52,warehousing and support activities for transportation,addetti,3959.7
ITC47,Provincia di Brescia,2021,53,postal and courier activities,addetti,2118.6
