territorio,nome_territorio,anno,ateco,settore,indicatore,valore
017029,Brescia,2023,39,remediation activities and other waste management services,addetti,9.9
017029,Brescia,2023,41,construction of buildings,addetti,1678.5
017029,Brescia,2023,42,civil engineering,addetti,481.8
017029,Brescia,2023,43,specialised construction activities,addetti,3718.5
017029,Brescia,2023,45,wholesale and retail trade and repair of motor vehicles and motorcycles,addetti,2206.9
017029,Brescia,2023,46,"wholesale trade, except of motor vehicles and motorcycles",addetti,6673.3
017029,Brescia,2023,47,"retail trade, except of motor vehicles and motorcycles",addetti,8069.1
017029,Brescia,2023,49,land transport and transport via pipelines,addetti,3009.2
017029,Brescia,2023,50,water transport,addetti,1.0
017029,Brescia,2023,51,air transport,addetti,2.0
017029,Brescia,2023,52,warehousing and support activities for transportation,addetti,2346.8
017029,Brescia,2023,53,postal and courier activities,addetti,726.5
017029,Brescia,2023,55,accommodation,addetti,414.4
017029,Brescia,2023,56,food service activities,addetti,6964.0
017029,Brescia,2023,58,publishing activities,addetti,223.0
017029,Brescia,2023,59,"motion picture, video and television programme production, sound recording and music publishing activities",addetti,131.4
017029,Brescia,2023,60,programming and broadcasting activities,addetti,41.6
017029,Brescia,2023,61,telecommunications,addetti,506.3
017029,Brescia,2023,62,"computer programming, consultancy and related activities",addetti,2418.0
017029,Brescia,2023,63,information service activities,addetti,1334.3
017029,Brescia,2023,64,"financial service activities, except insurance and pension funding",addetti,2866.3
017029,Brescia,2023,65,"insurance, reinsurance and pension funding, except compulsory social security",addetti,109.1
017029,Brescia,2023,66,activities auxiliary to financial services and insurance activities,addetti,1466.8
017029,Brescia,2023,68,real estate activities,addetti,2192.2
017029,Brescia,2023,69,legal and accounting activities,addetti,5481.7
017029,Brescia,2023,70,"activities of head offices, management consultancy activities",addetti,1796.9
017029,Brescia,2023,71,"architectural and engineering activities, technical testing and analysis",addetti,1918.8
017029,Brescia,2023,72,scientific research and development,addetti,223.0
017029,Brescia,2023,73,advertising and market research,addetti,353.2
017029,Brescia,2023,74,"other professional, scientific and technical activities",addetti,1834.4
017029,Brescia,2023,75,veterinary activities,addetti,86.4
017029,Brescia,2023,77,rental and leasing activities,addetti,165.0
017029,Brescia,2023,78,employment activities,addetti,4065.8
017029,Brescia,2023,79,"travel agency, tour operator and other reservation service and related activities",addetti,216.3
017029,Brescia,2023,80,security and investigation activities,addetti,1305.8
017029,Brescia,2023,81,services to buildings and landscape activities,addetti,4603.8
017029,Brescia,2023,82,"office administrative, office support and other business support activities",addetti,1991.9
017029,Brescia,2023,85,education,addetti,1390.2
017029,Brescia,2023,86,human health activities,addetti,4417.4
017029,Brescia,2023,87,residential care activities,addetti,498.8
017029,Brescia,2023,88,social work activities without accommodation,addetti,2487.2
017029,Brescia,2023,90,"creative, arts and entertainment activities",addetti,452.5
017029,Brescia,2023,91,"libraries, archives, museums and other cultural activities",addetti,135.9
017029,Brescia,2023,92,gambling and betting activities,addetti,61.9
017029,Brescia,2023,93,sports activities and amusement and recreation activities,addetti,407.9
017029,Brescia,2023,95,repair of computers and personal and household goods,addetti,281.8
017029,Brescia,2023,96,other personal service activities,addetti,2504.0
017029,Brescia,2018,08,other mining and quarrying,unita_locali,14
017029,Brescia,2018,10,manufacture of food products,unita_locali,132
017029,Brescia,2018,11,manufacture of beverages,unita_locali,5
017029,Brescia,2018,13,manufacture of textiles,unita_locali,20
017029,Brescia,2018,14,manufacture of wearing apparel,unita_locali,112
017029,Brescia,2018,15,manufacture of leather and related products,unita_locali,7
017029,Brescia,2018,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",unita_locali,42
017029,Brescia,2018,17,manufacture of paper and paper products,unita_locali,11
017029,Brescia,2018,18,printing and reproduction of recorded media,unita_locali,59
017029,Brescia,2018,19,manufacture of coke and refined petroleum products,unita_locali,2
017029,Brescia,2018,20,manufacture of chemicals and chemical products,unita_locali,22
017029,Brescia,2018,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,unita_locali,1
017029,Brescia,2018,22,manufacture of rubber and plastic products,unita_locali,36
017029,Brescia,2018,23,manufacture of other non-metallic mineral products,unita_locali,26
017029,Brescia,2018,24,manufacture of basic metals,unita_locali,32
017029,Brescia,2018,25,"manufacture of fabricated metal products, except machinery and equipment",unita_locali,263
017029,Brescia,2018,26,"manufacture of computer, electronic and optical products",unita_locali,26
017029,Brescia,2018,27,manufacture of electrical equipment and of non-electric domestic appliances,unita_locali,34
017029,Brescia,2018,28,manufacture of machinery and equipment n.e.c.,unita_locali,125
017029,Brescia,2018,29,"manufacture of motor vehicles, trailers and semi-trailers",unita_locali,13
017029,Brescia,2018,30,manufacture of other transport equipment,unita_locali,11
017029,Brescia,2018,31,manufacture of furniture,unita_locali,29
017029,Brescia,2018,32,other manufacturing,unita_locali,131
017029,Brescia,2018,33,repair and installation of machinery and equipment,unita_locali,187
017029,Brescia,2018,35,"electricity, gas, steam and air conditioning supply",unita_locali,56
017029,Brescia,2018,36,"water collection, treatment and supply",unita_locali,4
017029,Brescia,2018,37,sewerage,unita_locali,3
017029,Brescia,2018,38,"waste collection, treatment and disposal activities, materials recovery",unita_locali,39
017029,Brescia,2018,39,remediation activities and other waste management services,unita_locali,10
017029,Brescia,2018,41,construction of buildings,unita_locali,419
017029,Brescia,2018,42,civil engineering,unita_locali,19
017029,Brescia,2018,43,specialised construction activities,unita_locali,854
017029,Brescia,2018,45,wholesale and retail trade and repair of motor vehicles and motorcycles,unita_locali,478
017029,Brescia,2018,46,"wholesale trade, except of motor vehicles and motorcycles",unita_locali,2006
017029,Brescia,2018,47,"retail trade, except of motor vehicles and motorcycles",unita_locali,2285
017029,Brescia,2018,49,land transport and transport via pipelines,unita_locali,315
017029,Brescia,2018,50,water transport,unita_locali,2
017029,Brescia,2018,51,air transport,unita_locali,1
017029,Brescia,2018,52,warehousing and support activities for transportation,unita_locali,159
017029,Brescia,2018,53,postal and courier activities,unita_locali,44
017029,Brescia,2018,55,accommodation,unita_locali,76
017029,Brescia,2018,56,food service activities,unita_locali,1368
017029,Brescia,2018,58,publishing activities,unita_locali,32
017029,Brescia,2018,59,"motion picture, video and television programme production, sound recording and music publishing activities",unita_locali,43
017029,Brescia,2018,60,programming and broadcasting activities,unita_locali,4
017029,Brescia,2018,61,telecommunications,unita_locali,54
017029,Brescia,2018,62,"computer programming, consultancy and related activities",unita_locali,415
017029,Brescia,2018,63,information service activities,unita_locali,334
017029,Brescia,2018,64,"financial service activities, except insurance and pension funding",unita_locali,372
017029,Brescia,2018,65,"insurance, reinsurance and pension funding, except compulsory social security",unita_locali,16
017029,Brescia,2018,66,activities auxiliary to financial services and insurance activities,unita_locali,687
017029,Brescia,2018,68,real estate activities,unita_locali,2114
017029,Brescia,2018,69,legal and accounting activities,unita_locali,2666
017029,Brescia,2018,70,"activities of head offices, management consultancy activities",unita_locali,751
017029,Brescia,2018,71,"architectural and engineering activities, technical testing and analysis",unita_locali,1261
017029,Brescia,2018,72,scientific research and development,unita_locali,72
017029,Brescia,2018,73,advertising and market research,unita_locali,173
017029,Brescia,2018,74,"other professional, scientific and technical activities",unita_locali,976
017029,Brescia,2018,75,veterinary activities,unita_locali,51
017029,Brescia,2018,77,rental and leasing activities,unita_locali,72
017029,Brescia,2018,78,employment activities,unita_locali,49
017029,Brescia,2018,79,"travel agency, tour operator and other reservation service and related activities",unita_locali,86
017029,Brescia,2018,80,security and investigation activities,unita_locali,28
017029,Brescia,2018,81,services to buildings and landscape activities,unita_locali,234
017029,Brescia,2018,82,"office administrative, office support and other business support activities",unita_locali,489
017029,Brescia,2018,85,education,unita_locali,247
017029,Brescia,2018,86,human health activities,unita_locali,2081
017029,Brescia,2018,87,residential care activities,unita_locali,15
017029,Brescia,2018,88,social work activities without accommodation,unita_locali,60
017029,Brescia,2018,90,"creative, arts and entertainment activities",unita_locali,182
017029,Brescia,2018,91,"libraries, archives, museums and other cultural activities",unita_locali,6
017029,Brescia,2018,92,gambling and betting activities,unita_locali,33
017029,Brescia,2018,93,sports activities and amusement and recreation activities,unita_locali,129
017029,Brescia,2018,95,repair of computers and personal and household goods,unita_locali,182
017029,Brescia,2018,96,other personal service activities,unita_locali,919
017029,Brescia,2019,08,other mining and quarrying,unita_locali,14
017029,Brescia,2019,10,manufacture of food products,unita_locali,117
017029,Brescia,2019,11,manufacture of beverages,unita_locali,6
017029,Brescia,2019,13,manufacture of textiles,unita_locali,23
017029,Brescia,2019,14,manufacture of wearing apparel,unita_locali,116
017029,Brescia,2019,15,manufacture of leather and related products,unita_locali,8
017029,Brescia,2019,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",unita_locali,37
017029,Brescia,2019,17,manufacture of paper and paper products,unita_locali,10
017029,Brescia,2019,18,printing and reproduction of recorded media,unita_locali,57
017029,Brescia,2019,19,manufacture of coke and refined petroleum products,unita_locali,2
017029,Brescia,2019,20,manufacture of chemicals and chemical products,unita_locali,22
017029,Brescia,2019,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,unita_locali,1
017029,Brescia,2019,22,manufacture of rubber and plastic products,unita_locali,32
017029,Brescia,2019,23,manufacture of other non-metallic mineral products,unita_locali,26
017029,Brescia,2019,24,manufacture of basic metals,unita_locali,25
017029,Brescia,2019,25,"manufacture of fabricated metal products, except machinery and equipment",unita_locali,270
017029,Brescia,2019,26,"manufacture of computer, electronic and optical products",unita_locali,23
017029,Brescia,2019,27,manufacture of electrical equipment and of non-electric domestic appliances,unita_locali,36
017029,Brescia,2019,28,manufacture of machinery and equipment n.e.c.,unita_locali,126
017029,Brescia,2019,29,"manufacture of motor vehicles, trailers and semi-trailers",unita_locali,14
017029,Brescia,2019,30,manufacture of other transport equipment,unita_locali,11
017029,Brescia,2019,31,manufacture of furniture,unita_locali,29
017029,Brescia,2019,32,other manufacturing,unita_locali,139
017029,Brescia,2019,33,repair and installation of machinery and equipment,unita_locali,185
017029,Brescia,2019,35,"electricity, gas, steam and air conditioning supply",unita_locali,60
017029,Brescia,2019,36,"water collection, treatment and supply",unita_locali,4
017029,Brescia,2019,37,sewerage,unita_locali,3
017029,Brescia,2019,38,"waste collection, treatment and disposal activities, materials recovery",unita_locali,40
017029,Brescia,2019,39,remediation activities and other waste management services,unita_locali,9
017029,Brescia,2019,41,construction of buildings,unita_locali,435
017029,Brescia,2019,42,civil engineering,unita_locali,19
017029,Brescia,2019,43,specialised construction activities,unita_locali,880
017029,Brescia,2019,45,wholesale and retail trade and repair of motor vehicles and motorcycles,unita_locali,497
017029,Brescia,2019,46,"wholesale trade, except of motor vehicles and motorcycles",unita_locali,1970
017029,Brescia,2019,47,"retail trade, except of motor vehicles and motorcycles",unita_locali,2220
017029,Brescia,2019,49,land transport and transport via pipelines,unita_locali,325
017029,Brescia,2019,50,water transport,unita_locali,2
017029,Brescia,2019,51,air transport,unita_locali,1
017029,Brescia,2019,52,warehousing and support activities for transportation,unita_locali,155
017029,Brescia,2019,53,postal and courier activities,unita_locali,45
017029,Brescia,2019,55,accommodation,unita_locali,73
017029,Brescia,2019,56,food service activities,unita_locali,1427
017029,Brescia,2019,58,publishing activities,unita_locali,31
017029,Brescia,2019,59,"motion picture, video and television programme production, sound recording and music publishing activities",unita_locali,42
017029,Brescia,2019,60,programming and broadcasting activities,unita_locali,4
017029,Brescia,2019,61,telecommunications,unita_locali,55
017029,Brescia,2019,62,"computer programming, consultancy and related activities",unita_locali,439
017029,Brescia,2019,63,information service activities,unita_locali,333
017029,Brescia,2019,64,"financial service activities, except insurance and pension funding",unita_locali,385
017029,Brescia,2019,65,"insurance, reinsurance and pension funding, except compulsory social security",unita_locali,14
017029,Brescia,2019,66,activities auxiliary to financial services and insurance activities,unita_locali,642
017029,Brescia,2019,68,real estate activities,unita_locali,2109
017029,Brescia,2019,69,legal and accounting activities,unita_locali,2498
017029,Brescia,2019,70,"activities of head offices, management consultancy activities",unita_locali,762
017029,Brescia,2019,71,"architectural and engineering activities, technical testing and analysis",unita_locali,1147
017029,Brescia,2019,72,scientific research and development,unita_locali,68
017029,Brescia,2019,73,advertising and market research,unita_locali,168
017029,Brescia,2019,74,"other professional, scientific and technical activities",unita_locali,953
017029,Brescia,2019,75,veterinary activities,unita_locali,47
017029,Brescia,2019,77,rental and leasing activities,unita_locali,80
017029,Brescia,2019,78,employment activities,unita_locali,49
017029,Brescia,2019,79,"travel agency, tour operator and other reservation service and related activities",unita_locali,79
017029,Brescia,2019,80,security and investigation activities,unita_locali,29
017029,Brescia,2019,81,services to buildings and landscape activities,unita_locali,230
017029,Brescia,2019,82,"office administrative, office support and other business support activities",unita_locali,487
017029,Brescia,2019,85,education,unita_locali,242
017029,Brescia,2019,86,human health activities,unita_locali,1955
017029,Brescia,2019,87,residential care activities,unita_locali,15
017029,Brescia,2019,88,social work activities without accommodation,unita_locali,60
017029,Brescia,2019,90,"creative, arts and entertainment activities",unita_locali,182
017029,Brescia,2019,91,"libraries, archives, museums and other cultural activities",unita_locali,8
017029,Brescia,2019,92,gambling and betting activities,unita_locali,25
017029,Brescia,2019,93,sports activities and amusement and recreation activities,unita_locali,142
017029,Brescia,2019,95,repair of computers and personal and household goods,unita_locali,168
017029,Brescia,2019,96,other personal service activities,unita_locali,897
017029,Brescia,2020,08,other mining and quarrying,unita_locali,11
017029,Brescia,2020,09,mining support service activities,unita_locali,1
017029,Brescia,2020,10,manufacture of food products,unita_locali,114
017029,Brescia,2020,11,manufacture of beverages,unita_locali,5
017029,Brescia,2020,13,manufacture of textiles,unita_locali,20
017029,Brescia,2020,14,manufacture of wearing apparel,unita_locali,111
017029,Brescia,2020,15,manufacture of leather and related products,unita_locali,12
017029,Brescia,2020,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",unita_locali,30
017029,Brescia,2020,17,manufacture of paper and paper products,unita_locali,10
017029,Brescia,2020,18,printing and reproduction of recorded media,unita_locali,59
017029,Brescia,2020,19,manufacture of coke and refined petroleum products,unita_locali,4
017029,Brescia,2020,20,manufacture of chemicals and chemical products,unita_locali,21
017029,Brescia,2020,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,unita_locali,3
017029,Brescia,2020,22,manufacture of rubber and plastic products,unita_locali,29
017029,Brescia,2020,23,manufacture of other non-metallic mineral products,unita_locali,28
017029,Brescia,2020,24,manufacture of basic metals,unita_locali,26
017029,Brescia,2020,25,"manufacture of fabricated metal products, except machinery and equipment",unita_locali,302
017029,Brescia,2020,26,"manufacture of computer, electronic and optical products",unita_locali,24
017029,Brescia,2020,27,manufacture of electrical equipment and of non-electric domestic appliances,unita_locali,38
017029,Brescia,2020,28,manufacture of machinery and equipment n.e.c.,unita_locali,108
017029,Brescia,2020,29,"manufacture of motor vehicles, trailers and semi-trailers",unita_locali,16
017029,Brescia,2020,30,manufacture of other transport equipment,unita_locali,12
017029,Brescia,2020,31,manufacture of furniture,unita_locali,29
017029,Brescia,2020,32,other manufacturing,unita_locali,139
017029,Brescia,2020,33,repair and installation of machinery and equipment,unita_locali,154
017029,Brescia,2020,35,"electricity, gas, steam and air conditioning supply",unita_locali,61
017029,Brescia,2020,36,"water collection, treatment and supply",unita_locali,4
017029,Brescia,2020,37,sewerage,unita_locali,3
017029,Brescia,2020,38,"waste collection, treatment and disposal activities, materials recovery",unita_locali,43
017029,Brescia,2020,39,remediation activities and other waste management services,unita_locali,8
017029,Brescia,2020,41,construction of buildings,unita_locali,428
017029,Brescia,2020,42,civil engineering,unita_locali,20
017029,Brescia,2020,43,specialised construction activities,unita_locali,907
017029,Brescia,2020,45,wholesale and retail trade and repair of motor vehicles and motorcycles,unita_locali,506
017029,Brescia,2020,46,"wholesale trade, except of motor vehicles and motorcycles",unita_locali,1992
017029,Brescia,2020,47,"retail trade, except of motor vehicles and motorcycles",unita_locali,2143
017029,Brescia,2020,49,land transport and transport via pipelines,unita_locali,340
017029,Brescia,2020,50,water transport,unita_locali,1
017029,Brescia,2020,51,air transport,unita_locali,1
017029,Brescia,2020,52,warehousing and support activities for transportation,unita_locali,142
017029,Brescia,2020,53,postal and courier activities,unita_locali,40
017029,Brescia,2020,55,accommodation,unita_locali,76
017029,Brescia,2020,56,food service activities,unita_locali,1384
017029,Brescia,2020,58,publishing activities,unita_locali,28
017029,Brescia,2020,59,"motion picture, video and television programme production, sound recording and music publishing activities",unita_locali,37
017029,Brescia,2020,60,programming and broadcasting activities,unita_locali,4
017029,Brescia,2020,61,telecommunications,unita_locali,59
017029,Brescia,2020,62,"computer programming, consultancy and related activities",unita_locali,448
017029,Brescia,2020,63,information service activities,unita_locali,328
017029,Brescia,2020,64,"financial service activities, except insurance and pension funding",unita_locali,390
017029,Brescia,2020,65,"insurance, reinsurance and pension funding, except compulsory social security",unita_locali,14
017029,Brescia,2020,66,activities auxiliary to financial services and insurance activities,unita_locali,677
017029,Brescia,2020,68,real estate activities,unita_locali,2122
017029,Brescia,2020,69,legal and accounting activities,unita_locali,2623
017029,Brescia,2020,70,"activities of head offices, management consultancy activities",unita_locali,808
017029,Brescia,2020,71,"architectural and engineering activities, technical testing and analysis",unita_locali,1220
017029,Brescia,2020,72,scientific research and development,unita_locali,78
017029,Brescia,2020,73,advertising and market research,unita_locali,182
017029,Brescia,2020,74,"other professional, scientific and technical activities",unita_locali,976
017029,Brescia,2020,75,veterinary activities,unita_locali,55
017029,Brescia,2020,77,rental and leasing activities,unita_locali,70
017029,Brescia,2020,78,employment activities,unita_locali,68
017029,Brescia,2020,79,"travel agency, tour operator and other reservation service and related activities",unita_locali,72
017029,Brescia,2020,80,security and investigation activities,unita_locali,26
017029,Brescia,2020,81,services to buildings and landscape activities,unita_locali,290
017029,Brescia,2020,82,"office administrative, office support and other business support activities",unita_locali,482
017029,Brescia,2020,85,education,unita_locali,236
017029,Brescia,2020,86,human health activities,unita_locali,2183
017029,Brescia,2020,87,residential care activities,unita_locali,16
017029,Brescia,2020,88,social work activities without accommodation,unita_locali,67
017029,Brescia,2020,90,"creative, arts and entertainment activities",unita_locali,184
017029,Brescia,2020,91,"libraries, archives, museums and other cultural activities",unita_locali,7
017029,Brescia,2020,92,gambling and betting activities,unita_locali,25
017029,Brescia,2020,93,sports activities and amusement and recreation activities,unita_locali,137
017029,Brescia,2020,95,repair of computers and personal and household goods,unita_locali,162
017029,Brescia,2020,96,other personal service activities,unita_locali,916
017029,Brescia,2021,08,other mining and quarrying,unita_locali,12
017029,Brescia,2021,10,manufacture of food products,unita_locali,114
017029,Brescia,2021,11,manufacture of beverages,unita_locali,6
017029,Brescia,2021,13,manufacture of textiles,unita_locali,19
017029,Brescia,2021,14,manufacture of wearing apparel,unita_locali,106
017029,Brescia,2021,15,manufacture of leather and related products,unita_locali,12
017029,Brescia,2021,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",unita_locali,28
017029,Brescia,2021,17,manufacture of paper and paper products,unita_locali,8
017029,Brescia,2021,18,printing and reproduction of recorded media,unita_locali,51
017029,Brescia,2021,19,manufacture of coke and refined petroleum products,unita_locali,2
017029,Brescia,2021,20,manufacture of chemicals and chemical products,unita_locali,23
017029,Brescia,2021,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,unita_locali,2
017029,Brescia,2021,22,manufacture of rubber and plastic products,unita_locali,31
017029,Brescia,2021,23,manufacture of other non-metallic mineral products,unita_locali,27
017029,Brescia,2021,24,manufacture of basic metals,unita_locali,28
017029,Brescia,2021,25,"manufacture of fabricated metal products, except machinery and equipment",unita_locali,288
017029,Brescia,2021,26,"manufacture of computer, electronic and optical products",unita_locali,26
017029,Brescia,2021,27,manufacture of electrical equipment and of non-electric domestic appliances,unita_locali,37
017029,Brescia,2021,28,manufacture of machinery and equipment n.e.c.,unita_locali,107
017029,Brescia,2021,29,"manufacture of motor vehicles, trailers and semi-trailers",unita_locali,12
017029,Brescia,2021,30,manufacture of other transport equipment,unita_locali,12
017029,Brescia,2021,31,manufacture of furniture,unita_locali,25
017029,Brescia,2021,32,other manufacturing,unita_locali,138
017029,Brescia,2021,33,repair and installation of machinery and equipment,unita_locali,158
017029,Brescia,2021,35,"electricity, gas, steam and air conditioning supply",unita_locali,62
017029,Brescia,2021,36,"water collection, treatment and supply",unita_locali,4
017029,Brescia,2021,37,sewerage,unita_locali,2
017029,Brescia,2021,38,"waste collection, treatment and disposal activities, materials recovery",unita_locali,41
017029,Brescia,2021,39,remediation activities and other waste management services,unita_locali,8
017029,Brescia,2021,41,construction of buildings,unita_locali,488
017029,Brescia,2021,42,civil engineering,unita_locali,33
017029,Brescia,2021,43,specialised construction activities,unita_locali,990
017029,Brescia,2021,45,wholesale and retail trade and repair of motor vehicles and motorcycles,unita_locali,491
017029,Brescia,2021,46,"wholesale trade, except of motor vehicles and motorcycles",unita_locali,1966
017029,Brescia,2021,47,"retail trade, except of motor vehicles and motorcycles",unita_locali,2101
017029,Brescia,2021,49,land transport and transport via pipelines,unita_locali,358
017029,Brescia,2021,50,water transport,unita_locali,1
017029,Brescia,2021,51,air transport,unita_locali,1
017029,Brescia,2021,52,warehousing and support activities for transportation,unita_locali,137
017029,Brescia,2021,53,postal and courier activities,unita_locali,46
017029,Brescia,2021,55,accommodation,unita_locali,71
017029,Brescia,2021,56,food service activities,unita_locali,1363
017029,Brescia,2021,58,publishing activities,unita_locali,30
017029,Brescia,2021,59,"motion picture, video and television programme production, sound recording and music publishing activities",unita_locali,38
017029,Brescia,2021,60,programming and broadcasting activities,unita_locali,5
017029,Brescia,2021,61,telecommunications,unita_locali,52
017029,Brescia,2021,62,"computer programming, consultancy and related activities",unita_locali,462
017029,Brescia,2021,63,information service activities,unita_locali,334
017029,Brescia,2021,64,"financial service activities, except insurance and pension funding",unita_locali,400
017029,Brescia,2021,65,"insurance, reinsurance and pension funding, except compulsory social security",unita_locali,10
017029,Brescia,2021,66,activities auxiliary to financial services and insurance activities,unita_locali,677
017029,Brescia,2021,68,real estate activities,unita_locali,2146
017029,Brescia,2021,69,legal and accounting activities,unita_locali,2652
017029,Brescia,2021,70,"activities of head offices, management consultancy activities",unita_locali,882
017029,Brescia,2021,71,"architectural and engineering activities, technical testing and analysis",unita_locali,1289
017029,Brescia,2021,72,scientific research and development,unita_locali,87
017029,Brescia,2021,73,advertising and market research,unita_locali,218
017029,Brescia,2021,74,"other professional, scientific and technical activities",unita_locali,996
017029,Brescia,2021,75,veterinary activities,unita_locali,55
017029,Brescia,2021,77,rental and leasing activities,unita_locali,73
017029,Brescia,2021,78,employment activities,unita_locali,75
017029,Brescia,2021,79,"travel agency, tour operator and other reservation service and related activities",unita_locali,68
017029,Brescia,2021,80,security and investigation activities,unita_locali,31
017029,Brescia,2021,81,services to buildings and landscape activities,unita_locali,349
017029,Brescia,2021,82,"office administrative, office support and other business support activities",unita_locali,485
017029,Brescia,2021,85,education,unita_locali,246
017029,Brescia,2021,86,human health activities,unita_locali,2317
017029,Brescia,2021,87,residential care activities,unita_locali,25
017029,Brescia,2021,88,social work activities without accommodation,unita_locali,68
017029,Brescia,2021,90,"creative, arts and entertainment activities",unita_locali,210
017029,Brescia,2021,91,"libraries, archives, museums and other cultural activities",unita_locali,7
017029,Brescia,2021,92,gambling and betting activities,unita_locali,28
017029,Brescia,2021,93,sports activities and amusement and recreation activities,unita_locali,134
017029,Brescia,2021,95,repair of computers and personal and household goods,unita_locali,158
017029,Brescia,2021,96,other personal service activities,unita_locali,889
017029,Brescia,2022,08,other mining and quarrying,unita_locali,9
017029,Brescia,2022,10,manufacture of food products,unita_locali,109
017029,Brescia,2022,11,manufacture of beverages,unita_locali,3
017029,Brescia,2022,13,manufacture of textiles,unita_locali,19
017029,Brescia,2022,14,manufacture of wearing apparel,unita_locali,121
017029,Brescia,2022,15,manufacture of leather and related products,unita_locali,9
017029,Brescia,2022,16,"manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials",unita_locali,30
017029,Brescia,2022,17,manufacture of paper and paper products,unita_locali,7
017029,Brescia,2022,18,printing and reproduction of recorded media,unita_locali,51
017029,Brescia,2022,19,manufacture of coke and refined petroleum products,unita_locali,2
017029,Brescia,2022,20,manufacture of chemicals and chemical products,unita_locali,23
017029,Brescia,2022,21,manufacture of basic pharmaceutical products and pharmaceutical preparations,unita_locali,3
017029,Brescia,2022,22,manufacture of rubber and plastic products,unita_locali,32
017029,Brescia,2022,23,manufacture of other non-metallic mineral products,unita_locali,29
017029,Brescia,2022,24,manufacture of basic metals,unita_locali,25
017029,Brescia,2022,25,"manufacture of fabricated metal products, except machinery and equipment",unita_locali,290
017029,Brescia,2022,26,"manufacture of computer, electronic and optical products",unita_locali,28
017029,Brescia,2022,27,manufacture of electrical equipment and of non-electric domestic appliances,unita_locali,37
017029,Brescia,2022,28,manufacture of machinery and equipment n.e.c.,unita_locali,119
017029,Brescia,2022,29,"manufacture of motor vehicles, trailers and semi-trailers",unita_locali,15
017029,Brescia,2022,30,manufacture of other transport equipment,unita_locali,9
017029,Brescia,2022,31,manufacture of furniture,unita_locali,25
017029,Brescia,2022,32,other manufacturing,unita_locali,144
017029,Brescia,2022,33,repair and installation of machinery and equipment,unita_locali,159
017029,Brescia,2022,35,"electricity, gas, steam and air conditioning supply",unita_locali,66
017029,Brescia,2022,36,"water collection, treatment and supply",unita_locali,4
017029,Brescia,2022,37,sewerage,unita_locali,2
017029,Brescia,2022,38,"waste collection, treatment and disposal activities, materials recovery",unita_locali,41
017029,Brescia,2022,39,remediation activities and other waste management services,unita_locali,6
017029,Brescia,2022,41,construction of buildings,unita_locali,581
017029,Brescia,2022,42,civil engineering,unita_locali,45
017029,Brescia,2022,43,specialised construction activities,unita_locali,1186
017029,Brescia,2022,45,wholesale and retail trade and repair of motor vehicles and motorcycles,unita_locali,502
017029,Brescia,2022,46,"wholesale trade, except of motor vehicles and motorcycles",unita_locali,1970
017029,Brescia,2022,47,"retail trade, except of motor vehicles and motorcycles",unita_locali,2130
017029,Brescia,2022,49,land transport and transport via pipelines,unita_locali,364
017029,Brescia,2022,52,warehousing and support activities for transportation,unita_locali,152
017029,Brescia,2022,53,postal and courier activities,unita_locali,46
017029,Brescia,2022,55,accommodation,unita_locali,78
017029,Brescia,2022,56,food service activities,unita_locali,1362
017029,Brescia,2022,58,publishing activities,unita_locali,28
017029,Brescia,2022,59,"motion picture, video and television programme production, sound recording and music publishing activities",unita_locali,37
017029,Brescia,2022,60,programming and broadcasting activities,unita_locali,7
017029,Brescia,2022,61,telecommunications,unita_locali,49
017029,Brescia,2022,62,"computer programming, consultancy and related activities",unita_locali,476
017029,Brescia,2022,63,information service activities,unita_locali,352
017029,Brescia,2022,64,"financial service activities, except insurance and pension funding",unita_locali,474
017029,Brescia,2022,65,"insurance, reinsurance and pension funding, except compulsory social security",unita_locali,10
017029,Brescia,2022,66,activities auxiliary to financial services and insurance activities,unita_locali,702
017029,Brescia,2022,68,real estate activities,unita_locali,2139
017029,Brescia,2022,69,legal and accounting activities,unita_locali,2690
017029,Brescia,2022,70,"activities of head offices, management consultancy activities",unita_locali,1026
017029,Brescia,2022,71,"architectural and engineering activities, technical testing and analysis",unita_locali,1395
017029,Brescia,2022,72,scientific research and development,unita_locali,87
017029,Brescia,2022,73,advertising and market research,unita_locali,230
017029,Brescia,2022,74,"other professional, scientific and technical activities",unita_locali,1099
017029,Brescia,2022,75,veterinary activities,unita_locali,61
017029,Brescia,2022,77,rental and leasing activities,unita_locali,75
017029,Brescia,2022,78,employment activities,unita_locali,77
017029,Brescia,2022,79,"travel agency, tour operator and other reservation service and related activities",unita_locali,68
017029,Brescia,2022,80,security and investigation activities,unita_locali,27
017029,Brescia,2022,81,services to buildings and landscape activities,unita_locali,362
017029,Brescia,2022,82,"office administrative, office support and other business support activities",unita_locali,503
