territorio,anno,indicatore,tipo_reato,codice_reato,valore
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,14.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,337.20
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,1537.80
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,3455.40
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.80
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,3.10
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.20
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,248.30
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,5.90
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.40
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.30
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.10
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,10.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.30
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,28.80
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,194.40
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,47.90
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.10
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,1.80
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.20
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,81.40
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,107.40
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,405.20
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,5.50
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,49.40
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,13.90
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,2.50
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,3.30
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.80
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,0.90
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.10
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.10
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,102.80
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,2.50
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,4.80
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,3.90
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,520.70
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,87.30
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,1.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.50
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,0.60
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,5.30
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,1.20
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,11.50
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,2.20
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,23.70
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,4.10
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,92.70
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,11.40
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,386.50
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,968.50
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,2730.20
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.50
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,2.80
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.40
ITC47,2020,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,143.50
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,4.90
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.60
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.40
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.70
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,14.50
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.60
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,29.30
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,252.20
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,49.80
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.20
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,1.40
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.90
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,112.70
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,144.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,487.70
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,4.30
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,46.50
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,14.70
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,2.10
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,2.40
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.30
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.30
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.20
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,111.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,2.60
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,5.20
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,3.90
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,524.30
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,113.80
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,1.80
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.10
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,1.70
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,9.20
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,1.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,13.60
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,1.50
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,38.50
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,5.60
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,114.20
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,22.70
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,519.50
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,1114.40
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,3190.80
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.30
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,2.60
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.20
ITC47,2021,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,106.50
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,10.10
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.30
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.20
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,0.90
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,17.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,28.40
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,292.10
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,47.20
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.20
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,2.90
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.50
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,112.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,141.50
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,509.90
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,5.70
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,45.10
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,15.90
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,7.20
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,3.40
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.10
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.10
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.20
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.10
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,109.50
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,1.80
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,6.50
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,3.80
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,538.50
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,134.90
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,1.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,0.10
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,12.60
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,0.60
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,15.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,2.70
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,36.60
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,6.80
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,119.60
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,19.50
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,501.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,1294.40
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,3389.40
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.60
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,3.40
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.20
ITC47,2022,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,156.50
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,5.50
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.20
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.40
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,15.90
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.70
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,36.30
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,356.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,50.60
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.20
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,2.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.30
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,118.60
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,108.20
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,518.20
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,6.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,44.80
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,16.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,1.40
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,2.70
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.50
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,2.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,114.30
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,1.70
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,6.90
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,5.40
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,547.50
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,169.50
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.90
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,0.30
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,12.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,1.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,16.50
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,1.80
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,45.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,9.60
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,152.30
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,24.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,534.50
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,1410.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,3547.20
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.20
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,2.70
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.10
ITC47,2023,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,139.60
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,4.30
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.90
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.70
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,12.60
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,33.10
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,370.40
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,51.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,1.30
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.50
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,120.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,62.90
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,505.10
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,5.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,43.70
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,16.50
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,1.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,4.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.10
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,101.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,4.10
