territorio,anno,indicatore,tipo_reato,codice_reato,valore
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,15.60
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",offences,OFFENCE,127.50
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,861.50
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,133.00
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.30
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.40
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,5.10
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,10.10
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,1.90
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,31.20
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,2.90
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,38.40
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,8.10
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,195.70
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.10
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,17.20
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,161.30
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,2417.10
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,5087.60
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,4.40
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,3.20
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.20
ITC47,2010,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,450.10
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,11.70
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,1.10
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,1.40
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.70
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,15.50
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,3.20
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,41.30
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,415.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,132.20
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.20
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,8.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.90
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,126.30
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,12.80
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,923.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,6.70
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,71.90
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,11.40
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,4.30
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,4.90
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.10
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,1.10
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,2.20
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,2.80
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.10
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,167.30
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,1.80
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,42.10
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,17.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",offences,OFFENCE,138.60
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,690.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,174.20
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.70
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.70
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,4.60
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,8.50
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,0.90
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,34.40
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,3.60
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,54.70
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,10.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,199.80
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,24.90
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,170.70
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,2533.10
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,5034.00
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,2.90
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,4.20
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.80
ITC47,2011,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,410.40
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,10.60
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,1.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.90
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.10
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,23.90
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,1.80
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,38.50
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,499.90
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,137.20
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.10
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,7.90
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.50
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,124.60
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,12.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,821.50
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,6.50
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,64.60
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,10.40
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,4.50
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,5.40
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.90
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,1.40
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,2.90
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.10
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,153.70
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,2.80
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,43.10
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,16.60
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",offences,OFFENCE,133.30
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,661.10
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,192.40
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.60
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.20
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,2.30
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,9.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,1.10
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,32.90
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,3.30
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,55.30
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,8.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,216.30
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,29.70
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,252.50
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,2574.60
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,4988.20
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,2.30
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,3.80
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.80
ITC47,2012,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,343.10
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,6.70
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.90
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,1.50
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.40
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,20.40
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,1.30
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,37.90
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,529.20
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,143.10
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.10
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,7.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.80
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,115.50
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,12.80
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,785.20
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,7.10
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,70.70
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,8.80
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,1.80
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,6.10
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.60
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,1.40
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,2.20
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.20
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,146.40
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,3.60
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,34.20
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,10.70
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",offences,OFFENCE,132.60
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,739.70
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,184.70
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.30
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.70
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,1.70
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,7.70
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,1.30
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,37.10
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,2.50
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,52.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.10
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,10.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,223.60
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,23.30
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,195.50
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,2565.50
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,4946.30
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,1.90
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,2.80
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.60
ITC47,2013,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,345.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,6.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.60
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,19.10
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.80
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,34.30
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,503.70
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,113.10
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.10
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,5.90
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.50
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,110.90
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,18.80
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,582.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,3.90
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,66.30
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,10.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,2.00
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,4.60
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.30
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.50
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.80
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.10
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.10
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,142.90
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,2.90
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,26.60
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,12.10
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",offences,OFFENCE,117.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,656.70
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,198.70
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.90
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.10
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,1.80
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,5.30
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,0.80
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,33.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,5.30
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,45.50
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,9.50
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,215.30
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.10
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,21.20
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,186.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,2417.80
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,4462.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,2.40
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,5.50
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.60
ITC47,2014,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,342.70
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,12.90
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,1.40
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.30
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.60
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,18.40
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,1.40
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,33.90
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,447.30
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,107.30
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.20
