codice_istat,comune,anno,semestre,fascia,zona,link_zona,tipologia,stato,stato_prevalente,vendita_min,vendita_max,base_vendita,affitto_min,affitto_max,base_affitto
017022,Borno,2009,2,B,B1,BS00000444,Posti auto coperti,NORMALE,P,460,620,lorda,1.9,2.5,netta
017022,Borno,2009,2,B,B1,BS00000444,Posti auto scoperti,NORMALE,P,335,450,lorda,1.4,1.8,netta
017022,Borno,2009,2,B,B1,BS00000444,Uffici,NORMALE,P,1150,1700,lorda,5.5,8.1,netta
017022,Borno,2009,2,C,C1,BS00000446,Abitazioni civili,NORMALE,P,950,1350,lorda,3.6,5.1,netta
017022,Borno,2009,2,C,C1,BS00000446,Abitazioni civili,OTTIMO,,1200,1700,lorda,4.2,6.0,netta
017022,Borno,2009,2,C,C1,BS00000446,Abitazioni di tipo economico,NORMALE,P,810,1150,lorda,3.1,4.4,netta
017022,Borno,2009,2,C,C1,BS00000446,Autorimesse,NORMALE,P,495,670,lorda,2.3,3.1,netta
017022,Borno,2009,2,C,C1,BS00000446,Box,NORMALE,P,560,740,lorda,2.3,3.2,netta
017022,Borno,2009,2,C,C1,BS00000446,Negozi,NORMALE,P,1150,1700,lorda,6.3,9.3,netta
017022,Borno,2009,2,C,C1,BS00000446,Posti auto coperti,NORMALE,P,390,510,lorda,1.6,2.1,netta
017022,Borno,2009,2,C,C1,BS00000446,Posti auto scoperti,NORMALE,P,275,380,lorda,1.1,1.5,netta
017022,Borno,2009,2,C,C1,BS00000446,Uffici,NORMALE,P,990,1350,lorda,4.7,6.3,netta
017022,Borno,2009,2,C,C1,BS00000446,Ville e Villini,NORMALE,P,1050,1500,lorda,3.9,5.6,netta
017022,Borno,2009,2,C,C2,BS00003897,Abitazioni civili,NORMALE,P,950,1350,lorda,3.6,5.1,netta
017022,Borno,2009,2,C,C2,BS00003897,Abitazioni civili,OTTIMO,,1200,1700,lorda,4.2,6.0,netta
017022,Borno,2009,2,C,C2,BS00003897,Abitazioni di tipo economico,NORMALE,P,810,1150,lorda,3.1,4.4,netta
017022,Borno,2009,2,C,C2,BS00003897,Autorimesse,NORMALE,P,495,670,lorda,2.3,3.1,netta
017022,Borno,2009,2,C,C2,BS00003897,Box,NORMALE,P,560,740,lorda,2.3,3.2,netta
017022,Borno,2009,2,C,C2,BS00003897,Negozi,NORMALE,P,1150,1700,lorda,6.3,9.3,netta
017022,Borno,2009,2,C,C2,BS00003897,Posti auto coperti,NORMALE,P,390,510,lorda,1.6,2.1,netta
017022,Borno,2009,2,C,C2,BS00003897,Posti auto scoperti,NORMALE,P,275,380,lorda,1.1,1.5,netta
017022,Borno,2009,2,C,C2,BS00003897,Uffici,NORMALE,P,990,1350,lorda,4.7,6.3,netta
017022,Borno,2009,2,C,C2,BS00003897,Ville e Villini,NORMALE,P,1050,1500,lorda,3.9,5.6,netta
017022,Borno,2009,2,D,D1,BS00000448,Abitazioni civili,NORMALE,P,810,1150,lorda,3.1,4.4,netta
017022,Borno,2009,2,D,D1,BS00000448,Abitazioni civili,OTTIMO,,1000,1450,lorda,3.6,5.1,netta
017022,Borno,2009,2,D,D1,BS00000448,Abitazioni di tipo economico,NORMALE,P,720,990,lorda,2.7,3.7,netta
017022,Borno,2009,2,D,D1,BS00000448,Autorimesse,NORMALE,P,435,530,lorda,1.8,2.2,netta
017022,Borno,2009,2,D,D1,BS00000448,Box,NORMALE,P,475,590,lorda,1.9,2.4,netta
017022,Borno,2009,2,D,D1,BS00000448,Capannoni tipici,NORMALE,P,400,530,lorda,2.5,3.3,netta
017022,Borno,2009,2,D,D1,BS00000448,Laboratori,NORMALE,P,435,640,lorda,2.7,4.1,netta
017022,Borno,2009,2,D,D1,BS00000448,Magazzini,NORMALE,P,345,460,lorda,2.3,3.1,netta
017022,Borno,2009,2,D,D1,BS00000448,Negozi,NORMALE,P,990,1300,lorda,5.4,7.1,netta
017022,Borno,2009,2,D,D1,BS00000448,Posti auto coperti,NORMALE,P,340,420,lorda,1.4,1.6,netta
017022,Borno,2009,2,D,D1,BS00000448,Posti auto scoperti,NORMALE,P,240,305,lorda,0.9,1.2,netta
017022,Borno,2009,2,D,D1,BS00000448,Uffici,NORMALE,P,860,1150,lorda,4.1,5.5,netta
017022,Borno,2009,2,D,D1,BS00000448,Ville e Villini,NORMALE,P,900,1300,lorda,3.4,5.0,netta
017022,Borno,2010,2,B,B1,BS00000444,Abitazioni civili,NORMALE,P,1100,1650,lorda,4.2,6.3,netta
017022,Borno,2010,2,B,B1,BS00000444,Abitazioni civili,OTTIMO,,1350,2050,lorda,4.9,7.4,netta
017022,Borno,2010,2,B,B1,BS00000444,Abitazioni di tipo economico,NORMALE,P,900,1250,lorda,3.4,4.8,netta
017022,Borno,2010,2,B,B1,BS00000444,Autorimesse,NORMALE,P,590,800,lorda,2.7,3.7,netta
017022,Borno,2010,2,B,B1,BS00000444,Box,NORMALE,P,650,900,lorda,2.8,3.7,netta
017022,Borno,2010,2,B,B1,BS00000444,Negozi,NORMALE,P,1400,2300,lorda,10.1,16.5,netta
017022,Borno,2010,2,B,B1,BS00000444,Posti auto coperti,NORMALE,P,460,620,lorda,1.9,2.5,netta
017022,Borno,2010,2,B,B1,BS00000444,Posti auto scoperti,NORMALE,P,335,450,lorda,1.4,1.8,netta
017022,Borno,2010,2,B,B1,BS00000444,Uffici,NORMALE,P,1150,1700,lorda,5.5,8.1,netta
017022,Borno,2010,2,C,C1,BS00000446,Abitazioni civili,NORMALE,P,950,1350,lorda,3.6,5.1,netta
017022,Borno,2010,2,C,C1,BS00000446,Abitazioni civili,OTTIMO,,1200,1700,lorda,4.2,6.0,netta
017022,Borno,2010,2,C,C1,BS00000446,Abitazioni di tipo economico,NORMALE,P,810,1150,lorda,3.1,4.4,netta
017022,Borno,2010,2,C,C1,BS00000446,Autorimesse,NORMALE,P,495,670,lorda,2.3,3.1,netta
017022,Borno,2010,2,C,C1,BS00000446,Box,NORMALE,P,560,740,lorda,2.3,3.2,netta
017022,Borno,2010,2,C,C1,BS00000446,Negozi,NORMALE,P,1150,1700,lorda,6.3,9.3,netta
017022,Borno,2010,2,C,C1,BS00000446,Posti auto coperti,NORMALE,P,390,510,lorda,1.6,2.1,netta
017022,Borno,2010,2,C,C1,BS00000446,Posti auto scoperti,NORMALE,P,275,380,lorda,1.1,1.5,netta
017022,Borno,2010,2,C,C1,BS00000446,Uffici,NORMALE,P,990,1350,lorda,4.7,6.3,netta
017022,Borno,2010,2,C,C1,BS00000446,Ville e Villini,NORMALE,P,1050,1500,lorda,3.9,5.6,netta
017022,Borno,2010,2,C,C2,BS00003897,Abitazioni civili,NORMALE,P,950,1350,lorda,3.6,5.1,netta
017022,Borno,2010,2,C,C2,BS00003897,Abitazioni civili,OTTIMO,,1200,1700,lorda,4.2,6.0,netta
017022,Borno,2010,2,C,C2,BS00003897,Abitazioni di tipo economico,NORMALE,P,810,1150,lorda,3.1,4.4,netta
017022,Borno,2010,2,C,C2,BS00003897,Autorimesse,NORMALE,P,495,670,lorda,2.3,3.1,netta
017022,Borno,2010,2,C,C2,BS00003897,Box,NORMALE,P,560,740,lorda,2.3,3.2,netta
017022,Borno,2010,2,C,C2,BS00003897,Negozi,NORMALE,P,1150,1700,lorda,6.3,9.3,netta
017022,Borno,2010,2,C,C2,BS00003897,Posti auto coperti,NORMALE,P,390,510,lorda,1.6,2.1,netta
017022,Borno,2010,2,C,C2,BS00003897,Posti auto scoperti,NORMALE,P,275,380,lorda,1.1,1.5,netta
017022,Borno,2010,2,C,C2,BS00003897,Uffici,NORMALE,P,990,1350,lorda,4.7,6.3,netta
017022,Borno,2010,2,C,C2,BS00003897,Ville e Villini,NORMALE,P,1050,1500,lorda,3.9,5.6,netta
017022,Borno,2010,2,D,D1,BS00000448,Abitazioni civili,NORMALE,P,810,1150,lorda,3.1,4.4,netta
017022,Borno,2010,2,D,D1,BS00000448,Abitazioni civili,OTTIMO,,1000,1450,lorda,3.6,5.1,netta
017022,Borno,2010,2,D,D1,BS00000448,Abitazioni di tipo economico,NORMALE,P,720,990,lorda,2.7,3.7,netta
017022,Borno,2010,2,D,D1,BS00000448,Autorimesse,NORMALE,P,435,530,lorda,1.8,2.2,netta
017022,Borno,2010,2,D,D1,BS00000448,Box,NORMALE,P,475,590,lorda,1.9,2.4,netta
017022,Borno,2010,2,D,D1,BS00000448,Capannoni tipici,NORMALE,P,400,530,lorda,2.5,3.3,netta
017022,Borno,2010,2,D,D1,BS00000448,Laboratori,NORMALE,P,435,640,lorda,2.7,4.1,netta
017022,Borno,2010,2,D,D1,BS00000448,Magazzini,NORMALE,P,345,460,lorda,2.3,3.1,netta
017022,Borno,2010,2,D,D1,BS00000448,Negozi,NORMALE,P,990,1300,lorda,5.4,7.1,netta
017022,Borno,2010,2,D,D1,BS00000448,Posti auto coperti,NORMALE,P,340,420,lorda,1.4,1.6,netta
017022,Borno,2010,2,D,D1,BS00000448,Posti auto scoperti,NORMALE,P,240,305,lorda,0.9,1.2,netta
017022,Borno,2010,2,D,D1,BS00000448,Uffici,NORMALE,P,860,1150,lorda,4.1,5.5,netta
017022,Borno,2010,2,D,D1,BS00000448,Ville e Villini,NORMALE,P,900,1300,lorda,3.4,5.0,netta
017022,Borno,2011,2,B,B1,BS00000444,Abitazioni civili,NORMALE,P,1200,1650,lorda,3.8,5.5,netta
017022,Borno,2011,2,B,B1,BS00000444,Abitazioni civili,OTTIMO,,1400,2050,lorda,4.4,6.3,netta
017022,Borno,2011,2,B,B1,BS00000444,Abitazioni di tipo economico,NORMALE,P,900,1250,lorda,3.1,4.3,netta
017022,Borno,2011,2,B,B1,BS00000444,Autorimesse,NORMALE,P,590,800,lorda,2.4,3.3,netta
017022,Borno,2011,2,B,B1,BS00000444,Box,NORMALE,P,650,900,lorda,2.5,3.3,netta
017022,Borno,2011,2,B,B1,BS00000444,Negozi,NORMALE,P,1400,2300,lorda,9.3,15.2,netta
017022,Borno,2011,2,B,B1,BS00000444,Posti auto coperti,NORMALE,P,460,620,lorda,1.7,2.3,netta
017022,Borno,2011,2,B,B1,BS00000444,Posti auto scoperti,NORMALE,P,335,450,lorda,1.3,1.6,netta
017022,Borno,2011,2,B,B1,BS00000444,Uffici,NORMALE,P,1150,1700,lorda,5.2,7.7,netta
017022,Borno,2011,2,C,C1,BS00000446,Abitazioni civili,NORMALE,P,1050,1350,lorda,3.2,4.6,netta
017022,Borno,2011,2,C,C1,BS00000446,Abitazioni civili,OTTIMO,,1200,1700,lorda,3.8,5.4,netta
017022,Borno,2011,2,C,C1,BS00000446,Abitazioni di tipo economico,NORMALE,P,810,1150,lorda,2.8,4.0,netta
017022,Borno,2011,2,C,C1,BS00000446,Autorimesse,NORMALE,P,495,670,lorda,2.1,2.8,netta
017022,Borno,2011,2,C,C1,BS00000446,Box,NORMALE,P,560,740,lorda,2.1,2.9,netta
017022,Borno,2011,2,C,C1,BS00000446,Negozi,NORMALE,P,1150,1700,lorda,5.8,8.6,netta
017022,Borno,2011,2,C,C1,BS00000446,Posti auto coperti,NORMALE,P,390,510,lorda,1.4,1.9,netta
017022,Borno,2011,2,C,C1,BS00000446,Posti auto scoperti,NORMALE,P,275,380,lorda,1.0,1.4,netta
017022,Borno,2011,2,C,C1,BS00000446,Uffici,NORMALE,P,990,1350,lorda,4.5,6.0,netta
017022,Borno,2011,2,C,C1,BS00000446,Ville e Villini,NORMALE,P,1050,1500,lorda,3.5,5.0,netta
017022,Borno,2011,2,C,C2,BS00003897,Abitazioni civili,NORMALE,P,1000,1350,lorda,3.2,4.6,netta
017022,Borno,2011,2,C,C2,BS00003897,Abitazioni civili,OTTIMO,,1200,1700,lorda,3.8,5.4,netta
017022,Borno,2011,2,C,C2,BS00003897,Abitazioni di tipo economico,NORMALE,P,810,1150,lorda,2.8,4.0,netta
017022,Borno,2011,2,C,C2,BS00003897,Autorimesse,NORMALE,P,495,670,lorda,2.1,2.8,netta
017022,Borno,2011,2,C,C2,BS00003897,Box,NORMALE,P,560,740,lorda,2.1,2.9,netta
017022,Borno,2011,2,C,C2,BS00003897,Negozi,NORMALE,P,1150,1700,lorda,5.8,8.6,netta
017022,Borno,2011,2,C,C2,BS00003897,Posti auto coperti,NORMALE,P,390,510,lorda,1.4,1.9,netta
017022,Borno,2011,2,C,C2,BS00003897,Posti auto scoperti,NORMALE,P,275,380,lorda,1.0,1.4,netta
017022,Borno,2011,2,C,C2,BS00003897,Uffici,NORMALE,P,990,1350,lorda,4.5,6.0,netta
017022,Borno,2011,2,C,C2,BS00003897,Ville e Villini,NORMALE,P,1050,1500,lorda,3.5,5.0,netta
017022,Borno,2011,2,D,D1,BS00000448,Abitazioni civili,NORMALE,P,850,1150,lorda,2.8,4.0,netta
017022,Borno,2011,2,D,D1,BS00000448,Abitazioni civili,OTTIMO,,1000,1450,lorda,3.2,4.6,netta
017022,Borno,2011,2,D,D1,BS00000448,Abitazioni di tipo economico,NORMALE,P,720,990,lorda,2.4,3.3,netta
017022,Borno,2011,2,D,D1,BS00000448,Autorimesse,NORMALE,P,435,530,lorda,1.6,2.0,netta
017022,Borno,2011,2,D,D1,BS00000448,Box,NORMALE,P,475,590,lorda,1.7,2.2,netta
017022,Borno,2011,2,D,D1,BS00000448,Capannoni tipici,NORMALE,P,400,530,lorda,2.4,3.1,netta
017022,Borno,2011,2,D,D1,BS00000448,Laboratori,NORMALE,P,435,640,lorda,2.6,3.9,netta
017022,Borno,2011,2,D,D1,BS00000448,Magazzini,NORMALE,P,345,460,lorda,2.1,2.9,netta
017022,Borno,2011,2,D,D1,BS00000448,Negozi,NORMALE,P,990,1300,lorda,5.0,6.5,netta
017022,Borno,2011,2,D,D1,BS00000448,Posti auto coperti,NORMALE,P,340,420,lorda,1.3,1.4,netta
017022,Borno,2011,2,D,D1,BS00000448,Posti auto scoperti,NORMALE,P,240,305,lorda,0.8,1.1,netta
017022,Borno,2011,2,D,D1,BS00000448,Uffici,NORMALE,P,860,1150,lorda,3.9,5.2,netta
017022,Borno,2011,2,D,D1,BS00000448,Ville e Villini,NORMALE,P,900,1300,lorda,3.1,4.5,netta
017022,Borno,2012,2,B,B1,BS00000444,Abitazioni civili,NORMALE,P,1200,1600,lorda,3.7,5.4,netta
017022,Borno,2012,2,B,B1,BS00000444,Abitazioni civili,OTTIMO,,1400,2000,lorda,4.3,6.2,netta
017022,Borno,2012,2,B,B1,BS00000444,Abitazioni di tipo economico,NORMALE,P,880,1200,lorda,3.0,4.2,netta
017022,Borno,2012,2,B,B1,BS00000444,Autorimesse,NORMALE,P,580,780,lorda,2.4,3.2,netta
017022,Borno,2012,2,B,B1,BS00000444,Box,NORMALE,P,640,880,lorda,2.5,3.2,netta
017022,Borno,2012,2,B,B1,BS00000444,Negozi,NORMALE,P,1350,2200,lorda,8.8,14.4,netta
017022,Borno,2012,2,B,B1,BS00000444,Posti auto coperti,NORMALE,P,450,610,lorda,1.7,2.3,netta
017022,Borno,2012,2,B,B1,BS00000444,Posti auto scoperti,NORMALE,P,330,440,lorda,1.3,1.6,netta
017022,Borno,2012,2,B,B1,BS00000444,Uffici,NORMALE,P,1100,1650,lorda,5.1,7.5,netta
017022,Borno,2012,2,C,C1,BS00000446,Abitazioni civili,NORMALE,P,1000,1300,lorda,3.1,4.5,netta
017022,Borno,2012,2,C,C1,BS00000446,Abitazioni civili,OTTIMO,,1200,1650,lorda,3.7,5.3,netta
017022,Borno,2012,2,C,C1,BS00000446,Abitazioni di tipo economico,NORMALE,P,790,1100,lorda,2.7,3.9,netta
017022,Borno,2012,2,C,C1,BS00000446,Autorimesse,NORMALE,P,485,660,lorda,2.1,2.7,netta
017022,Borno,2012,2,C,C1,BS00000446,Box,NORMALE,P,550,730,lorda,2.1,2.8,netta
017022,Borno,2012,2,C,C1,BS00000446,Negozi,NORMALE,P,1100,1600,lorda,5.5,8.2,netta
017022,Borno,2012,2,C,C1,BS00000446,Posti auto coperti,NORMALE,P,380,500,lorda,1.4,1.9,netta
017022,Borno,2012,2,C,C1,BS00000446,Posti auto scoperti,NORMALE,P,270,370,lorda,1.0,1.4,netta
017022,Borno,2012,2,C,C1,BS00000446,Uffici,NORMALE,P,970,1300,lorda,4.4,5.9,netta
017022,Borno,2012,2,C,C1,BS00000446,Ville e Villini,NORMALE,P,1000,1450,lorda,3.4,4.9,netta
017022,Borno,2012,2,C,C2,BS00003897,Abitazioni civili,NORMALE,P,980,1300,lorda,3.1,4.5,netta
017022,Borno,2012,2,C,C2,BS00003897,Abitazioni civili,OTTIMO,,1200,1650,lorda,3.7,5.3,netta
017022,Borno,2012,2,C,C2,BS00003897,Abitazioni di tipo economico,NORMALE,P,790,1100,lorda,2.7,3.9,netta
017022,Borno,2012,2,C,C2,BS00003897,Autorimesse,NORMALE,P,485,660,lorda,2.1,2.7,netta
017022,Borno,2012,2,C,C2,BS00003897,Box,NORMALE,P,550,730,lorda,2.1,2.8,netta
017022,Borno,2012,2,C,C2,BS00003897,Negozi,NORMALE,P,1100,1600,lorda,5.5,8.2,netta
017022,Borno,2012,2,C,C2,BS00003897,Posti auto coperti,NORMALE,P,380,500,lorda,1.4,1.9,netta
017022,Borno,2012,2,C,C2,BS00003897,Posti auto scoperti,NORMALE,P,270,370,lorda,1.0,1.4,netta
017022,Borno,2012,2,C,C2,BS00003897,Uffici,NORMALE,P,970,1300,lorda,4.4,5.9,netta
017022,Borno,2012,2,C,C2,BS00003897,Ville e Villini,NORMALE,P,1000,1450,lorda,3.4,4.9,netta
017022,Borno,2012,2,D,D1,BS00000448,Abitazioni civili,NORMALE,P,830,1100,lorda,2.7,3.9,netta
017022,Borno,2012,2,D,D1,BS00000448,Abitazioni civili,OTTIMO,,980,1400,lorda,3.1,4.5,netta
017022,Borno,2012,2,D,D1,BS00000448,Abitazioni di tipo economico,NORMALE,P,710,970,lorda,2.4,3.2,netta
017022,Borno,2012,2,D,D1,BS00000448,Autorimesse,NORMALE,P,425,520,lorda,1.6,2.0,netta
017022,Borno,2012,2,D,D1,BS00000448,Box,NORMALE,P,465,580,lorda,1.7,2.2,netta
017022,Borno,2012,2,D,D1,BS00000448,Capannoni tipici,NORMALE,P,400,530,lorda,2.4,3.1,netta
017022,Borno,2012,2,D,D1,BS00000448,Laboratori,NORMALE,P,435,640,lorda,2.6,3.9,netta
017022,Borno,2012,2,D,D1,BS00000448,Magazzini,NORMALE,P,330,435,lorda,2.0,2.8,netta
017022,Borno,2012,2,D,D1,BS00000448,Negozi,NORMALE,P,940,1250,lorda,4.8,6.2,netta
017022,Borno,2012,2,D,D1,BS00000448,Posti auto coperti,NORMALE,P,335,410,lorda,1.3,1.4,netta
017022,Borno,2012,2,D,D1,BS00000448,Posti auto scoperti,NORMALE,P,235,300,lorda,0.8,1.1,netta
017022,Borno,2012,2,D,D1,BS00000448,Uffici,NORMALE,P,840,1100,lorda,3.8,5.1,netta
017022,Borno,2012,2,D,D1,BS00000448,Ville e Villini,NORMALE,P,880,1300,lorda,3.0,4.4,netta
017022,Borno,2013,2,B,B1,BS00000444,Abitazioni civili,NORMALE,P,1200,1500,lorda,3.7,5.4,netta
017022,Borno,2013,2,B,B1,BS00000444,Abitazioni civili,OTTIMO,,1500,2000,lorda,4.3,6.2,netta
017022,Borno,2013,2,B,B1,BS00000444,Abitazioni di tipo economico,NORMALE,P,880,1200,lorda,3.0,4.2,netta
017022,Borno,2013,2,B,B1,BS00000444,Autorimesse,NORMALE,P,580,780,lorda,2.4,3.2,netta
017022,Borno,2013,2,B,B1,BS00000444,Box,NORMALE,P,640,880,lorda,2.5,3.2,netta
017022,Borno,2013,2,B,B1,BS00000444,Negozi,NORMALE,P,1350,2200,lorda,8.8,14.4,netta
017022,Borno,2013,2,B,B1,BS00000444,Posti auto coperti,NORMALE,P,450,610,lorda,1.7,2.3,netta
017022,Borno,2013,2,B,B1,BS00000444,Posti auto scoperti,NORMALE,P,330,440,lorda,1.3,1.6,netta
017022,Borno,2013,2,B,B1,BS00000444,Uffici,NORMALE,P,1100,1650,lorda,5.1,7.5,netta
017022,Borno,2013,2,C,C1,BS00000446,Abitazioni civili,NORMALE,P,1000,1300,lorda,3.1,4.5,netta
017022,Borno,2013,2,C,C1,BS00000446,Abitazioni civili,OTTIMO,,1200,1650,lorda,3.7,5.3,netta
017022,Borno,2013,2,C,C1,BS00000446,Abitazioni di tipo economico,NORMALE,P,790,1100,lorda,2.7,3.9,netta
017022,Borno,2013,2,C,C1,BS00000446,Autorimesse,NORMALE,P,485,660,lorda,2.1,2.7,netta
017022,Borno,2013,2,C,C1,BS00000446,Box,NORMALE,P,550,730,lorda,2.1,2.8,netta
017022,Borno,2013,2,C,C1,BS00000446,Negozi,NORMALE,P,1100,1600,lorda,5.5,8.2,netta
017022,Borno,2013,2,C,C1,BS00000446,Posti auto coperti,NORMALE,P,380,500,lorda,1.4,1.9,netta
017022,Borno,2013,2,C,C1,BS00000446,Posti auto scoperti,NORMALE,P,270,370,lorda,1.0,1.4,netta
017022,Borno,2013,2,C,C1,BS00000446,Uffici,NORMALE,P,970,1300,lorda,4.4,5.9,netta
017022,Borno,2013,2,C,C1,BS00000446,Ville e Villini,NORMALE,P,1000,1450,lorda,3.4,4.9,netta
017022,Borno,2013,2,C,C2,BS00003897,Abitazioni civili,NORMALE,P,980,1300,lorda,3.1,4.5,netta
017022,Borno,2013,2,C,C2,BS00003897,Abitazioni civili,OTTIMO,,1200,1650,lorda,3.7,5.3,netta
017022,Borno,2013,2,C,C2,BS00003897,Abitazioni di tipo economico,NORMALE,P,790,1100,lorda,2.7,3.9,netta
017022,Borno,2013,2,C,C2,BS00003897,Autorimesse,NORMALE,P,485,660,lorda,2.1,2.7,netta
017022,Borno,2013,2,C,C2,BS00003897,Box,NORMALE,P,550,730,lorda,2.1,2.8,netta
017022,Borno,2013,2,C,C2,BS00003897,Negozi,NORMALE,P,1100,1600,lorda,5.5,8.2,netta
017022,Borno,2013,2,C,C2,BS00003897,Posti auto coperti,NORMALE,P,380,500,lorda,1.4,1.9,netta
017022,Borno,2013,2,C,C2,BS00003897,Posti auto scoperti,NORMALE,P,270,370,lorda,1.0,1.4,netta
017022,Borno,2013,2,C,C2,BS00003897,Uffici,NORMALE,P,970,1300,lorda,4.4,5.9,netta
017022,Borno,2013,2,C,C2,BS00003897,Ville e Villini,NORMALE,P,1000,1450,lorda,3.4,4.9,netta
017022,Borno,2013,2,D,D1,BS00000448,Abitazioni civili,NORMALE,P,830,1100,lorda,2.7,3.9,netta
017022,Borno,2013,2,D,D1,BS00000448,Abitazioni civili,OTTIMO,,980,1400,lorda,3.1,4.5,netta
017022,Borno,2013,2,D,D1,BS00000448,Abitazioni di tipo economico,NORMALE,P,710,970,lorda,2.4,3.2,netta
017022,Borno,2013,2,D,D1,BS00000448,Autorimesse,NORMALE,P,425,520,lorda,1.6,2.0,netta
017022,Borno,2013,2,D,D1,BS00000448,Box,NORMALE,P,465,580,lorda,1.7,2.2,netta
017022,Borno,2013,2,D,D1,BS00000448,Capannoni tipici,NORMALE,P,400,530,lorda,2.4,3.1,netta
017022,Borno,2013,2,D,D1,BS00000448,Laboratori,NORMALE,P,435,640,lorda,2.6,3.9,netta
017022,Borno,2013,2,D,D1,BS00000448,Magazzini,NORMALE,P,330,435,lorda,2.0,2.8,netta
017022,Borno,2013,2,D,D1,BS00000448,Negozi,NORMALE,P,940,1250,lorda,4.8,6.2,netta
017022,Borno,2013,2,D,D1,BS00000448,Posti auto coperti,NORMALE,P,335,410,lorda,1.3,1.4,netta
017022,Borno,2013,2,D,D1,BS00000448,Posti auto scoperti,NORMALE,P,235,300,lorda,0.8,1.1,netta
017022,Borno,2013,2,D,D1,BS00000448,Uffici,NORMALE,P,840,1100,lorda,3.8,5.1,netta
017022,Borno,2013,2,D,D1,BS00000448,Ville e Villini,NORMALE,P,880,1300,lorda,3.0,4.4,netta
017022,Borno,2014,2,B,B1,BS00000444,Abitazioni civili,NORMALE,P,1200,1500,lorda,3.7,5.4,netta
017022,Borno,2014,2,B,B1,BS00000444,Abitazioni civili,OTTIMO,,1500,2000,lorda,4.3,6.2,netta
017022,Borno,2014,2,B,B1,BS00000444,Abitazioni di tipo economico,NORMALE,P,880,1200,lorda,3.0,4.2,netta
017022,Borno,2014,2,B,B1,BS00000444,Autorimesse,NORMALE,P,580,780,lorda,2.4,3.2,netta
017022,Borno,2014,2,B,B1,BS00000444,Box,NORMALE,P,640,880,lorda,2.5,3.2,netta
017022,Borno,2014,2,B,B1,BS00000444,Negozi,NORMALE,P,1350,2200,lorda,8.8,14.4,netta
017022,Borno,2014,2,B,B1,BS00000444,Posti auto coperti,NORMALE,P,450,610,lorda,1.7,2.3,netta
017022,Borno,2014,2,B,B1,BS00000444,Posti auto scoperti,NORMALE,P,330,440,lorda,1.3,1.6,netta
017022,Borno,2014,2,B,B1,BS00000444,Uffici,NORMALE,P,1100,1650,lorda,5.1,7.5,netta
017022,Borno,2014,2,R,R1,BS00004536,Abitazioni civili,NORMALE,P,1200,1500,lorda,3.7,5.4,netta
017022,Borno,2014,2,R,R1,BS00004536,Abitazioni di tipo economico,NORMALE,P,880,1200,lorda,3.0,4.2,netta
017022,Borno,2014,2,R,R1,BS00004536,Autorimesse,NORMALE,P,580,780,lorda,2.4,3.2,netta
017022,Borno,2014,2,R,R1,BS00004536,Box,NORMALE,P,640,880,lorda,2.5,3.2,netta
017022,Borno,2014,2,R,R1,BS00004536,Capannoni tipici,NORMALE,P,400,530,lorda,2.4,3.1,netta
017022,Borno,2014,2,R,R1,BS00004536,Laboratori,NORMALE,P,435,640,lorda,2.6,3.9,netta
017022,Borno,2015,2,B,B1,BS00000444,Abitazioni civili,NORMALE,P,1150,1450,lorda,3.3,4.9,netta
017022,Borno,2015,2,B,B1,BS00000444,Abitazioni civili,OTTIMO,,1450,1950,lorda,3.9,5.6,netta
017022,Borno,2015,2,B,B1,BS00000444,Abitazioni di tipo economico,NORMALE,P,850,1150,lorda,2.7,3.8,netta
017022,Borno,2015,2,B,B1,BS00000444,Autorimesse,NORMALE,P,560,760,lorda,2.2,2.9,netta
017022,Borno,2015,2,B,B1,BS00000444,Box,NORMALE,P,620,850,lorda,2.3,2.9,netta
017022,Borno,2015,2,B,B1,BS00000444,Negozi,NORMALE,P,1350,2200,lorda,8.8,14.4,netta
017022,Borno,2015,2,B,B1,BS00000444,Posti auto coperti,NORMALE,P,435,590,lorda,1.5,2.1,netta
017022,Borno,2015,2,B,B1,BS00000444,Posti auto scoperti,NORMALE,P,320,425,lorda,1.2,1.4,netta
017022,Borno,2015,2,B,B1,BS00000444,Uffici,NORMALE,P,1100,1650,lorda,5.1,7.5,netta
017022,Borno,2015,2,R,R1,BS00004536,Abitazioni civili,NORMALE,P,1150,1450,lorda,3.3,4.9,netta
017022,Borno,2015,2,R,R1,BS00004536,Abitazioni di tipo economico,NORMALE,P,850,1150,lorda,2.7,3.8,netta
017022,Borno,2015,2,R,R1,BS00004536,Autorimesse,NORMALE,P,560,760,lorda,2.2,2.9,netta
017022,Borno,2015,2,R,R1,BS00004536,Box,NORMALE,P,620,850,lorda,2.3,2.9,netta
017022,Borno,2015,2,R,R1,BS00004536,Capannoni tipici,NORMALE,P,400,530,lorda,2.4,3.1,netta
017022,Borno,2015,2,R,R1,BS00004536,Laboratori,NORMALE,P,435,640,lorda,2.6,3.9,netta
017022,Borno,2016,2,B,B1,BS00000444,Abitazioni civili,NORMALE,P,1150,1450,lorda,3.3,4.9,netta
017022,Borno,2016,2,B,B1,BS00000444,Abitazioni civili,OTTIMO,,1450,1950,lorda,3.9,5.6,netta
017022,Borno,2016,2,B,B1,BS00000444,Abitazioni di tipo economico,NORMALE,P,850,1150,lorda,2.7,3.8,netta
