codice_istat,comune,anno,semestre,tipologia,mercato,base_superficie,zone,minimo,massimo,media
017122,Offlaga,2007,2,Posti auto coperti,affitto,netta,3,1.8,2.2,2.0
017122,Offlaga,2007,2,Posti auto coperti,vendita,lorda,3,390,480,435
017122,Offlaga,2007,2,Posti auto scoperti,affitto,netta,3,1.3,1.6,1.5
017122,Offlaga,2007,2,Posti auto scoperti,vendita,lorda,3,280,350,315
017122,Offlaga,2007,2,Uffici,affitto,netta,3,3.5,4.9,4.2
017122,Offlaga,2007,2,Uffici,vendita,lorda,3,810,1120,965
017122,Offlaga,2007,2,Ville e Villini,affitto,netta,3,3.7,4.7,4.2
017122,Offlaga,2007,2,Ville e Villini,vendita,lorda,3,880,1100,990
017122,Offlaga,2008,2,Abitazioni civili,affitto,netta,4,3.1,5.0,4.0
017122,Offlaga,2008,2,Abitazioni civili,vendita,lorda,4,720,1170,956
017122,Offlaga,2008,2,Autorimesse,affitto,netta,3,2.4,3.1,2.8
017122,Offlaga,2008,2,Autorimesse,vendita,lorda,3,490,620,555
017122,Offlaga,2008,2,Box,affitto,netta,4,2.7,3.9,3.2
017122,Offlaga,2008,2,Box,vendita,lorda,4,550,800,638
017122,Offlaga,2008,2,Capannoni industriali,affitto,netta,3,1.6,2.2,1.9
017122,Offlaga,2008,2,Capannoni industriali,vendita,lorda,3,260,350,305
017122,Offlaga,2008,2,Capannoni tipici,affitto,netta,3,1.9,2.4,2.1
017122,Offlaga,2008,2,Capannoni tipici,vendita,lorda,3,300,380,340
017122,Offlaga,2008,2,Laboratori,affitto,netta,3,2.0,2.5,2.2
017122,Offlaga,2008,2,Laboratori,vendita,lorda,3,320,400,360
017122,Offlaga,2008,2,Magazzini,affitto,netta,4,1.7,2.6,2.3
017122,Offlaga,2008,2,Magazzini,vendita,lorda,4,260,400,348
017122,Offlaga,2008,2,Negozi,affitto,netta,3,6.0,7.4,6.7
017122,Offlaga,2008,2,Negozi,vendita,lorda,3,1030,1260,1145
017122,Offlaga,2008,2,Posti auto coperti,affitto,netta,3,1.8,2.2,2.0
017122,Offlaga,2008,2,Posti auto coperti,vendita,lorda,3,390,480,435
017122,Offlaga,2008,2,Posti auto scoperti,affitto,netta,3,1.3,1.6,1.5
017122,Offlaga,2008,2,Posti auto scoperti,vendita,lorda,3,280,350,315
017122,Offlaga,2008,2,Uffici,affitto,netta,3,3.7,5.2,4.5
017122,Offlaga,2008,2,Uffici,vendita,lorda,3,860,1190,1025
017122,Offlaga,2008,2,Ville e Villini,affitto,netta,3,3.9,5.3,4.6
017122,Offlaga,2008,2,Ville e Villini,vendita,lorda,3,930,1250,1090
017122,Offlaga,2009,2,Abitazioni civili,affitto,netta,3,3.2,4.3,3.8
017122,Offlaga,2009,2,Abitazioni civili,vendita,lorda,3,850,1150,1008
017122,Offlaga,2009,2,Autorimesse,affitto,netta,3,2.1,2.7,2.4
017122,Offlaga,2009,2,Autorimesse,vendita,lorda,3,475,600,538
017122,Offlaga,2009,2,Box,affitto,netta,3,2.2,2.8,2.5
017122,Offlaga,2009,2,Box,vendita,lorda,3,530,660,595
017122,Offlaga,2009,2,Capannoni industriali,affitto,netta,3,1.6,2.2,1.9
017122,Offlaga,2009,2,Capannoni industriali,vendita,lorda,3,300,400,350
017122,Offlaga,2009,2,Capannoni tipici,affitto,netta,3,1.9,2.4,2.1
017122,Offlaga,2009,2,Capannoni tipici,vendita,lorda,3,345,435,390
017122,Offlaga,2009,2,Laboratori,affitto,netta,3,2.0,2.5,2.2
017122,Offlaga,2009,2,Laboratori,vendita,lorda,3,370,460,415
017122,Offlaga,2009,2,Magazzini,affitto,netta,4,1.7,2.6,2.3
017122,Offlaga,2009,2,Magazzini,vendita,lorda,4,285,440,381
017122,Offlaga,2009,2,Negozi,affitto,netta,3,6.0,7.4,6.7
017122,Offlaga,2009,2,Negozi,vendita,lorda,3,1050,1250,1150
017122,Offlaga,2009,2,Posti auto coperti,affitto,netta,3,1.5,1.9,1.7
017122,Offlaga,2009,2,Posti auto coperti,vendita,lorda,3,380,465,422
017122,Offlaga,2009,2,Posti auto scoperti,affitto,netta,3,1.1,1.4,1.2
017122,Offlaga,2009,2,Posti auto scoperti,vendita,lorda,3,270,340,305
017122,Offlaga,2009,2,Uffici,affitto,netta,3,3.7,5.3,4.5
017122,Offlaga,2009,2,Uffici,vendita,lorda,3,860,1200,1037
017122,Offlaga,2009,2,Ville e Villini,affitto,netta,3,3.4,4.9,4.1
017122,Offlaga,2009,2,Ville e Villini,vendita,lorda,3,900,1300,1100
017122,Offlaga,2010,2,Abitazioni civili,affitto,netta,3,3.2,4.3,3.8
017122,Offlaga,2010,2,Abitazioni civili,vendita,lorda,3,850,1150,1008
017122,Offlaga,2010,2,Autorimesse,affitto,netta,3,2.1,2.7,2.4
017122,Offlaga,2010,2,Autorimesse,vendita,lorda,3,475,600,538
017122,Offlaga,2010,2,Box,affitto,netta,3,2.2,2.8,2.5
017122,Offlaga,2010,2,Box,vendita,lorda,3,530,660,595
017122,Offlaga,2010,2,Capannoni industriali,affitto,netta,3,1.6,2.2,1.9
017122,Offlaga,2010,2,Capannoni industriali,vendita,lorda,3,300,400,350
017122,Offlaga,2010,2,Capannoni tipici,affitto,netta,3,1.9,2.4,2.1
017122,Offlaga,2010,2,Capannoni tipici,vendita,lorda,3,345,435,390
017122,Offlaga,2010,2,Laboratori,affitto,netta,3,2.0,2.5,2.2
017122,Offlaga,2010,2,Laboratori,vendita,lorda,3,370,460,415
017122,Offlaga,2010,2,Magazzini,affitto,netta,4,1.7,2.6,2.3
017122,Offlaga,2010,2,Magazzini,vendita,lorda,4,285,440,381
017122,Offlaga,2010,2,Negozi,affitto,netta,3,6.0,7.4,6.7
017122,Offlaga,2010,2,Negozi,vendita,lorda,3,1050,1250,1150
017122,Offlaga,2010,2,Posti auto coperti,affitto,netta,3,1.5,1.9,1.7
017122,Offlaga,2010,2,Posti auto coperti,vendita,lorda,3,380,465,422
017122,Offlaga,2010,2,Posti auto scoperti,affitto,netta,3,1.1,1.4,1.2
017122,Offlaga,2010,2,Posti auto scoperti,vendita,lorda,3,270,340,305
017122,Offlaga,2010,2,Uffici,affitto,netta,3,3.7,5.3,4.5
017122,Offlaga,2010,2,Uffici,vendita,lorda,3,860,1200,1037
017122,Offlaga,2010,2,Ville e Villini,affitto,netta,3,3.4,4.9,4.1
017122,Offlaga,2010,2,Ville e Villini,vendita,lorda,3,900,1300,1100
017122,Offlaga,2011,2,Abitazioni civili,affitto,netta,3,3.1,4.2,3.7
017122,Offlaga,2011,2,Abitazioni civili,vendita,lorda,3,910,1250,1088
017122,Offlaga,2011,2,Autorimesse,affitto,netta,3,2.1,2.7,2.4
017122,Offlaga,2011,2,Autorimesse,vendita,lorda,3,500,640,570
017122,Offlaga,2011,2,Box,affitto,netta,3,2.2,2.8,2.5
017122,Offlaga,2011,2,Box,vendita,lorda,3,570,700,635
017122,Offlaga,2011,2,Capannoni industriali,affitto,netta,3,1.6,2.2,1.9
017122,Offlaga,2011,2,Capannoni industriali,vendita,lorda,3,365,490,428
017122,Offlaga,2011,2,Capannoni tipici,affitto,netta,3,1.9,2.4,2.1
017122,Offlaga,2011,2,Capannoni tipici,vendita,lorda,3,420,530,475
017122,Offlaga,2011,2,Laboratori,affitto,netta,3,2.0,2.6,2.3
017122,Offlaga,2011,2,Laboratori,vendita,lorda,3,455,560,508
017122,Offlaga,2011,2,Magazzini,affitto,netta,4,1.7,2.6,2.3
017122,Offlaga,2011,2,Magazzini,vendita,lorda,4,295,455,393
017122,Offlaga,2011,2,Negozi,affitto,netta,3,5.9,7.2,6.6
017122,Offlaga,2011,2,Negozi,vendita,lorda,3,1100,1300,1200
017122,Offlaga,2011,2,Posti auto coperti,affitto,netta,3,1.4,1.9,1.7
017122,Offlaga,2011,2,Posti auto coperti,vendita,lorda,3,400,495,448
017122,Offlaga,2011,2,Posti auto scoperti,affitto,netta,3,1.0,1.3,1.1
017122,Offlaga,2011,2,Posti auto scoperti,vendita,lorda,3,290,360,325
017122,Offlaga,2011,2,Uffici,affitto,netta,3,3.6,5.2,4.4
017122,Offlaga,2011,2,Uffici,vendita,lorda,3,920,1300,1117
017122,Offlaga,2011,2,Ville e Villini,affitto,netta,3,3.3,4.8,4.0
017122,Offlaga,2011,2,Ville e Villini,vendita,lorda,3,960,1400,1187
017122,Offlaga,2012,2,Abitazioni civili,affitto,netta,3,3.0,4.1,3.6
017122,Offlaga,2012,2,Abitazioni civili,vendita,lorda,3,890,1200,1053
017122,Offlaga,2012,2,Autorimesse,affitto,netta,3,2.1,2.6,2.4
017122,Offlaga,2012,2,Autorimesse,vendita,lorda,3,490,630,560
017122,Offlaga,2012,2,Box,affitto,netta,3,2.2,2.7,2.5
017122,Offlaga,2012,2,Box,vendita,lorda,3,560,690,625
017122,Offlaga,2012,2,Capannoni industriali,affitto,netta,3,1.6,2.2,1.9
017122,Offlaga,2012,2,Capannoni industriali,vendita,lorda,3,365,490,428
017122,Offlaga,2012,2,Capannoni tipici,affitto,netta,3,1.9,2.4,2.1
017122,Offlaga,2012,2,Capannoni tipici,vendita,lorda,3,420,530,475
017122,Offlaga,2012,2,Laboratori,affitto,netta,3,2.0,2.6,2.3
017122,Offlaga,2012,2,Laboratori,vendita,lorda,3,455,560,508
017122,Offlaga,2012,2,Magazzini,affitto,netta,4,1.6,2.5,2.2
017122,Offlaga,2012,2,Magazzini,vendita,lorda,4,280,430,372
017122,Offlaga,2012,2,Negozi,affitto,netta,3,5.6,6.8,6.2
017122,Offlaga,2012,2,Negozi,vendita,lorda,3,1050,1250,1150
017122,Offlaga,2012,2,Posti auto coperti,affitto,netta,3,1.4,1.9,1.7
017122,Offlaga,2012,2,Posti auto coperti,vendita,lorda,3,390,485,438
017122,Offlaga,2012,2,Posti auto scoperti,affitto,netta,3,1.0,1.3,1.1
017122,Offlaga,2012,2,Posti auto scoperti,vendita,lorda,3,285,350,318
017122,Offlaga,2012,2,Uffici,affitto,netta,3,3.5,5.1,4.3
017122,Offlaga,2012,2,Uffici,vendita,lorda,3,900,1300,1107
017122,Offlaga,2012,2,Ville e Villini,affitto,netta,3,3.2,4.7,4.0
017122,Offlaga,2012,2,Ville e Villini,vendita,lorda,3,940,1400,1163
017122,Offlaga,2013,2,Abitazioni civili,affitto,netta,3,3.0,4.1,3.6
017122,Offlaga,2013,2,Abitazioni civili,vendita,lorda,3,890,1200,1053
017122,Offlaga,2013,2,Autorimesse,affitto,netta,3,2.1,2.6,2.4
017122,Offlaga,2013,2,Autorimesse,vendita,lorda,3,490,630,560
017122,Offlaga,2013,2,Box,affitto,netta,3,2.2,2.7,2.5
017122,Offlaga,2013,2,Box,vendita,lorda,3,560,690,625
017122,Offlaga,2013,2,Capannoni industriali,affitto,netta,3,1.6,2.2,1.9
017122,Offlaga,2013,2,Capannoni industriali,vendita,lorda,3,365,490,428
017122,Offlaga,2013,2,Capannoni tipici,affitto,netta,3,1.9,2.4,2.1
017122,Offlaga,2013,2,Capannoni tipici,vendita,lorda,3,420,530,475
017122,Offlaga,2013,2,Laboratori,affitto,netta,3,2.0,2.6,2.3
017122,Offlaga,2013,2,Laboratori,vendita,lorda,3,455,560,508
017122,Offlaga,2013,2,Magazzini,affitto,netta,4,1.6,2.5,2.2
017122,Offlaga,2013,2,Magazzini,vendita,lorda,4,280,430,372
017122,Offlaga,2013,2,Negozi,affitto,netta,3,5.6,6.8,6.2
017122,Offlaga,2013,2,Negozi,vendita,lorda,3,1050,1250,1150
017122,Offlaga,2013,2,Posti auto coperti,affitto,netta,3,1.4,1.9,1.7
017122,Offlaga,2013,2,Posti auto coperti,vendita,lorda,3,390,485,438
017122,Offlaga,2013,2,Posti auto scoperti,affitto,netta,3,1.0,1.3,1.1
017122,Offlaga,2013,2,Posti auto scoperti,vendita,lorda,3,285,350,318
017122,Offlaga,2013,2,Uffici,affitto,netta,3,3.5,5.1,4.3
017122,Offlaga,2013,2,Uffici,vendita,lorda,3,900,1300,1107
017122,Offlaga,2013,2,Ville e Villini,affitto,netta,3,3.2,4.7,4.0
017122,Offlaga,2013,2,Ville e Villini,vendita,lorda,3,940,1400,1163
017122,Offlaga,2014,2,Abitazioni civili,affitto,netta,2,3.0,4.1,3.6
017122,Offlaga,2014,2,Abitazioni civili,vendita,lorda,2,890,1200,1058
017122,Offlaga,2014,2,Autorimesse,affitto,netta,2,2.1,2.6,2.4
017122,Offlaga,2014,2,Autorimesse,vendita,lorda,2,490,630,560
017122,Offlaga,2014,2,Box,affitto,netta,2,2.2,2.7,2.5
017122,Offlaga,2014,2,Box,vendita,lorda,2,560,690,625
017122,Offlaga,2014,2,Capannoni industriali,affitto,netta,2,1.6,2.2,1.9
017122,Offlaga,2014,2,Capannoni industriali,vendita,lorda,2,365,490,428
017122,Offlaga,2014,2,Capannoni tipici,affitto,netta,2,1.9,2.4,2.1
017122,Offlaga,2014,2,Capannoni tipici,vendita,lorda,2,420,530,475
017122,Offlaga,2014,2,Laboratori,affitto,netta,2,2.0,2.6,2.3
017122,Offlaga,2014,2,Laboratori,vendita,lorda,2,455,560,508
017122,Offlaga,2014,2,Magazzini,affitto,netta,3,1.6,2.5,2.1
017122,Offlaga,2014,2,Magazzini,vendita,lorda,3,280,430,368
017122,Offlaga,2014,2,Negozi,affitto,netta,2,5.6,6.8,6.2
017122,Offlaga,2014,2,Negozi,vendita,lorda,2,1050,1250,1150
017122,Offlaga,2014,2,Posti auto coperti,affitto,netta,2,1.4,1.9,1.7
017122,Offlaga,2014,2,Posti auto coperti,vendita,lorda,2,390,485,438
017122,Offlaga,2014,2,Posti auto scoperti,affitto,netta,2,1.0,1.3,1.1
017122,Offlaga,2014,2,Posti auto scoperti,vendita,lorda,2,285,350,318
017122,Offlaga,2014,2,Uffici,affitto,netta,2,3.5,5.1,4.3
017122,Offlaga,2014,2,Uffici,vendita,lorda,2,900,1300,1110
017122,Offlaga,2014,2,Ville e Villini,affitto,netta,2,3.2,4.7,4.0
017122,Offlaga,2014,2,Ville e Villini,vendita,lorda,2,940,1400,1185
017122,Offlaga,2015,2,Abitazioni civili,affitto,netta,2,2.7,3.7,3.2
017122,Offlaga,2015,2,Abitazioni civili,vendita,lorda,2,860,1150,1018
017122,Offlaga,2015,2,Autorimesse,affitto,netta,2,1.9,2.3,2.1
017122,Offlaga,2015,2,Autorimesse,vendita,lorda,2,475,610,542
017122,Offlaga,2015,2,Box,affitto,netta,2,2.0,2.4,2.2
017122,Offlaga,2015,2,Box,vendita,lorda,2,540,670,605
017122,Offlaga,2015,2,Capannoni industriali,affitto,netta,2,1.6,2.2,1.9
017122,Offlaga,2015,2,Capannoni industriali,vendita,lorda,2,365,490,428
017122,Offlaga,2015,2,Capannoni tipici,affitto,netta,2,1.9,2.4,2.1
017122,Offlaga,2015,2,Capannoni tipici,vendita,lorda,2,420,530,475
017122,Offlaga,2015,2,Laboratori,affitto,netta,2,2.0,2.6,2.3
017122,Offlaga,2015,2,Laboratori,vendita,lorda,2,455,560,508
017122,Offlaga,2015,2,Magazzini,affitto,netta,3,1.6,2.5,2.1
017122,Offlaga,2015,2,Magazzini,vendita,lorda,3,280,430,368
017122,Offlaga,2015,2,Negozi,affitto,netta,2,5.6,6.8,6.2
017122,Offlaga,2015,2,Negozi,vendita,lorda,2,1050,1250,1150
017122,Offlaga,2015,2,Posti auto coperti,affitto,netta,2,1.3,1.7,1.5
017122,Offlaga,2015,2,Posti auto coperti,vendita,lorda,2,380,470,425
017122,Offlaga,2015,2,Posti auto scoperti,affitto,netta,2,0.9,1.2,1.1
017122,Offlaga,2015,2,Posti auto scoperti,vendita,lorda,2,275,340,308
017122,Offlaga,2015,2,Uffici,affitto,netta,2,3.5,5.1,4.3
017122,Offlaga,2015,2,Uffici,vendita,lorda,2,900,1300,1110
017122,Offlaga,2015,2,Ville e Villini,affitto,netta,2,2.9,4.2,3.6
017122,Offlaga,2015,2,Ville e Villini,vendita,lorda,2,910,1350,1140
017122,Offlaga,2016,2,Abitazioni civili,affitto,netta,2,2.7,3.7,3.2
017122,Offlaga,2016,2,Abitazioni civili,vendita,lorda,2,860,1150,1018
017122,Offlaga,2016,2,Autorimesse,affitto,netta,2,1.9,2.3,2.1
017122,Offlaga,2016,2,Autorimesse,vendita,lorda,2,475,610,542
017122,Offlaga,2016,2,Box,affitto,netta,2,2.0,2.4,2.2
017122,Offlaga,2016,2,Box,vendita,lorda,2,540,670,605
017122,Offlaga,2016,2,Capannoni industriali,affitto,netta,2,1.6,2.2,1.9
017122,Offlaga,2016,2,Capannoni industriali,vendita,lorda,2,365,490,428
017122,Offlaga,2016,2,Capannoni tipici,affitto,netta,2,1.9,2.4,2.1
017122,Offlaga,2016,2,Capannoni tipici,vendita,lorda,2,420,530,475
017122,Offlaga,2016,2,Laboratori,affitto,netta,2,2.0,2.6,2.3
017122,Offlaga,2016,2,Laboratori,vendita,lorda,2,455,560,508
017122,Offlaga,2016,2,Magazzini,affitto,netta,3,1.6,2.5,2.1
017122,Offlaga,2016,2,Magazzini,vendita,lorda,3,280,430,368
017122,Offlaga,2016,2,Negozi,affitto,netta,2,5.6,6.8,6.2
017122,Offlaga,2016,2,Negozi,vendita,lorda,2,1050,1250,1150
017122,Offlaga,2016,2,Posti auto coperti,affitto,netta,2,1.3,1.7,1.5
017122,Offlaga,2016,2,Posti auto coperti,vendita,lorda,2,380,470,425
017122,Offlaga,2016,2,Posti auto scoperti,affitto,netta,2,0.9,1.2,1.1
017122,Offlaga,2016,2,Posti auto scoperti,vendita,lorda,2,275,340,308
017122,Offlaga,2016,2,Uffici,affitto,netta,2,3.5,5.1,4.3
017122,Offlaga,2016,2,Uffici,vendita,lorda,2,900,1300,1110
017122,Offlaga,2016,2,Ville e Villini,affitto,netta,2,2.9,4.2,3.6
017122,Offlaga,2016,2,Ville e Villini,vendita,lorda,2,910,1350,1140
017122,Offlaga,2017,2,Abitazioni civili,affitto,netta,2,2.7,3.7,3.2
017122,Offlaga,2017,2,Abitazioni civili,vendita,lorda,2,860,1150,1018
017122,Offlaga,2017,2,Autorimesse,affitto,netta,2,1.9,2.3,2.1
017122,Offlaga,2017,2,Autorimesse,vendita,lorda,2,475,610,542
017122,Offlaga,2017,2,Box,affitto,netta,2,2.0,2.4,2.2
017122,Offlaga,2017,2,Box,vendita,lorda,2,540,670,605
017122,Offlaga,2017,2,Capannoni industriali,affitto,netta,2,1.6,2.2,1.9
017122,Offlaga,2017,2,Capannoni industriali,vendita,lorda,2,365,490,428
017122,Offlaga,2017,2,Capannoni tipici,affitto,netta,2,1.9,2.4,2.1
017122,Offlaga,2017,2,Capannoni tipici,vendita,lorda,2,420,530,475
017122,Offlaga,2017,2,Laboratori,affitto,netta,2,2.0,2.6,2.3
017122,Offlaga,2017,2,Laboratori,vendita,lorda,2,455,560,508
017122,Offlaga,2017,2,Magazzini,affitto,netta,3,1.6,2.5,2.1
017122,Offlaga,2017,2,Magazzini,vendita,lorda,3,280,430,368
017122,Offlaga,2017,2,Negozi,affitto,netta,2,5.6,6.8,6.2
017122,Offlaga,2017,2,Negozi,vendita,lorda,2,1050,1250,1150
017122,Offlaga,2017,2,Posti auto coperti,affitto,netta,2,1.3,1.7,1.5
017122,Offlaga,2017,2,Posti auto coperti,vendita,lorda,2,380,470,425
017122,Offlaga,2017,2,Posti auto scoperti,affitto,netta,2,0.9,1.2,1.1
017122,Offlaga,2017,2,Posti auto scoperti,vendita,lorda,2,275,340,308
017122,Offlaga,2017,2,Uffici,affitto,netta,2,3.5,5.1,4.3
017122,Offlaga,2017,2,Uffici,vendita,lorda,2,900,1300,1110
017122,Offlaga,2017,2,Ville e Villini,affitto,netta,2,2.9,4.2,3.6
017122,Offlaga,2017,2,Ville e Villini,vendita,lorda,2,910,1350,1140
017122,Offlaga,2018,2,Abitazioni civili,affitto,netta,2,2.7,3.7,3.2
017122,Offlaga,2018,2,Abitazioni civili,vendita,lorda,2,860,1150,1018
017122,Offlaga,2018,2,Autorimesse,affitto,netta,2,1.9,2.3,2.1
017122,Offlaga,2018,2,Autorimesse,vendita,lorda,2,475,610,542
017122,Offlaga,2018,2,Box,affitto,netta,2,2.0,2.4,2.2
017122,Offlaga,2018,2,Box,vendita,lorda,2,540,670,605
017122,Offlaga,2018,2,Capannoni industriali,affitto,netta,2,1.6,2.2,1.9
017122,Offlaga,2018,2,Capannoni industriali,vendita,lorda,2,365,490,428
017122,Offlaga,2018,2,Capannoni tipici,affitto,netta,2,1.9,2.4,2.1
017122,Offlaga,2018,2,Capannoni tipici,vendita,lorda,2,420,530,475
017122,Offlaga,2018,2,Laboratori,affitto,netta,2,2.0,2.6,2.3
017122,Offlaga,2018,2,Laboratori,vendita,lorda,2,455,560,508
017122,Offlaga,2018,2,Magazzini,affitto,netta,3,1.6,2.5,2.1
017122,Offlaga,2018,2,Magazzini,vendita,lorda,3,280,430,368
017122,Offlaga,2018,2,Negozi,affitto,netta,2,5.6,6.8,6.2
017122,Offlaga,2018,2,Negozi,vendita,lorda,2,1050,1250,1150
017122,Offlaga,2018,2,Posti auto coperti,affitto,netta,2,1.3,1.7,1.5
017122,Offlaga,2018,2,Posti auto coperti,vendita,lorda,2,380,470,425
017122,Offlaga,2018,2,Posti auto scoperti,affitto,netta,2,0.9,1.2,1.1
017122,Offlaga,2018,2,Posti auto scoperti,vendita,lorda,2,275,340,308
017122,Offlaga,2018,2,Uffici,affitto,netta,2,3.5,5.1,4.3
017122,Offlaga,2018,2,Uffici,vendita,lorda,2,900,1300,1110
017122,Offlaga,2018,2,Ville e Villini,affitto,netta,2,2.9,4.2,3.6
017122,Offlaga,2018,2,Ville e Villini,vendita,lorda,2,910,1350,1140
017122,Offlaga,2019,2,Abitazioni civili,affitto,netta,2,2.7,3.7,3.2
017122,Offlaga,2019,2,Abitazioni civili,vendita,lorda,2,860,1150,1018
017122,Offlaga,2019,2,Autorimesse,affitto,netta,2,1.9,2.3,2.1
017122,Offlaga,2019,2,Autorimesse,vendita,lorda,2,475,610,542
017122,Offlaga,2019,2,Box,affitto,netta,2,2.0,2.4,2.2
017122,Offlaga,2019,2,Box,vendita,lorda,2,540,670,605
017122,Offlaga,2019,2,Capannoni industriali,affitto,netta,2,1.6,2.2,1.9
017122,Offlaga,2019,2,Capannoni industriali,vendita,lorda,2,365,490,428
017122,Offlaga,2019,2,Capannoni tipici,affitto,netta,2,1.9,2.4,2.1
017122,Offlaga,2019,2,Capannoni tipici,vendita,lorda,2,420,530,475
017122,Offlaga,2019,2,Laboratori,affitto,netta,2,2.0,2.6,2.3
017122,Offlaga,2019,2,Laboratori,vendita,lorda,2,455,560,508
017122,Offlaga,2019,2,Magazzini,affitto,netta,3,1.6,2.5,2.1
017122,Offlaga,2019,2,Magazzini,vendita,lorda,3,280,430,368
017122,Offlaga,2019,2,Negozi,affitto,netta,2,5.6,6.8,6.2
017122,Offlaga,2019,2,Negozi,vendita,lorda,2,1050,1250,1150
017122,Offlaga,2019,2,Posti auto coperti,affitto,netta,2,1.3,1.7,1.5
017122,Offlaga,2019,2,Posti auto coperti,vendita,lorda,2,380,470,425
017122,Offlaga,2019,2,Posti auto scoperti,affitto,netta,2,0.9,1.2,1.1
017122,Offlaga,2019,2,Posti auto scoperti,vendita,lorda,2,275,340,308
017122,Offlaga,2019,2,Uffici,affitto,netta,2,3.5,5.1,4.3
017122,Offlaga,2019,2,Uffici,vendita,lorda,2,900,1300,1110
017122,Offlaga,2019,2,Ville e Villini,affitto,netta,2,2.9,4.2,3.6
017122,Offlaga,2019,2,Ville e Villini,vendita,lorda,2,910,1350,1140
017122,Offlaga,2020,2,Abitazioni civili,affitto,netta,2,2.7,3.7,3.2
017122,Offlaga,2020,2,Abitazioni civili,vendita,lorda,2,860,1150,1018
017122,Offlaga,2020,2,Autorimesse,affitto,netta,2,1.9,2.3,2.1
017122,Offlaga,2020,2,Autorimesse,vendita,lorda,2,475,610,542
017122,Offlaga,2020,2,Box,affitto,netta,2,2.0,2.4,2.2
017122,Offlaga,2020,2,Box,vendita,lorda,2,540,670,605
017122,Offlaga,2020,2,Capannoni industriali,affitto,netta,2,1.6,2.2,1.9
017122,Offlaga,2020,2,Capannoni industriali,vendita,lorda,2,365,490,428
017122,Offlaga,2020,2,Capannoni tipici,affitto,netta,2,1.9,2.4,2.1
017122,Offlaga,2020,2,Capannoni tipici,vendita,lorda,2,420,530,475
017122,Offlaga,2020,2,Laboratori,affitto,netta,2,2.0,2.6,2.3
017122,Offlaga,2020,2,Laboratori,vendita,lorda,2,455,560,508
017122,Offlaga,2020,2,Magazzini,affitto,netta,3,1.6,2.5,2.1
017122,Offlaga,2020,2,Magazzini,vendita,lorda,3,280,430,368
017122,Offlaga,2020,2,Negozi,affitto,netta,2,5.6,6.8,6.2
017122,Offlaga,2020,2,Negozi,vendita,lorda,2,1050,1250,1150
017122,Offlaga,2020,2,Posti auto coperti,affitto,netta,2,1.3,1.7,1.5
017122,Offlaga,2020,2,Posti auto coperti,vendita,lorda,2,380,470,425
017122,Offlaga,2020,2,Posti auto scoperti,affitto,netta,2,0.9,1.2,1.1
017122,Offlaga,2020,2,Posti auto scoperti,vendita,lorda,2,275,340,308
017122,Offlaga,2020,2,Uffici,affitto,netta,2,3.5,5.1,4.3
017122,Offlaga,2020,2,Uffici,vendita,lorda,2,900,1300,1110
017122,Offlaga,2020,2,Ville e Villini,affitto,netta,2,2.9,4.2,3.6
017122,Offlaga,2020,2,Ville e Villini,vendita,lorda,2,910,1350,1140
017122,Offlaga,2021,2,Abitazioni civili,affitto,netta,2,2.7,3.7,3.2
017122,Offlaga,2021,2,Abitazioni civili,vendita,lorda,2,840,1100,982
017122,Offlaga,2021,2,Autorimesse,affitto,netta,2,1.9,2.3,2.1
017122,Offlaga,2021,2,Autorimesse,vendita,lorda,2,465,600,532
017122,Offlaga,2021,2,Box,affitto,netta,2,2.0,2.4,2.2
017122,Offlaga,2021,2,Box,vendita,lorda,2,530,660,595
017122,Offlaga,2021,2,Capannoni industriali,affitto,netta,2,1.5,2.1,1.8
017122,Offlaga,2021,2,Capannoni industriali,vendita,lorda,2,345,465,405
017122,Offlaga,2021,2,Capannoni tipici,affitto,netta,2,1.8,2.3,2.0
017122,Offlaga,2021,2,Capannoni tipici,vendita,lorda,2,400,500,450
017122,Offlaga,2021,2,Laboratori,affitto,netta,2,1.9,2.5,2.2
017122,Offlaga,2021,2,Laboratori,vendita,lorda,2,430,530,480
017122,Offlaga,2021,2,Magazzini,affitto,netta,3,1.5,2.4,2.0
017122,Offlaga,2021,2,Magazzini,vendita,lorda,3,265,410,350
017122,Offlaga,2021,2,Negozi,affitto,netta,2,5.3,6.5,5.9
017122,Offlaga,2021,2,Negozi,vendita,lorda,2,1000,1200,1100
017122,Offlaga,2021,2,Posti auto coperti,affitto,netta,2,1.3,1.7,1.5
017122,Offlaga,2021,2,Posti auto coperti,vendita,lorda,2,370,460,415
017122,Offlaga,2021,2,Posti auto scoperti,affitto,netta,2,0.9,1.2,1.1
017122,Offlaga,2021,2,Posti auto scoperti,vendita,lorda,2,270,335,302
017122,Offlaga,2021,2,Uffici,affitto,netta,2,3.5,5.1,4.3
017122,Offlaga,2021,2,Uffici,vendita,lorda,2,890,1300,1105
017122,Offlaga,2021,2,Ville e Villini,affitto,netta,2,2.9,4.2,3.6
017122,Offlaga,2021,2,Ville e Villini,vendita,lorda,2,890,1300,1098
017122,Offlaga,2022,2,Abitazioni civili,affitto,netta,2,2.7,3.7,3.2
017122,Offlaga,2022,2,Abitazioni civili,vendita,lorda,2,840,1100,982
017122,Offlaga,2022,2,Autorimesse,affitto,netta,2,1.9,2.3,2.1
017122,Offlaga,2022,2,Autorimesse,vendita,lorda,2,465,600,532
