codice_istat,comune,anno,semestre,tipologia,mercato,base_superficie,zone,minimo,massimo,media
017002,Adro,2017,2,Ville e Villini,vendita,lorda,1,1050,1400,1225
017002,Adro,2018,2,Abitazioni civili,affitto,netta,2,3.2,4.8,3.9
017002,Adro,2018,2,Abitazioni civili,vendita,lorda,2,1050,1450,1225
017002,Adro,2018,2,Autorimesse,affitto,netta,2,2.1,3.2,2.6
017002,Adro,2018,2,Autorimesse,vendita,lorda,2,560,840,710
017002,Adro,2018,2,Box,affitto,netta,2,2.1,3.5,2.7
017002,Adro,2018,2,Box,vendita,lorda,2,630,940,775
017002,Adro,2018,2,Capannoni industriali,affitto,netta,1,2.9,3.5,3.2
017002,Adro,2018,2,Capannoni industriali,vendita,lorda,1,520,590,555
017002,Adro,2018,2,Capannoni tipici,affitto,netta,1,3.5,4.0,3.8
017002,Adro,2018,2,Capannoni tipici,vendita,lorda,1,550,670,610
017002,Adro,2018,2,Laboratori,affitto,netta,1,3.8,4.3,4.0
017002,Adro,2018,2,Laboratori,vendita,lorda,1,630,710,670
017002,Adro,2018,2,Magazzini,affitto,netta,1,2.8,3.3,3.0
017002,Adro,2018,2,Magazzini,vendita,lorda,1,465,540,502
017002,Adro,2018,2,Negozi,affitto,netta,2,6.0,9.8,7.9
017002,Adro,2018,2,Negozi,vendita,lorda,2,1100,1500,1325
017002,Adro,2018,2,Posti auto coperti,affitto,netta,2,1.4,2.3,1.8
017002,Adro,2018,2,Posti auto coperti,vendita,lorda,2,435,660,541
017002,Adro,2018,2,Posti auto scoperti,affitto,netta,2,1.0,1.6,1.3
017002,Adro,2018,2,Posti auto scoperti,vendita,lorda,2,315,465,392
017002,Adro,2018,2,Uffici,affitto,netta,2,4.9,7.4,6.0
017002,Adro,2018,2,Uffici,vendita,lorda,2,1100,1550,1312
017002,Adro,2018,2,Ville e Villini,affitto,netta,1,3.4,4.4,3.9
017002,Adro,2018,2,Ville e Villini,vendita,lorda,1,1050,1400,1225
017002,Adro,2019,2,Abitazioni civili,affitto,netta,2,3.2,4.8,3.9
017002,Adro,2019,2,Abitazioni civili,vendita,lorda,2,1050,1450,1225
017002,Adro,2019,2,Autorimesse,affitto,netta,2,2.1,3.2,2.6
017002,Adro,2019,2,Autorimesse,vendita,lorda,2,560,840,710
017002,Adro,2019,2,Box,affitto,netta,2,2.1,3.5,2.7
017002,Adro,2019,2,Box,vendita,lorda,2,630,940,775
017002,Adro,2019,2,Capannoni industriali,affitto,netta,1,2.9,3.5,3.2
017002,Adro,2019,2,Capannoni industriali,vendita,lorda,1,520,590,555
017002,Adro,2019,2,Capannoni tipici,affitto,netta,1,3.5,4.0,3.8
017002,Adro,2019,2,Capannoni tipici,vendita,lorda,1,550,670,610
017002,Adro,2019,2,Laboratori,affitto,netta,1,3.8,4.3,4.0
017002,Adro,2019,2,Laboratori,vendita,lorda,1,630,710,670
017002,Adro,2019,2,Magazzini,affitto,netta,1,2.8,3.3,3.0
017002,Adro,2019,2,Magazzini,vendita,lorda,1,465,540,502
017002,Adro,2019,2,Negozi,affitto,netta,2,6.0,9.8,7.9
017002,Adro,2019,2,Negozi,vendita,lorda,2,1100,1500,1325
017002,Adro,2019,2,Posti auto coperti,affitto,netta,2,1.4,2.3,1.8
017002,Adro,2019,2,Posti auto coperti,vendita,lorda,2,435,660,541
017002,Adro,2019,2,Posti auto scoperti,affitto,netta,2,1.0,1.6,1.3
017002,Adro,2019,2,Posti auto scoperti,vendita,lorda,2,315,465,392
017002,Adro,2019,2,Uffici,affitto,netta,2,4.9,7.4,6.0
017002,Adro,2019,2,Uffici,vendita,lorda,2,1100,1550,1312
017002,Adro,2019,2,Ville e Villini,affitto,netta,1,3.4,4.4,3.9
017002,Adro,2019,2,Ville e Villini,vendita,lorda,1,1050,1400,1225
017002,Adro,2020,2,Abitazioni civili,affitto,netta,2,3.2,4.8,3.9
017002,Adro,2020,2,Abitazioni civili,vendita,lorda,2,1050,1450,1225
017002,Adro,2020,2,Autorimesse,affitto,netta,2,2.1,3.2,2.6
017002,Adro,2020,2,Autorimesse,vendita,lorda,2,560,840,710
017002,Adro,2020,2,Box,affitto,netta,2,2.1,3.5,2.7
017002,Adro,2020,2,Box,vendita,lorda,2,630,940,775
017002,Adro,2020,2,Capannoni industriali,affitto,netta,1,2.9,3.5,3.2
017002,Adro,2020,2,Capannoni industriali,vendita,lorda,1,520,590,555
017002,Adro,2020,2,Capannoni tipici,affitto,netta,1,3.5,4.0,3.8
017002,Adro,2020,2,Capannoni tipici,vendita,lorda,1,550,670,610
017002,Adro,2020,2,Laboratori,affitto,netta,1,3.8,4.3,4.0
017002,Adro,2020,2,Laboratori,vendita,lorda,1,630,710,670
017002,Adro,2020,2,Magazzini,affitto,netta,1,2.8,3.3,3.0
017002,Adro,2020,2,Magazzini,vendita,lorda,1,465,540,502
017002,Adro,2020,2,Negozi,affitto,netta,2,6.0,9.8,7.9
017002,Adro,2020,2,Negozi,vendita,lorda,2,1100,1500,1325
017002,Adro,2020,2,Posti auto coperti,affitto,netta,2,1.4,2.3,1.8
017002,Adro,2020,2,Posti auto coperti,vendita,lorda,2,435,660,541
017002,Adro,2020,2,Posti auto scoperti,affitto,netta,2,1.0,1.6,1.3
017002,Adro,2020,2,Posti auto scoperti,vendita,lorda,2,315,465,392
017002,Adro,2020,2,Uffici,affitto,netta,2,4.9,7.4,6.0
017002,Adro,2020,2,Uffici,vendita,lorda,2,1100,1550,1312
017002,Adro,2020,2,Ville e Villini,affitto,netta,1,3.4,4.4,3.9
017002,Adro,2020,2,Ville e Villini,vendita,lorda,1,1050,1400,1225
017002,Adro,2021,2,Abitazioni civili,affitto,netta,2,3.2,4.8,3.9
017002,Adro,2021,2,Abitazioni civili,vendita,lorda,2,1000,1400,1175
017002,Adro,2021,2,Autorimesse,affitto,netta,2,2.1,3.2,2.6
017002,Adro,2021,2,Autorimesse,vendita,lorda,2,540,810,688
017002,Adro,2021,2,Box,affitto,netta,2,2.1,3.5,2.7
017002,Adro,2021,2,Box,vendita,lorda,2,610,910,752
017002,Adro,2021,2,Capannoni industriali,affitto,netta,1,2.8,3.3,3.0
017002,Adro,2021,2,Capannoni industriali,vendita,lorda,1,495,560,528
017002,Adro,2021,2,Capannoni tipici,affitto,netta,1,3.3,3.8,3.5
017002,Adro,2021,2,Capannoni tipici,vendita,lorda,1,520,640,580
017002,Adro,2021,2,Laboratori,affitto,netta,1,3.6,4.1,3.8
017002,Adro,2021,2,Laboratori,vendita,lorda,1,600,670,635
017002,Adro,2021,2,Magazzini,affitto,netta,1,2.7,3.1,2.9
017002,Adro,2021,2,Magazzini,vendita,lorda,1,440,510,475
017002,Adro,2021,2,Negozi,affitto,netta,2,5.7,9.3,7.5
017002,Adro,2021,2,Negozi,vendita,lorda,2,1050,1400,1262
017002,Adro,2021,2,Posti auto coperti,affitto,netta,2,1.4,2.3,1.8
017002,Adro,2021,2,Posti auto coperti,vendita,lorda,2,420,640,522
017002,Adro,2021,2,Posti auto scoperti,affitto,netta,2,1.0,1.6,1.3
017002,Adro,2021,2,Posti auto scoperti,vendita,lorda,2,305,450,381
017002,Adro,2021,2,Uffici,affitto,netta,2,4.9,7.4,6.0
017002,Adro,2021,2,Uffici,vendita,lorda,2,1100,1550,1312
017002,Adro,2021,2,Ville e Villini,affitto,netta,1,3.4,4.4,3.9
017002,Adro,2021,2,Ville e Villini,vendita,lorda,1,1000,1350,1175
017002,Adro,2022,2,Abitazioni civili,affitto,netta,2,3.2,4.8,3.9
017002,Adro,2022,2,Abitazioni civili,vendita,lorda,2,1000,1400,1175
017002,Adro,2022,2,Autorimesse,affitto,netta,2,2.1,3.2,2.6
017002,Adro,2022,2,Autorimesse,vendita,lorda,2,560,830,708
017002,Adro,2022,2,Box,affitto,netta,2,2.1,3.5,2.7
017002,Adro,2022,2,Box,vendita,lorda,2,630,930,772
017002,Adro,2022,2,Capannoni industriali,affitto,netta,1,2.7,3.2,3.0
017002,Adro,2022,2,Capannoni industriali,vendita,lorda,1,485,550,518
017002,Adro,2022,2,Capannoni tipici,affitto,netta,1,3.2,3.7,3.5
017002,Adro,2022,2,Capannoni tipici,vendita,lorda,1,510,630,570
017002,Adro,2022,2,Laboratori,affitto,netta,1,3.5,4.0,3.8
017002,Adro,2022,2,Laboratori,vendita,lorda,1,590,660,625
017002,Adro,2022,2,Magazzini,affitto,netta,1,2.6,3.0,2.8
017002,Adro,2022,2,Magazzini,vendita,lorda,1,430,500,465
017002,Adro,2022,2,Negozi,affitto,netta,2,5.6,9.1,7.3
017002,Adro,2022,2,Negozi,vendita,lorda,2,1000,1400,1250
017002,Adro,2022,2,Posti auto coperti,affitto,netta,2,1.4,2.3,1.8
017002,Adro,2022,2,Posti auto coperti,vendita,lorda,2,430,660,540
017002,Adro,2022,2,Posti auto scoperti,affitto,netta,2,1.0,1.6,1.3
017002,Adro,2022,2,Posti auto scoperti,vendita,lorda,2,315,460,391
017002,Adro,2022,2,Uffici,affitto,netta,2,4.9,7.3,5.9
017002,Adro,2022,2,Uffici,vendita,lorda,2,1100,1550,1312
017002,Adro,2022,2,Ville e Villini,affitto,netta,1,3.4,4.4,3.9
017002,Adro,2022,2,Ville e Villini,vendita,lorda,1,1000,1350,1175
017002,Adro,2023,2,Abitazioni civili,affitto,netta,2,3.4,5.0,4.1
017002,Adro,2023,2,Abitazioni civili,vendita,lorda,2,1000,1400,1175
017002,Adro,2023,2,Autorimesse,affitto,netta,2,2.1,3.4,2.6
017002,Adro,2023,2,Autorimesse,vendita,lorda,2,570,850,722
017002,Adro,2023,2,Box,affitto,netta,2,2.1,3.7,2.8
017002,Adro,2023,2,Box,vendita,lorda,2,640,950,790
017002,Adro,2023,2,Capannoni industriali,affitto,netta,1,2.7,3.2,3.0
017002,Adro,2023,2,Capannoni industriali,vendita,lorda,1,500,570,535
017002,Adro,2023,2,Capannoni tipici,affitto,netta,1,3.2,3.7,3.5
017002,Adro,2023,2,Capannoni tipici,vendita,lorda,1,530,650,590
017002,Adro,2023,2,Laboratori,affitto,netta,1,3.5,4.0,3.8
017002,Adro,2023,2,Laboratori,vendita,lorda,1,610,680,645
017002,Adro,2023,2,Magazzini,affitto,netta,1,2.5,2.8,2.6
017002,Adro,2023,2,Magazzini,vendita,lorda,1,390,450,420
017002,Adro,2023,2,Negozi,affitto,netta,2,5.2,8.4,6.8
017002,Adro,2023,2,Negozi,vendita,lorda,2,900,1300,1150
017002,Adro,2023,2,Posti auto coperti,affitto,netta,2,1.4,2.3,1.8
017002,Adro,2023,2,Posti auto coperti,vendita,lorda,2,440,670,550
017002,Adro,2023,2,Posti auto scoperti,affitto,netta,2,1.0,1.6,1.3
017002,Adro,2023,2,Posti auto scoperti,vendita,lorda,2,320,470,400
017002,Adro,2023,2,Uffici,affitto,netta,2,5.0,7.4,6.1
017002,Adro,2023,2,Uffici,vendita,lorda,2,1050,1400,1238
017002,Adro,2023,2,Ville e Villini,affitto,netta,1,3.6,4.6,4.1
017002,Adro,2023,2,Ville e Villini,vendita,lorda,1,1000,1400,1200
017002,Adro,2024,2,Abitazioni civili,affitto,netta,2,3.6,5.2,4.3
017002,Adro,2024,2,Abitazioni civili,vendita,lorda,2,1000,1400,1175
017002,Adro,2024,2,Autorimesse,affitto,netta,2,2.1,3.6,2.8
017002,Adro,2024,2,Autorimesse,vendita,lorda,2,570,850,722
017002,Adro,2024,2,Box,affitto,netta,2,2.1,3.9,2.9
017002,Adro,2024,2,Box,vendita,lorda,2,640,950,790
017002,Adro,2024,2,Capannoni industriali,affitto,netta,1,2.7,3.2,3.0
017002,Adro,2024,2,Capannoni industriali,vendita,lorda,1,500,570,535
017002,Adro,2024,2,Capannoni tipici,affitto,netta,1,3.2,3.7,3.5
017002,Adro,2024,2,Capannoni tipici,vendita,lorda,1,530,650,590
017002,Adro,2024,2,Laboratori,affitto,netta,1,3.5,4.0,3.8
017002,Adro,2024,2,Laboratori,vendita,lorda,1,610,680,645
017002,Adro,2024,2,Magazzini,affitto,netta,1,2.4,2.7,2.5
017002,Adro,2024,2,Magazzini,vendita,lorda,1,380,435,408
017002,Adro,2024,2,Negozi,affitto,netta,2,4.9,8.0,6.5
017002,Adro,2024,2,Negozi,vendita,lorda,2,870,1250,1105
017002,Adro,2024,2,Posti auto coperti,affitto,netta,2,1.4,2.3,1.8
017002,Adro,2024,2,Posti auto coperti,vendita,lorda,2,440,670,550
017002,Adro,2024,2,Posti auto scoperti,affitto,netta,2,1.0,1.6,1.3
017002,Adro,2024,2,Posti auto scoperti,vendita,lorda,2,320,470,400
017002,Adro,2024,2,Uffici,affitto,netta,2,5.1,7.5,6.2
017002,Adro,2024,2,Uffici,vendita,lorda,2,1000,1350,1188
017002,Adro,2024,2,Ville e Villini,affitto,netta,1,3.8,4.8,4.3
017002,Adro,2024,2,Ville e Villini,vendita,lorda,1,1000,1400,1200
017002,Adro,2025,2,Abitazioni civili,affitto,lorda,2,3.5,5.0,4.2
017002,Adro,2025,2,Abitazioni civili,vendita,lorda,2,1050,1500,1250
017002,Adro,2025,2,Autorimesse,affitto,lorda,2,2.0,3.5,2.7
017002,Adro,2025,2,Autorimesse,vendita,lorda,2,590,910,758
017002,Adro,2025,2,Box,affitto,lorda,2,2.0,3.8,2.8
017002,Adro,2025,2,Box,vendita,lorda,2,660,1000,822
017002,Adro,2025,2,Capannoni industriali,affitto,lorda,1,2.6,3.1,2.9
017002,Adro,2025,2,Capannoni industriali,vendita,lorda,1,485,550,518
017002,Adro,2025,2,Capannoni tipici,affitto,lorda,1,3.1,3.6,3.4
017002,Adro,2025,2,Capannoni tipici,vendita,lorda,1,510,630,570
017002,Adro,2025,2,Laboratori,affitto,lorda,1,3.4,3.9,3.6
017002,Adro,2025,2,Laboratori,vendita,lorda,1,590,660,625
017002,Adro,2025,2,Magazzini,affitto,lorda,1,2.3,2.6,2.5
017002,Adro,2025,2,Magazzini,vendita,lorda,1,360,410,385
017002,Adro,2025,2,Negozi,affitto,lorda,2,4.8,7.8,6.3
017002,Adro,2025,2,Negozi,vendita,lorda,2,820,1200,1055
017002,Adro,2025,2,Posti auto coperti,affitto,lorda,2,1.4,2.2,1.8
017002,Adro,2025,2,Posti auto coperti,vendita,lorda,2,455,710,579
017002,Adro,2025,2,Posti auto scoperti,affitto,lorda,2,1.0,1.6,1.3
017002,Adro,2025,2,Posti auto scoperti,vendita,lorda,2,330,500,418
017002,Adro,2025,2,Uffici,affitto,lorda,2,5.1,7.5,6.2
017002,Adro,2025,2,Uffici,vendita,lorda,2,970,1300,1142
017002,Adro,2025,2,Ville e Villini,affitto,lorda,1,3.7,4.7,4.2
017002,Adro,2025,2,Ville e Villini,vendita,lorda,1,1050,1450,1250
017003,Agnosine,2004,2,Abitazioni civili,affitto,netta,2,3.0,4.4,3.7
017003,Agnosine,2004,2,Abitazioni civili,vendita,lorda,2,650,970,802
017003,Agnosine,2004,2,Autorimesse,affitto,netta,2,1.7,3.3,2.5
017003,Agnosine,2004,2,Autorimesse,vendita,lorda,2,360,600,470
017003,Agnosine,2004,2,Box,affitto,netta,2,1.9,3.7,2.8
017003,Agnosine,2004,2,Box,vendita,lorda,2,400,670,525
017003,Agnosine,2004,2,Capannoni industriali,affitto,netta,1,2.0,2.4,2.2
017003,Agnosine,2004,2,Capannoni industriali,vendita,lorda,1,330,380,355
017003,Agnosine,2004,2,Capannoni tipici,affitto,netta,1,2.4,2.9,2.6
017003,Agnosine,2004,2,Capannoni tipici,vendita,lorda,1,350,430,390
017003,Agnosine,2004,2,Laboratori,affitto,netta,1,2.6,3.2,2.9
017003,Agnosine,2004,2,Laboratori,vendita,lorda,1,380,470,425
017003,Agnosine,2004,2,Magazzini,affitto,netta,1,2.3,2.9,2.6
017003,Agnosine,2004,2,Magazzini,vendita,lorda,1,340,420,380
017003,Agnosine,2004,2,Negozi,affitto,netta,2,5.1,7.4,6.3
017003,Agnosine,2004,2,Negozi,vendita,lorda,2,850,1140,1002
017003,Agnosine,2004,2,Posti auto coperti,affitto,netta,2,1.3,2.6,1.9
017003,Agnosine,2004,2,Posti auto coperti,vendita,lorda,2,280,470,370
017003,Agnosine,2004,2,Posti auto scoperti,affitto,netta,2,1.0,1.8,1.4
017003,Agnosine,2004,2,Posti auto scoperti,vendita,lorda,2,190,340,260
017003,Agnosine,2004,2,Uffici,affitto,netta,2,3.7,5.4,4.4
017003,Agnosine,2004,2,Uffici,vendita,lorda,2,730,970,835
017003,Agnosine,2004,2,Ville e Villini,affitto,netta,1,3.5,4.4,4.0
017003,Agnosine,2004,2,Ville e Villini,vendita,lorda,1,770,970,870
017003,Agnosine,2005,2,Abitazioni civili,affitto,netta,2,3.0,4.4,3.7
017003,Agnosine,2005,2,Abitazioni civili,vendita,lorda,2,650,970,802
017003,Agnosine,2005,2,Autorimesse,affitto,netta,2,1.7,3.3,2.5
017003,Agnosine,2005,2,Autorimesse,vendita,lorda,2,360,600,470
017003,Agnosine,2005,2,Box,affitto,netta,2,1.9,3.7,2.8
017003,Agnosine,2005,2,Box,vendita,lorda,2,400,670,525
017003,Agnosine,2005,2,Capannoni industriali,affitto,netta,1,2.1,2.5,2.3
017003,Agnosine,2005,2,Capannoni industriali,vendita,lorda,1,350,400,375
017003,Agnosine,2005,2,Capannoni tipici,affitto,netta,1,2.5,3.1,2.8
017003,Agnosine,2005,2,Capannoni tipici,vendita,lorda,1,370,460,415
017003,Agnosine,2005,2,Laboratori,affitto,netta,1,2.8,3.4,3.1
017003,Agnosine,2005,2,Laboratori,vendita,lorda,1,400,500,450
017003,Agnosine,2005,2,Magazzini,affitto,netta,1,2.3,2.9,2.6
017003,Agnosine,2005,2,Magazzini,vendita,lorda,1,340,420,380
017003,Agnosine,2005,2,Negozi,affitto,netta,2,5.1,7.4,6.3
017003,Agnosine,2005,2,Negozi,vendita,lorda,2,850,1140,1002
017003,Agnosine,2005,2,Posti auto coperti,affitto,netta,2,1.3,2.6,1.9
017003,Agnosine,2005,2,Posti auto coperti,vendita,lorda,2,280,470,370
017003,Agnosine,2005,2,Posti auto scoperti,affitto,netta,2,1.0,1.8,1.4
017003,Agnosine,2005,2,Posti auto scoperti,vendita,lorda,2,190,340,260
017003,Agnosine,2005,2,Uffici,affitto,netta,2,3.7,5.4,4.4
017003,Agnosine,2005,2,Uffici,vendita,lorda,2,730,970,835
017003,Agnosine,2005,2,Ville e Villini,affitto,netta,1,3.5,4.4,4.0
017003,Agnosine,2005,2,Ville e Villini,vendita,lorda,1,770,970,870
017003,Agnosine,2006,2,Abitazioni civili,affitto,netta,1,3.6,4.5,4.0
017003,Agnosine,2006,2,Abitazioni civili,vendita,lorda,1,790,1000,895
017003,Agnosine,2006,2,Autorimesse,affitto,netta,1,2.7,3.3,3.0
017003,Agnosine,2006,2,Autorimesse,vendita,lorda,1,480,600,540
017003,Agnosine,2006,2,Box,affitto,netta,1,3.0,3.7,3.4
017003,Agnosine,2006,2,Box,vendita,lorda,1,540,670,605
017003,Agnosine,2006,2,Capannoni industriali,affitto,netta,1,2.2,2.6,2.4
017003,Agnosine,2006,2,Capannoni industriali,vendita,lorda,1,360,410,385
017003,Agnosine,2006,2,Capannoni tipici,affitto,netta,1,2.6,3.2,2.9
017003,Agnosine,2006,2,Capannoni tipici,vendita,lorda,1,380,470,425
017003,Agnosine,2006,2,Laboratori,affitto,netta,1,2.9,3.5,3.2
017003,Agnosine,2006,2,Laboratori,vendita,lorda,1,410,520,465
017003,Agnosine,2006,2,Magazzini,affitto,netta,1,2.4,3.0,2.7
017003,Agnosine,2006,2,Magazzini,vendita,lorda,1,350,430,390
017003,Agnosine,2006,2,Negozi,affitto,netta,1,6.5,7.6,7.0
017003,Agnosine,2006,2,Negozi,vendita,lorda,1,1000,1170,1085
017003,Agnosine,2006,2,Posti auto coperti,affitto,netta,1,2.0,2.6,2.3
017003,Agnosine,2006,2,Posti auto coperti,vendita,lorda,1,380,470,425
017003,Agnosine,2006,2,Posti auto scoperti,affitto,netta,1,1.5,1.8,1.6
017003,Agnosine,2006,2,Posti auto scoperti,vendita,lorda,1,270,340,305
017003,Agnosine,2006,2,Uffici,affitto,netta,1,4.6,5.6,5.1
017003,Agnosine,2006,2,Uffici,vendita,lorda,1,840,1000,920
017003,Agnosine,2006,2,Ville e Villini,affitto,netta,1,3.6,4.5,4.0
017003,Agnosine,2006,2,Ville e Villini,vendita,lorda,1,790,1000,895
017003,Agnosine,2007,2,Abitazioni civili,affitto,netta,1,3.4,4.3,3.8
017003,Agnosine,2007,2,Abitazioni civili,vendita,lorda,1,810,1020,915
017003,Agnosine,2007,2,Autorimesse,affitto,netta,1,2.4,3.0,2.7
017003,Agnosine,2007,2,Autorimesse,vendita,lorda,1,490,610,550
017003,Agnosine,2007,2,Box,affitto,netta,1,2.7,3.4,3.0
017003,Agnosine,2007,2,Box,vendita,lorda,1,550,680,615
017003,Agnosine,2007,2,Capannoni industriali,affitto,netta,1,2.2,2.6,2.4
017003,Agnosine,2007,2,Capannoni industriali,vendita,lorda,1,360,410,385
017003,Agnosine,2007,2,Capannoni tipici,affitto,netta,1,2.6,3.2,2.9
017003,Agnosine,2007,2,Capannoni tipici,vendita,lorda,1,380,470,425
017003,Agnosine,2007,2,Laboratori,affitto,netta,1,2.9,3.5,3.2
017003,Agnosine,2007,2,Laboratori,vendita,lorda,1,410,520,465
017003,Agnosine,2007,2,Magazzini,affitto,netta,1,2.5,3.0,2.8
017003,Agnosine,2007,2,Magazzini,vendita,lorda,1,360,430,395
017003,Agnosine,2007,2,Negozi,affitto,netta,1,6.5,7.6,7.0
017003,Agnosine,2007,2,Negozi,vendita,lorda,1,1000,1170,1085
017003,Agnosine,2007,2,Posti auto coperti,affitto,netta,1,1.8,2.2,2.0
017003,Agnosine,2007,2,Posti auto coperti,vendita,lorda,1,390,480,435
017003,Agnosine,2007,2,Posti auto scoperti,affitto,netta,1,1.3,1.6,1.5
017003,Agnosine,2007,2,Posti auto scoperti,vendita,lorda,1,275,345,310
017003,Agnosine,2007,2,Uffici,affitto,netta,1,4.7,5.7,5.2
017003,Agnosine,2007,2,Uffici,vendita,lorda,1,860,1020,940
017003,Agnosine,2007,2,Ville e Villini,affitto,netta,1,3.4,4.3,3.8
017003,Agnosine,2007,2,Ville e Villini,vendita,lorda,1,810,1020,915
017003,Agnosine,2008,2,Abitazioni civili,affitto,netta,1,3.3,4.2,3.8
017003,Agnosine,2008,2,Abitazioni civili,vendita,lorda,1,790,1000,895
017003,Agnosine,2008,2,Autorimesse,affitto,netta,1,2.4,2.9,2.6
017003,Agnosine,2008,2,Autorimesse,vendita,lorda,1,480,600,540
017003,Agnosine,2008,2,Box,affitto,netta,1,2.6,3.3,3.0
017003,Agnosine,2008,2,Box,vendita,lorda,1,540,670,605
017003,Agnosine,2008,2,Capannoni industriali,affitto,netta,1,2.2,2.6,2.4
017003,Agnosine,2008,2,Capannoni industriali,vendita,lorda,1,360,410,385
017003,Agnosine,2008,2,Capannoni tipici,affitto,netta,1,2.6,3.2,2.9
017003,Agnosine,2008,2,Capannoni tipici,vendita,lorda,1,380,470,425
017003,Agnosine,2008,2,Laboratori,affitto,netta,1,2.9,3.5,3.2
017003,Agnosine,2008,2,Laboratori,vendita,lorda,1,410,520,465
017003,Agnosine,2008,2,Magazzini,affitto,netta,1,2.5,3.0,2.8
017003,Agnosine,2008,2,Magazzini,vendita,lorda,1,360,430,395
017003,Agnosine,2008,2,Negozi,affitto,netta,1,6.5,7.6,7.0
017003,Agnosine,2008,2,Negozi,vendita,lorda,1,1000,1170,1085
017003,Agnosine,2008,2,Posti auto coperti,affitto,netta,1,1.8,2.2,2.0
017003,Agnosine,2008,2,Posti auto coperti,vendita,lorda,1,380,470,425
017003,Agnosine,2008,2,Posti auto scoperti,affitto,netta,1,1.3,1.6,1.5
017003,Agnosine,2008,2,Posti auto scoperti,vendita,lorda,1,270,340,305
017003,Agnosine,2008,2,Uffici,affitto,netta,1,4.7,5.7,5.2
017003,Agnosine,2008,2,Uffici,vendita,lorda,1,860,1020,940
017003,Agnosine,2008,2,Ville e Villini,affitto,netta,1,3.3,4.2,3.8
017003,Agnosine,2008,2,Ville e Villini,vendita,lorda,1,790,1000,895
017003,Agnosine,2009,2,Abitazioni civili,affitto,netta,1,2.9,3.7,3.3
017003,Agnosine,2009,2,Abitazioni civili,vendita,lorda,1,790,1000,895
017003,Agnosine,2009,2,Autorimesse,affitto,netta,1,2.1,2.6,2.4
017003,Agnosine,2009,2,Autorimesse,vendita,lorda,1,480,600,540
017003,Agnosine,2009,2,Box,affitto,netta,1,2.3,2.9,2.6
017003,Agnosine,2009,2,Box,vendita,lorda,1,540,670,605
017003,Agnosine,2009,2,Capannoni industriali,affitto,netta,1,2.2,2.6,2.4
017003,Agnosine,2009,2,Capannoni industriali,vendita,lorda,1,415,470,442
017003,Agnosine,2009,2,Capannoni tipici,affitto,netta,1,2.6,3.2,2.9
017003,Agnosine,2009,2,Capannoni tipici,vendita,lorda,1,435,540,488
017003,Agnosine,2009,2,Laboratori,affitto,netta,1,2.9,3.5,3.2
017003,Agnosine,2009,2,Laboratori,vendita,lorda,1,470,600,535
017003,Agnosine,2009,2,Magazzini,affitto,netta,1,2.5,3.0,2.8
017003,Agnosine,2009,2,Magazzini,vendita,lorda,1,395,475,435
017003,Agnosine,2009,2,Negozi,affitto,netta,1,6.5,7.6,7.0
017003,Agnosine,2009,2,Negozi,vendita,lorda,1,1000,1150,1075
017003,Agnosine,2009,2,Posti auto coperti,affitto,netta,1,1.6,1.9,1.8
017003,Agnosine,2009,2,Posti auto coperti,vendita,lorda,1,380,470,425
017003,Agnosine,2009,2,Posti auto scoperti,affitto,netta,1,1.1,1.4,1.2
017003,Agnosine,2009,2,Posti auto scoperti,vendita,lorda,1,270,340,305
017003,Agnosine,2009,2,Uffici,affitto,netta,1,4.4,5.2,4.8
017003,Agnosine,2009,2,Uffici,vendita,lorda,1,860,1000,930
017003,Agnosine,2009,2,Ville e Villini,affitto,netta,1,3.1,4.0,3.5
017003,Agnosine,2009,2,Ville e Villini,vendita,lorda,1,820,1050,935
017003,Agnosine,2010,2,Abitazioni civili,affitto,netta,1,2.9,3.7,3.3
017003,Agnosine,2010,2,Abitazioni civili,vendita,lorda,1,790,1000,895
017003,Agnosine,2010,2,Autorimesse,affitto,netta,1,2.1,2.6,2.4
017003,Agnosine,2010,2,Autorimesse,vendita,lorda,1,480,600,540
017003,Agnosine,2010,2,Box,affitto,netta,1,2.3,2.9,2.6
017003,Agnosine,2010,2,Box,vendita,lorda,1,540,670,605
017003,Agnosine,2010,2,Capannoni industriali,affitto,netta,1,2.2,2.6,2.4
017003,Agnosine,2010,2,Capannoni industriali,vendita,lorda,1,415,470,442
017003,Agnosine,2010,2,Capannoni tipici,affitto,netta,1,2.6,3.2,2.9
017003,Agnosine,2010,2,Capannoni tipici,vendita,lorda,1,435,540,488
017003,Agnosine,2010,2,Laboratori,affitto,netta,1,2.9,3.5,3.2
017003,Agnosine,2010,2,Laboratori,vendita,lorda,1,470,600,535
017003,Agnosine,2010,2,Magazzini,affitto,netta,1,2.5,3.0,2.8
017003,Agnosine,2010,2,Magazzini,vendita,lorda,1,395,475,435
017003,Agnosine,2010,2,Negozi,affitto,netta,1,6.5,7.6,7.0
017003,Agnosine,2010,2,Negozi,vendita,lorda,1,1000,1150,1075
017003,Agnosine,2010,2,Posti auto coperti,affitto,netta,1,1.6,1.9,1.8
017003,Agnosine,2010,2,Posti auto coperti,vendita,lorda,1,380,470,425
017003,Agnosine,2010,2,Posti auto scoperti,affitto,netta,1,1.1,1.4,1.2
017003,Agnosine,2010,2,Posti auto scoperti,vendita,lorda,1,270,340,305
017003,Agnosine,2010,2,Uffici,affitto,netta,1,4.4,5.2,4.8
