codice_istat,comune,anno,tavola,indicatore,num_memb,num_fr_menb,valore
017020,Borgo San Giacomo,2023,tutte,famiglie al 31 dicembre,3,totale,445
017020,Borgo San Giacomo,2023,tutte,famiglie al 31 dicembre,4,totale,350
017020,Borgo San Giacomo,2023,tutte,famiglie al 31 dicembre,5,totale,128
017020,Borgo San Giacomo,2023,tutte,famiglie al 31 dicembre,6 e più,totale,52
017020,Borgo San Giacomo,2023,tutte,famiglie al 31 dicembre,totale,totale,2156
017020,Borgo San Giacomo,2024,tutte,famiglie al 31 dicembre,1,totale,602
017020,Borgo San Giacomo,2024,tutte,famiglie al 31 dicembre,2,totale,613
017020,Borgo San Giacomo,2024,tutte,famiglie al 31 dicembre,3,totale,442
017020,Borgo San Giacomo,2024,tutte,famiglie al 31 dicembre,4,totale,345
017020,Borgo San Giacomo,2024,tutte,famiglie al 31 dicembre,5,totale,130
017020,Borgo San Giacomo,2024,tutte,famiglie al 31 dicembre,6 e più,totale,55
017020,Borgo San Giacomo,2024,tutte,famiglie al 31 dicembre,totale,totale,2187
017020,Borgo San Giacomo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,51
017020,Borgo San Giacomo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,22
017020,Borgo San Giacomo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,37
017020,Borgo San Giacomo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,70
017020,Borgo San Giacomo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,180
017020,Borgo San Giacomo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,45
017020,Borgo San Giacomo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,25
017020,Borgo San Giacomo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,29
017020,Borgo San Giacomo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,74
017020,Borgo San Giacomo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,173
017020,Borgo San Giacomo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,48
017020,Borgo San Giacomo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,23
017020,Borgo San Giacomo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,33
017020,Borgo San Giacomo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,69
017020,Borgo San Giacomo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,173
017020,Borgo San Giacomo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,44
017020,Borgo San Giacomo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,25
017020,Borgo San Giacomo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,27
017020,Borgo San Giacomo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,84
017020,Borgo San Giacomo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,180
017020,Borgo San Giacomo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,46
017020,Borgo San Giacomo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,37
017020,Borgo San Giacomo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,31
017020,Borgo San Giacomo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,70
017020,Borgo San Giacomo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,184
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,91
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,91
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,36
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,41
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,77
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,24
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,14
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,3,42
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,80
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,45
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,20
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,11
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,83
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,159
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,196
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,75
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,53
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,4 e più,83
017021,Borgosatollo,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,totale,407
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,84
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,84
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,44
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,40
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,84
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,21
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,14
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,3,39
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,74
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,43
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,17
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,8
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,82
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,150
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,192
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,71
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,47
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,4 e più,82
017021,Borgosatollo,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,totale,392
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,83
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,83
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,37
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,34
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,71
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,26
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,12
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,3,34
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,72
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,42
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,25
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,10
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,83
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,160
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,188
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,71
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,44
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,4 e più,83
017021,Borgosatollo,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,totale,386
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,90
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,90
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,38
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,43
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,81
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,27
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,11
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,3,25
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,63
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,46
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,23
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,10
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,84
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,163
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,201
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,77
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,35
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,4 e più,84
017021,Borgosatollo,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,totale,397
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,78
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,78
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,41
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,45
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,86
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,29
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,14
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,3,26
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,69
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,51
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,21
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,15
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,79
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,166
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,199
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,80
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,41
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,4 e più,79
017021,Borgosatollo,2024,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,totale,399
017021,Borgosatollo,2020,tutte,famiglie al 31 dicembre,1,totale,1088
017021,Borgosatollo,2020,tutte,famiglie al 31 dicembre,2,totale,1194
017021,Borgosatollo,2020,tutte,famiglie al 31 dicembre,3,totale,763
017021,Borgosatollo,2020,tutte,famiglie al 31 dicembre,4,totale,581
017021,Borgosatollo,2020,tutte,famiglie al 31 dicembre,5,totale,126
017021,Borgosatollo,2020,tutte,famiglie al 31 dicembre,6 e più,totale,59
017021,Borgosatollo,2020,tutte,famiglie al 31 dicembre,totale,totale,3811
017021,Borgosatollo,2021,tutte,famiglie al 31 dicembre,1,totale,1095
017021,Borgosatollo,2021,tutte,famiglie al 31 dicembre,2,totale,1168
017021,Borgosatollo,2021,tutte,famiglie al 31 dicembre,3,totale,776
017021,Borgosatollo,2021,tutte,famiglie al 31 dicembre,4,totale,578
017021,Borgosatollo,2021,tutte,famiglie al 31 dicembre,5,totale,126
017021,Borgosatollo,2021,tutte,famiglie al 31 dicembre,6 e più,totale,53
017021,Borgosatollo,2021,tutte,famiglie al 31 dicembre,totale,totale,3796
017021,Borgosatollo,2022,tutte,famiglie al 31 dicembre,1,totale,1116
017021,Borgosatollo,2022,tutte,famiglie al 31 dicembre,2,totale,1172
017021,Borgosatollo,2022,tutte,famiglie al 31 dicembre,3,totale,770
017021,Borgosatollo,2022,tutte,famiglie al 31 dicembre,4,totale,583
017021,Borgosatollo,2022,tutte,famiglie al 31 dicembre,5,totale,115
017021,Borgosatollo,2022,tutte,famiglie al 31 dicembre,6 e più,totale,64
017021,Borgosatollo,2022,tutte,famiglie al 31 dicembre,totale,totale,3820
017021,Borgosatollo,2023,tutte,famiglie al 31 dicembre,1,totale,1172
017021,Borgosatollo,2023,tutte,famiglie al 31 dicembre,2,totale,1183
017021,Borgosatollo,2023,tutte,famiglie al 31 dicembre,3,totale,762
017021,Borgosatollo,2023,tutte,famiglie al 31 dicembre,4,totale,564
017021,Borgosatollo,2023,tutte,famiglie al 31 dicembre,5,totale,116
017021,Borgosatollo,2023,tutte,famiglie al 31 dicembre,6 e più,totale,63
017021,Borgosatollo,2023,tutte,famiglie al 31 dicembre,totale,totale,3860
017021,Borgosatollo,2024,tutte,famiglie al 31 dicembre,1,totale,1178
017021,Borgosatollo,2024,tutte,famiglie al 31 dicembre,2,totale,1209
017021,Borgosatollo,2024,tutte,famiglie al 31 dicembre,3,totale,763
017021,Borgosatollo,2024,tutte,famiglie al 31 dicembre,4,totale,554
017021,Borgosatollo,2024,tutte,famiglie al 31 dicembre,5,totale,115
017021,Borgosatollo,2024,tutte,famiglie al 31 dicembre,6 e più,totale,63
017021,Borgosatollo,2024,tutte,famiglie al 31 dicembre,totale,totale,3882
017021,Borgosatollo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,91
017021,Borgosatollo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,41
017021,Borgosatollo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,42
017021,Borgosatollo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,77
017021,Borgosatollo,2020,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,251
017021,Borgosatollo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,84
017021,Borgosatollo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,40
017021,Borgosatollo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,39
017021,Borgosatollo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,74
017021,Borgosatollo,2021,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,237
017021,Borgosatollo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,83
017021,Borgosatollo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,34
017021,Borgosatollo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,34
017021,Borgosatollo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,73
017021,Borgosatollo,2022,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,224
017021,Borgosatollo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,90
017021,Borgosatollo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,43
017021,Borgosatollo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,25
017021,Borgosatollo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,72
017021,Borgosatollo,2023,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,230
017021,Borgosatollo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,1,totale,78
017021,Borgosatollo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,2,totale,45
017021,Borgosatollo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,3,totale,26
017021,Borgosatollo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,4 e più,totale,68
017021,Borgosatollo,2024,tutti_stranieri,famiglie con tutti i componenti stranieri al 31 dicembre,totale,totale,217
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,22
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,22
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,7
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,2
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,9
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,2
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,1
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,3,1
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,4
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,3
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,1
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,1
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,1
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,6
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,34
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,4
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,2
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,4 e più,1
017022,Borno,2020,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,totale,41
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,15
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,15
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,7
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,1
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,8
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,3
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,1
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,4
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,2
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,1
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,1
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,2
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,6
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,27
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,3
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,1
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,4 e più,2
017022,Borno,2021,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,totale,33
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,14
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,14
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,6
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,1
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,7
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,2
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,2
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,3,1
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,5
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,2
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,1
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,1
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,2
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,6
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,24
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,4
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,2
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,4 e più,2
017022,Borno,2022,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,totale,32
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,1,17
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,1,totale,17
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,1,6
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,2,3
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,2,totale,9
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,1,3
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,2,2
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,3,1
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,3,totale,6
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,1,2
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,2,1
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,3,1
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,4 e più,2
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,4 e più,totale,6
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,1,28
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,2,6
017022,Borno,2023,almeno_uno_straniero,famiglie con almeno uno straniero residente al 31 dicembre,totale,3,2
