codice_istat,comune,anno,indicatore,valore
017015,Berlingo,2023,popolazione_in_convivenza,11
017015,Berlingo,2024,popolazione_in_convivenza,11
017015,Berlingo,2018,popolazione_in_famiglia,2741
017015,Berlingo,2019,popolazione_in_famiglia,2747
017015,Berlingo,2020,popolazione_in_famiglia,2727
017015,Berlingo,2021,popolazione_in_famiglia,2736
017015,Berlingo,2022,popolazione_in_famiglia,2743
017015,Berlingo,2023,popolazione_in_famiglia,2727
017015,Berlingo,2024,popolazione_in_famiglia,2729
017015,Berlingo,2018,popolazione_residente,2754
017015,Berlingo,2019,popolazione_residente,2763
017015,Berlingo,2020,popolazione_residente,2744
017015,Berlingo,2021,popolazione_residente,2752
017015,Berlingo,2022,popolazione_residente,2755
017015,Berlingo,2023,popolazione_residente,2738
017015,Berlingo,2024,popolazione_residente,2740
017016,Berzo Demo,2018,famiglie,723
017016,Berzo Demo,2019,famiglie,725
017016,Berzo Demo,2020,famiglie,714
017016,Berzo Demo,2021,famiglie,703
017016,Berzo Demo,2022,famiglie,693
017016,Berzo Demo,2023,famiglie,689
017016,Berzo Demo,2024,famiglie,682
017016,Berzo Demo,2018,popolazione_in_famiglia,1627
017016,Berzo Demo,2019,popolazione_in_famiglia,1595
017016,Berzo Demo,2020,popolazione_in_famiglia,1551
017016,Berzo Demo,2021,popolazione_in_famiglia,1525
017016,Berzo Demo,2022,popolazione_in_famiglia,1505
017016,Berzo Demo,2023,popolazione_in_famiglia,1482
017016,Berzo Demo,2024,popolazione_in_famiglia,1459
017016,Berzo Demo,2018,popolazione_residente,1627
017016,Berzo Demo,2019,popolazione_residente,1595
017016,Berzo Demo,2020,popolazione_residente,1551
017016,Berzo Demo,2021,popolazione_residente,1525
017016,Berzo Demo,2022,popolazione_residente,1505
017016,Berzo Demo,2023,popolazione_residente,1482
017016,Berzo Demo,2024,popolazione_residente,1459
017017,Berzo Inferiore,2018,famiglie,985
017017,Berzo Inferiore,2019,famiglie,974
017017,Berzo Inferiore,2020,famiglie,981
017017,Berzo Inferiore,2021,famiglie,987
017017,Berzo Inferiore,2022,famiglie,1003
017017,Berzo Inferiore,2023,famiglie,1021
017017,Berzo Inferiore,2024,famiglie,1024
017017,Berzo Inferiore,2018,popolazione_in_convivenza,15
017017,Berzo Inferiore,2019,popolazione_in_convivenza,18
017017,Berzo Inferiore,2020,popolazione_in_convivenza,20
017017,Berzo Inferiore,2021,popolazione_in_convivenza,20
017017,Berzo Inferiore,2022,popolazione_in_convivenza,16
017017,Berzo Inferiore,2023,popolazione_in_convivenza,14
017017,Berzo Inferiore,2024,popolazione_in_convivenza,17
017017,Berzo Inferiore,2018,popolazione_in_famiglia,2467
017017,Berzo Inferiore,2019,popolazione_in_famiglia,2451
017017,Berzo Inferiore,2020,popolazione_in_famiglia,2420
017017,Berzo Inferiore,2021,popolazione_in_famiglia,2427
017017,Berzo Inferiore,2022,popolazione_in_famiglia,2434
017017,Berzo Inferiore,2023,popolazione_in_famiglia,2446
017017,Berzo Inferiore,2024,popolazione_in_famiglia,2456
017017,Berzo Inferiore,2018,popolazione_residente,2482
017017,Berzo Inferiore,2019,popolazione_residente,2469
017017,Berzo Inferiore,2020,popolazione_residente,2440
017017,Berzo Inferiore,2021,popolazione_residente,2447
017017,Berzo Inferiore,2022,popolazione_residente,2450
017017,Berzo Inferiore,2023,popolazione_residente,2460
017017,Berzo Inferiore,2024,popolazione_residente,2473
017018,Bienno,2018,famiglie,1675
017018,Bienno,2019,famiglie,1668
017018,Bienno,2020,famiglie,1677
017018,Bienno,2021,famiglie,1676
017018,Bienno,2022,famiglie,1684
017018,Bienno,2023,famiglie,1703
017018,Bienno,2024,famiglie,1703
017018,Bienno,2018,popolazione_in_convivenza,30
017018,Bienno,2019,popolazione_in_convivenza,31
017018,Bienno,2020,popolazione_in_convivenza,31
017018,Bienno,2021,popolazione_in_convivenza,32
017018,Bienno,2022,popolazione_in_convivenza,33
017018,Bienno,2023,popolazione_in_convivenza,32
017018,Bienno,2024,popolazione_in_convivenza,29
017018,Bienno,2018,popolazione_in_famiglia,3768
017018,Bienno,2019,popolazione_in_famiglia,3739
017018,Bienno,2020,popolazione_in_famiglia,3729
017018,Bienno,2021,popolazione_in_famiglia,3728
017018,Bienno,2022,popolazione_in_famiglia,3738
017018,Bienno,2023,popolazione_in_famiglia,3724
017018,Bienno,2024,popolazione_in_famiglia,3731
017018,Bienno,2018,popolazione_residente,3798
017018,Bienno,2019,popolazione_residente,3770
017018,Bienno,2020,popolazione_residente,3760
017018,Bienno,2021,popolazione_residente,3760
017018,Bienno,2022,popolazione_residente,3771
017018,Bienno,2023,popolazione_residente,3756
017018,Bienno,2024,popolazione_residente,3760
017019,Bione,2018,famiglie,556
017019,Bione,2019,famiglie,556
017019,Bione,2020,famiglie,562
017019,Bione,2021,famiglie,566
017019,Bione,2022,famiglie,566
017019,Bione,2023,famiglie,568
017019,Bione,2024,famiglie,568
017019,Bione,2018,popolazione_in_famiglia,1364
017019,Bione,2019,popolazione_in_famiglia,1339
017019,Bione,2020,popolazione_in_famiglia,1313
017019,Bione,2021,popolazione_in_famiglia,1311
017019,Bione,2022,popolazione_in_famiglia,1305
017019,Bione,2023,popolazione_in_famiglia,1299
017019,Bione,2024,popolazione_in_famiglia,1286
017019,Bione,2018,popolazione_residente,1364
017019,Bione,2019,popolazione_residente,1339
017019,Bione,2020,popolazione_residente,1313
017019,Bione,2021,popolazione_residente,1311
017019,Bione,2022,popolazione_residente,1305
017019,Bione,2023,popolazione_residente,1299
017019,Bione,2024,popolazione_residente,1286
017020,Borgo San Giacomo,2018,famiglie,2064
017020,Borgo San Giacomo,2019,famiglie,2094
017020,Borgo San Giacomo,2020,famiglie,2117
017020,Borgo San Giacomo,2021,famiglie,2137
